District,Block,Year,Avg_Trans_8_9
SITAPUR,BISWAN,2022-23,5766666.7
SITAPUR,BISWAN,2023-24,3466806.4
SITAPUR,BISWAN,2024-25,3766704.5
SITAPUR,BISWAN,2025-26,3966722.2
SITAPUR,GONDLAMAU,2022-23,5350000.0
SITAPUR,GONDLAMAU,2023-24,7100000.0
SITAPUR,GONDLAMAU,2024-25,5750000.0
SITAPUR,GONDLAMAU,2025-26,6700000.0
SITAPUR,HARGAON,2022-23,5550000.0
SITAPUR,HARGAON,2023-24,7100000.0
SITAPUR,HARGAON,2024-25,6550000.0
SITAPUR,HARGAON,2025-26,5800000.0
SITAPUR,KASMANDA,2022-23,5000139.2
SITAPUR,KASMANDA,2023-24,5300094.6
SITAPUR,KASMANDA,2024-25,5050126.1
SITAPUR,KASMANDA,2025-26,5450147.5
SITAPUR,KHAIRABAD,2022-23,5000000.0
SITAPUR,KHAIRABAD,2023-24,6400000.0
SITAPUR,KHAIRABAD,2024-25,5550000.0
SITAPUR,KHAIRABAD,2025-26,5600000.0
SITAPUR,LAHARPUR,2022-23,566839.7
SITAPUR,LAHARPUR,2023-24,243.3
SITAPUR,LAHARPUR,2024-25,398.7
SITAPUR,LAHARPUR,2025-26,269.4
SITAPUR,MACHHAREHTA,2022-23,2133976.1
SITAPUR,MACHHAREHTA,2023-24,1833830.3
SITAPUR,MACHHAREHTA,2024-25,2600766.6
SITAPUR,MACHHAREHTA,2025-26,2700866.4
SITAPUR,MAHMOODABAD,2022-23,1200211.0
SITAPUR,MAHMOODABAD,2023-24,700142.6
SITAPUR,MAHMOODABAD,2024-25,1150186.5
SITAPUR,MAHMOODABAD,2025-26,1725154.4
SITAPUR,MAHOLI,2022-23,900193.3
SITAPUR,MAHOLI,2023-24,3900100.0
SITAPUR,MAHOLI,2024-25,3250176.4
SITAPUR,MAHOLI,2025-26,3850194.1
SITAPUR,MISRIKH,2022-23,2766806.8
SITAPUR,MISRIKH,2023-24,3933494.7
SITAPUR,MISRIKH,2024-25,3766771.9
SITAPUR,MISRIKH,2025-26,3500087.7
SITAPUR,N.K.BISWAN,2022-23,237.7
SITAPUR,N.K.BISWAN,2023-24,205.1
SITAPUR,N.K.BISWAN,2024-25,183.9
SITAPUR,N.K.BISWAN,2025-26,207.4
SITAPUR,N.K.KHAIRABAD,2022-23,578.0
SITAPUR,N.K.KHAIRABAD,2023-24,196.2
SITAPUR,N.K.KHAIRABAD,2024-25,325.8
SITAPUR,N.K.KHAIRABAD,2025-26,300.0
SITAPUR,N.K.SITAPUR,2022-23,571.7
SITAPUR,N.K.SITAPUR,2023-24,235.9
SITAPUR,N.K.SITAPUR,2024-25,561.6
SITAPUR,N.K.SITAPUR,2025-26,364.5
SITAPUR,PAHALA,2022-23,2650080.6
SITAPUR,PAHALA,2023-24,3175053.5
SITAPUR,PAHALA,2024-25,2525060.8
SITAPUR,PAHALA,2025-26,3900052.8
SITAPUR,PARSENDI,2022-23,4700000.0
SITAPUR,PARSENDI,2023-24,6400000.0
SITAPUR,PARSENDI,2024-25,6800000.0
SITAPUR,PARSENDI,2025-26,5500000.0
SITAPUR,PISAWAN,2022-23,1600653.4
SITAPUR,PISAWAN,2023-24,2125233.4
SITAPUR,PISAWAN,2024-25,2375176.6
SITAPUR,PISAWAN,2025-26,2825153.1
SITAPUR,RAMPURMATHURA,2022-23,1760188.8
SITAPUR,RAMPURMATHURA,2023-24,1720094.0
SITAPUR,RAMPURMATHURA,2024-25,2060108.2
SITAPUR,RAMPURMATHURA,2025-26,1980086.6
SITAPUR,REUSA,2022-23,4200000.0
SITAPUR,REUSA,2023-24,5200000.0
SITAPUR,REUSA,2024-25,5500000.0
SITAPUR,REUSA,2025-26,6350000.0
SITAPUR,SAKARAN,2022-23,2466794.9
SITAPUR,SAKARAN,2023-24,2333401.5
SITAPUR,SAKARAN,2024-25,1833419.6
SITAPUR,SAKARAN,2025-26,2466719.7
SITAPUR,SIDHAULI,2022-23,3650135.1
SITAPUR,SIDHAULI,2023-24,3250097.7
SITAPUR,SIDHAULI,2024-25,4825090.4
SITAPUR,SIDHAULI,2025-26,4550164.0
SONBHADRA,BABHANI,2022-23,5400165.1
SONBHADRA,BABHANI,2023-24,3550056.9
SONBHADRA,BABHANI,2024-25,9275087.1
SONBHADRA,BABHANI,2025-26,5600064.6
SONBHADRA,CHATRA,2022-23,1000116.6
SONBHADRA,CHATRA,2023-24,1450317.3
SONBHADRA,CHATRA,2024-25,1500157.8
SONBHADRA,CHATRA,2025-26,1600076.7
SONBHADRA,CHOPAN,2022-23,10250086.3
SONBHADRA,CHOPAN,2023-24,9314309.7
SONBHADRA,CHOPAN,2024-25,5800070.9
SONBHADRA,CHOPAN,2025-26,6571519.5
SONBHADRA,DUDHI,2022-23,5600245.9
SONBHADRA,DUDHI,2023-24,4933509.1
SONBHADRA,DUDHI,2024-25,6000183.1
SONBHADRA,DUDHI,2025-26,5350134.5
SONBHADRA,GHORAWAL,2022-23,3057286.0
SONBHADRA,GHORAWAL,2023-24,5216756.3
SONBHADRA,GHORAWAL,2024-25,3533451.5
SONBHADRA,GHORAWAL,2025-26,4316755.7
SONBHADRA,KARMA,2023-24,258.1
SONBHADRA,KARMA,2024-25,236.7
SONBHADRA,KARMA,2025-26,217.5
SONBHADRA,KONE,2023-24,2925038.4
SONBHADRA,KONE,2024-25,2375045.4
SONBHADRA,KONE,2025-26,3375041.3
SONBHADRA,MYORPUR,2022-23,2466926.2
SONBHADRA,MYORPUR,2023-24,3411199.1
SONBHADRA,MYORPUR,2024-25,3145722.1
SONBHADRA,MYORPUR,2025-26,5000218.9
SONBHADRA,NAGWA,2022-23,4133333.3
SONBHADRA,NAGWA,2023-24,3383333.3
SONBHADRA,NAGWA,2024-25,4500000.0
SONBHADRA,NAGWA,2025-26,3300000.0
SONBHADRA,ROBERTSGANJ,2022-23,5033426.5
SONBHADRA,ROBERTSGANJ,2023-24,3966752.1
SONBHADRA,ROBERTSGANJ,2024-25,6100085.9
SONBHADRA,ROBERTSGANJ,2025-26,5900083.3
SULTANPUR,BALDIRAI,2022-23,2666666.7
SULTANPUR,BALDIRAI,2023-24,1833333.3
SULTANPUR,BALDIRAI,2024-25,3166666.7
SULTANPUR,BALDIRAI,2025-26,4066666.7
SULTANPUR,BHADAIYAN,2022-23,3700095.8
SULTANPUR,BHADAIYAN,2023-24,2920084.3
SULTANPUR,BHADAIYAN,2024-25,2880087.2
SULTANPUR,BHADAIYAN,2025-26,4340118.5
SULTANPUR,DHANPATGANJ,2022-23,5600000.0
SULTANPUR,DHANPATGANJ,2023-24,5450000.0
SULTANPUR,DHANPATGANJ,2024-25,5850000.0
SULTANPUR,DHANPATGANJ,2025-26,5750000.0
SULTANPUR,DOSTPUR,2022-23,750102.9
SULTANPUR,DOSTPUR,2023-24,800236.3
SULTANPUR,DOSTPUR,2024-25,1300749.9
SULTANPUR,DOSTPUR,2025-26,2900277.2
SULTANPUR,DUBEYPUR,2022-23,1024.9
SULTANPUR,DUBEYPUR,2023-24,881.7
SULTANPUR,DUBEYPUR,2024-25,5457.2
SULTANPUR,DUBEYPUR,2025-26,5650828.5
SULTANPUR,JAISINGHPUR,2022-23,2200181.0
SULTANPUR,JAISINGHPUR,2023-24,2300153.4
SULTANPUR,JAISINGHPUR,2024-25,2550264.8
SULTANPUR,JAISINGHPUR,2025-26,1900132.3
SULTANPUR,KADIPUR,2022-23,218.0
SULTANPUR,KADIPUR,2023-24,385.7
SULTANPUR,KADIPUR,2024-25,336.4
SULTANPUR,KADIPUR,2025-26,478.2
SULTANPUR,KARAUNDI KALA,2022-23,12700000.0
SULTANPUR,KARAUNDI KALA,2023-24,13100000.0
SULTANPUR,KARAUNDI KALA,2024-25,13300000.0
SULTANPUR,KARAUNDI KALA,2025-26,11600000.0
SULTANPUR,KUREBHAR,2022-23,900160.4
SULTANPUR,KUREBHAR,2023-24,1750071.7
SULTANPUR,KUREBHAR,2024-25,1200124.0
SULTANPUR,KUREBHAR,2025-26,1600187.5
SULTANPUR,KURWAR,2022-23,8400000.0
SULTANPUR,KURWAR,2023-24,7500000.0
SULTANPUR,KURWAR,2024-25,7300000.0
SULTANPUR,KURWAR,2025-26,6900000.0
SULTANPUR,MOTIGARPUR,2022-23,4050000.0
SULTANPUR,MOTIGARPUR,2023-24,2250000.0
SULTANPUR,MOTIGARPUR,2024-25,6300000.0
SULTANPUR,MOTIGARPUR,2025-26,5050000.0
SULTANPUR,SULTANPUR CITY,2022-23,570.4
SULTANPUR,SULTANPUR CITY,2023-24,300.1
SULTANPUR,SULTANPUR CITY,2024-25,400.5
SULTANPUR,SULTANPUR CITY,2025-26,479.7
UNNAO,ASOHA,2022-23,5500000.0
UNNAO,ASOHA,2023-24,3000000.0
UNNAO,ASOHA,2024-25,6300000.0
UNNAO,ASOHA,2025-26,5400000.0
UNNAO,AURAS,2022-23,2740056.2
UNNAO,AURAS,2023-24,3260050.0
UNNAO,AURAS,2024-25,3040073.5
UNNAO,AURAS,2025-26,3820070.5
UNNAO,BAGARMAU,2022-23,3533333.3
UNNAO,BAGARMAU,2023-24,4533333.3
UNNAO,BAGARMAU,2024-25,6333333.3
UNNAO,BAGARMAU,2025-26,5000000.0
UNNAO,BICHHIYA,2022-23,5950000.0
UNNAO,BICHHIYA,2023-24,5800000.0
UNNAO,BICHHIYA,2024-25,5200000.0
UNNAO,BICHHIYA,2025-26,7000000.0
UNNAO,BIGHAPUR,2022-23,2100000.0
UNNAO,BIGHAPUR,2023-24,3000000.0
UNNAO,BIGHAPUR,2024-25,5900000.0
UNNAO,BIGHAPUR,2025-26,3050000.0
UNNAO,CITI AREA,2022-23,299.3
UNNAO,CITI AREA,2023-24,247.8
UNNAO,CITI AREA,2024-25,406.4
UNNAO,CITI AREA,2025-26,404.1
UNNAO,FATEHPUR 84,2022-23,3200000.0
UNNAO,FATEHPUR 84,2023-24,3200000.0
UNNAO,FATEHPUR 84,2024-25,600000.0
UNNAO,FATEHPUR 84,2025-26,3900000.0
UNNAO,GANGMURADABAD,2022-23,2350000.0
UNNAO,GANGMURADABAD,2023-24,3300000.0
UNNAO,GANGMURADABAD,2024-25,2800000.0
UNNAO,GANGMURADABAD,2025-26,3750000.0
UNNAO,HASANGANJ,2022-23,1800000.0
UNNAO,HASANGANJ,2023-24,1100000.0
UNNAO,HASANGANJ,2024-25,2600000.0
UNNAO,HASANGANJ,2025-26,1400000.0
UNNAO,HILOULI,2022-23,6100000.0
UNNAO,HILOULI,2023-24,6100000.0
UNNAO,HILOULI,2024-25,7966666.7
UNNAO,HILOULI,2025-26,10166666.7
UNNAO,MIYAGANJ,2022-23,3200000.0
UNNAO,MIYAGANJ,2023-24,3750000.0
UNNAO,MIYAGANJ,2024-25,5600000.0
UNNAO,MIYAGANJ,2025-26,4400000.0
UNNAO,NAVABGANJ,2022-23,1980106.5
UNNAO,NAVABGANJ,2023-24,2040103.7
UNNAO,NAVABGANJ,2024-25,2360132.3
UNNAO,NAVABGANJ,2025-26,3160150.8
UNNAO,PURWA,2022-23,3850177.9
UNNAO,PURWA,2023-24,2800222.2
UNNAO,PURWA,2024-25,3500258.0
UNNAO,PURWA,2025-26,2550331.8
UNNAO,SAFIPUR,2022-23,10950000.0
UNNAO,SAFIPUR,2023-24,10750000.0
UNNAO,SAFIPUR,2024-25,10900000.0
UNNAO,SAFIPUR,2025-26,12100000.0
UNNAO,SIKANDERPUR KARN,2022-23,2433507.7
UNNAO,SIKANDERPUR KARN,2023-24,3150051.6
UNNAO,SIKANDERPUR KARN,2024-25,3725087.5
UNNAO,SIKANDERPUR KARN,2025-26,2850063.8
UNNAO,SIKANDERPUR SAROSI,2022-23,8500000.0
UNNAO,SIKANDERPUR SAROSI,2023-24,9450000.0
UNNAO,SIKANDERPUR SAROSI,2024-25,8800000.0
UNNAO,SIKANDERPUR SAROSI,2025-26,8500000.0
UNNAO,SUMERPUR,2022-23,1900000.0
UNNAO,SUMERPUR,2023-24,200000.0
UNNAO,SUMERPUR,2024-25,600000.0
UNNAO,SUMERPUR,2025-26,2000000.0
VARANASI,ARAJILINES,2022-23,4166736.9
VARANASI,ARAJILINES,2023-24,3855594.3
VARANASI,ARAJILINES,2024-25,3788950.0
VARANASI,ARAJILINES,2025-26,5111202.0
VARANASI,BARAGAON,2022-23,4150000.0
VARANASI,BARAGAON,2023-24,6050000.0
VARANASI,BARAGAON,2024-25,6250000.0
VARANASI,BARAGAON,2025-26,8450000.0
VARANASI,CHIRAIGAON,2022-23,8966666.7
VARANASI,CHIRAIGAON,2023-24,10033333.3
VARANASI,CHIRAIGAON,2024-25,10366666.7
VARANASI,CHIRAIGAON,2025-26,11066666.7
VARANASI,CHOLAPUR,2022-23,13450000.0
VARANASI,CHOLAPUR,2023-24,13250000.0
VARANASI,CHOLAPUR,2024-25,16050000.0
VARANASI,CHOLAPUR,2025-26,18900000.0
VARANASI,HARHUA,2022-23,4700000.0
VARANASI,HARHUA,2023-24,3500000.0
VARANASI,HARHUA,2024-25,5950000.0
VARANASI,HARHUA,2025-26,5400000.0
VARANASI,KASHIVIDYAPEETH,2022-23,6550000.0
VARANASI,KASHIVIDYAPEETH,2023-24,5700000.0
VARANASI,KASHIVIDYAPEETH,2024-25,6000000.0
VARANASI,KASHIVIDYAPEETH,2025-26,6700000.0
VARANASI,NAGAR NIGAM,2022-23,219.5
VARANASI,NAGAR NIGAM,2023-24,171.4
VARANASI,NAGAR NIGAM,2024-25,171.1
VARANASI,NAGAR NIGAM,2025-26,219.5
VARANASI,NAGAR PALIKA RAMNAGAR,2022-23,586.3
VARANASI,NAGAR PALIKA RAMNAGAR,2023-24,378.9
VARANASI,NAGAR PALIKA RAMNAGAR,2024-25,426.4
VARANASI,NAGAR PALIKA RAMNAGAR,2025-26,473.4
VARANASI,PINDRA,2022-23,4750000.0
VARANASI,PINDRA,2023-24,4250000.0
VARANASI,PINDRA,2024-25,5400000.0
VARANASI,PINDRA,2025-26,5750000.0
VARANASI,SEWAPURI,2022-23,6200000.0
VARANASI,SEWAPURI,2023-24,5960000.0
VARANASI,SEWAPURI,2024-25,6800000.0
VARANASI,SEWAPURI,2025-26,8160000.0
