District,Block,Year,Avg_Trans_8_9
PRATAPGARH,PATTI,2025-26,4000075.0
PRATAPGARH,SADAR,2023-24,307.1
PRATAPGARH,SADAR,2024-25,611.0
PRATAPGARH,SADWA-CHANDRIKA,2022-23,2200045.3
PRATAPGARH,SADWA-CHANDRIKA,2023-24,3000069.7
PRATAPGARH,SADWA-CHANDRIKA,2024-25,2750093.4
PRATAPGARH,SADWA-CHANDRIKA,2025-26,2567719.1
PRATAPGARH,SANGIPUR,2022-23,2766666.7
PRATAPGARH,SANGIPUR,2023-24,1200000.0
PRATAPGARH,SANGIPUR,2024-25,3000000.0
PRATAPGARH,SANGIPUR,2025-26,3833333.3
PRATAPGARH,SHIVGARH,2022-23,3575044.4
PRATAPGARH,SHIVGARH,2023-24,3200046.4
PRATAPGARH,SHIVGARH,2024-25,3075699.3
PRATAPGARH,SHIVGARH,2025-26,2975028.0
PRAYAGRAJ,BAHARIYA,2022-23,3250200.0
PRAYAGRAJ,BAHARIYA,2023-24,5800000.0
PRAYAGRAJ,BAHARIYA,2024-25,5800000.0
PRAYAGRAJ,BAHARIYA,2025-26,9900000.0
PRAYAGRAJ,CHAKA,2022-23,6966700.8
PRAYAGRAJ,CHAKA,2023-24,6200031.7
PRAYAGRAJ,CHAKA,2024-25,6066697.1
PRAYAGRAJ,CHAKA,2025-26,6666711.1
PRAYAGRAJ,DHANUPUR,2022-23,3000000.0
PRAYAGRAJ,DHANUPUR,2023-24,4700000.0
PRAYAGRAJ,DHANUPUR,2024-25,4100000.0
PRAYAGRAJ,DHANUPUR,2025-26,5800000.0
PRAYAGRAJ,HANDIA,2022-23,1400066.3
PRAYAGRAJ,HANDIA,2023-24,2850052.9
PRAYAGRAJ,HANDIA,2024-25,1800072.8
PRAYAGRAJ,HANDIA,2025-26,1450125.8
PRAYAGRAJ,JASARA,2022-23,8750000.0
PRAYAGRAJ,JASARA,2023-24,5800000.0
PRAYAGRAJ,JASARA,2024-25,9200000.0
PRAYAGRAJ,JASARA,2025-26,8100000.0
PRAYAGRAJ,KARCHHANA,2022-23,235.3
PRAYAGRAJ,KARCHHANA,2023-24,224.3
PRAYAGRAJ,KARCHHANA,2024-25,192.8
PRAYAGRAJ,KARCHHANA,2025-26,207.1
PRAYAGRAJ,KORAON,2022-23,6850000.0
PRAYAGRAJ,KORAON,2023-24,4300000.0
PRAYAGRAJ,KORAON,2024-25,4500000.0
PRAYAGRAJ,KORAON,2025-26,4200000.0
PRAYAGRAJ,MANDA,2022-23,3125172.1
PRAYAGRAJ,MANDA,2023-24,1725095.4
PRAYAGRAJ,MANDA,2024-25,3225129.3
PRAYAGRAJ,MANDA,2025-26,1750212.2
PRAYAGRAJ,MAUAIMA,2022-23,1500000.0
PRAYAGRAJ,MAUAIMA,2023-24,800000.0
PRAYAGRAJ,MAUAIMA,2024-25,1600000.0
PRAYAGRAJ,MAUAIMA,2025-26,3600000.0
PRAYAGRAJ,MEJA,2022-23,2400000.0
PRAYAGRAJ,MEJA,2023-24,2450000.0
PRAYAGRAJ,MEJA,2024-25,7250000.0
PRAYAGRAJ,MEJA,2025-26,5400000.0
PRAYAGRAJ,NAGAR CHHETRA,2022-23,975153.3
PRAYAGRAJ,NAGAR CHHETRA,2023-24,850132.5
PRAYAGRAJ,NAGAR CHHETRA,2024-25,925183.2
PRAYAGRAJ,NAGAR CHHETRA,2025-26,220.1
PRAYAGRAJ,PHOOLPUR,2022-23,2550062.6
PRAYAGRAJ,PHOOLPUR,2023-24,2650086.5
PRAYAGRAJ,PHOOLPUR,2024-25,2150081.2
PRAYAGRAJ,PHOOLPUR,2025-26,2450081.3
PRAYAGRAJ,PRATAP PUR,2022-23,4700000.0
PRAYAGRAJ,PRATAP PUR,2023-24,3300000.0
PRAYAGRAJ,PRATAP PUR,2024-25,4600000.0
PRAYAGRAJ,PRATAP PUR,2025-26,5300000.0
PRAYAGRAJ,SAHSON,2023-24,217.4
PRAYAGRAJ,SAHSON,2024-25,647.0
PRAYAGRAJ,SAHSON,2025-26,520.0
PRAYAGRAJ,SAIDABAD,2022-23,10700000.0
PRAYAGRAJ,SAIDABAD,2023-24,9400000.0
PRAYAGRAJ,SAIDABAD,2024-25,13300000.0
PRAYAGRAJ,SAIDABAD,2025-26,15600000.0
PRAYAGRAJ,SHANKAR GARH,2022-23,3566744.4
PRAYAGRAJ,SHANKAR GARH,2023-24,3566753.3
PRAYAGRAJ,SHANKAR GARH,2024-25,5000071.9
PRAYAGRAJ,SHANKAR GARH,2025-26,5700180.6
PRAYAGRAJ,SORAON,2022-23,19600000.0
PRAYAGRAJ,SORAON,2023-24,14300000.0
PRAYAGRAJ,SORAON,2024-25,19900000.0
PRAYAGRAJ,SORAON,2025-26,18400000.0
PRAYAGRAJ,URUWA,2022-23,1250246.9
PRAYAGRAJ,URUWA,2023-24,750097.5
PRAYAGRAJ,URUWA,2024-25,1600135.7
PRAYAGRAJ,URUWA,2025-26,1300156.2
RAE BARELI,AMAWAN,2022-23,9150000.0
RAE BARELI,AMAWAN,2023-24,8633333.3
RAE BARELI,AMAWAN,2024-25,10266666.7
RAE BARELI,AMAWAN,2025-26,10100000.0
RAE BARELI,BACHHRAWAN,2022-23,408.5
RAE BARELI,BACHHRAWAN,2023-24,1750154.9
RAE BARELI,BACHHRAWAN,2024-25,419.1
RAE BARELI,BACHHRAWAN,2025-26,392.4
RAE BARELI,CHHATOH,2022-23,1233487.2
RAE BARELI,CHHATOH,2023-24,1066877.3
RAE BARELI,CHHATOH,2024-25,1533457.6
RAE BARELI,CHHATOH,2025-26,600054.1
RAE BARELI,DALMAU,2022-23,174.1
RAE BARELI,DALMAU,2023-24,131.6
RAE BARELI,DALMAU,2024-25,210.0
RAE BARELI,DALMAU,2025-26,161.5
RAE BARELI,DEEH,2022-23,2600161.9
RAE BARELI,DEEH,2023-24,3266793.1
RAE BARELI,DEEH,2024-25,2666818.5
RAE BARELI,DEEH,2025-26,2466894.1
RAE BARELI,GAURA,2022-23,8450000.0
RAE BARELI,GAURA,2023-24,6000000.0
RAE BARELI,GAURA,2024-25,9000000.0
RAE BARELI,GAURA,2025-26,8100000.0
RAE BARELI,HARCHANDPUR,2022-23,3633376.5
RAE BARELI,HARCHANDPUR,2023-24,4233372.9
RAE BARELI,HARCHANDPUR,2024-25,4166744.0
RAE BARELI,HARCHANDPUR,2025-26,3866695.2
RAE BARELI,JAGATPUR,2022-23,3700000.0
RAE BARELI,JAGATPUR,2023-24,5250000.0
RAE BARELI,JAGATPUR,2024-25,5400000.0
RAE BARELI,JAGATPUR,2025-26,5800000.0
RAE BARELI,KHIRON,2022-23,5400000.0
RAE BARELI,KHIRON,2023-24,5300000.0
RAE BARELI,KHIRON,2024-25,6033333.3
RAE BARELI,KHIRON,2025-26,2667710.8
RAE BARELI,LALGANJ,2022-23,2200144.4
RAE BARELI,LALGANJ,2023-24,2450078.1
RAE BARELI,LALGANJ,2024-25,1450136.4
RAE BARELI,LALGANJ,2025-26,2450089.3
RAE BARELI,MAHRAJGANJ,2022-23,3080203.8
RAE BARELI,MAHRAJGANJ,2023-24,2340219.3
RAE BARELI,MAHRAJGANJ,2024-25,4240146.0
RAE BARELI,MAHRAJGANJ,2025-26,2860660.0
RAE BARELI,NAGAR SHETRA (RBL),2022-23,398.6
RAE BARELI,NAGAR SHETRA (RBL),2023-24,241.9
RAE BARELI,NAGAR SHETRA (RBL),2024-25,346.6
RAE BARELI,NAGAR SHETRA (RBL),2025-26,430.9
RAE BARELI,RAHI,2022-23,4033529.6
RAE BARELI,RAHI,2023-24,4100074.5
RAE BARELI,RAHI,2024-25,4466859.0
RAE BARELI,RAHI,2025-26,5566769.6
RAE BARELI,ROHANIYA,2022-23,3000000.0
RAE BARELI,ROHANIYA,2023-24,4966666.7
RAE BARELI,ROHANIYA,2024-25,3733333.3
RAE BARELI,ROHANIYA,2025-26,4500000.0
RAE BARELI,SALON,2022-23,12800084.4
RAE BARELI,SALON,2023-24,4750053.5
RAE BARELI,SALON,2024-25,14850047.1
RAE BARELI,SALON,2025-26,10800126.6
RAE BARELI,SARENI,2022-23,3500000.0
RAE BARELI,SARENI,2023-24,3200000.0
RAE BARELI,SARENI,2024-25,3700000.0
RAE BARELI,SARENI,2025-26,6400000.0
RAE BARELI,SATAON,2022-23,7300000.0
RAE BARELI,SATAON,2023-24,10500000.0
RAE BARELI,SATAON,2024-25,7550000.0
RAE BARELI,SATAON,2025-26,8100000.0
RAE BARELI,SHIVGARH,2022-23,10200000.0
RAE BARELI,SHIVGARH,2023-24,11950000.0
RAE BARELI,SHIVGARH,2024-25,6000000.0
RAE BARELI,SHIVGARH,2025-26,4750000.0
RAMPUR,BILASPUR,2022-23,1550565.7
RAMPUR,BILASPUR,2023-24,1371583.1
RAMPUR,BILASPUR,2024-25,1743099.9
RAMPUR,BILASPUR,2025-26,1228761.3
RAMPUR,CHAMRAUVA,2022-23,2875145.8
RAMPUR,CHAMRAUVA,2023-24,2225087.9
RAMPUR,CHAMRAUVA,2024-25,3675174.2
RAMPUR,CHAMRAUVA,2025-26,3925078.9
RAMPUR,MILAK,2022-23,294.3
RAMPUR,MILAK,2023-24,147.8
RAMPUR,MILAK,2024-25,421.7
RAMPUR,MILAK,2025-26,273.6
RAMPUR,SAID NAGAR,2022-23,1000171.4
RAMPUR,SAID NAGAR,2023-24,860080.1
RAMPUR,SAID NAGAR,2024-25,1300195.6
RAMPUR,SAID NAGAR,2025-26,1500150.4
RAMPUR,SHAHBAD,2022-23,5214430.3
RAMPUR,SHAHBAD,2023-24,5242957.1
RAMPUR,SHAHBAD,2024-25,4842974.3
RAMPUR,SHAHBAD,2025-26,5142959.0
RAMPUR,SUAR,2022-23,5171650.5
RAMPUR,SUAR,2023-24,5055656.7
RAMPUR,SUAR,2024-25,5155652.2
RAMPUR,SUAR,2025-26,5377898.6
RAMPUR,TOWN AREA RAMPUR,2022-23,620211.3
RAMPUR,TOWN AREA RAMPUR,2023-24,600119.1
RAMPUR,TOWN AREA RAMPUR,2024-25,480158.6
RAMPUR,TOWN AREA RAMPUR,2025-26,680143.0
SAHARANPUR,BALIA KHEDI,2022-23,2600056.8
SAHARANPUR,BALIA KHEDI,2023-24,2300030.9
SAHARANPUR,BALIA KHEDI,2024-25,1533389.7
SAHARANPUR,BALIA KHEDI,2025-26,2233370.7
SAHARANPUR,DEOBAND,2022-23,1540157.1
SAHARANPUR,DEOBAND,2023-24,1640031.7
SAHARANPUR,DEOBAND,2024-25,1300038.2
SAHARANPUR,DEOBAND,2025-26,2080037.1
SAHARANPUR,GANGOH,2022-23,3620080.0
SAHARANPUR,GANGOH,2023-24,2785761.4
SAHARANPUR,GANGOH,2024-25,2271782.0
SAHARANPUR,GANGOH,2025-26,2900066.7
SAHARANPUR,MUZAFFARABAD,2022-23,4833343.7
SAHARANPUR,MUZAFFARABAD,2023-24,4383358.3
SAHARANPUR,MUZAFFARABAD,2024-25,3962551.1
SAHARANPUR,MUZAFFARABAD,2025-26,4175068.7
SAHARANPUR,NAGAL,2022-23,3975000.0
SAHARANPUR,NAGAL,2023-24,3800000.0
SAHARANPUR,NAGAL,2024-25,4725000.0
SAHARANPUR,NAGAL,2025-26,4350000.0
SAHARANPUR,NAKUR,2022-23,3987541.2
SAHARANPUR,NAKUR,2023-24,3637518.1
SAHARANPUR,NAKUR,2024-25,3987522.0
SAHARANPUR,NAKUR,2025-26,3787546.6
SAHARANPUR,NANAUTA,2022-23,4525000.0
SAHARANPUR,NANAUTA,2023-24,5575000.0
SAHARANPUR,NANAUTA,2024-25,5675000.0
SAHARANPUR,NANAUTA,2025-26,5075000.0
SAHARANPUR,PUNWARKA,2022-23,7500084.7
SAHARANPUR,PUNWARKA,2023-24,6237544.4
SAHARANPUR,PUNWARKA,2024-25,6522262.7
SAHARANPUR,PUNWARKA,2025-26,6511161.7
SAHARANPUR,RAMPUR MANIHARAN,2022-23,5250000.0
SAHARANPUR,RAMPUR MANIHARAN,2023-24,6400000.0
SAHARANPUR,RAMPUR MANIHARAN,2024-25,5700000.0
SAHARANPUR,RAMPUR MANIHARAN,2025-26,6950000.0
SAHARANPUR,SADHOLI KADIM,2022-23,3680106.6
SAHARANPUR,SADHOLI KADIM,2023-24,3160209.9
SAHARANPUR,SADHOLI KADIM,2024-25,3580040.0
SAHARANPUR,SADHOLI KADIM,2025-26,4560049.0
SAHARANPUR,SARSAVA,2022-23,1825098.2
SAHARANPUR,SARSAVA,2023-24,1725056.6
SAHARANPUR,SARSAVA,2024-25,1600132.4
SAHARANPUR,SARSAVA,2025-26,1600128.0
SAHARANPUR,T.A. DEOBAND,2022-23,330.2
SAHARANPUR,T.A. DEOBAND,2023-24,300.0
SAHARANPUR,T.A. DEOBAND,2024-25,241.1
SAHARANPUR,T.A. DEOBAND,2025-26,229.6
SAHARANPUR,T.A. SAHAHRANPUR,2022-23,284.0
SAHARANPUR,T.A. SAHAHRANPUR,2023-24,109.2
SAHARANPUR,T.A. SAHAHRANPUR,2024-25,264.8
SAHARANPUR,T.A. SAHAHRANPUR,2025-26,291.1
SAMBHAL,ASMOLI,2025-26,3366733.3
SAMBHAL,BANIYAKHERA,2025-26,6750000.0
SAMBHAL,BEHJOI,2025-26,15300135.2
SAMBHAL,GUNNOR,2025-26,79.1
SAMBHAL,JUNAVAI,2025-26,138.9
SAMBHAL,PAWANSA,2025-26,2500086.2
SAMBHAL,RAJPURA,2025-26,46.4
SAMBHAL,SAMBHAL,2025-26,172.3
SAMBHAL,SAMBHAL CITY,2025-26,109.1
SAMBHAL (BHIM NAGAR),ASMOLI,2022-23,5700000.0
SAMBHAL (BHIM NAGAR),ASMOLI,2023-24,4200000.0
SAMBHAL (BHIM NAGAR),ASMOLI,2024-25,3300141.7
SAMBHAL (BHIM NAGAR),BANIYAKHERA,2022-23,7000000.0
SAMBHAL (BHIM NAGAR),BANIYAKHERA,2023-24,7350000.0
SAMBHAL (BHIM NAGAR),BANIYAKHERA,2024-25,7400000.0
SAMBHAL (BHIM NAGAR),BEHJOI,2022-23,17000127.1
SAMBHAL (BHIM NAGAR),BEHJOI,2023-24,14350081.2
SAMBHAL (BHIM NAGAR),BEHJOI,2024-25,16150104.4
SAMBHAL (BHIM NAGAR),GUNNOR,2023-24,306.4
SAMBHAL (BHIM NAGAR),GUNNOR,2024-25,180.4
SAMBHAL (BHIM NAGAR),JUNAVAI,2022-23,168.4
SAMBHAL (BHIM NAGAR),JUNAVAI,2023-24,129.4
SAMBHAL (BHIM NAGAR),JUNAVAI,2024-25,103.3
SAMBHAL (BHIM NAGAR),PAWANSA,2022-23,4500000.0
SAMBHAL (BHIM NAGAR),PAWANSA,2023-24,1300000.0
SAMBHAL (BHIM NAGAR),PAWANSA,2024-25,5850008.5
SAMBHAL (BHIM NAGAR),RAJPURA,2023-24,17400000.0
SAMBHAL (BHIM NAGAR),RAJPURA,2024-25,15600000.0
SAMBHAL (BHIM NAGAR),SAMBHAL,2022-23,178.4
SAMBHAL (BHIM NAGAR),SAMBHAL,2023-24,111.1
SAMBHAL (BHIM NAGAR),SAMBHAL,2024-25,187.6
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,2022-23,163.3
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,2023-24,96.0
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,2024-25,106.8
SANT KABIR NAGAR,BAGHAULI,2022-23,2150055.5
SANT KABIR NAGAR,BAGHAULI,2023-24,2400022.9
SANT KABIR NAGAR,BAGHAULI,2024-25,3220045.3
SANT KABIR NAGAR,BAGHAULI,2025-26,2640030.0
SANT KABIR NAGAR,BELHAR KALA,2022-23,6000000.0
SANT KABIR NAGAR,BELHAR KALA,2023-24,8100000.0
SANT KABIR NAGAR,BELHAR KALA,2024-25,8900000.0
SANT KABIR NAGAR,BELHAR KALA,2025-26,7600000.0
SANT KABIR NAGAR,HAINSAR BAZAR,2022-23,6950000.0
SANT KABIR NAGAR,HAINSAR BAZAR,2023-24,6800000.0
SANT KABIR NAGAR,HAINSAR BAZAR,2024-25,8900000.0
SANT KABIR NAGAR,HAINSAR BAZAR,2025-26,9550000.0
SANT KABIR NAGAR,KHALILABAD,2022-23,3133418.7
SANT KABIR NAGAR,KHALILABAD,2023-24,2766722.7
SANT KABIR NAGAR,KHALILABAD,2024-25,3266726.1
SANT KABIR NAGAR,KHALILABAD,2025-26,2866734.2
SANT KABIR NAGAR,MEHNDAVAL,2023-24,7000000.0
SANT KABIR NAGAR,MEHNDAVAL,2024-25,7200000.0
SANT KABIR NAGAR,MEHNDAVAL,2025-26,894.7
SANT KABIR NAGAR,NATHNAGAR,2022-23,2400000.0
SANT KABIR NAGAR,NATHNAGAR,2023-24,1600000.0
SANT KABIR NAGAR,NATHNAGAR,2024-25,3300000.0
SANT KABIR NAGAR,NATHNAGAR,2025-26,3700000.0
SANT KABIR NAGAR,PAULI,2022-23,14700000.0
SANT KABIR NAGAR,PAULI,2023-24,16400000.0
SANT KABIR NAGAR,PAULI,2024-25,13500000.0
SANT KABIR NAGAR,PAULI,2025-26,12400000.0
SANT KABIR NAGAR,SANTHA,2023-24,1000000.0
SANT KABIR NAGAR,SANTHA,2024-25,600000.0
SANT KABIR NAGAR,SANTHA,2025-26,700000.0
SANT KABIR NAGAR,SEMARINYAVA,2022-23,4033333.3
SANT KABIR NAGAR,SEMARINYAVA,2023-24,3760000.0
SANT KABIR NAGAR,SEMARINYAVA,2024-25,3720000.0
SANT KABIR NAGAR,SEMARINYAVA,2025-26,3120000.0
SHAHJAHANPUR,BANDA,2022-23,5900000.0
SHAHJAHANPUR,BANDA,2023-24,4580000.0
SHAHJAHANPUR,BANDA,2024-25,4600000.0
SHAHJAHANPUR,BANDA,2025-26,4840000.0
SHAHJAHANPUR,BHAWALKHERA,2022-23,4433488.9
SHAHJAHANPUR,BHAWALKHERA,2023-24,3700065.9
SHAHJAHANPUR,BHAWALKHERA,2024-25,4233379.1
SHAHJAHANPUR,BHAWALKHERA,2025-26,4366707.2
SHAHJAHANPUR,DADRAUL,2022-23,6171506.5
SHAHJAHANPUR,DADRAUL,2023-24,5342930.4
SHAHJAHANPUR,DADRAUL,2024-25,5512564.3
SHAHJAHANPUR,DADRAUL,2025-26,5787804.3
SHAHJAHANPUR,JAITIPUR,2022-23,2550000.0
SHAHJAHANPUR,JAITIPUR,2023-24,2250000.0
SHAHJAHANPUR,JAITIPUR,2024-25,3250000.0
SHAHJAHANPUR,JAITIPUR,2025-26,2400000.0
SHAHJAHANPUR,JALALABAD,2022-23,6400000.0
SHAHJAHANPUR,JALALABAD,2023-24,2266666.7
SHAHJAHANPUR,JALALABAD,2024-25,6966666.7
SHAHJAHANPUR,JALALABAD,2025-26,5700000.0
SHAHJAHANPUR,KALAN,2022-23,3825055.7
SHAHJAHANPUR,KALAN,2023-24,926145.4
SHAHJAHANPUR,KALAN,2024-25,1250019.7
SHAHJAHANPUR,KALAN,2025-26,1850094.6
SHAHJAHANPUR,KANTH,2022-23,16000000.0
SHAHJAHANPUR,KANTH,2023-24,13080000.0
SHAHJAHANPUR,KANTH,2024-25,14540000.0
SHAHJAHANPUR,KANTH,2025-26,18900000.0
SHAHJAHANPUR,KATRA KHUDAGANJ,2022-23,5350000.0
SHAHJAHANPUR,KATRA KHUDAGANJ,2023-24,6600000.0
SHAHJAHANPUR,KATRA KHUDAGANJ,2024-25,6800000.0
SHAHJAHANPUR,KATRA KHUDAGANJ,2025-26,6450000.0
SHAHJAHANPUR,KHUTAR,2022-23,6100000.0
SHAHJAHANPUR,KHUTAR,2023-24,6950000.0
SHAHJAHANPUR,KHUTAR,2024-25,7500000.0
SHAHJAHANPUR,KHUTAR,2025-26,7050000.0
SHAHJAHANPUR,MADNAPUR,2022-23,8300000.0
SHAHJAHANPUR,MADNAPUR,2023-24,6900000.0
SHAHJAHANPUR,MADNAPUR,2024-25,8250000.0
SHAHJAHANPUR,MADNAPUR,2025-26,8150000.0
SHAHJAHANPUR,MIRJAPUR,2022-23,2550000.0
SHAHJAHANPUR,MIRJAPUR,2023-24,3550000.0
SHAHJAHANPUR,MIRJAPUR,2024-25,4200000.0
SHAHJAHANPUR,MIRJAPUR,2025-26,3150000.0
SHAHJAHANPUR,NIGOHI,2022-23,3300000.0
SHAHJAHANPUR,NIGOHI,2023-24,1900000.0
SHAHJAHANPUR,NIGOHI,2024-25,2550000.0
SHAHJAHANPUR,NIGOHI,2025-26,4000000.0
SHAHJAHANPUR,PUWAYA,2022-23,2875071.6
SHAHJAHANPUR,PUWAYA,2023-24,3550065.5
SHAHJAHANPUR,PUWAYA,2024-25,3600056.6
SHAHJAHANPUR,PUWAYA,2025-26,3875087.3
SHAHJAHANPUR,SINDHAULI,2022-23,12533333.3
SHAHJAHANPUR,SINDHAULI,2023-24,9633333.3
SHAHJAHANPUR,SINDHAULI,2024-25,12400000.0
SHAHJAHANPUR,SINDHAULI,2025-26,15600000.0
SHAHJAHANPUR,T.A.SHAHJAHANPUR,2022-23,367.1
SHAHJAHANPUR,T.A.SHAHJAHANPUR,2023-24,360.1
SHAHJAHANPUR,T.A.SHAHJAHANPUR,2024-25,489.7
SHAHJAHANPUR,T.A.SHAHJAHANPUR,2025-26,281.3
SHAHJAHANPUR,TILHAR,2022-23,2720057.6
SHAHJAHANPUR,TILHAR,2023-24,3100060.8
SHAHJAHANPUR,TILHAR,2024-25,3780042.1
SHAHJAHANPUR,TILHAR,2025-26,3660054.2
SHAMLI,KAIRANA,2025-26,5325000.0
SHAMLI,KANDHLA,2025-26,2267011.0
SHAMLI,KANDHLA [TOWN AREA],2025-26,146.4
SHAMLI,OON,2025-26,2714340.0
SHAMLI,SHAMLI,2025-26,4850077.3
SHAMLI,THANABHAWAN,2025-26,4125268.7
SHAMLI (PRABUDH NAGAR),KAIRANA,2022-23,2850115.0
SHAMLI (PRABUDH NAGAR),KAIRANA,2023-24,2325487.3
SHAMLI (PRABUDH NAGAR),KAIRANA,2024-25,3700000.0
SHAMLI (PRABUDH NAGAR),KANDHLA,2022-23,3533333.3
SHAMLI (PRABUDH NAGAR),KANDHLA,2023-24,3666666.7
SHAMLI (PRABUDH NAGAR),KANDHLA,2024-25,3233333.3
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2022-23,258.8
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2023-24,143.0
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2024-25,152.2
SHAMLI (PRABUDH NAGAR),OON,2022-23,986510.5
SHAMLI (PRABUDH NAGAR),OON,2023-24,771572.8
SHAMLI (PRABUDH NAGAR),OON,2024-25,2442892.9
SHAMLI (PRABUDH NAGAR),SHAMLI,2022-23,3500158.3
SHAMLI (PRABUDH NAGAR),SHAMLI,2023-24,2700043.9
SHAMLI (PRABUDH NAGAR),SHAMLI,2024-25,3350066.7
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2022-23,1550146.9
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2023-24,3666796.2
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2024-25,5100000.0
SHRAWASTI,GILAULA,2022-23,2825000.0
SHRAWASTI,GILAULA,2023-24,3950000.0
SHRAWASTI,GILAULA,2024-25,3350000.0
SHRAWASTI,GILAULA,2025-26,3475000.0
SHRAWASTI,HARIHARPUR RANI,2022-23,3085714.3
SHRAWASTI,HARIHARPUR RANI,2023-24,2414664.1
SHRAWASTI,HARIHARPUR RANI,2024-25,3557528.4
SHRAWASTI,HARIHARPUR RANI,2025-26,5085764.3
SHRAWASTI,IKAUNA,2022-23,2750000.0
SHRAWASTI,IKAUNA,2023-24,3720000.0
SHRAWASTI,IKAUNA,2024-25,4880000.0
SHRAWASTI,IKAUNA,2025-26,4860000.0
SHRAWASTI,JAMUNHA,2022-23,4150000.0
SHRAWASTI,JAMUNHA,2023-24,3625000.0
SHRAWASTI,JAMUNHA,2024-25,3425000.0
SHRAWASTI,JAMUNHA,2025-26,3275000.0
SHRAWASTI,SIRSIYA,2022-23,2637500.0
SHRAWASTI,SIRSIYA,2023-24,4637500.0
SHRAWASTI,SIRSIYA,2024-25,5437500.0
SHRAWASTI,SIRSIYA,2025-26,8087500.0
SIDDHARTHNAGAR,BANSI,2022-23,3433384.3
SIDDHARTHNAGAR,BANSI,2023-24,2433369.0
SIDDHARTHNAGAR,BANSI,2024-25,3600049.5
SIDDHARTHNAGAR,BANSI,2025-26,4600089.4
SIDDHARTHNAGAR,BARHANI,2022-23,4000000.0
SIDDHARTHNAGAR,BARHANI,2023-24,4100000.0
SIDDHARTHNAGAR,BARHANI,2024-25,3400000.0
SIDDHARTHNAGAR,BARHANI,2025-26,2650128.6
SIDDHARTHNAGAR,BHANVAPUR,2022-23,10500000.0
SIDDHARTHNAGAR,BHANVAPUR,2023-24,12800000.0
SIDDHARTHNAGAR,BHANVAPUR,2024-25,9400000.0
SIDDHARTHNAGAR,BHANVAPUR,2025-26,8000000.0
SIDDHARTHNAGAR,BIRDPUR,2022-23,4750000.0
SIDDHARTHNAGAR,BIRDPUR,2023-24,2500044.2
SIDDHARTHNAGAR,BIRDPUR,2024-25,1100034.0
SIDDHARTHNAGAR,BIRDPUR,2025-26,2433391.0
SIDDHARTHNAGAR,DUMARIYAGANJ,2022-23,3500125.7
SIDDHARTHNAGAR,DUMARIYAGANJ,2023-24,2275083.5
SIDDHARTHNAGAR,DUMARIYAGANJ,2024-25,2875175.2
SIDDHARTHNAGAR,DUMARIYAGANJ,2025-26,4300212.6
SIDDHARTHNAGAR,ITAVA,2022-23,3066798.4
SIDDHARTHNAGAR,ITAVA,2023-24,2000039.3
SIDDHARTHNAGAR,ITAVA,2024-25,2000248.5
SIDDHARTHNAGAR,ITAVA,2025-26,3333389.5
SIDDHARTHNAGAR,JOGIYA,2022-23,13700000.0
SIDDHARTHNAGAR,JOGIYA,2023-24,5900000.0
SIDDHARTHNAGAR,JOGIYA,2024-25,5200000.0
SIDDHARTHNAGAR,JOGIYA,2025-26,5200000.0
SIDDHARTHNAGAR,KHESARAHA,2022-23,1500045.9
SIDDHARTHNAGAR,KHESARAHA,2023-24,850041.5
SIDDHARTHNAGAR,KHESARAHA,2024-25,900157.5
SIDDHARTHNAGAR,KHESARAHA,2025-26,2750105.1
SIDDHARTHNAGAR,KHUNIYANV,2022-23,4200000.0
SIDDHARTHNAGAR,KHUNIYANV,2023-24,4150000.0
SIDDHARTHNAGAR,KHUNIYANV,2024-25,3733333.3
SIDDHARTHNAGAR,KHUNIYANV,2025-26,6066666.7
SIDDHARTHNAGAR,MITHAVAL,2022-23,800000.0
SIDDHARTHNAGAR,MITHAVAL,2023-24,600000.0
SIDDHARTHNAGAR,MITHAVAL,2024-25,1500000.0
SIDDHARTHNAGAR,MITHAVAL,2025-26,4000000.0
SIDDHARTHNAGAR,NAUGARH,2022-23,2700061.4
SIDDHARTHNAGAR,NAUGARH,2023-24,2875045.9
SIDDHARTHNAGAR,NAUGARH,2024-25,3075086.7
SIDDHARTHNAGAR,NAUGARH,2025-26,3725088.5
SIDDHARTHNAGAR,SHOHARATGARH,2022-23,2800000.0
SIDDHARTHNAGAR,SHOHARATGARH,2023-24,2400000.0
SIDDHARTHNAGAR,SHOHARATGARH,2024-25,1900000.0
SIDDHARTHNAGAR,SHOHARATGARH,2025-26,3900000.0
SITAPUR,ALIYA,2022-23,3500135.0
SITAPUR,ALIYA,2023-24,3533500.0
SITAPUR,ALIYA,2024-25,4833400.0
SITAPUR,ALIYA,2025-26,4100095.1
SITAPUR,BEHTA,2022-23,3783333.3
SITAPUR,BEHTA,2023-24,3516666.7
SITAPUR,BEHTA,2024-25,3566666.7
SITAPUR,BEHTA,2025-26,4683333.3
