District,Block,Avg_Girls_Progression,Avg_C10_C11_pct,Collapsed_Enrollment_Schools,C1011_Gap_Schools,Strong_Enrollment_Schools,Block_Girls_Enrollment_Health
HARDOI,BILGRAM,20.4,27.8,0,0,0,Weak
HARDOI,HARIYAWAN,0.0,0.0,0,0,0,Weak
HARDOI,HARPALPUR,0.0,0.0,0,0,0,Weak
HARDOI,KACHAUNA,0.0,0.0,0,0,0,Weak
HARDOI,KOTHAWAN,19.6,14.7,0,1,0,Weak
HARDOI,MADHOGANJ,0.0,0.0,0,0,0,Weak
HARDOI,MALLAWA,33333.3,33333.3,0,0,0,Strong
HARDOI,PIHANI,0.0,0.0,0,0,0,Weak
HARDOI,SANDI,0.0,0.0,0,0,0,Weak
HARDOI,SANDILA,0.0,0.0,0,0,0,Weak
HARDOI,SHAHABAD,0.0,0.0,0,0,0,Weak
HARDOI,SURSA,0.0,0.0,0,0,0,Weak
HARDOI,TANDIYAWA,118.7,54.6,0,1,0,Strong
HARDOI,TN.AR.  PIHANI,80.8,17.9,0,1,0,Strong
HARDOI,TN.AR. HARDOI,195.8,53.4,0,0,1,Strong
HARDOI,TN.AR. SANDILA,348.6,96.6,0,0,0,Strong
HARDOI,TONDARPUR,1840000.0,15.5,0,0,0,Strong
HATHRAS,HASAYAN,0.0,0.0,0,0,0,Weak
HATHRAS,HATHRAS,0.0,0.0,0,0,0,Weak
HATHRAS,MURSAN,119.2,17.6,0,1,0,Strong
HATHRAS,N.P. HATHRAS,51.0,75.0,0,0,0,Moderate
HATHRAS,SADABAD,540000.0,19.4,0,0,0,Strong
HATHRAS,SAHPAU,149.8,25.0,0,0,0,Strong
HATHRAS,SASNI,0.0,0.0,0,0,0,Weak
HATHRAS,SIKANDRA RAO,150.0,55.2,0,0,0,Strong
JALAUN,DAKOR,96.2,76.5,0,0,1,Strong
JALAUN,JALAUN,0.0,0.0,0,0,0,Weak
JALAUN,KADAURA,287.8,68.9,0,0,0,Strong
JALAUN,KONCH,0.0,0.0,0,0,0,Weak
JALAUN,KUTHAUND,0.0,0.0,0,0,0,Weak
JALAUN,MADHAUGADH,5400000.0,111.5,0,0,1,Strong
JALAUN,MAHEVA,833402.3,39.8,0,1,0,Strong
JALAUN,NADIGAWN,95.8,43.6,0,0,0,Strong
JALAUN,RAMPURA,566666.7,33.3,0,0,0,Strong
JALAUN,T. A. ORAI,764.2,106.5,0,0,1,Strong
JAUNPUR,BADLA PUR,0.0,0.0,0,0,0,Weak
JAUNPUR,BARSATHI,0.0,0.0,0,0,0,Weak
JAUNPUR,BUKSHA,0.0,0.0,0,0,0,Weak
JAUNPUR,DHARMAPUR,0.0,0.0,0,0,0,Weak
JAUNPUR,DOBHI,0.0,0.0,0,0,0,Weak
JAUNPUR,JALALPUR,0.0,0.0,0,0,0,Weak
JAUNPUR,JAUNPUR  [NAGAR],183.7,103.8,0,0,1,Strong
JAUNPUR,KARANJA KALA,0.0,0.0,0,0,0,Weak
JAUNPUR,KERAKAT,0.0,59.4,1,0,0,Weak
JAUNPUR,KHUTHAN,0.0,0.0,0,0,0,Weak
JAUNPUR,MACHHALI SHAHAR,106.4,44.4,0,0,1,Strong
JAUNPUR,MADIYAHUN,1550000.0,37.0,0,0,0,Strong
JAUNPUR,MAHARAJ GANJ,0.0,0.0,0,0,0,Weak
JAUNPUR,MUFTI GANJ,0.0,0.0,0,0,0,Weak
JAUNPUR,MUGRA BADSHAH PUR,0.0,0.0,0,0,0,Weak
JAUNPUR,RAM PUR,0.0,0.0,0,0,0,Weak
JAUNPUR,SHAH GANJ,0.0,106.6,1,0,0,Weak
JAUNPUR,SIKRARA,0.0,0.0,0,0,0,Weak
JAUNPUR,SIRKONI,172.2,21.0,0,1,0,Strong
JAUNPUR,SUITHA KALA,0.0,0.0,0,0,0,Weak
JAUNPUR,SUJAN GANJ,0.0,0.0,0,0,0,Weak
JHANSI,BABINA,505.6,42.1,0,0,1,Strong
JHANSI,BAMORE,0.0,0.0,0,0,0,Weak
JHANSI,BANGRA,997.2,67.8,0,0,3,Strong
JHANSI,BARAGAON,29.4,19.2,0,0,0,Moderate
JHANSI,CHIRGAON,266.6,21.3,0,1,0,Strong
JHANSI,GURSARAI,777.5,39.7,0,0,1,Strong
JHANSI,JHANSI NAGARCHETRA,394.2,1551.6,0,0,1,Strong
JHANSI,MAURANIPUR,0.0,0.0,0,0,0,Weak
JHANSI,MAURANIPUR  N.CHETRA,519.6,155.5,0,0,0,Strong
JHANSI,MOTH,4123.8,134.3,1,0,2,Moderate
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,113.0,61.5,0,0,1,Strong
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,138.8,116.0,0,0,0,Strong
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,42.5,27.5,0,0,0,Moderate
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,1175016.6,48.0,0,0,0,Strong
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,36.8,49.0,0,0,0,Moderate
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,760014.5,35.7,0,0,0,Strong
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,159.4,114.2,0,0,1,Strong
JYOTIBA PHULE NAGAR (AMROHA),JOYA,405.2,69.2,0,0,0,Strong
KANNAUJ,CHHIBRAMAU,1000000.0,43.7,0,0,0,Strong
KANNAUJ,GUGRAPUR,0.0,0.0,0,0,0,Weak
KANNAUJ,HASERAN,0.0,0.0,0,0,0,Weak
KANNAUJ,JALALABAD,420.0,44.1,0,0,1,Strong
KANNAUJ,KANNAUJ,44.4,73.3,0,0,0,Moderate
KANNAUJ,SAURIKH,0.0,0.0,0,0,0,Weak
KANNAUJ,TAL GRAM,241.4,66.2,0,0,0,Strong
KANNAUJ,UMARDA,1864.8,27.4,0,0,1,Strong
KANPUR DEHAT,AKBARPUR,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,AMARAUDHA,79.9,40.5,0,0,1,Strong
KANPUR DEHAT,DERAPUR,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,JHINJHAK,266666.7,87.5,0,0,0,Strong
KANPUR DEHAT,MAITHA,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,MALASA,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,RAJPUR,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,RASULABAD,1500000.0,67.6,0,0,0,Strong
KANPUR DEHAT,SANDALPUR,0.0,0.0,0,0,0,Weak
KANPUR DEHAT,SARVANKHERA,1900000.0,24.1,0,1,0,Strong
KANPUR NAGAR,BHITERGAON,0.0,0.0,0,0,0,Weak
KANPUR NAGAR,BIDHNU,6500000.0,105.5,0,0,1,Strong
KANPUR NAGAR,BILHAUR,0.0,0.0,0,0,0,Weak
KANPUR NAGAR,CHAUBEPUR,0.0,0.0,0,0,0,Weak
KANPUR NAGAR,GHATAMPUR,63.1,34.5,0,0,0,Strong
KANPUR NAGAR,KAKWAN,0.0,0.0,0,0,0,Weak
KANPUR NAGAR,KALYANPUR,3000131.2,53.3,0,0,2,Strong
KANPUR NAGAR,PATARA,0.0,0.0,0,0,0,Weak
KANPUR NAGAR,PREMNAGAR,153.8,96.0,0,0,1,Strong
KANPUR NAGAR,SARSAUL,300.0,30.6,0,0,0,Strong
KANPUR NAGAR,SHASTRI NAGAR,376.2,129.5,0,0,1,Strong
KANPUR NAGAR,SHIVRAJPUR,0.0,0.0,0,0,0,Weak
KANSHIRAM NAGAR,AMAPUR,81.8,53.2,0,0,0,Strong
KANSHIRAM NAGAR,GANJ DUNDWARA,22.2,50.0,0,0,0,Weak
KANSHIRAM NAGAR,KASGANJ,0.0,0.0,0,0,0,Weak
KANSHIRAM NAGAR,KASGANJ (URBAN),254.8,105.6,0,0,1,Strong
KANSHIRAM NAGAR,PATIYALI,129.1,58.6,1,0,1,Moderate
KANSHIRAM NAGAR,SAHAVAR,95.9,86.5,0,0,0,Strong
KANSHIRAM NAGAR,SORON,121.6,68.0,0,0,0,Strong
KAUSHAMBI,CHAYAL,0.0,0.0,0,0,0,Weak
KAUSHAMBI,KADA,112.4,44.1,0,1,0,Strong
KAUSHAMBI,KAUSHAMBI,0.0,0.0,0,0,0,Weak
KAUSHAMBI,MANJHANPUR,41.7,20.6,0,1,0,Moderate
KAUSHAMBI,MURATGANJ,0.0,0.0,0,0,0,Weak
KAUSHAMBI,NEWADA,0.0,0.0,0,0,0,Weak
KAUSHAMBI,SARSAWAN,94.2,12.5,0,1,0,Strong
KAUSHAMBI,SIRATHU,51.6,32.5,0,0,0,Moderate
KHERI,BANKEGANJ,196.0,66.0,0,0,0,Strong
KHERI,BEHJAM,0.0,0.0,0,0,0,Weak
KHERI,BIJUA,0.0,0.0,0,0,0,Weak
KHERI,DHAURAHARA,93.3,28.4,0,0,1,Strong
KHERI,ISANAGAR,0.0,0.0,0,0,0,Weak
KHERI,KUMBHI-GOLA,0.0,0.0,0,0,0,Weak
KHERI,LAKHIMPUR,218.7,102.1,0,0,1,Strong
KHERI,LMP,385.1,121.9,0,0,1,Strong
KHERI,MITAULI,0.0,0.0,0,0,0,Weak
KHERI,MOHAMMADI,0.0,0.0,0,0,0,Weak
KHERI,MOM,6000000.0,68.1,0,1,0,Strong
KHERI,NAKAHA,52.9,45.4,0,0,0,Moderate
KHERI,NIGHASAN,56.6,27.9,0,0,0,Moderate
KHERI,PALIYA,92.9,28.6,0,0,0,Strong
KHERI,PASGAWAN,53.6,40.3,0,0,0,Moderate
KHERI,PHOOL BEHAR,20.5,9.1,0,1,0,Weak
KHERI,RAMIYA BEHAR,0.0,0.0,0,0,0,Weak
KUSHINAGAR,DUDAHI,0.0,0.0,0,0,0,Weak
KUSHINAGAR,HATA,118.4,42.0,0,0,1,Strong
KUSHINAGAR,KASIA,0.0,52.6,1,0,0,Weak
KUSHINAGAR,KHADDA,59.5,28.2,1,0,0,Moderate
KUSHINAGAR,MOTICHAK,0.0,0.0,0,0,0,Weak
KUSHINAGAR,NAURANGIYA,50.0,63.6,0,0,0,Moderate
KUSHINAGAR,PADARAUNA,0.0,0.0,0,0,0,Weak
KUSHINAGAR,PADRAUNA (URBAN),193.3,58.6,0,1,0,Strong
KUSHINAGAR,RAMKOLA,0.0,0.0,0,0,0,Weak
KUSHINAGAR,SEORAHI,135.4,37.6,0,1,0,Strong
KUSHINAGAR,TAMKUHI,0.0,0.0,0,0,0,Weak
KUSHINAGAR,VISHUNPURA,64.3,14.3,0,1,0,Strong
LALITPUR,BAR,250.0,8.1,0,1,0,Strong
LALITPUR,BIRDHA,25000.0,17.6,0,0,0,Strong
LALITPUR,JAKHORA,167.1,22.2,1,0,0,Moderate
LALITPUR,LALITPUR,1790.5,121.8,0,0,1,Strong
LALITPUR,MADAWRA,0.0,0.0,0,0,0,Weak
LALITPUR,MAHRONI,223.8,22.0,0,0,0,Strong
LALITPUR,TALBEHAT,98.8,31.5,0,0,1,Strong
LUCKNOW,BAKSHI KA TALAB,1614285.7,17.4,0,0,1,Strong
LUCKNOW,CHINHAT,2466666.7,63.8,1,0,0,Moderate
LUCKNOW,GOSHAI GANJ,0.0,4.2,1,0,0,Weak
LUCKNOW,KAKORI,87.9,31.1,0,0,1,Strong
LUCKNOW,MAAL,72.4,30.8,0,0,0,Strong
LUCKNOW,MALIHABAD,41.0,23.4,0,0,1,Moderate
LUCKNOW,MOHAN LAL GANJ,40.0,11.1,0,1,0,Moderate
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",248.5,130.8,0,0,4,Strong
LUCKNOW,SAROJNI NAGAR,1071428.6,20.5,0,0,1,Strong
MAHARAJGANJ,BRIJMAN GANJ,1350000.0,75.7,0,0,0,Strong
MAHARAJGANJ,DHANI,0.0,0.0,0,0,0,Weak
MAHARAJGANJ,GHUGHLI,0.0,0.0,0,0,0,Weak
MAHARAJGANJ,LAKSHMIPUR,0.0,0.0,0,0,0,Weak
MAHARAJGANJ,MAHRAJGANJ,84.8,35.1,0,0,0,Strong
MAHARAJGANJ,MITHOURA,0.0,0.0,0,0,0,Weak
MAHARAJGANJ,NICHLOUL,0.0,15.8,1,0,0,Weak
MAHARAJGANJ,NOUTANWA,200.9,39.6,0,0,0,Strong
MAHARAJGANJ,PANIYARA,33414.5,87.0,0,0,0,Strong
MAHARAJGANJ,PARTAWAL,0.0,0.0,0,0,0,Weak
MAHARAJGANJ,PHARENDA,371.6,94.3,0,0,1,Strong
MAHOBA,CHARKHARI,600000.0,25.8,0,0,0,Strong
MAHOBA,CHARKHARI URBAN,973.2,53.4,0,0,1,Strong
MAHOBA,JAITPUR,2536363.6,65.7,0,1,1,Strong
MAHOBA,KABRAI,3311111.1,19.3,0,1,1,Strong
MAHOBA,NAGAR PALIKA MAHOBA,50268.2,150049.4,0,0,1,Strong
MAHOBA,PANWARI,2450000.0,32.2,0,0,2,Strong
MAINPURI,BARNAHAL,0.0,0.0,0,0,0,Weak
MAINPURI,BEWAR,30.7,30.4,0,0,0,Moderate
MAINPURI,GHIROR,2450053.7,76.5,0,0,1,Strong
MAINPURI,JAGIR,0.0,0.0,0,0,0,Weak
MAINPURI,KARHAL,254.6,56.4,0,0,1,Strong
MAINPURI,KISHANI,5000000.0,284.6,0,0,0,Strong
MAINPURI,KURAWALI,0.0,0.0,0,0,0,Weak
MAINPURI,MAINPURI,866666.7,26.9,0,0,1,Strong
MAINPURI,MAINPURI-CITY,195.3,134.8,0,0,1,Strong
MAINPURI,SULTANGANJ,0.0,0.0,0,0,0,Weak
MATHURA,BALDEO,90.0,44.1,0,0,0,Strong
MATHURA,CHAUMUHAN,71.4,34.6,0,0,0,Strong
MATHURA,CHHATA,0.0,0.0,0,0,0,Weak
MATHURA,FARAH,90.0,43.0,0,1,0,Strong
MATHURA,GOVERDHAN,156.3,51.5,0,0,0,Strong
MATHURA,MANT,365.0,24.4,1,0,0,Moderate
MATHURA,MATHURA,666666.7,93.3,0,0,0,Strong
MATHURA,NANDGAON,233333.3,22.2,0,1,0,Strong
MATHURA,NOHJHEEL,0.0,0.0,0,0,0,Weak
MATHURA,RAYA,540000.0,12.9,0,1,0,Strong
MAU,BADRAW,2500000.0,43.8,0,2,0,Strong
MAU,DOHRIGHAT,0.0,0.0,0,0,0,Weak
MAU,GHOSI,0.0,0.0,0,0,0,Weak
MAU,KOPAGANG,0.0,0.0,0,0,0,Weak
MAU,MOHAMMADABAD,0.0,76.6,1,0,0,Weak
MAU,NAGAR KSHETRA MAU,338.4,147.1,0,0,0,Strong
MAU,PARDAHA,0.0,0.0,0,0,0,Weak
MAU,RANIPUR,0.0,0.0,0,0,0,Weak
MAU,RATANPURA,165.0,15.8,0,0,0,Strong
MEERUT,DAURALA,0.0,0.0,0,0,0,Weak
MEERUT,HASTINAPUR,182.4,149.3,0,0,1,Strong
MEERUT,JANI,37.9,35.7,0,0,1,Moderate
MEERUT,KHARKHODA,232.4,55.2,0,0,0,Strong
MEERUT,MACHRA,700026.5,124.7,0,0,0,Strong
MEERUT,MAWANA,0.0,0.0,0,0,0,Weak
MEERUT,MEERUT,0.0,0.0,0,0,0,Weak
MEERUT,MEERUT NAGAR,240.8,135.8,0,0,0,Strong
MEERUT,PARIKSHIT GARH,200040.3,44.6,0,0,1,Strong
MEERUT,RAJPURA,64.9,21.4,0,1,0,Strong
MEERUT,ROHTA,77.8,45.3,0,0,0,Strong
MEERUT,SARDHANA,633366.7,60.8,0,0,0,Strong
MEERUT,SARURPUR,69.6,37.4,0,1,0,Strong
MIRZAPUR,CHHANBEY,0.0,0.0,0,0,0,Weak
MIRZAPUR,HALIA,520000.0,8.1,0,0,0,Strong
MIRZAPUR,JAMALPUR,0.0,0.0,0,0,0,Weak
MIRZAPUR,KONE,0.0,0.0,0,0,0,Weak
MIRZAPUR,LALGANJ,0.0,0.0,0,0,0,Weak
MIRZAPUR,MAJHAWA,472.1,26.5,0,0,0,Strong
MIRZAPUR,MARIHAN,0.0,0.0,0,0,0,Weak
MIRZAPUR,NAGAR,0.0,0.0,0,0,0,Weak
MIRZAPUR,NAGAR PALIKA,126.4,68.6,0,1,1,Strong
MIRZAPUR,NARAYANPUR,473.1,92.6,0,0,1,Strong
MIRZAPUR,PAHARI,0.0,0.0,0,0,0,Weak
MIRZAPUR,RAJGARH,0.0,0.0,0,0,0,Weak
MIRZAPUR,SEEKHAR,600000.0,21.3,0,1,0,Strong
MORADABAD,BHAGATPUR TANDA,52.9,77.8,1,0,0,Moderate
MORADABAD,BILARI,18.6,18.2,1,1,0,Weak
MORADABAD,CHAJLET,900044.6,28.8,0,2,1,Strong
MORADABAD,DILARI,180.2,39.6,0,2,0,Strong
MORADABAD,KUNDERKI,193.8,24.7,0,1,0,Strong
MORADABAD,MORADABAD,41.1,24.6,1,0,1,Moderate
MORADABAD,MORADABAD CITY BOYS,167.7,208.7,0,0,1,Strong
MORADABAD,MORADABAD CITY GIRLS,188.5,83.7,0,0,1,Strong
MORADABAD,MUNDAPANDAY,74.0,49.7,0,0,0,Strong
MORADABAD,THAKURDWARA,185946.3,48.7,0,1,1,Strong
MUZAFFARNAGAR,BAGHRA,194.7,90.4,0,0,0,Strong
MUZAFFARNAGAR,BUDHANA,300133.5,410072.9,0,0,1,Strong
MUZAFFARNAGAR,CHARTHAWAL,195.8,48.9,0,0,0,Strong
MUZAFFARNAGAR,JANSATH,11186.5,95.1,0,0,1,Strong
MUZAFFARNAGAR,KHATAULI,61.7,34.3,0,0,0,Strong
MUZAFFARNAGAR,MORNA,336.1,52.4,0,2,1,Strong
MUZAFFARNAGAR,PURKAJI,96.6,75.0,0,0,0,Strong
MUZAFFARNAGAR,SADAR,240106.6,68.6,0,0,1,Strong
MUZAFFARNAGAR,SADAR [TOWN AREA],2497.5,457.1,0,0,0,Strong
MUZAFFARNAGAR,SHAHPUR,380026.0,88.5,0,0,1,Strong
PILIBHIT,AMARIA,475087.5,51.5,0,0,0,Strong
PILIBHIT,BARKHERA,775029.9,34.4,0,1,0,Strong
PILIBHIT,BILSANDA,1540000.0,38.8,0,0,2,Strong
PILIBHIT,BISALPUR,0.0,0.0,0,0,0,Weak
PILIBHIT,LALORIKHERA,509.0,92.6,0,0,0,Strong
PILIBHIT,MARORI,2225000.0,21.8,0,0,1,Strong
PILIBHIT,N. P. PILIBHIT,366820.3,33385.9,1,0,1,Moderate
PILIBHIT,PURANPUR,442921.4,38.0,0,1,0,Strong
PRATAPGARH,AASPUR-DEOSARA,700012.7,30.2,0,0,0,Strong
PRATAPGARH,BABA BHELKHARNATH,0.0,0.0,0,0,0,Weak
PRATAPGARH,BABAGANJ,178.6,48.0,0,0,1,Strong
PRATAPGARH,BIHAR,1100000.0,45.2,0,0,1,Strong
PRATAPGARH,CITY(PRATAPGARH BELHA),316.0,83.4,0,0,1,Strong
PRATAPGARH,GAURA,580018.0,33.8,0,0,0,Strong
PRATAPGARH,KALAKANKER,133.3,79.3,0,0,0,Strong
PRATAPGARH,LALGANJ,122.2,92.9,0,0,1,Strong
PRATAPGARH,LAXMANPUR,0.0,0.0,0,0,0,Weak
PRATAPGARH,MANDHATA,89.3,60.4,0,0,0,Strong
PRATAPGARH,MANGRAURA,24.7,29.7,0,0,0,Weak
PRATAPGARH,PATTI,75.0,43.1,0,0,1,Strong
PRATAPGARH,SADAR,60.0,114.8,0,0,0,Moderate
PRATAPGARH,SADWA-CHANDRIKA,349.9,50.0,0,0,0,Strong
PRATAPGARH,SANGIPUR,1166666.7,35.7,0,0,0,Strong
PRATAPGARH,SHIVGARH,1325008.9,82.2,0,0,0,Strong
PRAYAGRAJ,BAHARIYA,242.3,32.0,0,0,0,Strong
PRAYAGRAJ,CHAKA,40.3,35.6,0,0,1,Moderate
PRAYAGRAJ,DHANUPUR,2600000.0,110.5,0,0,0,Strong
PRAYAGRAJ,HANDIA,69.7,29.0,0,0,0,Strong
PRAYAGRAJ,JASARA,7800000.0,74.0,0,0,1,Strong
PRAYAGRAJ,KARCHHANA,173.8,95.4,0,0,1,Strong
PRAYAGRAJ,KORAON,0.0,50.0,1,0,0,Weak
PRAYAGRAJ,MANDA,214.1,42.2,0,0,1,Strong
PRAYAGRAJ,MAUAIMA,0.0,0.0,0,0,0,Weak
PRAYAGRAJ,MEJA,0.0,0.0,0,0,0,Weak
PRAYAGRAJ,NAGAR CHHETRA,330.7,109.9,0,0,3,Strong
PRAYAGRAJ,PHOOLPUR,69.2,43.5,0,0,1,Strong
PRAYAGRAJ,PRATAP PUR,0.0,0.0,0,0,0,Weak
PRAYAGRAJ,SAIDABAD,11900000.0,97.7,0,0,1,Strong
PRAYAGRAJ,SHANKAR GARH,2866721.5,43.9,0,0,0,Strong
PRAYAGRAJ,SORAON,0.0,0.0,0,0,0,Weak
PRAYAGRAJ,URUWA,181.8,24.0,0,1,0,Strong
RAE BARELI,AMAWAN,3500000.0,62.1,0,1,0,Strong
RAE BARELI,BACHHRAWAN,170.9,131.4,1,0,1,Moderate
RAE BARELI,CHHATOH,466715.6,29.3,0,0,0,Strong
RAE BARELI,DALMAU,121.4,84.4,0,0,0,Strong
RAE BARELI,DEEH,3600050.2,68.6,0,1,0,Strong
RAE BARELI,GAURA,5100000.0,50.0,0,0,0,Strong
RAE BARELI,HARCHANDPUR,56.1,17.7,0,1,0,Moderate
RAE BARELI,JAGATPUR,0.0,0.0,0,0,0,Weak
RAE BARELI,KHIRON,2333333.3,81.7,0,0,0,Strong
RAE BARELI,LALGANJ,100.0,46.4,0,0,1,Strong
RAE BARELI,MAHRAJGANJ,842.8,63.2,0,0,2,Strong
RAE BARELI,NAGAR SHETRA (RBL),544.4,155.9,0,0,2,Strong
RAE BARELI,RAHI,121.2,31.5,0,0,1,Strong
RAE BARELI,ROHANIYA,566666.7,38.5,0,0,0,Strong
RAE BARELI,SALON,101.6,41.2,0,0,1,Strong
RAE BARELI,SARENI,0.0,0.0,0,0,0,Weak
RAE BARELI,SATAON,2700000.0,108.0,0,0,0,Strong
RAE BARELI,SHIVGARH,0.0,67.8,1,0,0,Weak
RAMPUR,BILASPUR,243169.9,37.1,0,3,1,Strong
RAMPUR,CHAMRAUVA,86.9,40.4,0,0,1,Strong
RAMPUR,MILAK,276.2,89.6,0,0,1,Strong
RAMPUR,SAID NAGAR,120251.8,76.3,0,1,3,Strong
RAMPUR,SHAHBAD,2957319.7,228682.6,1,0,3,Moderate
RAMPUR,SUAR,2677908.4,145.9,1,1,2,Moderate
RAMPUR,TOWN AREA RAMPUR,62741.3,198.0,0,1,4,Strong
SAHARANPUR,BALIA KHEDI,39.5,27.4,0,0,1,Moderate
SAHARANPUR,DEOBAND,120106.6,55.0,0,0,0,Strong
SAHARANPUR,GANGOH,314328.6,61.7,2,0,0,Moderate
SAHARANPUR,MUZAFFARABAD,18.8,9.4,0,0,0,Weak
SAHARANPUR,NAGAL,275000.0,20.6,0,0,0,Strong
SAHARANPUR,NAKUR,2200037.5,46.6,0,0,2,Strong
SAHARANPUR,NANAUTA,1950000.0,26.4,0,0,1,Strong
SAHARANPUR,PUNWARKA,3544486.5,40.6,0,0,3,Strong
SAHARANPUR,RAMPUR MANIHARAN,0.0,0.0,0,0,0,Weak
SAHARANPUR,SADHOLI KADIM,400079.9,36.9,0,0,0,Strong
SAHARANPUR,SARSAVA,53.1,44.4,1,1,1,Moderate
SAHARANPUR,T.A. DEOBAND,279.6,111.0,0,0,1,Strong
SAHARANPUR,T.A. SAHAHRANPUR,104.8,72.4,0,1,1,Strong
SAMBHAL (BHIM NAGAR),ASMOLI,36.7,6.8,0,1,0,Moderate
SAMBHAL (BHIM NAGAR),BANIYAKHERA,0.0,0.0,0,0,0,Weak
SAMBHAL (BHIM NAGAR),BEHJOI,5350071.4,73.6,0,1,0,Strong
SAMBHAL (BHIM NAGAR),GUNNOR,43.5,62.0,0,1,0,Moderate
SAMBHAL (BHIM NAGAR),JUNAVAI,87.5,90.9,0,0,0,Strong
SAMBHAL (BHIM NAGAR),PAWANSA,1950071.4,89.6,0,1,0,Strong
SAMBHAL (BHIM NAGAR),RAJPURA,21.5,106.2,1,0,0,Weak
SAMBHAL (BHIM NAGAR),SAMBHAL,148.1,65.8,0,1,0,Strong
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,150103.9,47.4,0,0,1,Strong
SANT KABIR NAGAR,BAGHAULI,27.4,18.3,0,0,0,Moderate
SANT KABIR NAGAR,BELHAR KALA,0.0,0.0,0,0,0,Weak
SANT KABIR NAGAR,HAINSAR BAZAR,0.0,0.0,0,0,0,Weak
SANT KABIR NAGAR,KHALILABAD,58.3,30.2,0,0,1,Moderate
SANT KABIR NAGAR,MEHNDAVAL,0.0,112.2,1,0,0,Weak
SANT KABIR NAGAR,NATHNAGAR,0.0,0.0,0,0,0,Weak
SANT KABIR NAGAR,PAULI,0.0,0.0,0,0,0,Weak
SANT KABIR NAGAR,SANTHA,0.0,0.0,0,0,0,Weak
SANT KABIR NAGAR,SEMARINYAVA,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,BANDA,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,BHAWALKHERA,35.0,46.4,0,0,0,Moderate
SHAHJAHANPUR,DADRAUL,675080.6,45.2,0,0,2,Strong
SHAHJAHANPUR,JAITIPUR,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,JALALABAD,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,KALAN,57.6,49.2,0,0,1,Moderate
SHAHJAHANPUR,KANTH,5080000.0,28.3,0,0,1,Strong
SHAHJAHANPUR,KATRA KHUDAGANJ,1800000.0,37.0,0,0,0,Strong
SHAHJAHANPUR,KHUTAR,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,MADNAPUR,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,MIRJAPUR,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,NIGOHI,0.0,0.0,0,0,0,Weak
SHAHJAHANPUR,PUWAYA,82.8,35.3,0,0,0,Strong
SHAHJAHANPUR,SINDHAULI,2100000.0,27.8,0,0,0,Strong
SHAHJAHANPUR,T.A.SHAHJAHANPUR,204.3,103.4,0,0,1,Strong
SHAHJAHANPUR,TILHAR,48.9,15.7,0,0,0,Moderate
SHAMLI (PRABUDH NAGAR),KAIRANA,1850000.0,50.6,0,0,1,Strong
SHAMLI (PRABUDH NAGAR),KANDHLA,533533.2,61.9,0,0,2,Strong
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],130.7,77.5,0,0,0,Strong
SHAMLI (PRABUDH NAGAR),OON,385803.5,39.2,0,1,0,Strong
SHAMLI (PRABUDH NAGAR),SHAMLI,39.8,25.0,0,1,0,Moderate
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2400000.0,66.8,0,0,1,Strong
SHRAWASTI,GILAULA,750000.0,27.6,0,0,0,Strong
SHRAWASTI,HARIHARPUR RANI,37.9,8.9,0,1,0,Moderate
SHRAWASTI,IKAUNA,460000.0,36.8,0,0,0,Strong
SHRAWASTI,JAMUNHA,0.0,0.0,0,0,0,Weak
SHRAWASTI,SIRSIYA,350000.0,14.7,0,0,0,Strong
SIDDHARTHNAGAR,BANSI,50.0,21.4,0,1,0,Moderate
SIDDHARTHNAGAR,BARHANI,37.5,11.1,0,1,0,Moderate
SIDDHARTHNAGAR,BHANVAPUR,0.0,0.0,0,0,0,Weak
SIDDHARTHNAGAR,BIRDPUR,22.2,52.2,0,0,0,Weak
SIDDHARTHNAGAR,DUMARIYAGANJ,213.6,42.4,0,0,1,Strong
SIDDHARTHNAGAR,ITAVA,49.0,24.8,0,0,0,Moderate
SIDDHARTHNAGAR,JOGIYA,0.0,0.0,0,0,0,Weak
SIDDHARTHNAGAR,KHESARAHA,75.9,43.6,0,0,0,Strong
