District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
BALRAMPUR,GAINDAS BUZURG,2022-23,361,180.5,2
BALRAMPUR,GAINDAS BUZURG,2023-24,435,217.5,2
BALRAMPUR,GAINDAS BUZURG,2024-25,749,374.5,2
BALRAMPUR,GAINDAS BUZURG,2025-26,791,395.5,2
BALRAMPUR,GAINSARI,2022-23,859,286.3,3
BALRAMPUR,GAINSARI,2023-24,839,279.7,3
BALRAMPUR,GAINSARI,2024-25,869,289.7,3
BALRAMPUR,GAINSARI,2025-26,948,316.0,3
BALRAMPUR,HARAIYA SATGHARWA,2022-23,67,67.0,1
BALRAMPUR,HARAIYA SATGHARWA,2023-24,68,68.0,1
BALRAMPUR,HARAIYA SATGHARWA,2024-25,70,70.0,1
BALRAMPUR,HARAIYA SATGHARWA,2025-26,75,75.0,1
BALRAMPUR,PACHPERWA,2022-23,52,52.0,1
BALRAMPUR,PACHPERWA,2023-24,45,45.0,1
BALRAMPUR,PACHPERWA,2024-25,69,69.0,1
BALRAMPUR,PACHPERWA,2025-26,70,70.0,1
BALRAMPUR,REHRA BAZAR,2022-23,242,121.0,2
BALRAMPUR,REHRA BAZAR,2023-24,191,95.5,2
BALRAMPUR,REHRA BAZAR,2024-25,180,90.0,2
BALRAMPUR,REHRA BAZAR,2025-26,207,103.5,2
BALRAMPUR,SHRIDUTTGANJ,2022-23,689,172.2,4
BALRAMPUR,SHRIDUTTGANJ,2023-24,593,148.2,4
BALRAMPUR,SHRIDUTTGANJ,2024-25,640,160.0,4
BALRAMPUR,SHRIDUTTGANJ,2025-26,693,173.2,4
BALRAMPUR,TULSIPUR,2022-23,470,156.7,3
BALRAMPUR,TULSIPUR,2023-24,429,143.0,3
BALRAMPUR,TULSIPUR,2024-25,454,151.3,3
BALRAMPUR,TULSIPUR,2025-26,499,166.3,3
BALRAMPUR,UTRAULA (MUN. CORP.),2022-23,420,420.0,1
BALRAMPUR,UTRAULA (MUN. CORP.),2023-24,334,334.0,1
BALRAMPUR,UTRAULA (MUN. CORP.),2024-25,428,428.0,1
BALRAMPUR,UTRAULA (MUN. CORP.),2025-26,361,361.0,1
BANDA,BABERU,2022-23,929,154.8,6
BANDA,BABERU,2023-24,1130,188.3,6
BANDA,BABERU,2024-25,1223,203.8,6
BANDA,BABERU,2025-26,1326,221.0,6
BANDA,BADOKHAR KHURD,2022-23,1647,274.5,6
BANDA,BADOKHAR KHURD,2023-24,1475,245.8,6
BANDA,BADOKHAR KHURD,2024-25,1537,256.2,6
BANDA,BADOKHAR KHURD,2025-26,1650,275.0,6
BANDA,BISANDA,2022-23,3522,587.0,6
BANDA,BISANDA,2023-24,3349,558.2,6
BANDA,BISANDA,2024-25,3506,584.3,6
BANDA,BISANDA,2025-26,3614,602.3,6
BANDA,JASPURA,2022-23,407,135.7,3
BANDA,JASPURA,2023-24,405,135.0,3
BANDA,JASPURA,2024-25,354,118.0,3
BANDA,JASPURA,2025-26,360,120.0,3
BANDA,KAMASIN,2022-23,1236,247.2,5
BANDA,KAMASIN,2023-24,1303,260.6,5
BANDA,KAMASIN,2024-25,1422,284.4,5
BANDA,KAMASIN,2025-26,1484,296.8,5
BANDA,MAHUWA,2022-23,900,180.0,5
BANDA,MAHUWA,2023-24,853,170.6,5
BANDA,MAHUWA,2024-25,880,176.0,5
BANDA,MAHUWA,2025-26,1013,202.6,5
BANDA,NAGAR KSHETRA,2022-23,3898,1949.0,2
BANDA,NAGAR KSHETRA,2023-24,3368,1684.0,2
BANDA,NAGAR KSHETRA,2024-25,3224,1612.0,2
BANDA,NAGAR KSHETRA,2025-26,3090,1545.0,2
BANDA,NARAINI,2022-23,2436,270.7,9
BANDA,NARAINI,2023-24,2180,242.2,9
BANDA,NARAINI,2024-25,2278,253.1,9
BANDA,NARAINI,2025-26,2347,260.8,9
BANDA,TINDWARI,2022-23,2434,405.7,6
BANDA,TINDWARI,2023-24,2258,376.3,6
BANDA,TINDWARI,2024-25,2343,390.5,6
BANDA,TINDWARI,2025-26,2440,406.7,6
BARA BANKI,BANI KODAR,2025-26,406,203.0,2
BARA BANKI,BANKI,2025-26,2560,426.7,6
BARA BANKI,BARABANKI CITY,2025-26,2976,1488.0,2
BARA BANKI,DARIYA BAD,2025-26,116,116.0,1
BARA BANKI,DEWA,2025-26,1301,650.5,2
BARA BANKI,FATEH PUR,2025-26,1445,481.7,3
BARA BANKI,HAIDAR GARH,2025-26,1683,420.8,4
BARA BANKI,HARAKH,2025-26,1239,413.0,3
BARA BANKI,MASAULI,2025-26,510,170.0,3
BARA BANKI,NINDURA,2025-26,3578,715.6,5
BARA BANKI,PURE DALAI,2025-26,135,67.5,2
BARA BANKI,SIDDHAOR,2025-26,134,134.0,1
BARA BANKI,SIRAULI GAUSPUR,2025-26,1089,1089.0,1
BARA BANKI,SURAT GANJ,2025-26,2191,1095.5,2
BARA BANKI,TRIVEDI GANJ,2025-26,1324,662.0,2
BARABANKI,BANI KODAR,2022-23,404,202.0,2
BARABANKI,BANI KODAR,2023-24,396,198.0,2
BARABANKI,BANI KODAR,2024-25,397,198.5,2
BARABANKI,BANKI,2022-23,2859,476.5,6
BARABANKI,BANKI,2023-24,2558,426.3,6
BARABANKI,BANKI,2024-25,2545,424.2,6
BARABANKI,BARABANKI CITY,2022-23,2983,1491.5,2
BARABANKI,BARABANKI CITY,2023-24,2877,1438.5,2
BARABANKI,BARABANKI CITY,2024-25,3142,1571.0,2
BARABANKI,DARIYA BAD,2022-23,132,132.0,1
BARABANKI,DARIYA BAD,2023-24,79,79.0,1
BARABANKI,DARIYA BAD,2024-25,67,67.0,1
BARABANKI,DEWA,2022-23,1173,586.5,2
BARABANKI,DEWA,2023-24,1201,600.5,2
BARABANKI,DEWA,2024-25,1262,631.0,2
BARABANKI,FATEH PUR,2022-23,1354,451.3,3
BARABANKI,FATEH PUR,2023-24,1366,455.3,3
BARABANKI,FATEH PUR,2024-25,1420,473.3,3
BARABANKI,HAIDAR GARH,2022-23,1652,413.0,4
BARABANKI,HAIDAR GARH,2023-24,1717,429.2,4
BARABANKI,HAIDAR GARH,2024-25,1691,422.8,4
BARABANKI,HARAKH,2022-23,1358,452.7,3
BARABANKI,HARAKH,2023-24,1320,440.0,3
BARABANKI,HARAKH,2024-25,1348,449.3,3
BARABANKI,MASAULI,2022-23,704,234.7,3
BARABANKI,MASAULI,2023-24,715,238.3,3
BARABANKI,MASAULI,2024-25,584,194.7,3
BARABANKI,NINDURA,2022-23,3789,757.8,5
BARABANKI,NINDURA,2023-24,3500,700.0,5
BARABANKI,NINDURA,2024-25,3550,710.0,5
BARABANKI,PURE DALAI,2022-23,99,99.0,1
BARABANKI,PURE DALAI,2023-24,79,39.5,2
BARABANKI,PURE DALAI,2024-25,91,45.5,2
BARABANKI,SIDDHAOR,2022-23,183,183.0,1
BARABANKI,SIDDHAOR,2023-24,146,146.0,1
BARABANKI,SIDDHAOR,2024-25,136,136.0,1
BARABANKI,SIRAULI GAUSPUR,2022-23,996,996.0,1
BARABANKI,SIRAULI GAUSPUR,2023-24,1029,1029.0,1
BARABANKI,SIRAULI GAUSPUR,2024-25,1045,1045.0,1
BARABANKI,SURAT GANJ,2022-23,2122,1061.0,2
BARABANKI,SURAT GANJ,2023-24,2042,1021.0,2
BARABANKI,SURAT GANJ,2024-25,2152,1076.0,2
BARABANKI,TRIVEDI GANJ,2022-23,1199,599.5,2
BARABANKI,TRIVEDI GANJ,2023-24,1057,528.5,2
BARABANKI,TRIVEDI GANJ,2024-25,1224,612.0,2
BAREILLY,ALAMPUR,2022-23,65,65.0,1
BAREILLY,ALAMPUR,2023-24,100,100.0,1
BAREILLY,ALAMPUR,2024-25,108,108.0,1
BAREILLY,ALAMPUR,2025-26,77,77.0,1
BAREILLY,AONLA,2022-23,521,521.0,1
BAREILLY,AONLA,2023-24,512,512.0,1
BAREILLY,AONLA,2024-25,502,502.0,1
BAREILLY,AONLA,2025-26,529,529.0,1
BAREILLY,BAHERI,2022-23,164,41.0,4
BAREILLY,BAHERI,2023-24,166,41.5,4
BAREILLY,BAHERI,2024-25,178,35.6,5
BAREILLY,BAHERI,2025-26,215,43.0,5
BAREILLY,BAHERI TOWN,2022-23,514,514.0,1
BAREILLY,BAHERI TOWN,2023-24,488,488.0,1
BAREILLY,BAHERI TOWN,2024-25,489,489.0,1
BAREILLY,BAHERI TOWN,2025-26,483,483.0,1
BAREILLY,BAREILLY TOWN,2022-23,3747,1873.5,2
BAREILLY,BAREILLY TOWN,2023-24,3935,1967.5,2
BAREILLY,BAREILLY TOWN,2024-25,3683,1841.5,2
BAREILLY,BAREILLY TOWN,2025-26,3413,1706.5,2
BAREILLY,BHADPURA,2022-23,610,152.5,4
BAREILLY,BHADPURA,2023-24,602,150.5,4
BAREILLY,BHADPURA,2024-25,583,145.8,4
BAREILLY,BHADPURA,2025-26,626,156.5,4
BAREILLY,BHOJIPURA,2022-23,359,179.5,2
BAREILLY,BHOJIPURA,2023-24,332,166.0,2
BAREILLY,BHOJIPURA,2024-25,310,155.0,2
BAREILLY,BHOJIPURA,2025-26,277,138.5,2
BAREILLY,BHUTA,2022-23,519,173.0,3
BAREILLY,BHUTA,2023-24,613,204.3,3
BAREILLY,BHUTA,2024-25,632,210.7,3
BAREILLY,BHUTA,2025-26,676,225.3,3
BAREILLY,FARIDPUR,2022-23,393,131.0,3
BAREILLY,FARIDPUR,2023-24,383,127.7,3
BAREILLY,FARIDPUR,2024-25,413,137.7,3
BAREILLY,FARIDPUR,2025-26,453,151.0,3
BAREILLY,FATEHGANJ,2022-23,800,266.7,3
BAREILLY,FATEHGANJ,2023-24,834,278.0,3
BAREILLY,FATEHGANJ,2024-25,852,213.0,4
BAREILLY,FATEHGANJ,2025-26,947,236.8,4
BAREILLY,KYARA,2022-23,1026,171.0,6
BAREILLY,KYARA,2023-24,1212,173.1,7
BAREILLY,KYARA,2024-25,1345,192.1,7
BAREILLY,KYARA,2025-26,1490,212.9,7
BAREILLY,MAJHGAWAN,2022-23,584,116.8,5
BAREILLY,MAJHGAWAN,2023-24,638,127.6,5
BAREILLY,MAJHGAWAN,2024-25,614,122.8,5
BAREILLY,MAJHGAWAN,2025-26,593,118.6,5
BAREILLY,MIRGANJ,2022-23,128,128.0,1
BAREILLY,MIRGANJ,2023-24,111,111.0,1
BAREILLY,MIRGANJ,2024-25,136,136.0,1
BAREILLY,MIRGANJ,2025-26,124,124.0,1
BAREILLY,NAWABGANJ,2022-23,1527,138.8,11
BAREILLY,NAWABGANJ,2023-24,1668,151.6,11
BAREILLY,NAWABGANJ,2024-25,1756,159.6,11
BAREILLY,NAWABGANJ,2025-26,1805,164.1,11
BAREILLY,RAMNAGAR,2022-23,320,160.0,2
BAREILLY,RAMNAGAR,2023-24,352,176.0,2
BAREILLY,RAMNAGAR,2024-25,382,191.0,2
BAREILLY,RAMNAGAR,2025-26,390,195.0,2
BAREILLY,RICHHA(DAMKHODA),2022-23,354,70.8,5
BAREILLY,RICHHA(DAMKHODA),2023-24,518,103.6,5
BAREILLY,RICHHA(DAMKHODA),2024-25,611,122.2,5
BAREILLY,RICHHA(DAMKHODA),2025-26,662,132.4,5
BAREILLY,SHERGARH,2022-23,258,86.0,3
BAREILLY,SHERGARH,2023-24,292,73.0,4
BAREILLY,SHERGARH,2024-25,357,89.2,4
BAREILLY,SHERGARH,2025-26,535,133.8,4
BAREILLY,VITHARI CHAINPUR,2022-23,665,166.2,4
BAREILLY,VITHARI CHAINPUR,2023-24,953,238.2,4
BAREILLY,VITHARI CHAINPUR,2024-25,1049,262.2,4
BAREILLY,VITHARI CHAINPUR,2025-26,1230,307.5,4
BASTI,BAHADURPUR,2022-23,270,67.5,4
BASTI,BAHADURPUR,2023-24,325,81.2,4
BASTI,BAHADURPUR,2024-25,389,97.2,4
BASTI,BAHADURPUR,2025-26,431,107.8,4
BASTI,BASTI SADAR,2022-23,73,73.0,1
BASTI,BASTI SADAR,2023-24,62,62.0,1
BASTI,BASTI SADAR,2024-25,70,70.0,1
BASTI,BASTI SADAR,2025-26,79,79.0,1
BASTI,DUBAULIA,2022-23,152,50.7,3
BASTI,DUBAULIA,2023-24,117,39.0,3
BASTI,DUBAULIA,2024-25,169,56.3,3
BASTI,DUBAULIA,2025-26,224,74.7,3
BASTI,GAUR,2022-23,427,106.8,4
BASTI,GAUR,2023-24,317,79.2,4
BASTI,GAUR,2024-25,354,88.5,4
BASTI,GAUR,2025-26,385,96.2,4
BASTI,HARRIYA,2022-23,131,65.5,2
BASTI,HARRIYA,2023-24,106,53.0,2
BASTI,HARRIYA,2024-25,140,70.0,2
BASTI,HARRIYA,2025-26,228,114.0,2
BASTI,KAPTANGANJ,2022-23,54,54.0,1
BASTI,KAPTANGANJ,2023-24,58,58.0,1
BASTI,KAPTANGANJ,2024-25,93,93.0,1
BASTI,KAPTANGANJ,2025-26,111,111.0,1
BASTI,KUDRAHA,2022-23,32,32.0,1
BASTI,KUDRAHA,2023-24,29,29.0,1
BASTI,KUDRAHA,2024-25,49,49.0,1
BASTI,KUDRAHA,2025-26,45,45.0,1
BASTI,PARSHURAMPUR,2022-23,730,365.0,2
BASTI,PARSHURAMPUR,2023-24,619,309.5,2
BASTI,PARSHURAMPUR,2024-25,653,326.5,2
BASTI,PARSHURAMPUR,2025-26,685,342.5,2
BASTI,RUDHOLI,2022-23,517,517.0,1
BASTI,RUDHOLI,2023-24,486,486.0,1
BASTI,RUDHOLI,2024-25,485,485.0,1
BASTI,RUDHOLI,2025-26,492,492.0,1
BASTI,SALTOVA GOPALPUR,2022-23,107,107.0,1
BASTI,SALTOVA GOPALPUR,2023-24,92,92.0,1
BASTI,SALTOVA GOPALPUR,2024-25,115,115.0,1
BASTI,SALTOVA GOPALPUR,2025-26,111,111.0,1
BASTI,TOWN AREA,2022-23,1498,749.0,2
BASTI,TOWN AREA,2023-24,1486,743.0,2
BASTI,TOWN AREA,2024-25,1348,674.0,2
BASTI,TOWN AREA,2025-26,1172,586.0,2
BASTI,VIKRAMJOT,2022-23,90,90.0,1
BASTI,VIKRAMJOT,2023-24,66,66.0,1
BASTI,VIKRAMJOT,2024-25,95,95.0,1
BASTI,VIKRAMJOT,2025-26,122,122.0,1
BHADOHI,ABHOLI,2025-26,503,125.8,4
BHADOHI,AURAI,2025-26,2764,276.4,10
BHADOHI,BHADOHI,2025-26,1231,153.9,8
BHADOHI,DEEGH,2025-26,1156,165.1,7
BHADOHI,GYANPUR,2025-26,2609,521.8,5
BHADOHI,SURIYAVAN,2025-26,731,146.2,5
BHADOI,ABHOLI,2022-23,502,125.5,4
BHADOI,ABHOLI,2023-24,455,113.8,4
BHADOI,ABHOLI,2024-25,441,110.2,4
BHADOI,AURAI,2022-23,1943,194.3,10
BHADOI,AURAI,2023-24,2233,223.3,10
BHADOI,AURAI,2024-25,2540,254.0,10
BHADOI,BHADOHI,2022-23,1074,134.2,8
BHADOI,BHADOHI,2023-24,1043,130.4,8
BHADOI,BHADOHI,2024-25,1179,147.4,8
BHADOI,DEEGH,2022-23,691,98.7,7
BHADOI,DEEGH,2023-24,895,127.9,7
BHADOI,DEEGH,2024-25,1088,155.4,7
BHADOI,GYANPUR,2022-23,2395,479.0,5
BHADOI,GYANPUR,2023-24,2411,482.2,5
BHADOI,GYANPUR,2024-25,2541,508.2,5
BHADOI,SURIYAVAN,2022-23,591,118.2,5
BHADOI,SURIYAVAN,2023-24,574,114.8,5
BHADOI,SURIYAVAN,2024-25,667,133.4,5
BIJNOR,AAKU(NEHTOR),2022-23,559,186.3,3
BIJNOR,AAKU(NEHTOR),2023-24,524,174.7,3
BIJNOR,AAKU(NEHTOR),2024-25,563,187.7,3
BIJNOR,AAKU(NEHTOR),2025-26,601,200.3,3
BIJNOR,AFZALGRAH,2022-23,2425,346.4,7
BIJNOR,AFZALGRAH,2023-24,2151,307.3,7
BIJNOR,AFZALGRAH,2024-25,2063,294.7,7
BIJNOR,AFZALGRAH,2025-26,1954,279.1,7
BIJNOR,ALLHEPUR(DHAMPUR),2022-23,999,249.8,4
BIJNOR,ALLHEPUR(DHAMPUR),2023-24,1016,203.2,5
BIJNOR,ALLHEPUR(DHAMPUR),2024-25,1135,227.0,5
BIJNOR,ALLHEPUR(DHAMPUR),2025-26,1074,214.8,5
BIJNOR,BIJNOR(NAGAR),2022-23,4191,2095.5,2
BIJNOR,BIJNOR(NAGAR),2023-24,3837,1918.5,2
BIJNOR,BIJNOR(NAGAR),2024-25,3831,1915.5,2
BIJNOR,BIJNOR(NAGAR),2025-26,3391,1695.5,2
BIJNOR,BURHANPUR(SEOHARA),2022-23,69,69.0,1
BIJNOR,BURHANPUR(SEOHARA),2023-24,36,36.0,1
BIJNOR,BURHANPUR(SEOHARA),2024-25,39,39.0,1
BIJNOR,BURHANPUR(SEOHARA),2025-26,66,66.0,1
BIJNOR,DHAMPUR(NAGAR),2022-23,61,61.0,1
BIJNOR,DHAMPUR(NAGAR),2023-24,61,61.0,1
BIJNOR,DHAMPUR(NAGAR),2024-25,194,194.0,1
BIJNOR,DHAMPUR(NAGAR),2025-26,215,215.0,1
BIJNOR,HALDAUR,2022-23,1019,339.7,3
BIJNOR,HALDAUR,2023-24,959,319.7,3
BIJNOR,HALDAUR,2024-25,899,299.7,3
BIJNOR,HALDAUR,2025-26,856,285.3,3
BIJNOR,JALILPUR,2022-23,484,484.0,1
BIJNOR,JALILPUR,2023-24,412,412.0,1
BIJNOR,JALILPUR,2024-25,398,398.0,1
BIJNOR,JALILPUR,2025-26,380,380.0,1
BIJNOR,KIRATPUR,2022-23,2025,675.0,3
BIJNOR,KIRATPUR,2023-24,1891,630.3,3
BIJNOR,KIRATPUR,2024-25,1674,558.0,3
BIJNOR,KIRATPUR,2025-26,1385,461.7,3
BIJNOR,KOTWALI,2022-23,1427,285.4,5
BIJNOR,KOTWALI,2023-24,1142,228.4,5
BIJNOR,KOTWALI,2024-25,1153,230.6,5
BIJNOR,KOTWALI,2025-26,1064,212.8,5
BIJNOR,MOHD.PUR DEVMAL,2022-23,238,119.0,2
BIJNOR,MOHD.PUR DEVMAL,2023-24,536,178.7,3
BIJNOR,MOHD.PUR DEVMAL,2024-25,759,253.0,3
BIJNOR,MOHD.PUR DEVMAL,2025-26,749,249.7,3
BIJNOR,NAJIBABAD,2022-23,1705,568.3,3
BIJNOR,NAJIBABAD,2023-24,1714,428.5,4
BIJNOR,NAJIBABAD,2024-25,1633,408.2,4
BIJNOR,NAJIBABAD,2025-26,1603,400.8,4
BIJNOR,NAJIBABAD(NAGAR),2022-23,1146,1146.0,1
BIJNOR,NAJIBABAD(NAGAR),2023-24,1030,1030.0,1
BIJNOR,NAJIBABAD(NAGAR),2024-25,943,943.0,1
BIJNOR,NAJIBABAD(NAGAR),2025-26,890,890.0,1
BUDAUN,AASAFPUR,2022-23,80,80.0,1
BUDAUN,AASAFPUR,2023-24,66,66.0,1
BUDAUN,AASAFPUR,2024-25,70,70.0,1
BUDAUN,AASAFPUR,2025-26,105,105.0,1
BUDAUN,AMBIYAPUR,2022-23,114,114.0,1
BUDAUN,AMBIYAPUR,2023-24,103,103.0,1
BUDAUN,AMBIYAPUR,2024-25,102,102.0,1
BUDAUN,AMBIYAPUR,2025-26,94,94.0,1
BUDAUN,BISAULI,2022-23,1835,458.8,4
BUDAUN,BISAULI,2023-24,1531,382.8,4
BUDAUN,BISAULI,2024-25,1455,363.8,4
BUDAUN,BISAULI,2025-26,1351,337.8,4
BUDAUN,BUDAUN CITY,2022-23,1738,869.0,2
BUDAUN,BUDAUN CITY,2023-24,1699,849.5,2
BUDAUN,BUDAUN CITY,2024-25,1566,783.0,2
BUDAUN,BUDAUN CITY,2025-26,1350,675.0,2
BUDAUN,DATAGANJ,2022-23,1143,1143.0,1
BUDAUN,DATAGANJ,2023-24,1419,709.5,2
BUDAUN,DATAGANJ,2024-25,1635,817.5,2
BUDAUN,DATAGANJ,2025-26,1708,854.0,2
BUDAUN,DEHGANWAN,2022-23,351,117.0,3
BUDAUN,DEHGANWAN,2023-24,481,160.3,3
BUDAUN,DEHGANWAN,2024-25,500,166.7,3
BUDAUN,DEHGANWAN,2025-26,569,189.7,3
BUDAUN,JAGAT,2022-23,652,130.4,5
BUDAUN,JAGAT,2023-24,696,139.2,5
BUDAUN,JAGAT,2024-25,742,148.4,5
BUDAUN,JAGAT,2025-26,731,146.2,5
BUDAUN,MIAUN,2022-23,56,56.0,1
BUDAUN,MIAUN,2023-24,39,39.0,1
BUDAUN,MIAUN,2024-25,44,44.0,1
BUDAUN,MIAUN,2025-26,52,52.0,1
BUDAUN,QADARCHOWK,2022-23,632,126.4,5
BUDAUN,QADARCHOWK,2023-24,800,160.0,5
BUDAUN,QADARCHOWK,2024-25,836,167.2,5
BUDAUN,QADARCHOWK,2025-26,929,185.8,5
BUDAUN,SAHASWAN CITY,2022-23,40,40.0,1
BUDAUN,SAHASWAN CITY,2023-24,64,64.0,1
BUDAUN,SAHASWAN CITY,2024-25,74,74.0,1
BUDAUN,SAHASWAN CITY,2025-26,85,85.0,1
BUDAUN,SALARPUR,2022-23,480,160.0,3
BUDAUN,SALARPUR,2023-24,911,182.2,5
BUDAUN,SALARPUR,2024-25,978,195.6,5
BUDAUN,SALARPUR,2025-26,1061,212.2,5
BUDAUN,SAMRER,2022-23,253,126.5,2
BUDAUN,SAMRER,2023-24,227,113.5,2
BUDAUN,SAMRER,2024-25,193,96.5,2
BUDAUN,SAMRER,2025-26,201,100.5,2
BUDAUN,UJHANI,2022-23,198,99.0,2
BUDAUN,UJHANI,2023-24,379,126.3,3
BUDAUN,UJHANI,2024-25,419,139.7,3
BUDAUN,UJHANI,2025-26,399,133.0,3
BUDAUN,USAWAN,2022-23,188,188.0,1
BUDAUN,USAWAN,2023-24,81,81.0,1
BUDAUN,USAWAN,2024-25,80,80.0,1
BUDAUN,USAWAN,2025-26,143,143.0,1
BUDAUN,WAZEERGANJ,2022-23,166,55.3,3
BUDAUN,WAZEERGANJ,2023-24,201,67.0,3
BUDAUN,WAZEERGANJ,2024-25,200,66.7,3
BUDAUN,WAZEERGANJ,2025-26,243,81.0,3
BULANDSHAHR,AGAUTA,2022-23,18,18.0,1
BULANDSHAHR,AGAUTA,2023-24,19,19.0,1
BULANDSHAHR,AGAUTA,2024-25,30,30.0,1
BULANDSHAHR,AGAUTA,2025-26,41,41.0,1
BULANDSHAHR,ANOOPSHAHAR,2022-23,240,80.0,3
BULANDSHAHR,ANOOPSHAHAR,2023-24,262,87.3,3
BULANDSHAHR,ANOOPSHAHAR,2024-25,328,109.3,3
BULANDSHAHR,ANOOPSHAHAR,2025-26,367,122.3,3
BULANDSHAHR,ARNIA,2022-23,137,45.7,3
BULANDSHAHR,ARNIA,2023-24,175,58.3,3
BULANDSHAHR,ARNIA,2024-25,211,52.8,4
BULANDSHAHR,ARNIA,2025-26,287,71.8,4
BULANDSHAHR,B.B.NAGAR,2022-23,867,433.5,2
BULANDSHAHR,B.B.NAGAR,2023-24,843,421.5,2
BULANDSHAHR,B.B.NAGAR,2024-25,881,440.5,2
BULANDSHAHR,B.B.NAGAR,2025-26,857,428.5,2
BULANDSHAHR,BULANDSHAHR,2022-23,761,126.8,6
BULANDSHAHR,BULANDSHAHR,2023-24,769,128.2,6
BULANDSHAHR,BULANDSHAHR,2024-25,795,132.5,6
BULANDSHAHR,BULANDSHAHR,2025-26,790,131.7,6
BULANDSHAHR,BULANDSHAR NAGAR,2022-23,2114,1057.0,2
BULANDSHAHR,BULANDSHAR NAGAR,2023-24,2279,1139.5,2
BULANDSHAHR,BULANDSHAR NAGAR,2024-25,2400,1200.0,2
BULANDSHAHR,BULANDSHAR NAGAR,2025-26,2350,1175.0,2
BULANDSHAHR,DANPUR,2022-23,338,67.6,5
BULANDSHAHR,DANPUR,2023-24,303,60.6,5
BULANDSHAHR,DANPUR,2024-25,342,68.4,5
BULANDSHAHR,DANPUR,2025-26,393,78.6,5
BULANDSHAHR,DEBAI,2022-23,642,107.0,6
BULANDSHAHR,DEBAI,2023-24,791,131.8,6
BULANDSHAHR,DEBAI,2024-25,850,141.7,6
BULANDSHAHR,DEBAI,2025-26,986,164.3,6
BULANDSHAHR,GULAOTI,2022-23,341,170.5,2
BULANDSHAHR,GULAOTI,2023-24,258,129.0,2
BULANDSHAHR,GULAOTI,2024-25,444,222.0,2
BULANDSHAHR,GULAOTI,2025-26,423,211.5,2
BULANDSHAHR,JAHAGIRABAD,2022-23,166,55.3,3
BULANDSHAHR,JAHAGIRABAD,2023-24,179,59.7,3
BULANDSHAHR,JAHAGIRABAD,2024-25,251,83.7,3
BULANDSHAHR,JAHAGIRABAD,2025-26,292,97.3,3
BULANDSHAHR,KHURJA,2022-23,74,37.0,2
BULANDSHAHR,KHURJA,2023-24,208,104.0,2
BULANDSHAHR,KHURJA,2024-25,219,109.5,2
BULANDSHAHR,KHURJA,2025-26,232,116.0,2
BULANDSHAHR,LAKHAWATI,2022-23,53,53.0,1
BULANDSHAHR,LAKHAWATI,2023-24,316,158.0,2
BULANDSHAHR,LAKHAWATI,2024-25,410,205.0,2
BULANDSHAHR,LAKHAWATI,2025-26,450,225.0,2
BULANDSHAHR,PAHASU,2022-23,345,86.2,4
BULANDSHAHR,PAHASU,2023-24,423,105.8,4
BULANDSHAHR,PAHASU,2024-25,528,132.0,4
BULANDSHAHR,PAHASU,2025-26,588,147.0,4
BULANDSHAHR,SHIKARPUR,2022-23,339,113.0,3
BULANDSHAHR,SHIKARPUR,2023-24,373,124.3,3
BULANDSHAHR,SHIKARPUR,2024-25,408,136.0,3
BULANDSHAHR,SHIKARPUR,2025-26,372,124.0,3
BULANDSHAHR,SIKANDRABAD,2022-23,112,56.0,2
BULANDSHAHR,SIKANDRABAD,2023-24,141,70.5,2
BULANDSHAHR,SIKANDRABAD,2024-25,164,82.0,2
BULANDSHAHR,SIKANDRABAD,2025-26,175,87.5,2
BULANDSHAHR,SYNA,2022-23,25,25.0,1
BULANDSHAHR,SYNA,2023-24,37,37.0,1
BULANDSHAHR,SYNA,2024-25,33,33.0,1
BULANDSHAHR,SYNA,2025-26,51,51.0,1
BULANDSHAHR,UCHAGAON,2022-23,190,63.3,3
BULANDSHAHR,UCHAGAON,2023-24,193,64.3,3
BULANDSHAHR,UCHAGAON,2024-25,218,72.7,3
BULANDSHAHR,UCHAGAON,2025-26,292,97.3,3
CHANDAULI,BARAHANI,2022-23,813,162.6,5
CHANDAULI,BARAHANI,2023-24,958,191.6,5
CHANDAULI,BARAHANI,2024-25,1024,204.8,5
CHANDAULI,BARAHANI,2025-26,1170,234.0,5
CHANDAULI,CHAHANIYA,2022-23,51,51.0,1
CHANDAULI,CHAHANIYA,2023-24,57,57.0,1
CHANDAULI,CHAHANIYA,2024-25,67,67.0,1
CHANDAULI,CHAHANIYA,2025-26,83,83.0,1
CHANDAULI,CHAKIYA,2022-23,3039,759.8,4
CHANDAULI,CHAKIYA,2023-24,3362,840.5,4
CHANDAULI,CHAKIYA,2024-25,3543,885.8,4
CHANDAULI,CHAKIYA,2025-26,3629,907.2,4
CHANDAULI,CHANDAULI,2022-23,242,60.5,4
CHANDAULI,CHANDAULI,2023-24,305,76.2,4
CHANDAULI,CHANDAULI,2024-25,386,96.5,4
CHANDAULI,CHANDAULI,2025-26,412,103.0,4
CHANDAULI,NAUGARH,2022-23,1977,282.4,7
CHANDAULI,NAUGARH,2023-24,1784,254.9,7
CHANDAULI,NAUGARH,2024-25,1659,237.0,7
CHANDAULI,NAUGARH,2025-26,1661,237.3,7
CHANDAULI,SAKALDIHA,2022-23,151,151.0,1
CHANDAULI,SAKALDIHA,2023-24,172,172.0,1
CHANDAULI,SAKALDIHA,2024-25,189,189.0,1
