District,Block,High_Risk_Count,Medium_Risk_Count,Low_Risk_Count,Total_Schools,Risk_Density_pct,Block_Zone
HATHRAS,SAHPAU,0,4,0,4,0.0,YELLOW
HATHRAS,SASNI,0,2,1,3,0.0,YELLOW
HATHRAS,SIKANDRA RAO,0,1,2,3,0.0,YELLOW
JALAUN,DAKOR,0,3,3,6,0.0,YELLOW
JALAUN,JALAUN,0,1,0,1,0.0,YELLOW
JALAUN,KADAURA,1,2,1,4,25.0,RED
JALAUN,KONCH,0,1,0,1,0.0,YELLOW
JALAUN,KUTHAUND,0,2,0,2,0.0,YELLOW
JALAUN,MADHAUGADH,0,0,1,1,0.0,YELLOW
JALAUN,MAHEVA,1,3,2,6,16.7,YELLOW
JALAUN,NADIGAWN,0,1,1,2,0.0,YELLOW
JALAUN,RAMPURA,0,3,0,3,0.0,GREEN
JALAUN,T. A. ORAI,0,1,1,2,0.0,YELLOW
JAUNPUR,BADLA PUR,1,1,0,2,50.0,YELLOW
JAUNPUR,BARSATHI,0,0,1,1,0.0,YELLOW
JAUNPUR,BUKSHA,0,1,0,1,0.0,YELLOW
JAUNPUR,DHARMAPUR,0,1,0,1,0.0,YELLOW
JAUNPUR,DOBHI,0,1,0,1,0.0,YELLOW
JAUNPUR,JALALPUR,1,0,0,1,99.9,RED
JAUNPUR,JAUNPUR  [NAGAR],0,0,1,1,0.0,GREEN
JAUNPUR,KARANJA KALA,1,1,0,2,50.0,ORANGE
JAUNPUR,KERAKAT,0,1,1,2,0.0,YELLOW
JAUNPUR,KHUTHAN,0,1,0,1,0.0,YELLOW
JAUNPUR,MACHHALI SHAHAR,0,0,2,2,0.0,YELLOW
JAUNPUR,MADIYAHUN,0,1,1,2,0.0,YELLOW
JAUNPUR,MAHARAJ GANJ,0,1,0,1,0.0,RED
JAUNPUR,MUFTI GANJ,0,0,1,1,0.0,RED
JAUNPUR,MUGRA BADSHAH PUR,0,2,0,2,0.0,YELLOW
JAUNPUR,RAM PUR,0,0,1,1,0.0,YELLOW
JAUNPUR,SHAH GANJ,1,2,0,3,33.3,YELLOW
JAUNPUR,SIKRARA,1,1,0,2,50.0,YELLOW
JAUNPUR,SIRKONI,1,1,1,3,33.3,YELLOW
JAUNPUR,SUITHA KALA,0,2,0,2,0.0,YELLOW
JAUNPUR,SUJAN GANJ,0,1,0,1,0.0,YELLOW
JHANSI,BABINA,3,1,3,7,42.9,YELLOW
JHANSI,BAMORE,1,1,1,3,33.3,RED
JHANSI,BANGRA,1,2,2,5,20.0,ORANGE
JHANSI,BARAGAON,2,0,2,4,50.0,ORANGE
JHANSI,CHIRGAON,0,0,3,3,0.0,YELLOW
JHANSI,GURSARAI,1,2,0,3,33.3,RED
JHANSI,JHANSI NAGARCHETRA,0,0,2,2,0.0,YELLOW
JHANSI,MAURANIPUR,1,0,2,3,33.3,RED
JHANSI,MAURANIPUR  N.CHETRA,0,0,1,1,0.0,YELLOW
JHANSI,MOTH,0,0,4,4,0.0,YELLOW
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,0,1,2,3,0.0,YELLOW
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,1,0,1,2,50.0,ORANGE
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,1,2,2,5,20.0,YELLOW
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,0,1,3,4,0.0,YELLOW
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,1,1,1,3,33.3,ORANGE
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,2,1,2,5,40.0,YELLOW
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,1,0,0,1,99.9,RED
JYOTIBA PHULE NAGAR (AMROHA),JOYA,0,0,2,2,0.0,YELLOW
KANNAUJ,CHHIBRAMAU,0,2,1,3,0.0,YELLOW
KANNAUJ,GUGRAPUR,0,1,1,2,0.0,YELLOW
KANNAUJ,HASERAN,1,0,0,1,99.9,YELLOW
KANNAUJ,JALALABAD,0,1,1,2,0.0,YELLOW
KANNAUJ,KANNAUJ,1,0,2,3,33.3,YELLOW
KANNAUJ,SAURIKH,0,2,0,2,0.0,YELLOW
KANNAUJ,TAL GRAM,1,0,2,3,33.3,YELLOW
KANNAUJ,UMARDA,1,2,0,3,33.3,RED
KANPUR DEHAT,AKBARPUR,0,1,0,1,0.0,RED
KANPUR DEHAT,AMARAUDHA,0,2,1,3,0.0,YELLOW
KANPUR DEHAT,DERAPUR,0,1,0,1,0.0,GREEN
KANPUR DEHAT,JHINJHAK,0,1,2,3,0.0,GREEN
KANPUR DEHAT,MAITHA,0,1,0,1,0.0,GREEN
KANPUR DEHAT,MALASA,0,2,0,2,0.0,YELLOW
KANPUR DEHAT,RAJPUR,0,2,0,2,0.0,YELLOW
KANPUR DEHAT,RASULABAD,1,1,1,3,33.3,YELLOW
KANPUR DEHAT,SANDALPUR,0,1,0,1,0.0,YELLOW
KANPUR DEHAT,SARVANKHERA,1,0,1,2,50.0,RED
KANPUR NAGAR,BHITERGAON,0,1,0,1,0.0,ORANGE
KANPUR NAGAR,BIDHNU,1,0,0,1,99.9,RED
KANPUR NAGAR,BILHAUR,0,2,0,2,0.0,YELLOW
KANPUR NAGAR,CHAUBEPUR,1,0,0,1,99.9,RED
KANPUR NAGAR,GHATAMPUR,2,0,1,3,66.6,RED
KANPUR NAGAR,KAKWAN,0,1,0,1,0.0,YELLOW
KANPUR NAGAR,KALYANPUR,1,1,2,4,25.0,ORANGE
KANPUR NAGAR,PATARA,1,0,1,2,50.0,ORANGE
KANPUR NAGAR,PREMNAGAR,0,0,2,2,0.0,YELLOW
KANPUR NAGAR,SARSAUL,2,0,0,2,100.0,RED
KANPUR NAGAR,SHASTRI NAGAR,1,0,0,1,99.9,RED
KANPUR NAGAR,SHIVRAJPUR,0,0,1,1,0.0,YELLOW
KANSHIRAM NAGAR,AMAPUR,0,0,2,2,0.0,GREEN
KANSHIRAM NAGAR,GANJ DUNDWARA,0,2,1,3,0.0,GREEN
KANSHIRAM NAGAR,KASGANJ,0,0,1,1,0.0,YELLOW
KANSHIRAM NAGAR,KASGANJ (URBAN),0,0,1,1,0.0,YELLOW
KANSHIRAM NAGAR,PATIYALI,0,2,2,4,0.0,YELLOW
KANSHIRAM NAGAR,SAHAVAR,0,0,1,1,0.0,GREEN
KANSHIRAM NAGAR,SORON,0,0,3,3,0.0,GREEN
KAUSHAMBI,CHAYAL,0,1,0,1,0.0,GREEN
KAUSHAMBI,KADA,0,1,2,3,0.0,GREEN
KAUSHAMBI,KAUSHAMBI,0,1,1,2,0.0,YELLOW
KAUSHAMBI,MANJHANPUR,1,1,1,3,33.3,GREEN
KAUSHAMBI,MURATGANJ,0,1,2,3,0.0,YELLOW
KAUSHAMBI,NEWADA,1,0,1,2,50.0,YELLOW
KAUSHAMBI,SARSAWAN,0,3,1,4,0.0,YELLOW
KAUSHAMBI,SIRATHU,2,1,4,7,28.6,YELLOW
KHERI,BANKEGANJ,1,0,3,4,25.0,GREEN
KHERI,BEHJAM,0,1,0,1,0.0,YELLOW
KHERI,BIJUA,0,1,1,2,0.0,YELLOW
KHERI,DHAURAHARA,0,0,4,4,0.0,YELLOW
KHERI,ISANAGAR,0,1,4,5,0.0,YELLOW
KHERI,KUMBHI-GOLA,1,2,2,5,20.0,YELLOW
KHERI,LAKHIMPUR,1,0,0,1,99.9,RED
KHERI,LMP,0,0,2,2,0.0,YELLOW
KHERI,MITAULI,2,2,0,4,50.0,RED
KHERI,MOHAMMADI,0,1,1,2,0.0,ORANGE
KHERI,MOM,0,0,1,1,0.0,YELLOW
KHERI,NAKAHA,1,0,1,2,50.0,RED
KHERI,NIGHASAN,1,2,3,6,16.7,YELLOW
KHERI,PALIYA,1,1,3,5,20.0,YELLOW
KHERI,PASGAWAN,0,1,1,2,0.0,YELLOW
KHERI,PHOOL BEHAR,1,1,3,5,20.0,YELLOW
KHERI,RAMIYA BEHAR,0,1,2,3,0.0,YELLOW
KUSHINAGAR,DUDAHI,0,1,0,1,0.0,RED
KUSHINAGAR,HATA,1,1,0,2,50.0,RED
KUSHINAGAR,KASIA,0,1,0,1,0.0,GREEN
KUSHINAGAR,KHADDA,2,3,1,6,33.3,YELLOW
KUSHINAGAR,MOTICHAK,0,1,0,1,0.0,GREEN
KUSHINAGAR,NAURANGIYA,0,1,0,1,0.0,YELLOW
KUSHINAGAR,PADARAUNA,0,0,1,1,0.0,YELLOW
KUSHINAGAR,PADRAUNA (URBAN),0,0,1,1,0.0,YELLOW
KUSHINAGAR,RAMKOLA,0,1,0,1,0.0,YELLOW
KUSHINAGAR,SEORAHI,0,2,2,4,0.0,YELLOW
KUSHINAGAR,TAMKUHI,0,0,1,1,0.0,YELLOW
KUSHINAGAR,VISHUNPURA,0,2,0,2,0.0,YELLOW
LALITPUR,BAR,1,3,1,5,20.0,RED
LALITPUR,BIRDHA,4,2,2,8,50.0,RED
LALITPUR,JAKHORA,1,1,6,8,12.5,YELLOW
LALITPUR,LALITPUR,1,1,0,2,50.0,RED
LALITPUR,MADAWRA,0,1,2,3,0.0,YELLOW
LALITPUR,MAHRONI,1,3,3,7,14.3,RED
LALITPUR,TALBEHAT,1,1,4,6,16.7,YELLOW
LUCKNOW,BAKSHI KA TALAB,1,2,4,7,14.3,RED
LUCKNOW,CHINHAT,1,1,1,3,33.3,ORANGE
LUCKNOW,GOSHAI GANJ,1,3,2,6,16.7,YELLOW
LUCKNOW,KAKORI,0,1,5,6,0.0,YELLOW
LUCKNOW,MAAL,2,2,0,4,50.0,YELLOW
LUCKNOW,MALIHABAD,1,2,1,4,25.0,YELLOW
LUCKNOW,MOHAN LAL GANJ,3,1,2,6,50.0,RED
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",0,4,8,12,0.0,YELLOW
LUCKNOW,SAROJNI NAGAR,1,2,4,7,14.3,YELLOW
MAHARAJGANJ,BRIJMAN GANJ,1,0,1,2,50.0,YELLOW
MAHARAJGANJ,DHANI,1,0,0,1,99.9,RED
MAHARAJGANJ,GHUGHLI,1,3,1,5,20.0,YELLOW
MAHARAJGANJ,LAKSHMIPUR,0,2,0,2,0.0,YELLOW
MAHARAJGANJ,MAHRAJGANJ,1,0,2,3,33.3,YELLOW
MAHARAJGANJ,MITHOURA,0,2,1,3,0.0,YELLOW
MAHARAJGANJ,NICHLOUL,0,2,1,3,0.0,YELLOW
MAHARAJGANJ,NOUTANWA,0,0,2,2,0.0,YELLOW
MAHARAJGANJ,PANIYARA,0,2,1,3,0.0,YELLOW
MAHARAJGANJ,PARTAWAL,1,2,1,4,25.0,YELLOW
MAHARAJGANJ,PHARENDA,0,0,1,1,0.0,YELLOW
MAHOBA,CHARKHARI,0,1,3,4,0.0,YELLOW
MAHOBA,CHARKHARI URBAN,1,0,1,2,50.0,RED
MAHOBA,JAITPUR,2,4,5,11,18.2,YELLOW
MAHOBA,KABRAI,0,5,4,9,0.0,YELLOW
MAHOBA,NAGAR PALIKA MAHOBA,0,0,2,2,0.0,YELLOW
MAHOBA,PANWARI,2,2,2,6,33.3,RED
MAINPURI,BARNAHAL,1,0,0,1,99.9,RED
MAINPURI,BEWAR,1,0,2,3,33.3,RED
MAINPURI,GHIROR,3,0,3,6,50.0,YELLOW
MAINPURI,JAGIR,0,1,0,1,0.0,YELLOW
MAINPURI,KARHAL,1,1,2,4,25.0,YELLOW
MAINPURI,KISHANI,0,0,1,1,0.0,YELLOW
MAINPURI,KURAWALI,0,0,1,1,0.0,YELLOW
MAINPURI,MAINPURI,2,1,1,4,50.0,RED
MAINPURI,MAINPURI-CITY,1,0,0,1,99.9,RED
MAINPURI,SULTANGANJ,0,1,0,1,0.0,YELLOW
MATHURA,BALDEO,1,2,1,4,25.0,YELLOW
MATHURA,CHAUMUHAN,1,1,1,3,33.3,YELLOW
MATHURA,CHHATA,0,2,0,2,0.0,YELLOW
MATHURA,FARAH,1,1,2,4,25.0,GREEN
MATHURA,GOVERDHAN,0,1,3,4,0.0,YELLOW
MATHURA,MANT,1,2,2,5,20.0,YELLOW
MATHURA,MATHURA,0,1,3,4,0.0,GREEN
MATHURA,NANDGAON,0,2,1,3,0.0,YELLOW
MATHURA,NOHJHEEL,1,1,0,2,50.0,YELLOW
MATHURA,RAYA,2,1,2,5,40.0,YELLOW
MAU,BADRAW,1,0,1,2,50.0,YELLOW
MAU,DOHRIGHAT,0,2,0,2,0.0,YELLOW
MAU,GHOSI,0,2,0,2,0.0,YELLOW
MAU,KOPAGANG,0,1,0,1,0.0,GREEN
MAU,MOHAMMADABAD,0,1,1,2,0.0,YELLOW
MAU,NAGAR KSHETRA MAU,0,0,1,1,0.0,YELLOW
MAU,PARDAHA,0,1,0,1,0.0,YELLOW
MAU,RANIPUR,0,0,1,1,0.0,GREEN
MAU,RATANPURA,1,1,3,5,20.0,YELLOW
MEERUT,DAURALA,0,2,1,3,0.0,YELLOW
MEERUT,HASTINAPUR,0,4,1,5,0.0,YELLOW
MEERUT,JANI,1,0,2,3,33.3,RED
MEERUT,KHARKHODA,3,3,2,8,37.5,YELLOW
MEERUT,MACHRA,0,3,1,4,0.0,YELLOW
MEERUT,MAWANA,0,3,0,3,0.0,YELLOW
MEERUT,MEERUT,1,1,0,2,50.0,YELLOW
MEERUT,MEERUT NAGAR,2,0,2,4,50.0,RED
MEERUT,PARIKSHIT GARH,2,2,1,5,40.0,YELLOW
MEERUT,RAJPURA,1,1,1,3,33.3,YELLOW
MEERUT,ROHTA,1,1,1,3,33.3,YELLOW
MEERUT,SARDHANA,0,2,1,3,0.0,YELLOW
MEERUT,SARURPUR,2,3,1,6,33.3,YELLOW
MIRZAPUR,CHHANBEY,0,3,4,7,0.0,YELLOW
MIRZAPUR,HALIA,2,4,4,10,20.0,YELLOW
MIRZAPUR,JAMALPUR,0,0,2,2,0.0,YELLOW
MIRZAPUR,KONE,0,1,5,6,0.0,GREEN
MIRZAPUR,LALGANJ,1,2,4,7,14.3,YELLOW
MIRZAPUR,MAJHAWA,0,2,1,3,0.0,YELLOW
MIRZAPUR,MARIHAN,1,0,2,3,33.3,YELLOW
MIRZAPUR,NAGAR,0,2,4,6,0.0,YELLOW
MIRZAPUR,NAGAR PALIKA,2,0,1,3,66.6,RED
MIRZAPUR,NARAYANPUR,1,0,0,1,99.9,RED
MIRZAPUR,PAHARI,2,1,3,6,33.3,ORANGE
MIRZAPUR,RAJGARH,0,2,2,4,0.0,YELLOW
MIRZAPUR,SEEKHAR,0,1,2,3,0.0,YELLOW
MORADABAD,BHAGATPUR TANDA,0,3,2,5,0.0,YELLOW
MORADABAD,BILARI,1,4,2,7,14.3,YELLOW
MORADABAD,CHAJLET,2,3,2,7,28.6,RED
MORADABAD,DILARI,0,2,3,5,0.0,YELLOW
MORADABAD,KUNDERKI,0,4,2,6,0.0,YELLOW
MORADABAD,MORADABAD,0,3,2,5,0.0,YELLOW
MORADABAD,MORADABAD CITY BOYS,0,1,0,1,0.0,RED
MORADABAD,MORADABAD CITY GIRLS,0,0,1,1,0.0,YELLOW
MORADABAD,MUNDAPANDAY,0,2,4,6,0.0,YELLOW
MORADABAD,THAKURDWARA,1,4,2,7,14.3,YELLOW
MUZAFFARNAGAR,BAGHRA,1,1,1,3,33.3,ORANGE
MUZAFFARNAGAR,BUDHANA,1,5,4,10,10.0,YELLOW
MUZAFFARNAGAR,CHARTHAWAL,1,0,2,3,33.3,RED
MUZAFFARNAGAR,JANSATH,1,3,5,9,11.1,YELLOW
MUZAFFARNAGAR,KHATAULI,1,0,2,3,33.3,RED
MUZAFFARNAGAR,MORNA,0,2,2,4,0.0,ORANGE
MUZAFFARNAGAR,PURKAJI,3,1,1,5,60.0,ORANGE
MUZAFFARNAGAR,SADAR,1,2,2,5,20.0,YELLOW
MUZAFFARNAGAR,SADAR [TOWN AREA],0,1,0,1,0.0,RED
MUZAFFARNAGAR,SHAHPUR,1,3,1,5,20.0,YELLOW
PILIBHIT,AMARIA,0,7,1,8,0.0,RED
PILIBHIT,BARKHERA,1,0,3,4,25.0,YELLOW
PILIBHIT,BILSANDA,0,3,2,5,0.0,ORANGE
PILIBHIT,BISALPUR,0,1,1,2,0.0,ORANGE
PILIBHIT,LALORIKHERA,0,0,2,2,0.0,YELLOW
PILIBHIT,MARORI,1,2,1,4,25.0,RED
PILIBHIT,N. P. PILIBHIT,0,1,2,3,0.0,YELLOW
PILIBHIT,PURANPUR,3,2,2,7,42.9,ORANGE
PRATAPGARH,AASPUR-DEOSARA,0,2,3,5,0.0,YELLOW
PRATAPGARH,BABA BHELKHARNATH,0,2,0,2,0.0,YELLOW
PRATAPGARH,BABAGANJ,0,1,1,2,0.0,YELLOW
PRATAPGARH,BIHAR,0,2,1,3,0.0,ORANGE
PRATAPGARH,CITY(PRATAPGARH BELHA),0,2,0,2,0.0,RED
PRATAPGARH,GAURA,0,1,4,5,0.0,YELLOW
PRATAPGARH,KALAKANKER,0,2,1,3,0.0,YELLOW
PRATAPGARH,LALGANJ,1,0,0,1,99.9,RED
PRATAPGARH,LAXMANPUR,0,1,1,2,0.0,YELLOW
PRATAPGARH,MANDHATA,1,1,0,2,50.0,RED
PRATAPGARH,MANGRAURA,0,2,1,3,0.0,GREEN
PRATAPGARH,PATTI,0,0,3,3,0.0,YELLOW
PRATAPGARH,SADAR,0,0,1,1,0.0,GREEN
PRATAPGARH,SADWA-CHANDRIKA,0,1,1,2,0.0,YELLOW
PRATAPGARH,SANGIPUR,0,3,0,3,0.0,YELLOW
PRATAPGARH,SHIVGARH,1,1,2,4,25.0,YELLOW
PRAYAGRAJ,BAHARIYA,0,1,1,2,0.0,YELLOW
PRAYAGRAJ,CHAKA,2,0,1,3,66.6,RED
PRAYAGRAJ,DHANUPUR,0,0,1,1,0.0,GREEN
PRAYAGRAJ,HANDIA,0,2,0,2,0.0,ORANGE
PRAYAGRAJ,JASARA,0,0,2,2,0.0,YELLOW
PRAYAGRAJ,KARCHHANA,0,0,1,1,0.0,YELLOW
PRAYAGRAJ,KORAON,1,2,0,3,33.3,ORANGE
PRAYAGRAJ,MANDA,1,2,1,4,25.0,RED
PRAYAGRAJ,MAUAIMA,0,1,0,1,0.0,YELLOW
PRAYAGRAJ,MEJA,0,0,2,2,0.0,YELLOW
PRAYAGRAJ,NAGAR CHHETRA,2,0,2,4,50.0,ORANGE
PRAYAGRAJ,PHOOLPUR,0,1,1,2,0.0,ORANGE
PRAYAGRAJ,PRATAP PUR,0,1,0,1,0.0,YELLOW
PRAYAGRAJ,SAIDABAD,0,0,1,1,0.0,GREEN
PRAYAGRAJ,SHANKAR GARH,0,0,3,3,0.0,GREEN
PRAYAGRAJ,SORAON,0,0,1,1,0.0,YELLOW
PRAYAGRAJ,URUWA,0,2,0,2,0.0,ORANGE
RAE BARELI,AMAWAN,0,1,2,3,0.0,YELLOW
RAE BARELI,BACHHRAWAN,0,1,1,2,0.0,GREEN
RAE BARELI,CHHATOH,1,1,1,3,33.3,ORANGE
RAE BARELI,DALMAU,0,0,1,1,0.0,GREEN
RAE BARELI,DEEH,0,0,3,3,0.0,YELLOW
RAE BARELI,GAURA,0,1,1,2,0.0,ORANGE
RAE BARELI,HARCHANDPUR,1,1,1,3,33.3,ORANGE
RAE BARELI,JAGATPUR,0,1,1,2,0.0,YELLOW
RAE BARELI,KHIRON,0,1,2,3,0.0,YELLOW
RAE BARELI,LALGANJ,0,1,1,2,0.0,YELLOW
RAE BARELI,MAHRAJGANJ,1,0,4,5,20.0,YELLOW
RAE BARELI,NAGAR SHETRA (RBL),1,1,1,3,33.3,RED
RAE BARELI,RAHI,0,0,3,3,0.0,YELLOW
RAE BARELI,ROHANIYA,1,1,1,3,33.3,YELLOW
RAE BARELI,SALON,0,2,0,2,0.0,RED
RAE BARELI,SARENI,0,1,0,1,0.0,YELLOW
RAE BARELI,SATAON,0,0,2,2,0.0,YELLOW
RAE BARELI,SHIVGARH,1,1,0,2,50.0,RED
RAMPUR,BILASPUR,3,3,1,7,42.9,ORANGE
RAMPUR,CHAMRAUVA,0,0,4,4,0.0,YELLOW
RAMPUR,MILAK,0,1,0,1,0.0,RED
RAMPUR,SAID NAGAR,0,1,4,5,0.0,YELLOW
RAMPUR,SHAHBAD,2,2,3,7,28.6,YELLOW
RAMPUR,SUAR,0,3,6,9,0.0,YELLOW
RAMPUR,TOWN AREA RAMPUR,4,0,6,10,40.0,YELLOW
SAHARANPUR,BALIA KHEDI,1,2,0,3,33.3,RED
SAHARANPUR,DEOBAND,1,3,1,5,20.0,YELLOW
SAHARANPUR,GANGOH,1,3,3,7,14.3,YELLOW
SAHARANPUR,MUZAFFARABAD,2,4,2,8,25.0,YELLOW
SAHARANPUR,NAGAL,0,1,3,4,0.0,YELLOW
SAHARANPUR,NAKUR,2,3,3,8,25.0,YELLOW
SAHARANPUR,NANAUTA,0,2,2,4,0.0,YELLOW
SAHARANPUR,PUNWARKA,1,1,7,9,11.1,YELLOW
SAHARANPUR,RAMPUR MANIHARAN,0,0,2,2,0.0,YELLOW
SAHARANPUR,SADHOLI KADIM,1,2,2,5,20.0,YELLOW
SAHARANPUR,SARSAVA,0,2,3,5,0.0,YELLOW
SAHARANPUR,T.A. DEOBAND,0,0,1,1,0.0,YELLOW
SAHARANPUR,T.A. SAHAHRANPUR,0,1,2,3,0.0,YELLOW
SAMBHAL (BHIM NAGAR),ASMOLI,1,0,2,3,33.3,RED
SAMBHAL (BHIM NAGAR),BANIYAKHERA,0,1,1,2,0.0,YELLOW
SAMBHAL (BHIM NAGAR),BEHJOI,0,0,2,2,0.0,YELLOW
SAMBHAL (BHIM NAGAR),GUNNOR,0,1,0,1,0.0,GREEN
SAMBHAL (BHIM NAGAR),JUNAVAI,0,0,1,1,0.0,GREEN
SAMBHAL (BHIM NAGAR),PAWANSA,0,0,2,2,0.0,GREEN
SAMBHAL (BHIM NAGAR),RAJPURA,0,1,0,1,0.0,GREEN
SAMBHAL (BHIM NAGAR),SAMBHAL,0,0,3,3,0.0,GREEN
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,1,0,1,2,50.0,YELLOW
SANT KABIR NAGAR,BAGHAULI,0,2,3,5,0.0,YELLOW
SANT KABIR NAGAR,BELHAR KALA,0,0,1,1,0.0,ORANGE
SANT KABIR NAGAR,HAINSAR BAZAR,0,1,1,2,0.0,YELLOW
SANT KABIR NAGAR,KHALILABAD,0,1,2,3,0.0,YELLOW
SANT KABIR NAGAR,MEHNDAVAL,0,1,0,1,0.0,GREEN
SANT KABIR NAGAR,NATHNAGAR,0,1,0,1,0.0,GREEN
SANT KABIR NAGAR,PAULI,1,0,0,1,99.9,RED
SANT KABIR NAGAR,SANTHA,0,1,0,1,0.0,YELLOW
SANT KABIR NAGAR,SEMARINYAVA,2,3,0,5,40.0,RED
SHAHJAHANPUR,BANDA,1,3,1,5,20.0,ORANGE
SHAHJAHANPUR,BHAWALKHERA,1,0,2,3,33.3,YELLOW
SHAHJAHANPUR,DADRAUL,1,2,5,8,12.5,YELLOW
SHAHJAHANPUR,JAITIPUR,0,2,0,2,0.0,YELLOW
SHAHJAHANPUR,JALALABAD,1,1,1,3,33.3,ORANGE
SHAHJAHANPUR,KALAN,0,2,2,4,0.0,YELLOW
SHAHJAHANPUR,KANTH,0,1,4,5,0.0,YELLOW
SHAHJAHANPUR,KATRA KHUDAGANJ,0,1,1,2,0.0,YELLOW
SHAHJAHANPUR,KHUTAR,0,0,2,2,0.0,YELLOW
SHAHJAHANPUR,MADNAPUR,0,1,1,2,0.0,YELLOW
SHAHJAHANPUR,MIRJAPUR,0,2,0,2,0.0,YELLOW
SHAHJAHANPUR,NIGOHI,0,2,0,2,0.0,YELLOW
SHAHJAHANPUR,PUWAYA,0,2,2,4,0.0,YELLOW
SHAHJAHANPUR,SINDHAULI,0,1,2,3,0.0,ORANGE
SHAHJAHANPUR,T.A.SHAHJAHANPUR,0,0,2,2,0.0,YELLOW
SHAHJAHANPUR,TILHAR,0,2,3,5,0.0,YELLOW
SHAMLI (PRABUDH NAGAR),KAIRANA,1,1,2,4,25.0,YELLOW
SHAMLI (PRABUDH NAGAR),KANDHLA,0,2,1,3,0.0,YELLOW
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],1,0,0,1,99.9,RED
SHAMLI (PRABUDH NAGAR),OON,1,5,1,7,14.3,YELLOW
SHAMLI (PRABUDH NAGAR),SHAMLI,0,0,2,2,0.0,YELLOW
SHAMLI (PRABUDH NAGAR),THANABHAWAN,0,0,4,4,0.0,YELLOW
SHRAWASTI,GILAULA,0,3,1,4,0.0,YELLOW
SHRAWASTI,HARIHARPUR RANI,0,4,3,7,0.0,YELLOW
SHRAWASTI,IKAUNA,0,2,3,5,0.0,YELLOW
SHRAWASTI,JAMUNHA,3,1,0,4,75.0,YELLOW
SHRAWASTI,SIRSIYA,0,4,4,8,0.0,YELLOW
SIDDHARTHNAGAR,BANSI,0,1,2,3,0.0,YELLOW
SIDDHARTHNAGAR,BARHANI,0,2,0,2,0.0,YELLOW
SIDDHARTHNAGAR,BHANVAPUR,0,1,0,1,0.0,RED
SIDDHARTHNAGAR,BIRDPUR,1,2,0,3,33.3,RED
SIDDHARTHNAGAR,DUMARIYAGANJ,0,1,3,4,0.0,YELLOW
SIDDHARTHNAGAR,ITAVA,1,1,1,3,33.3,ORANGE
SIDDHARTHNAGAR,JOGIYA,1,0,0,1,99.9,RED
SIDDHARTHNAGAR,KHESARAHA,0,1,1,2,0.0,YELLOW
SIDDHARTHNAGAR,KHUNIYANV,0,3,0,3,0.0,GREEN
SIDDHARTHNAGAR,MITHAVAL,0,1,0,1,0.0,YELLOW
SIDDHARTHNAGAR,NAUGARH,0,1,3,4,0.0,YELLOW
SIDDHARTHNAGAR,SHOHARATGARH,0,1,0,1,0.0,YELLOW
SITAPUR,ALIYA,0,1,2,3,0.0,YELLOW
SITAPUR,BEHTA,1,3,2,6,16.7,YELLOW
SITAPUR,BISWAN,1,0,2,3,33.3,ORANGE
SITAPUR,GONDLAMAU,0,1,1,2,0.0,YELLOW
SITAPUR,HARGAON,0,1,1,2,0.0,YELLOW
SITAPUR,KASMANDA,0,0,2,2,0.0,YELLOW
SITAPUR,KHAIRABAD,0,0,2,2,0.0,YELLOW
SITAPUR,LAHARPUR,0,1,2,3,0.0,GREEN
SITAPUR,MACHHAREHTA,0,1,2,3,0.0,YELLOW
SITAPUR,MAHMOODABAD,0,1,3,4,0.0,GREEN
SITAPUR,MAHOLI,0,0,2,2,0.0,YELLOW
SITAPUR,MISRIKH,0,0,3,3,0.0,YELLOW
SITAPUR,N.K.BISWAN,1,0,0,1,99.9,RED
SITAPUR,N.K.KHAIRABAD,0,0,1,1,0.0,YELLOW
SITAPUR,N.K.SITAPUR,0,0,2,2,0.0,ORANGE
SITAPUR,PAHALA,0,2,2,4,0.0,YELLOW
SITAPUR,PARSENDI,0,0,1,1,0.0,YELLOW
SITAPUR,PISAWAN,0,1,3,4,0.0,YELLOW
SITAPUR,RAMPURMATHURA,0,2,3,5,0.0,YELLOW
SITAPUR,REUSA,0,1,1,2,0.0,YELLOW
SITAPUR,SAKARAN,0,3,0,3,0.0,YELLOW
SITAPUR,SIDHAULI,0,1,3,4,0.0,YELLOW
SONBHADRA,BABHANI,0,1,3,4,0.0,YELLOW
SONBHADRA,CHATRA,0,1,1,2,0.0,YELLOW
SONBHADRA,CHOPAN,1,2,5,8,12.5,YELLOW
SONBHADRA,DUDHI,0,0,6,6,0.0,YELLOW
SONBHADRA,GHORAWAL,0,3,4,7,0.0,YELLOW
SONBHADRA,MYORPUR,0,3,6,9,0.0,YELLOW
SONBHADRA,NAGWA,3,4,2,9,33.3,YELLOW
SONBHADRA,ROBERTSGANJ,0,0,3,3,0.0,YELLOW
