District,Block,Avg_Continuation_Ratio,Senior_Dropout_Schools,Senior_Collapse_Schools,Both_Growing_Schools
KHERI,MOHAMMADI,0.0,0,2,0
KHERI,MOM,54.6,0,0,0
KHERI,NAKAHA,35.3,1,1,0
KHERI,NIGHASAN,22.9,0,4,1
KHERI,PALIYA,18.7,0,4,0
KHERI,PASGAWAN,22.9,0,1,0
KHERI,PHOOL BEHAR,7.7,0,4,0
KHERI,RAMIYA BEHAR,0.0,0,3,0
KUSHINAGAR,DUDAHI,0.0,0,1,0
KUSHINAGAR,HATA,39.0,0,1,0
KUSHINAGAR,KASIA,24.2,0,1,0
KUSHINAGAR,KHADDA,15.8,0,4,1
KUSHINAGAR,MOTICHAK,0.0,0,1,0
KUSHINAGAR,NAURANGIYA,25.8,0,1,0
KUSHINAGAR,PADARAUNA,0.0,0,1,0
KUSHINAGAR,PADRAUNA (URBAN),62.3,0,0,1
KUSHINAGAR,RAMKOLA,0.0,0,1,0
KUSHINAGAR,SEORAHI,29.6,1,2,1
KUSHINAGAR,TAMKUHI,0.0,0,1,0
KUSHINAGAR,VISHUNPURA,18.4,0,1,0
LALITPUR,BAR,18.4,0,4,0
LALITPUR,BIRDHA,8.1,0,7,0
LALITPUR,JAKHORA,11.5,0,7,1
LALITPUR,LALITPUR,107.7,0,0,0
LALITPUR,MADAWRA,0.0,0,3,0
LALITPUR,MAHRONI,19.6,0,6,0
LALITPUR,TALBEHAT,23.5,0,4,1
LUCKNOW,BAKSHI KA TALAB,16.2,0,6,0
LUCKNOW,CHINHAT,43.1,0,1,1
LUCKNOW,GOSHAI GANJ,1.4,0,6,0
LUCKNOW,KAKORI,26.0,0,4,1
LUCKNOW,MAAL,23.6,0,3,0
LUCKNOW,MALIHABAD,19.4,0,3,0
LUCKNOW,MOHAN LAL GANJ,14.4,0,5,0
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",96.0,1,1,3
LUCKNOW,SAROJNI NAGAR,19.7,0,6,1
MAHARAJGANJ,BRIJMAN GANJ,46.8,0,1,0
MAHARAJGANJ,DHANI,0.0,0,1,0
MAHARAJGANJ,GHUGHLI,0.0,0,5,0
MAHARAJGANJ,LAKSHMIPUR,0.0,0,2,0
MAHARAJGANJ,MAHRAJGANJ,25.2,0,2,0
MAHARAJGANJ,MITHOURA,0.0,0,3,0
MAHARAJGANJ,NICHLOUL,8.2,0,3,0
MAHARAJGANJ,NOUTANWA,36.1,0,1,0
MAHARAJGANJ,PANIYARA,52.5,0,1,0
MAHARAJGANJ,PARTAWAL,0.0,0,4,0
MAHARAJGANJ,PHARENDA,89.4,0,0,0
MAHOBA,CHARKHARI,24.8,1,3,0
MAHOBA,CHARKHARI URBAN,89.4,0,0,0
MAHOBA,JAITPUR,58.1,1,6,1
MAHOBA,KABRAI,20.8,0,7,0
MAHOBA,NAGAR PALIKA MAHOBA,106.9,0,0,0
MAHOBA,PANWARI,28.8,0,4,2
MAINPURI,BARNAHAL,0.0,0,1,0
MAINPURI,BEWAR,15.9,0,2,0
MAINPURI,GHIROR,61.4,0,3,2
MAINPURI,JAGIR,0.0,0,1,0
MAINPURI,KARHAL,52.6,0,1,1
MAINPURI,KISHANI,202.3,0,0,0
MAINPURI,KURAWALI,0.0,0,1,0
MAINPURI,MAINPURI,53.9,0,2,0
MAINPURI,MAINPURI-CITY,100.6,0,0,0
MAINPURI,SULTANGANJ,0.0,0,1,0
MATHURA,BALDEO,38.6,0,2,1
MATHURA,CHAUMUHAN,19.9,0,2,1
MATHURA,CHHATA,0.0,0,2,0
MATHURA,FARAH,33.2,0,2,1
MATHURA,GOVERDHAN,46.8,1,1,2
MATHURA,MANT,17.5,0,4,0
MATHURA,MATHURA,58.7,0,2,1
MATHURA,NANDGAON,50.4,0,2,1
MATHURA,NOHJHEEL,0.0,0,2,0
MATHURA,RAYA,15.2,0,4,1
MAU,BADRAW,114.2,0,0,0
MAU,DOHRIGHAT,0.0,0,2,0
MAU,GHOSI,0.0,0,2,0
MAU,KOPAGANG,0.0,0,1,0
MAU,MOHAMMADABAD,44.0,0,1,0
MAU,NAGAR KSHETRA MAU,103.3,0,0,1
MAU,PARDAHA,0.0,0,1,0
MAU,RANIPUR,0.0,0,1,0
MAU,RATANPURA,17.6,0,4,0
MEERUT,DAURALA,0.0,0,3,0
MEERUT,HASTINAPUR,42.5,1,3,0
MEERUT,JANI,21.2,0,2,0
MEERUT,KHARKHODA,37.5,0,6,1
MEERUT,MACHRA,64.9,0,1,0
MEERUT,MAWANA,0.0,0,3,0
MEERUT,MEERUT,0.0,0,2,0
MEERUT,MEERUT NAGAR,120.4,0,0,0
MEERUT,PARIKSHIT GARH,32.4,0,3,1
MEERUT,RAJPURA,20.7,0,2,0
MEERUT,ROHTA,24.5,0,2,0
MEERUT,SARDHANA,54.7,0,1,2
MEERUT,SARURPUR,17.8,0,4,0
MIRZAPUR,CHHANBEY,0.0,0,7,0
MIRZAPUR,HALIA,7.7,0,9,1
MIRZAPUR,JAMALPUR,0.0,0,2,0
MIRZAPUR,KONE,0.0,0,6,0
MIRZAPUR,LALGANJ,0.0,0,7,0
MIRZAPUR,MAJHAWA,35.7,0,2,0
MIRZAPUR,MARIHAN,0.0,0,3,0
MIRZAPUR,NAGAR,0.0,0,6,0
MIRZAPUR,NAGAR PALIKA,83.1,0,0,0
MIRZAPUR,NARAYANPUR,88.2,0,0,0
MIRZAPUR,PAHARI,0.0,0,6,0
MIRZAPUR,RAJGARH,0.0,0,4,0
MIRZAPUR,SEEKHAR,15.9,1,2,0
MORADABAD,BHAGATPUR TANDA,35.8,0,4,0
MORADABAD,BILARI,13.7,1,5,0
MORADABAD,CHAJLET,30.6,0,4,1
MORADABAD,DILARI,36.6,0,2,1
MORADABAD,KUNDERKI,23.7,0,4,0
MORADABAD,MORADABAD,16.1,0,4,0
MORADABAD,MORADABAD CITY BOYS,124.7,0,0,0
MORADABAD,MORADABAD CITY GIRLS,70.6,0,0,0
MORADABAD,MUNDAPANDAY,25.2,0,4,1
MORADABAD,THAKURDWARA,64.3,0,3,1
MUZAFFARNAGAR,BAGHRA,35.2,0,2,0
MUZAFFARNAGAR,BUDHANA,106.7,0,4,1
MUZAFFARNAGAR,CHARTHAWAL,40.4,0,1,0
MUZAFFARNAGAR,JANSATH,25.6,0,4,3
MUZAFFARNAGAR,KHATAULI,25.4,0,2,0
MUZAFFARNAGAR,MORNA,48.4,0,1,1
MUZAFFARNAGAR,PURKAJI,39.8,0,3,1
MUZAFFARNAGAR,SADAR,38.8,0,3,1
MUZAFFARNAGAR,SADAR [TOWN AREA],231.5,0,0,0
MUZAFFARNAGAR,SHAHPUR,100.3,0,2,0
PILIBHIT,AMARIA,36.6,0,5,0
PILIBHIT,BARKHERA,33.5,0,2,1
PILIBHIT,BILSANDA,38.8,0,3,1
PILIBHIT,BISALPUR,0.0,0,2,0
PILIBHIT,LALORIKHERA,68.1,0,0,1
PILIBHIT,MARORI,37.0,0,2,0
PILIBHIT,N. P. PILIBHIT,103.1,0,0,1
PILIBHIT,PURANPUR,29.5,0,4,0
PRATAPGARH,AASPUR-DEOSARA,23.3,0,3,2
PRATAPGARH,BABA BHELKHARNATH,0.0,0,2,0
PRATAPGARH,BABAGANJ,40.4,0,1,0
PRATAPGARH,BIHAR,38.8,0,2,0
PRATAPGARH,CITY(PRATAPGARH BELHA),105.1,0,0,0
PRATAPGARH,GAURA,22.9,0,3,1
PRATAPGARH,KALAKANKER,66.6,0,1,0
PRATAPGARH,LALGANJ,64.9,0,0,0
PRATAPGARH,LAXMANPUR,0.0,0,2,0
PRATAPGARH,MANDHATA,44.9,0,1,0
PRATAPGARH,MANGRAURA,16.4,0,2,0
PRATAPGARH,PATTI,30.7,0,2,0
PRATAPGARH,SADAR,83.4,0,0,0
PRATAPGARH,SADWA-CHANDRIKA,27.4,0,1,0
PRATAPGARH,SANGIPUR,33.3,0,2,0
PRATAPGARH,SHIVGARH,44.7,0,2,1
PRAYAGRAJ,BAHARIYA,24.5,0,1,1
PRAYAGRAJ,CHAKA,19.0,0,2,0
PRAYAGRAJ,DHANUPUR,70.8,0,0,1
PRAYAGRAJ,HANDIA,22.8,0,1,0
PRAYAGRAJ,JASARA,82.8,0,1,0
PRAYAGRAJ,KARCHHANA,71.0,0,0,1
PRAYAGRAJ,KORAON,21.2,0,2,0
PRAYAGRAJ,MANDA,37.4,0,2,0
PRAYAGRAJ,MAUAIMA,0.0,0,1,0
PRAYAGRAJ,MEJA,0.0,0,2,0
PRAYAGRAJ,NAGAR CHHETRA,120.8,0,0,2
PRAYAGRAJ,PHOOLPUR,32.8,0,1,0
PRAYAGRAJ,PRATAP PUR,0.0,0,1,0
PRAYAGRAJ,SAIDABAD,86.0,0,0,1
PRAYAGRAJ,SHANKAR GARH,36.9,0,1,2
PRAYAGRAJ,SORAON,0.0,0,1,0
PRAYAGRAJ,URUWA,52.1,0,1,0
RAE BARELI,AMAWAN,51.8,0,1,0
RAE BARELI,BACHHRAWAN,58.8,0,1,1
RAE BARELI,CHHATOH,45.2,0,1,2
RAE BARELI,DALMAU,47.2,0,0,1
RAE BARELI,DEEH,42.4,0,1,0
RAE BARELI,GAURA,49.4,0,1,0
RAE BARELI,HARCHANDPUR,17.1,0,2,0
RAE BARELI,JAGATPUR,0.0,0,2,0
RAE BARELI,KHIRON,84.5,0,0,1
RAE BARELI,LALGANJ,40.3,0,1,0
RAE BARELI,MAHRAJGANJ,52.5,0,2,1
RAE BARELI,NAGAR SHETRA (RBL),124.0,0,0,1
RAE BARELI,RAHI,33.7,0,2,1
RAE BARELI,ROHANIYA,25.3,0,2,1
RAE BARELI,SALON,33.7,0,1,0
RAE BARELI,SARENI,0.0,0,1,0
RAE BARELI,SATAON,69.9,0,0,0
RAE BARELI,SHIVGARH,34.4,0,1,0
RAMPUR,BILASPUR,50.3,0,2,1
RAMPUR,CHAMRAUVA,34.8,0,2,2
RAMPUR,MILAK,82.7,0,0,0
RAMPUR,SAID NAGAR,92.9,0,1,3
RAMPUR,SHAHBAD,74.1,1,1,2
RAMPUR,SUAR,65.9,1,2,1
RAMPUR,TOWN AREA RAMPUR,88.9,1,1,1
SAHARANPUR,BALIA KHEDI,21.9,0,2,0
SAHARANPUR,DEOBAND,38.2,0,3,1
SAHARANPUR,GANGOH,28.5,0,3,1
SAHARANPUR,MUZAFFARABAD,18.0,0,7,0
SAHARANPUR,NAGAL,27.1,0,3,1
SAHARANPUR,NAKUR,57.6,0,4,0
SAHARANPUR,NANAUTA,24.3,0,3,1
SAHARANPUR,PUNWARKA,36.8,0,5,2
SAHARANPUR,RAMPUR MANIHARAN,0.0,0,2,0
SAHARANPUR,SADHOLI KADIM,32.0,0,2,2
SAHARANPUR,SARSAVA,22.5,0,3,1
SAHARANPUR,T.A. DEOBAND,95.7,0,0,1
SAHARANPUR,T.A. SAHAHRANPUR,76.8,0,1,2
SAMBHAL (BHIM NAGAR),ASMOLI,13.4,0,2,0
SAMBHAL (BHIM NAGAR),BANIYAKHERA,0.0,0,2,0
SAMBHAL (BHIM NAGAR),BEHJOI,63.6,0,0,1
SAMBHAL (BHIM NAGAR),GUNNOR,34.7,0,0,0
SAMBHAL (BHIM NAGAR),JUNAVAI,43.9,0,0,1
SAMBHAL (BHIM NAGAR),PAWANSA,52.6,0,0,0
SAMBHAL (BHIM NAGAR),RAJPURA,42.7,0,0,0
SAMBHAL (BHIM NAGAR),SAMBHAL,58.5,0,0,2
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,44.7,0,1,0
SANT KABIR NAGAR,BAGHAULI,12.8,0,4,0
SANT KABIR NAGAR,BELHAR KALA,0.0,0,1,0
SANT KABIR NAGAR,HAINSAR BAZAR,0.0,0,2,0
SANT KABIR NAGAR,KHALILABAD,23.1,0,2,1
SANT KABIR NAGAR,MEHNDAVAL,30.1,0,0,0
SANT KABIR NAGAR,NATHNAGAR,0.0,0,1,0
SANT KABIR NAGAR,PAULI,0.0,0,1,0
SANT KABIR NAGAR,SANTHA,0.0,0,1,0
SANT KABIR NAGAR,SEMARINYAVA,0.0,0,5,0
SHAHJAHANPUR,BANDA,0.0,0,5,0
SHAHJAHANPUR,BHAWALKHERA,22.9,0,2,1
SHAHJAHANPUR,DADRAUL,26.2,0,5,0
SHAHJAHANPUR,JAITIPUR,0.0,0,2,0
SHAHJAHANPUR,JALALABAD,0.0,0,3,0
SHAHJAHANPUR,KALAN,30.8,0,2,0
SHAHJAHANPUR,KANTH,24.5,0,4,1
SHAHJAHANPUR,KATRA KHUDAGANJ,16.8,0,1,1
SHAHJAHANPUR,KHUTAR,0.0,0,2,0
SHAHJAHANPUR,MADNAPUR,0.0,0,2,0
SHAHJAHANPUR,MIRJAPUR,0.0,0,2,0
SHAHJAHANPUR,NIGOHI,0.0,0,2,0
SHAHJAHANPUR,PUWAYA,24.4,0,3,1
SHAHJAHANPUR,SINDHAULI,22.8,0,2,1
SHAHJAHANPUR,T.A.SHAHJAHANPUR,115.1,0,0,0
SHAHJAHANPUR,TILHAR,14.2,0,4,0
SHAMLI (PRABUDH NAGAR),KAIRANA,53.1,0,1,2
SHAMLI (PRABUDH NAGAR),KANDHLA,64.1,0,1,0
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],62.5,0,0,0
SHAMLI (PRABUDH NAGAR),OON,41.5,0,4,1
SHAMLI (PRABUDH NAGAR),SHAMLI,18.8,0,1,1
SHAMLI (PRABUDH NAGAR),THANABHAWAN,80.6,0,1,0
SHRAWASTI,GILAULA,25.0,0,3,1
SHRAWASTI,HARIHARPUR RANI,8.6,0,6,1
SHRAWASTI,IKAUNA,22.6,0,4,0
SHRAWASTI,JAMUNHA,0.0,0,4,0
SHRAWASTI,SIRSIYA,7.2,0,7,1
SIDDHARTHNAGAR,BANSI,16.3,0,2,0
SIDDHARTHNAGAR,BARHANI,10.4,0,2,0
SIDDHARTHNAGAR,BHANVAPUR,0.0,0,1,0
SIDDHARTHNAGAR,BIRDPUR,22.5,0,2,0
SIDDHARTHNAGAR,DUMARIYAGANJ,34.2,0,2,0
SIDDHARTHNAGAR,ITAVA,19.2,0,2,0
SIDDHARTHNAGAR,JOGIYA,0.0,0,1,0
SIDDHARTHNAGAR,KHESARAHA,25.4,0,1,1
SIDDHARTHNAGAR,KHUNIYANV,17.9,0,2,0
SIDDHARTHNAGAR,MITHAVAL,0.0,0,1,0
SIDDHARTHNAGAR,NAUGARH,37.0,0,2,1
SIDDHARTHNAGAR,SHOHARATGARH,0.0,0,1,0
SITAPUR,ALIYA,13.1,0,2,0
SITAPUR,BEHTA,1.1,0,6,0
SITAPUR,BISWAN,25.9,0,2,1
SITAPUR,GONDLAMAU,0.0,0,2,0
SITAPUR,HARGAON,0.0,0,2,0
SITAPUR,KASMANDA,33.7,0,1,1
SITAPUR,KHAIRABAD,0.0,0,2,0
SITAPUR,LAHARPUR,45.7,0,0,2
SITAPUR,MACHHAREHTA,39.9,0,2,0
SITAPUR,MAHMOODABAD,49.6,0,1,2
SITAPUR,MAHOLI,28.0,0,1,0
SITAPUR,MISRIKH,28.5,0,2,1
SITAPUR,N.K.BISWAN,116.0,0,0,0
SITAPUR,N.K.KHAIRABAD,83.1,0,0,0
SITAPUR,N.K.SITAPUR,138.0,0,0,0
SITAPUR,PAHALA,18.6,0,3,1
SITAPUR,PARSENDI,0.0,0,1,0
SITAPUR,PISAWAN,53.2,0,1,0
SITAPUR,RAMPURMATHURA,35.8,0,2,3
SITAPUR,REUSA,0.0,0,2,0
SITAPUR,SAKARAN,20.6,0,2,0
SITAPUR,SIDHAULI,38.4,0,2,0
SONBHADRA,BABHANI,13.6,0,3,1
SONBHADRA,CHATRA,28.8,0,1,0
SONBHADRA,CHOPAN,26.1,0,5,3
SONBHADRA,DUDHI,32.8,0,4,0
SONBHADRA,GHORAWAL,35.8,0,3,4
SONBHADRA,MYORPUR,32.1,0,5,0
SONBHADRA,NAGWA,0.0,0,9,0
SONBHADRA,ROBERTSGANJ,22.3,0,2,0
SULTANPUR,BALDIRAI,11.8,0,2,0
SULTANPUR,BHADAIYAN,20.5,0,4,0
SULTANPUR,DHANPATGANJ,0.0,0,2,0
SULTANPUR,DOSTPUR,30.0,0,1,0
SULTANPUR,DUBEYPUR,55.0,0,0,1
SULTANPUR,JAISINGHPUR,42.8,0,1,1
SULTANPUR,KADIPUR,75.1,0,0,0
SULTANPUR,KARAUNDI KALA,0.0,0,1,0
SULTANPUR,KUREBHAR,27.1,0,1,0
SULTANPUR,KURWAR,0.0,0,2,0
SULTANPUR,MOTIGARPUR,0.0,0,2,0
SULTANPUR,SULTANPUR CITY,106.8,0,0,1
UNNAO,ASOHA,0.0,0,1,0
UNNAO,AURAS,25.5,0,4,0
UNNAO,BAGARMAU,44.7,0,2,0
UNNAO,BICHHIYA,50.5,1,1,0
UNNAO,BIGHAPUR,0.0,0,2,0
UNNAO,CITI AREA,105.8,0,0,0
UNNAO,FATEHPUR 84,155.6,0,0,0
UNNAO,GANGMURADABAD,35.7,0,1,0
UNNAO,HASANGANJ,0.0,0,1,0
UNNAO,HILOULI,0.0,0,3,0
UNNAO,MIYAGANJ,0.0,0,2,0
UNNAO,NAVABGANJ,38.0,0,3,0
UNNAO,PURWA,41.1,0,1,1
UNNAO,SAFIPUR,43.2,0,1,0
UNNAO,SIKANDERPUR KARN,30.4,0,2,0
UNNAO,SIKANDERPUR SAROSI,29.5,0,1,0
UNNAO,SUMERPUR,0.0,0,1,0
VARANASI,ARAJILINES,23.6,1,6,1
VARANASI,BARAGAON,0.0,0,2,0
VARANASI,CHIRAIGAON,0.0,0,3,0
VARANASI,CHOLAPUR,47.7,0,1,1
VARANASI,HARHUA,0.0,0,2,0
VARANASI,KASHIVIDYAPEETH,54.4,0,1,0
VARANASI,NAGAR NIGAM,88.8,1,0,0
VARANASI,NAGAR PALIKA RAMNAGAR,76.6,0,0,2
VARANASI,PINDRA,0.0,0,2,0
VARANASI,SEWAPURI,0.0,0,5,0
