District,Block,Year,Avg_Girls_Ratio
BARA BANKI,SIRAULI GAUSPUR,2025-26,0.455
BARA BANKI,SURAT GANJ,2025-26,0.47
BARA BANKI,TRIVEDI GANJ,2025-26,0.503
BARABANKI,BANI KODAR,2022-23,0.45
BARABANKI,BANI KODAR,2023-24,0.448
BARABANKI,BANI KODAR,2024-25,0.472
BARABANKI,BANKI,2022-23,0.532
BARABANKI,BANKI,2023-24,0.565
BARABANKI,BANKI,2024-25,0.547
BARABANKI,BARABANKI CITY,2022-23,0.5
BARABANKI,BARABANKI CITY,2023-24,0.5
BARABANKI,BARABANKI CITY,2024-25,0.5
BARABANKI,DARIYA BAD,2022-23,0.53
BARABANKI,DARIYA BAD,2023-24,0.43
BARABANKI,DARIYA BAD,2024-25,0.642
BARABANKI,DEWA,2022-23,0.778
BARABANKI,DEWA,2023-24,0.806
BARABANKI,DEWA,2024-25,0.805
BARABANKI,FATEH PUR,2022-23,0.673
BARABANKI,FATEH PUR,2023-24,0.669
BARABANKI,FATEH PUR,2024-25,0.657
BARABANKI,HAIDAR GARH,2022-23,0.61
BARABANKI,HAIDAR GARH,2023-24,0.608
BARABANKI,HAIDAR GARH,2024-25,0.647
BARABANKI,HARAKH,2022-23,0.83
BARABANKI,HARAKH,2023-24,0.846
BARABANKI,HARAKH,2024-25,0.837
BARABANKI,MASAULI,2022-23,0.673
BARABANKI,MASAULI,2023-24,0.73
BARABANKI,MASAULI,2024-25,0.746
BARABANKI,NINDURA,2022-23,0.515
BARABANKI,NINDURA,2023-24,0.498
BARABANKI,NINDURA,2024-25,0.499
BARABANKI,PURE DALAI,2022-23,0.505
BARABANKI,PURE DALAI,2023-24,0.736
BARABANKI,PURE DALAI,2024-25,0.823
BARABANKI,SIDDHAOR,2022-23,0.497
BARABANKI,SIDDHAOR,2023-24,0.486
BARABANKI,SIDDHAOR,2024-25,0.522
BARABANKI,SIRAULI GAUSPUR,2022-23,0.357
BARABANKI,SIRAULI GAUSPUR,2023-24,0.386
BARABANKI,SIRAULI GAUSPUR,2024-25,0.447
BARABANKI,SURAT GANJ,2022-23,0.412
BARABANKI,SURAT GANJ,2023-24,0.424
BARABANKI,SURAT GANJ,2024-25,0.456
BARABANKI,TRIVEDI GANJ,2022-23,0.491
BARABANKI,TRIVEDI GANJ,2023-24,0.519
BARABANKI,TRIVEDI GANJ,2024-25,0.496
BAREILLY,ALAMPUR,2022-23,0.431
BAREILLY,ALAMPUR,2023-24,0.46
BAREILLY,ALAMPUR,2024-25,0.556
BAREILLY,ALAMPUR,2025-26,0.558
BAREILLY,AONLA,2022-23,1.0
BAREILLY,AONLA,2023-24,1.0
BAREILLY,AONLA,2024-25,1.0
BAREILLY,AONLA,2025-26,1.0
BAREILLY,BAHERI,2022-23,0.536
BAREILLY,BAHERI,2023-24,0.477
BAREILLY,BAHERI,2024-25,0.627
BAREILLY,BAHERI,2025-26,0.594
BAREILLY,BAHERI TOWN,2022-23,1.0
BAREILLY,BAHERI TOWN,2023-24,1.0
BAREILLY,BAHERI TOWN,2024-25,1.0
BAREILLY,BAHERI TOWN,2025-26,1.0
BAREILLY,BAREILLY TOWN,2022-23,0.5
BAREILLY,BAREILLY TOWN,2023-24,0.5
BAREILLY,BAREILLY TOWN,2024-25,0.5
BAREILLY,BAREILLY TOWN,2025-26,0.5
BAREILLY,BHADPURA,2022-23,0.549
BAREILLY,BHADPURA,2023-24,0.508
BAREILLY,BHADPURA,2024-25,0.492
BAREILLY,BHADPURA,2025-26,0.483
BAREILLY,BHOJIPURA,2022-23,0.385
BAREILLY,BHOJIPURA,2023-24,0.412
BAREILLY,BHOJIPURA,2024-25,0.414
BAREILLY,BHOJIPURA,2025-26,0.45
BAREILLY,BHUTA,2022-23,0.412
BAREILLY,BHUTA,2023-24,0.389
BAREILLY,BHUTA,2024-25,0.455
BAREILLY,BHUTA,2025-26,0.481
BAREILLY,FARIDPUR,2022-23,0.496
BAREILLY,FARIDPUR,2023-24,0.533
BAREILLY,FARIDPUR,2024-25,0.481
BAREILLY,FARIDPUR,2025-26,0.473
BAREILLY,FATEHGANJ,2022-23,0.587
BAREILLY,FATEHGANJ,2023-24,0.6
BAREILLY,FATEHGANJ,2024-25,0.547
BAREILLY,FATEHGANJ,2025-26,0.598
BAREILLY,KYARA,2022-23,0.441
BAREILLY,KYARA,2023-24,0.478
BAREILLY,KYARA,2024-25,0.468
BAREILLY,KYARA,2025-26,0.495
BAREILLY,MAJHGAWAN,2022-23,0.467
BAREILLY,MAJHGAWAN,2023-24,0.535
BAREILLY,MAJHGAWAN,2024-25,0.557
BAREILLY,MAJHGAWAN,2025-26,0.444
BAREILLY,MIRGANJ,2022-23,0.625
BAREILLY,MIRGANJ,2023-24,0.595
BAREILLY,MIRGANJ,2024-25,0.537
BAREILLY,MIRGANJ,2025-26,0.516
BAREILLY,NAWABGANJ,2022-23,0.528
BAREILLY,NAWABGANJ,2023-24,0.549
BAREILLY,NAWABGANJ,2024-25,0.639
BAREILLY,NAWABGANJ,2025-26,0.647
BAREILLY,RAMNAGAR,2022-23,0.496
BAREILLY,RAMNAGAR,2023-24,0.592
BAREILLY,RAMNAGAR,2024-25,0.573
BAREILLY,RAMNAGAR,2025-26,0.578
BAREILLY,RICHHA(DAMKHODA),2022-23,0.586
BAREILLY,RICHHA(DAMKHODA),2023-24,0.607
BAREILLY,RICHHA(DAMKHODA),2024-25,0.569
BAREILLY,RICHHA(DAMKHODA),2025-26,0.587
BAREILLY,SHERGARH,2022-23,0.478
BAREILLY,SHERGARH,2023-24,0.677
BAREILLY,SHERGARH,2024-25,0.686
BAREILLY,SHERGARH,2025-26,0.713
BAREILLY,VITHARI CHAINPUR,2022-23,0.521
BAREILLY,VITHARI CHAINPUR,2023-24,0.521
BAREILLY,VITHARI CHAINPUR,2024-25,0.545
BAREILLY,VITHARI CHAINPUR,2025-26,0.567
BASTI,BAHADURPUR,2022-23,0.595
BASTI,BAHADURPUR,2023-24,0.563
BASTI,BAHADURPUR,2024-25,0.584
BASTI,BAHADURPUR,2025-26,0.556
BASTI,BASTI SADAR,2022-23,0.548
BASTI,BASTI SADAR,2023-24,0.435
BASTI,BASTI SADAR,2024-25,0.357
BASTI,BASTI SADAR,2025-26,0.418
BASTI,DUBAULIA,2022-23,0.667
BASTI,DUBAULIA,2023-24,0.706
BASTI,DUBAULIA,2024-25,0.541
BASTI,DUBAULIA,2025-26,0.55
BASTI,GAUR,2022-23,0.682
BASTI,GAUR,2023-24,0.639
BASTI,GAUR,2024-25,0.641
BASTI,GAUR,2025-26,0.681
BASTI,HARRIYA,2022-23,0.546
BASTI,HARRIYA,2023-24,0.393
BASTI,HARRIYA,2024-25,0.491
BASTI,HARRIYA,2025-26,0.528
BASTI,KAPTANGANJ,2022-23,0.574
BASTI,KAPTANGANJ,2023-24,0.534
BASTI,KAPTANGANJ,2024-25,0.452
BASTI,KAPTANGANJ,2025-26,0.423
BASTI,KUDRAHA,2022-23,0.625
BASTI,KUDRAHA,2023-24,0.586
BASTI,KUDRAHA,2024-25,0.735
BASTI,KUDRAHA,2025-26,0.667
BASTI,PARSHURAMPUR,2022-23,0.543
BASTI,PARSHURAMPUR,2023-24,0.559
BASTI,PARSHURAMPUR,2024-25,0.54
BASTI,PARSHURAMPUR,2025-26,0.549
BASTI,RUDHOLI,2022-23,0.348
BASTI,RUDHOLI,2023-24,0.436
BASTI,RUDHOLI,2024-25,0.472
BASTI,RUDHOLI,2025-26,0.478
BASTI,SALTOVA GOPALPUR,2022-23,0.561
BASTI,SALTOVA GOPALPUR,2023-24,0.489
BASTI,SALTOVA GOPALPUR,2024-25,0.661
BASTI,SALTOVA GOPALPUR,2025-26,0.586
BASTI,TOWN AREA,2022-23,0.5
BASTI,TOWN AREA,2023-24,0.5
BASTI,TOWN AREA,2024-25,0.5
BASTI,TOWN AREA,2025-26,0.5
BASTI,VIKRAMJOT,2022-23,1.0
BASTI,VIKRAMJOT,2023-24,1.0
BASTI,VIKRAMJOT,2024-25,1.0
BASTI,VIKRAMJOT,2025-26,1.0
BHADOHI,ABHOLI,2025-26,0.472
BHADOHI,AURAI,2025-26,0.642
BHADOHI,BHADOHI,2025-26,0.495
BHADOHI,DEEGH,2025-26,0.5
BHADOHI,GYANPUR,2025-26,0.494
BHADOHI,SURIYAVAN,2025-26,0.473
BHADOI,ABHOLI,2022-23,0.492
BHADOI,ABHOLI,2023-24,0.517
BHADOI,ABHOLI,2024-25,0.505
BHADOI,AURAI,2022-23,0.642
BHADOI,AURAI,2023-24,0.618
BHADOI,AURAI,2024-25,0.63
BHADOI,BHADOHI,2022-23,0.504
BHADOI,BHADOHI,2023-24,0.498
BHADOI,BHADOHI,2024-25,0.479
BHADOI,DEEGH,2022-23,0.513
BHADOI,DEEGH,2023-24,0.508
BHADOI,DEEGH,2024-25,0.471
BHADOI,GYANPUR,2022-23,0.393
BHADOI,GYANPUR,2023-24,0.427
BHADOI,GYANPUR,2024-25,0.459
BHADOI,SURIYAVAN,2022-23,0.455
BHADOI,SURIYAVAN,2023-24,0.484
BHADOI,SURIYAVAN,2024-25,0.502
BIJNOR,AAKU(NEHTOR),2022-23,0.729
BIJNOR,AAKU(NEHTOR),2023-24,0.736
BIJNOR,AAKU(NEHTOR),2024-25,0.718
BIJNOR,AAKU(NEHTOR),2025-26,0.661
BIJNOR,AFZALGRAH,2022-23,0.609
BIJNOR,AFZALGRAH,2023-24,0.62
BIJNOR,AFZALGRAH,2024-25,0.648
BIJNOR,AFZALGRAH,2025-26,0.621
BIJNOR,ALLHEPUR(DHAMPUR),2022-23,0.659
BIJNOR,ALLHEPUR(DHAMPUR),2023-24,0.716
BIJNOR,ALLHEPUR(DHAMPUR),2024-25,0.705
BIJNOR,ALLHEPUR(DHAMPUR),2025-26,0.701
BIJNOR,BIJNOR(NAGAR),2022-23,0.5
BIJNOR,BIJNOR(NAGAR),2023-24,0.5
BIJNOR,BIJNOR(NAGAR),2024-25,0.5
BIJNOR,BIJNOR(NAGAR),2025-26,0.5
BIJNOR,BURHANPUR(SEOHARA),2022-23,0.348
BIJNOR,BURHANPUR(SEOHARA),2023-24,0.444
BIJNOR,BURHANPUR(SEOHARA),2024-25,0.436
BIJNOR,BURHANPUR(SEOHARA),2025-26,0.424
BIJNOR,DHAMPUR(NAGAR),2022-23,1.0
BIJNOR,DHAMPUR(NAGAR),2023-24,1.0
BIJNOR,DHAMPUR(NAGAR),2024-25,1.0
BIJNOR,DHAMPUR(NAGAR),2025-26,1.0
BIJNOR,HALDAUR,2022-23,0.714
BIJNOR,HALDAUR,2023-24,0.694
BIJNOR,HALDAUR,2024-25,0.671
BIJNOR,HALDAUR,2025-26,0.663
BIJNOR,JALILPUR,2022-23,1.0
BIJNOR,JALILPUR,2023-24,1.0
BIJNOR,JALILPUR,2024-25,1.0
BIJNOR,JALILPUR,2025-26,1.0
BIJNOR,KIRATPUR,2022-23,0.725
BIJNOR,KIRATPUR,2023-24,0.726
BIJNOR,KIRATPUR,2024-25,0.735
BIJNOR,KIRATPUR,2025-26,0.726
BIJNOR,KOTWALI,2022-23,0.615
BIJNOR,KOTWALI,2023-24,0.67
BIJNOR,KOTWALI,2024-25,0.683
BIJNOR,KOTWALI,2025-26,0.706
BIJNOR,MOHD.PUR DEVMAL,2022-23,0.821
BIJNOR,MOHD.PUR DEVMAL,2023-24,0.705
BIJNOR,MOHD.PUR DEVMAL,2024-25,0.681
BIJNOR,MOHD.PUR DEVMAL,2025-26,0.703
BIJNOR,NAJIBABAD,2022-23,0.505
BIJNOR,NAJIBABAD,2023-24,0.635
BIJNOR,NAJIBABAD,2024-25,0.626
BIJNOR,NAJIBABAD,2025-26,0.618
BIJNOR,NAJIBABAD(NAGAR),2022-23,0.0
BIJNOR,NAJIBABAD(NAGAR),2023-24,0.001
BIJNOR,NAJIBABAD(NAGAR),2024-25,0.0
BIJNOR,NAJIBABAD(NAGAR),2025-26,0.0
BUDAUN,AASAFPUR,2022-23,0.687
BUDAUN,AASAFPUR,2023-24,0.561
BUDAUN,AASAFPUR,2024-25,0.571
BUDAUN,AASAFPUR,2025-26,0.552
BUDAUN,AMBIYAPUR,2022-23,0.553
BUDAUN,AMBIYAPUR,2023-24,0.631
BUDAUN,AMBIYAPUR,2024-25,0.549
BUDAUN,AMBIYAPUR,2025-26,0.5
BUDAUN,BISAULI,2022-23,0.582
BUDAUN,BISAULI,2023-24,0.601
BUDAUN,BISAULI,2024-25,0.599
BUDAUN,BISAULI,2025-26,0.645
BUDAUN,BUDAUN CITY,2022-23,0.5
BUDAUN,BUDAUN CITY,2023-24,0.5
BUDAUN,BUDAUN CITY,2024-25,0.5
BUDAUN,BUDAUN CITY,2025-26,0.5
BUDAUN,DATAGANJ,2022-23,1.0
BUDAUN,DATAGANJ,2023-24,1.0
BUDAUN,DATAGANJ,2024-25,1.0
BUDAUN,DATAGANJ,2025-26,1.0
BUDAUN,DEHGANWAN,2022-23,0.427
BUDAUN,DEHGANWAN,2023-24,0.411
BUDAUN,DEHGANWAN,2024-25,0.453
BUDAUN,DEHGANWAN,2025-26,0.429
BUDAUN,JAGAT,2022-23,0.509
BUDAUN,JAGAT,2023-24,0.517
BUDAUN,JAGAT,2024-25,0.486
BUDAUN,JAGAT,2025-26,0.513
BUDAUN,MIAUN,2022-23,0.625
BUDAUN,MIAUN,2023-24,0.59
BUDAUN,MIAUN,2024-25,0.386
BUDAUN,MIAUN,2025-26,0.5
BUDAUN,QADARCHOWK,2022-23,0.516
BUDAUN,QADARCHOWK,2023-24,0.484
BUDAUN,QADARCHOWK,2024-25,0.534
BUDAUN,QADARCHOWK,2025-26,0.541
BUDAUN,SAHASWAN CITY,2022-23,1.0
BUDAUN,SAHASWAN CITY,2023-24,1.0
BUDAUN,SAHASWAN CITY,2024-25,1.0
BUDAUN,SAHASWAN CITY,2025-26,1.0
BUDAUN,SALARPUR,2022-23,0.489
BUDAUN,SALARPUR,2023-24,0.459
BUDAUN,SALARPUR,2024-25,0.508
BUDAUN,SALARPUR,2025-26,0.48
BUDAUN,SAMRER,2022-23,0.417
BUDAUN,SAMRER,2023-24,0.411
BUDAUN,SAMRER,2024-25,0.407
BUDAUN,SAMRER,2025-26,0.37
BUDAUN,UJHANI,2022-23,0.447
BUDAUN,UJHANI,2023-24,0.413
BUDAUN,UJHANI,2024-25,0.468
BUDAUN,UJHANI,2025-26,0.491
BUDAUN,USAWAN,2022-23,0.367
BUDAUN,USAWAN,2023-24,0.346
BUDAUN,USAWAN,2024-25,0.3
BUDAUN,USAWAN,2025-26,0.385
BUDAUN,WAZEERGANJ,2022-23,0.693
BUDAUN,WAZEERGANJ,2023-24,0.717
BUDAUN,WAZEERGANJ,2024-25,0.724
BUDAUN,WAZEERGANJ,2025-26,0.69
BULANDSHAHR,AGAUTA,2022-23,0.889
BULANDSHAHR,AGAUTA,2023-24,0.842
BULANDSHAHR,AGAUTA,2024-25,0.567
BULANDSHAHR,AGAUTA,2025-26,0.512
BULANDSHAHR,ANOOPSHAHAR,2022-23,0.613
BULANDSHAHR,ANOOPSHAHAR,2023-24,0.57
BULANDSHAHR,ANOOPSHAHAR,2024-25,0.533
BULANDSHAHR,ANOOPSHAHAR,2025-26,0.523
BULANDSHAHR,ARNIA,2022-23,0.511
BULANDSHAHR,ARNIA,2023-24,0.49
BULANDSHAHR,ARNIA,2024-25,0.38
BULANDSHAHR,ARNIA,2025-26,0.482
BULANDSHAHR,B.B.NAGAR,2022-23,0.849
BULANDSHAHR,B.B.NAGAR,2023-24,0.866
BULANDSHAHR,B.B.NAGAR,2024-25,0.836
BULANDSHAHR,B.B.NAGAR,2025-26,0.845
BULANDSHAHR,BULANDSHAHR,2022-23,0.538
BULANDSHAHR,BULANDSHAHR,2023-24,0.506
BULANDSHAHR,BULANDSHAHR,2024-25,0.529
BULANDSHAHR,BULANDSHAHR,2025-26,0.529
BULANDSHAHR,BULANDSHAR NAGAR,2022-23,0.5
BULANDSHAHR,BULANDSHAR NAGAR,2023-24,0.5
BULANDSHAHR,BULANDSHAR NAGAR,2024-25,0.5
BULANDSHAHR,BULANDSHAR NAGAR,2025-26,0.5
BULANDSHAHR,DANPUR,2022-23,0.694
BULANDSHAHR,DANPUR,2023-24,0.685
BULANDSHAHR,DANPUR,2024-25,0.654
BULANDSHAHR,DANPUR,2025-26,0.616
BULANDSHAHR,DEBAI,2022-23,0.762
BULANDSHAHR,DEBAI,2023-24,0.763
BULANDSHAHR,DEBAI,2024-25,0.791
BULANDSHAHR,DEBAI,2025-26,0.797
BULANDSHAHR,GULAOTI,2022-23,0.551
BULANDSHAHR,GULAOTI,2023-24,0.506
BULANDSHAHR,GULAOTI,2024-25,0.467
BULANDSHAHR,GULAOTI,2025-26,0.45
BULANDSHAHR,JAHAGIRABAD,2022-23,0.606
BULANDSHAHR,JAHAGIRABAD,2023-24,0.51
BULANDSHAHR,JAHAGIRABAD,2024-25,0.526
BULANDSHAHR,JAHAGIRABAD,2025-26,0.561
BULANDSHAHR,KHURJA,2022-23,0.493
BULANDSHAHR,KHURJA,2023-24,0.418
BULANDSHAHR,KHURJA,2024-25,0.52
BULANDSHAHR,KHURJA,2025-26,0.545
BULANDSHAHR,LAKHAWATI,2022-23,0.415
BULANDSHAHR,LAKHAWATI,2023-24,0.689
BULANDSHAHR,LAKHAWATI,2024-25,0.672
BULANDSHAHR,LAKHAWATI,2025-26,0.703
BULANDSHAHR,PAHASU,2022-23,0.734
BULANDSHAHR,PAHASU,2023-24,0.711
BULANDSHAHR,PAHASU,2024-25,0.728
BULANDSHAHR,PAHASU,2025-26,0.709
BULANDSHAHR,SHIKARPUR,2022-23,0.839
BULANDSHAHR,SHIKARPUR,2023-24,0.765
BULANDSHAHR,SHIKARPUR,2024-25,0.681
BULANDSHAHR,SHIKARPUR,2025-26,0.68
BULANDSHAHR,SIKANDRABAD,2022-23,0.719
BULANDSHAHR,SIKANDRABAD,2023-24,0.682
BULANDSHAHR,SIKANDRABAD,2024-25,0.725
BULANDSHAHR,SIKANDRABAD,2025-26,0.712
BULANDSHAHR,SYNA,2022-23,0.72
BULANDSHAHR,SYNA,2023-24,0.757
BULANDSHAHR,SYNA,2024-25,0.788
BULANDSHAHR,SYNA,2025-26,0.725
BULANDSHAHR,UCHAGAON,2022-23,0.605
BULANDSHAHR,UCHAGAON,2023-24,0.625
BULANDSHAHR,UCHAGAON,2024-25,0.461
BULANDSHAHR,UCHAGAON,2025-26,0.458
CHANDAULI,BARAHANI,2022-23,0.627
CHANDAULI,BARAHANI,2023-24,0.645
CHANDAULI,BARAHANI,2024-25,0.596
CHANDAULI,BARAHANI,2025-26,0.56
CHANDAULI,CHAHANIYA,2022-23,0.608
CHANDAULI,CHAHANIYA,2023-24,0.667
CHANDAULI,CHAHANIYA,2024-25,0.537
CHANDAULI,CHAHANIYA,2025-26,0.53
CHANDAULI,CHAKIYA,2022-23,0.483
CHANDAULI,CHAKIYA,2023-24,0.536
CHANDAULI,CHAKIYA,2024-25,0.529
CHANDAULI,CHAKIYA,2025-26,0.497
CHANDAULI,CHANDAULI,2022-23,0.547
CHANDAULI,CHANDAULI,2023-24,0.511
CHANDAULI,CHANDAULI,2024-25,0.502
CHANDAULI,CHANDAULI,2025-26,0.513
CHANDAULI,NAUGARH,2022-23,0.471
CHANDAULI,NAUGARH,2023-24,0.478
CHANDAULI,NAUGARH,2024-25,0.497
CHANDAULI,NAUGARH,2025-26,0.507
CHANDAULI,SAKALDIHA,2022-23,1.0
CHANDAULI,SAKALDIHA,2023-24,1.0
CHANDAULI,SAKALDIHA,2024-25,1.0
CHANDAULI,SAKALDIHA,2025-26,1.0
CHANDAULI,SHAHABGANJ,2022-23,0.393
CHANDAULI,SHAHABGANJ,2023-24,0.425
CHANDAULI,SHAHABGANJ,2024-25,0.468
CHANDAULI,SHAHABGANJ,2025-26,0.452
CHITRAKOOT,CHITRAKOOT,2022-23,0.538
CHITRAKOOT,CHITRAKOOT,2023-24,0.514
CHITRAKOOT,CHITRAKOOT,2024-25,0.529
CHITRAKOOT,CHITRAKOOT,2025-26,0.566
CHITRAKOOT,CHITRAKOOT (URBAN),2022-23,1.0
CHITRAKOOT,CHITRAKOOT (URBAN),2023-24,1.0
CHITRAKOOT,CHITRAKOOT (URBAN),2024-25,1.0
CHITRAKOOT,CHITRAKOOT (URBAN),2025-26,1.0
CHITRAKOOT,MANIKPUR,2022-23,0.524
CHITRAKOOT,MANIKPUR,2023-24,0.599
CHITRAKOOT,MANIKPUR,2024-25,0.581
CHITRAKOOT,MANIKPUR,2025-26,0.578
CHITRAKOOT,MAU,2022-23,0.521
CHITRAKOOT,MAU,2023-24,0.49
CHITRAKOOT,MAU,2024-25,0.531
CHITRAKOOT,MAU,2025-26,0.519
CHITRAKOOT,PAHADI,2022-23,0.538
CHITRAKOOT,PAHADI,2023-24,0.578
CHITRAKOOT,PAHADI,2024-25,0.578
CHITRAKOOT,PAHADI,2025-26,0.566
CHITRAKOOT,RAM NAGAR,2022-23,0.726
CHITRAKOOT,RAM NAGAR,2023-24,0.741
CHITRAKOOT,RAM NAGAR,2024-25,0.76
CHITRAKOOT,RAM NAGAR,2025-26,0.754
DEORIA,BARAHAJ,2022-23,0.576
DEORIA,BARAHAJ,2023-24,0.637
DEORIA,BARAHAJ,2024-25,0.597
DEORIA,BARAHAJ,2025-26,0.608
DEORIA,BHATNI,2022-23,0.586
DEORIA,BHATNI,2023-24,0.419
DEORIA,BHATNI,2024-25,0.367
DEORIA,BHATNI,2025-26,0.455
DEORIA,BHATPAR RANI,2023-24,1.0
DEORIA,BHATPAR RANI,2024-25,1.0
DEORIA,BHATPAR RANI,2025-26,1.0
DEORIA,BHLUANI,2023-24,0.431
DEORIA,BHLUANI,2024-25,0.446
DEORIA,BHLUANI,2025-26,0.434
DEORIA,DEORIA NAGAR KSHETRA,2022-23,0.621
DEORIA,DEORIA NAGAR KSHETRA,2023-24,0.646
DEORIA,DEORIA NAGAR KSHETRA,2024-25,0.673
DEORIA,DEORIA NAGAR KSHETRA,2025-26,0.677
DEORIA,DESAHI DEORIA,2022-23,0.449
DEORIA,DESAHI DEORIA,2023-24,0.287
DEORIA,DESAHI DEORIA,2024-25,0.364
DEORIA,DESAHI DEORIA,2025-26,0.377
DEORIA,GAURI BAZAR,2022-23,0.676
DEORIA,GAURI BAZAR,2023-24,0.752
DEORIA,GAURI BAZAR,2024-25,0.791
DEORIA,GAURI BAZAR,2025-26,0.762
DEORIA,LAR,2022-23,0.708
DEORIA,LAR,2023-24,0.733
DEORIA,LAR,2024-25,0.714
DEORIA,LAR,2025-26,0.652
DEORIA,PATTHRDEVA,2022-23,0.601
DEORIA,PATTHRDEVA,2023-24,0.599
DEORIA,PATTHRDEVA,2024-25,0.63
DEORIA,PATTHRDEVA,2025-26,0.505
DEORIA,RUDRAPUR,2022-23,0.477
DEORIA,RUDRAPUR,2023-24,0.551
DEORIA,RUDRAPUR,2024-25,0.506
DEORIA,RUDRAPUR,2025-26,0.5
DEORIA,SALIMPUR,2022-23,1.0
DEORIA,SALIMPUR,2023-24,1.0
DEORIA,SALIMPUR,2024-25,1.0
DEORIA,SALIMPUR,2025-26,1.0
ETAH,ALIGANJ,2022-23,0.692
ETAH,ALIGANJ,2023-24,0.702
ETAH,ALIGANJ,2024-25,0.706
ETAH,ALIGANJ,2025-26,0.706
ETAH,AWAGARH,2022-23,0.586
ETAH,AWAGARH,2023-24,0.479
ETAH,AWAGARH,2024-25,0.44
ETAH,AWAGARH,2025-26,0.513
ETAH,ETAH (URBAN),2022-23,0.5
ETAH,ETAH (URBAN),2023-24,0.502
ETAH,ETAH (URBAN),2024-25,0.519
ETAH,ETAH (URBAN),2025-26,0.532
ETAH,JAITHARA,2022-23,0.655
ETAH,JAITHARA,2023-24,0.76
ETAH,JAITHARA,2024-25,0.712
ETAH,JAITHARA,2025-26,0.612
ETAH,JALESAR,2022-23,0.585
ETAH,JALESAR,2023-24,0.606
ETAH,JALESAR,2024-25,0.605
ETAH,JALESAR,2025-26,0.617
ETAH,JALESAR (URBAN),2022-23,1.0
ETAH,JALESAR (URBAN),2023-24,1.0
ETAH,JALESAR (URBAN),2024-25,0.999
ETAH,JALESAR (URBAN),2025-26,0.996
ETAH,MARHARA,2022-23,0.504
ETAH,MARHARA,2023-24,0.568
ETAH,MARHARA,2024-25,0.544
ETAH,MARHARA,2025-26,0.562
ETAH,NIDHAULI KALAN,2022-23,0.694
ETAH,NIDHAULI KALAN,2023-24,0.71
ETAH,NIDHAULI KALAN,2024-25,0.686
ETAH,NIDHAULI KALAN,2025-26,0.684
ETAH,SAKEET,2022-23,0.506
ETAH,SAKEET,2023-24,0.595
ETAH,SAKEET,2024-25,0.6
ETAH,SAKEET,2025-26,0.51
ETAH,SHEETAL PUR,2022-23,0.689
ETAH,SHEETAL PUR,2023-24,0.647
ETAH,SHEETAL PUR,2024-25,0.675
ETAH,SHEETAL PUR,2025-26,0.76
ETAWAH,BARHPURA,2022-23,1.0
ETAWAH,BARHPURA,2023-24,1.0
ETAWAH,BARHPURA,2024-25,1.0
ETAWAH,BARHPURA,2025-26,1.0
ETAWAH,BHARTHANA,2022-23,0.684
ETAWAH,BHARTHANA,2023-24,0.524
ETAWAH,BHARTHANA,2024-25,0.467
ETAWAH,BHARTHANA,2025-26,0.554
ETAWAH,CHAKARNAGAR,2022-23,0.541
ETAWAH,CHAKARNAGAR,2023-24,0.501
ETAWAH,CHAKARNAGAR,2024-25,0.549
ETAWAH,CHAKARNAGAR,2025-26,0.588
ETAWAH,ETAWAH NAGAR CHETRA,2022-23,0.546
ETAWAH,ETAWAH NAGAR CHETRA,2023-24,0.546
ETAWAH,ETAWAH NAGAR CHETRA,2024-25,0.526
ETAWAH,ETAWAH NAGAR CHETRA,2025-26,0.504
ETAWAH,JASWANT NAGAR,2022-23,0.596
ETAWAH,JASWANT NAGAR,2023-24,0.631
ETAWAH,JASWANT NAGAR,2024-25,0.651
ETAWAH,JASWANT NAGAR,2025-26,0.629
ETAWAH,MAHEWA,2022-23,0.525
ETAWAH,MAHEWA,2023-24,0.579
ETAWAH,MAHEWA,2024-25,0.554
ETAWAH,MAHEWA,2025-26,0.545
ETAWAH,SAIFAI,2022-23,0.47
ETAWAH,SAIFAI,2023-24,0.52
ETAWAH,SAIFAI,2024-25,0.532
ETAWAH,SAIFAI,2025-26,0.536
ETAWAH,TAKHA,2022-23,0.626
ETAWAH,TAKHA,2023-24,0.589
ETAWAH,TAKHA,2024-25,0.512
ETAWAH,TAKHA,2025-26,0.545
FAIZABAD,AMANIGANJ,2022-23,0.862
FAIZABAD,AMANIGANJ,2023-24,0.858
FAIZABAD,AMANIGANJ,2024-25,0.9
FAIZABAD,AYODHYA TOWN AREA,2022-23,0.668
FAIZABAD,AYODHYA TOWN AREA,2023-24,0.669
FAIZABAD,AYODHYA TOWN AREA,2024-25,0.668
FAIZABAD,BIKAPUR,2022-23,0.806
FAIZABAD,BIKAPUR,2023-24,0.764
FAIZABAD,BIKAPUR,2024-25,0.78
FAIZABAD,MASAUDHA,2022-23,1.0
FAIZABAD,MASAUDHA,2023-24,1.0
FAIZABAD,MASAUDHA,2024-25,1.0
FAIZABAD,MAWAI,2022-23,0.434
FAIZABAD,MAWAI,2023-24,0.473
FAIZABAD,MAWAI,2024-25,0.527
FAIZABAD,MAYA,2022-23,0.647
FAIZABAD,MAYA,2023-24,0.662
FAIZABAD,MAYA,2024-25,0.7
FAIZABAD,MILKIPUR,2022-23,0.452
FAIZABAD,MILKIPUR,2023-24,0.445
FAIZABAD,MILKIPUR,2024-25,0.474
FAIZABAD,PURA,2022-23,0.567
FAIZABAD,PURA,2023-24,0.645
FAIZABAD,PURA,2024-25,0.46
