District,Block,Year,Avg_Girls_Ratio
SONBHADRA,DUDHI,2025-26,0.508
SONBHADRA,GHORAWAL,2022-23,0.565
SONBHADRA,GHORAWAL,2023-24,0.583
SONBHADRA,GHORAWAL,2024-25,0.594
SONBHADRA,GHORAWAL,2025-26,0.587
SONBHADRA,KARMA,2023-24,0.548
SONBHADRA,KARMA,2024-25,0.581
SONBHADRA,KARMA,2025-26,0.586
SONBHADRA,KONE,2023-24,0.485
SONBHADRA,KONE,2024-25,0.524
SONBHADRA,KONE,2025-26,0.531
SONBHADRA,MYORPUR,2022-23,0.546
SONBHADRA,MYORPUR,2023-24,0.488
SONBHADRA,MYORPUR,2024-25,0.523
SONBHADRA,MYORPUR,2025-26,0.504
SONBHADRA,NAGWA,2022-23,0.552
SONBHADRA,NAGWA,2023-24,0.55
SONBHADRA,NAGWA,2024-25,0.565
SONBHADRA,NAGWA,2025-26,0.574
SONBHADRA,ROBERTSGANJ,2022-23,0.731
SONBHADRA,ROBERTSGANJ,2023-24,0.721
SONBHADRA,ROBERTSGANJ,2024-25,0.653
SONBHADRA,ROBERTSGANJ,2025-26,0.678
SULTANPUR,BALDIRAI,2022-23,0.496
SULTANPUR,BALDIRAI,2023-24,0.552
SULTANPUR,BALDIRAI,2024-25,0.556
SULTANPUR,BALDIRAI,2025-26,0.592
SULTANPUR,BHADAIYAN,2022-23,0.478
SULTANPUR,BHADAIYAN,2023-24,0.501
SULTANPUR,BHADAIYAN,2024-25,0.511
SULTANPUR,BHADAIYAN,2025-26,0.506
SULTANPUR,DHANPATGANJ,2022-23,0.607
SULTANPUR,DHANPATGANJ,2023-24,0.515
SULTANPUR,DHANPATGANJ,2024-25,0.451
SULTANPUR,DHANPATGANJ,2025-26,0.516
SULTANPUR,DOSTPUR,2022-23,0.544
SULTANPUR,DOSTPUR,2023-24,0.515
SULTANPUR,DOSTPUR,2024-25,0.478
SULTANPUR,DOSTPUR,2025-26,0.414
SULTANPUR,DUBEYPUR,2022-23,0.0
SULTANPUR,DUBEYPUR,2023-24,0.0
SULTANPUR,DUBEYPUR,2024-25,0.256
SULTANPUR,DUBEYPUR,2025-26,0.257
SULTANPUR,JAISINGHPUR,2022-23,0.508
SULTANPUR,JAISINGHPUR,2023-24,0.453
SULTANPUR,JAISINGHPUR,2024-25,0.493
SULTANPUR,JAISINGHPUR,2025-26,0.468
SULTANPUR,KADIPUR,2022-23,1.0
SULTANPUR,KADIPUR,2023-24,1.0
SULTANPUR,KADIPUR,2024-25,1.0
SULTANPUR,KADIPUR,2025-26,1.0
SULTANPUR,KARAUNDI KALA,2022-23,0.414
SULTANPUR,KARAUNDI KALA,2023-24,0.44
SULTANPUR,KARAUNDI KALA,2024-25,0.415
SULTANPUR,KARAUNDI KALA,2025-26,0.47
SULTANPUR,KUREBHAR,2022-23,0.459
SULTANPUR,KUREBHAR,2023-24,0.44
SULTANPUR,KUREBHAR,2024-25,0.473
SULTANPUR,KUREBHAR,2025-26,0.514
SULTANPUR,KURWAR,2022-23,0.493
SULTANPUR,KURWAR,2023-24,0.514
SULTANPUR,KURWAR,2024-25,0.556
SULTANPUR,KURWAR,2025-26,0.592
SULTANPUR,MOTIGARPUR,2022-23,0.496
SULTANPUR,MOTIGARPUR,2023-24,0.548
SULTANPUR,MOTIGARPUR,2024-25,0.491
SULTANPUR,MOTIGARPUR,2025-26,0.498
SULTANPUR,SULTANPUR CITY,2022-23,0.5
SULTANPUR,SULTANPUR CITY,2023-24,0.5
SULTANPUR,SULTANPUR CITY,2024-25,0.5
SULTANPUR,SULTANPUR CITY,2025-26,0.5
UNNAO,ASOHA,2022-23,0.424
UNNAO,ASOHA,2023-24,0.562
UNNAO,ASOHA,2024-25,0.593
UNNAO,ASOHA,2025-26,0.571
UNNAO,AURAS,2022-23,0.484
UNNAO,AURAS,2023-24,0.5
UNNAO,AURAS,2024-25,0.516
UNNAO,AURAS,2025-26,0.499
UNNAO,BAGARMAU,2022-23,0.74
UNNAO,BAGARMAU,2023-24,0.6
UNNAO,BAGARMAU,2024-25,0.718
UNNAO,BAGARMAU,2025-26,0.709
UNNAO,BICHHIYA,2022-23,0.843
UNNAO,BICHHIYA,2023-24,0.8
UNNAO,BICHHIYA,2024-25,0.802
UNNAO,BICHHIYA,2025-26,0.783
UNNAO,BIGHAPUR,2022-23,0.685
UNNAO,BIGHAPUR,2023-24,0.537
UNNAO,BIGHAPUR,2024-25,0.514
UNNAO,BIGHAPUR,2025-26,0.612
UNNAO,CITI AREA,2022-23,0.5
UNNAO,CITI AREA,2023-24,0.5
UNNAO,CITI AREA,2024-25,0.5
UNNAO,CITI AREA,2025-26,0.5
UNNAO,FATEHPUR 84,2022-23,1.0
UNNAO,FATEHPUR 84,2023-24,1.0
UNNAO,FATEHPUR 84,2024-25,1.0
UNNAO,FATEHPUR 84,2025-26,1.0
UNNAO,GANGMURADABAD,2022-23,0.709
UNNAO,GANGMURADABAD,2023-24,0.761
UNNAO,GANGMURADABAD,2024-25,0.77
UNNAO,GANGMURADABAD,2025-26,0.795
UNNAO,HASANGANJ,2022-23,0.759
UNNAO,HASANGANJ,2023-24,0.536
UNNAO,HASANGANJ,2024-25,0.595
UNNAO,HASANGANJ,2025-26,0.526
UNNAO,HILOULI,2022-23,0.551
UNNAO,HILOULI,2023-24,0.526
UNNAO,HILOULI,2024-25,0.548
UNNAO,HILOULI,2025-26,0.537
UNNAO,MIYAGANJ,2022-23,0.503
UNNAO,MIYAGANJ,2023-24,0.553
UNNAO,MIYAGANJ,2024-25,0.534
UNNAO,MIYAGANJ,2025-26,0.491
UNNAO,NAVABGANJ,2022-23,0.638
UNNAO,NAVABGANJ,2023-24,0.609
UNNAO,NAVABGANJ,2024-25,0.595
UNNAO,NAVABGANJ,2025-26,0.585
UNNAO,PURWA,2022-23,0.803
UNNAO,PURWA,2023-24,0.786
UNNAO,PURWA,2024-25,0.766
UNNAO,PURWA,2025-26,0.77
UNNAO,SAFIPUR,2022-23,0.8
UNNAO,SAFIPUR,2023-24,0.793
UNNAO,SAFIPUR,2024-25,0.809
UNNAO,SAFIPUR,2025-26,0.724
UNNAO,SIKANDERPUR KARN,2022-23,0.642
UNNAO,SIKANDERPUR KARN,2023-24,0.564
UNNAO,SIKANDERPUR KARN,2024-25,0.61
UNNAO,SIKANDERPUR KARN,2025-26,0.615
UNNAO,SIKANDERPUR SAROSI,2022-23,0.462
UNNAO,SIKANDERPUR SAROSI,2023-24,0.478
UNNAO,SIKANDERPUR SAROSI,2024-25,0.483
UNNAO,SIKANDERPUR SAROSI,2025-26,0.453
UNNAO,SUMERPUR,2022-23,0.707
UNNAO,SUMERPUR,2023-24,0.667
UNNAO,SUMERPUR,2024-25,0.417
UNNAO,SUMERPUR,2025-26,0.5
VARANASI,ARAJILINES,2022-23,0.557
VARANASI,ARAJILINES,2023-24,0.563
VARANASI,ARAJILINES,2024-25,0.533
VARANASI,ARAJILINES,2025-26,0.543
VARANASI,BARAGAON,2022-23,0.552
VARANASI,BARAGAON,2023-24,0.561
VARANASI,BARAGAON,2024-25,0.46
VARANASI,BARAGAON,2025-26,0.479
VARANASI,CHIRAIGAON,2022-23,0.438
VARANASI,CHIRAIGAON,2023-24,0.51
VARANASI,CHIRAIGAON,2024-25,0.515
VARANASI,CHIRAIGAON,2025-26,0.523
VARANASI,CHOLAPUR,2022-23,0.772
VARANASI,CHOLAPUR,2023-24,0.796
VARANASI,CHOLAPUR,2024-25,0.805
VARANASI,CHOLAPUR,2025-26,0.782
VARANASI,HARHUA,2022-23,0.403
VARANASI,HARHUA,2023-24,0.424
VARANASI,HARHUA,2024-25,0.495
VARANASI,HARHUA,2025-26,0.492
VARANASI,KASHIVIDYAPEETH,2022-23,0.799
VARANASI,KASHIVIDYAPEETH,2023-24,0.755
VARANASI,KASHIVIDYAPEETH,2024-25,0.815
VARANASI,KASHIVIDYAPEETH,2025-26,0.759
VARANASI,NAGAR NIGAM,2022-23,0.5
VARANASI,NAGAR NIGAM,2023-24,0.5
VARANASI,NAGAR NIGAM,2024-25,0.5
VARANASI,NAGAR NIGAM,2025-26,0.509
VARANASI,NAGAR PALIKA RAMNAGAR,2022-23,0.5
VARANASI,NAGAR PALIKA RAMNAGAR,2023-24,0.5
VARANASI,NAGAR PALIKA RAMNAGAR,2024-25,0.5
VARANASI,NAGAR PALIKA RAMNAGAR,2025-26,0.5
VARANASI,PINDRA,2022-23,0.487
VARANASI,PINDRA,2023-24,0.533
VARANASI,PINDRA,2024-25,0.528
VARANASI,PINDRA,2025-26,0.512
VARANASI,SEWAPURI,2022-23,0.539
VARANASI,SEWAPURI,2023-24,0.59
VARANASI,SEWAPURI,2024-25,0.639
VARANASI,SEWAPURI,2025-26,0.609
