District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,YoY_Latest,Block_Zone,Girls_Ratio_Improving,Upper_Class_Growing,Bright_Spot_Flag,Potential_Score,Potential_Tag,Investment_Worthy
SHAHJAHANPUR,TILHAR,9220807002,"Government Higher Secondary School, Sahampur",86,117,36.05,28.57,YELLOW,True,False,False,3,Medium Potential,True
SHAHJAHANPUR,TILHAR,9220802902,RAJKIYE U.M. VIDHALAYA DHAKIA RAGHA TILHAR,51,70,37.25,14.75,YELLOW,True,False,False,3,Medium Potential,True
SHAMLI (PRABUDH NAGAR),KAIRANA,9740800806,GOVT HIGH SCHOOL PAWATI KALAN SHAMLI,41,55,34.15,52.78,YELLOW,True,False,False,3,Medium Potential,True
SHAMLI (PRABUDH NAGAR),KAIRANA,9740801510,PANDIT DEEN DAYAL UPADHAYAY MODEL INTER COLLEGE TITARWARA,98,183,86.73,15.09,YELLOW,False,True,False,3,Medium Potential,True
SHAMLI (PRABUDH NAGAR),KAIRANA,9740802211,RAJKIY INTER CO KURGAN,101,125,23.76,19.05,YELLOW,False,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,JALALPUR,9480605504,GOVT HIGHER SEC SCH BASIYA,90,97,7.78,5.43,YELLOW,True,False,False,3,Medium Potential,True
SHAMLI (PRABUDH NAGAR),OON,9740905803,RAJKIYA HIGH SCHOOL JAIN PUR,26,51,96.15,82.14,YELLOW,True,False,False,3,Medium Potential,True
SHAMLI (PRABUDH NAGAR),OON,9740904106,RAJKIYA INTER COLLEGE KERTOO,178,210,17.98,8.25,YELLOW,False,True,False,3,Medium Potential,True
SHRAWASTI,GILAULA,9510103104,RAJKIYA HIGH SCHOOL KATAR,47,61,29.79,32.61,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,GILAULA,9510109605,RAJKIYA UCHATTAR MADHYAMIK VIDYALAY DIKAULI,39,49,25.64,22.5,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,HARIHARPUR RANI,9510209816,RAJKIYA BALIKA INTER COLLEGE BHINGA,177,258,45.76,5.74,YELLOW,False,True,False,3,Medium Potential,True
SHRAWASTI,HARIHARPUR RANI,9510208003,RAJKIYA HIGH SCHOOL BAIRAGIJOT,54,73,35.19,35.19,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,HARIHARPUR RANI,9510208303,RAJKIYA HIGH SCHOOL BANSKUDI,26,41,57.69,70.83,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,HARIHARPUR RANI,9510206205,RAJKIYA HIGH SCHOOL GOTHWA,56,180,221.43,102.25,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,HARIHARPUR RANI,9510207403,RAJKIYA HIGH SCHOOL SHIVBALAKPURWA,52,90,73.08,18.42,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,IKAUNA,9510305104,RAJKIYA HIGH SCHOOL VISHUNAPUR,43,52,20.93,8.33,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,SIRSIYA,9510602205,RAJKIYA HIGH SCHOOL PIPRAHWA,48,57,18.75,7.55,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,SIRSIYA,9510603503,RAJKIYA HIGH SCHOOL SEMRA TETIHIRIYA,28,55,96.43,111.54,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,SIRSIYA,9510604803,RAJKIYA HIGH SCHOOL TANGPASRI,84,208,147.62,94.39,YELLOW,True,False,False,3,Medium Potential,True
SHRAWASTI,SIRSIYA,9510603804,"RAJKIYA INTER COLLEGE, GABBAPUR",120,588,390.0,27.0,YELLOW,True,True,False,3,Medium Potential,True
SIDDHARTHNAGAR,BANSI,9540305503,RAJKEEY UMV ATRAMU NANKAR,81,97,19.75,53.97,YELLOW,True,False,False,3,Medium Potential,True
SIDDHARTHNAGAR,KHESARAHA,9540507205,GOVERNMENT INTER COLLEGE PACHMOHANI,364,472,29.67,16.83,YELLOW,True,True,False,3,Medium Potential,True
SIDDHARTHNAGAR,KHESARAHA,9540505103,RAJKIYEE U.M.V MATIYARIYA,47,73,55.32,97.3,YELLOW,True,False,False,3,Medium Potential,True
SIDDHARTHNAGAR,NAUGARH,9541209304,RAJKEEY U.M.V. BASAUNI,137,194,41.61,33.79,YELLOW,True,False,False,3,Medium Potential,True
SIDDHARTHNAGAR,SHOHARATGARH,9541401903,RAJKEEY U.M.V. NIVI MAKDAUR,44,63,43.18,57.5,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,ALIYA,9240100708,GGIC IMALIYA SULTANPUR,101,270,167.33,47.54,YELLOW,False,True,False,3,Medium Potential,True
SITAPUR,ALIYA,9240106304,GOVT.HIGHER SECONDARY SCHOOL VISHUNPUR,76,116,52.63,6.42,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,BEHTA,9240209103,GOVT.HIGHER SECONDARY SCHOOL RAIGHATA,34,49,44.12,28.95,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,BEHTA,9240212801,RAJKIYA U.M.V. BHAVANIPUR,22,54,145.45,25.58,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,BISWAN,9240301402,RAJKIYA U.M.V. PIPRAKALA,108,117,8.33,10.38,ORANGE,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,KATEHARI,9480501904,PT DEENDAYAL UPADHYAY GOVT MODAL IC PAHITIPUR KHAJOORDEEH AMBEDKAR NAGAR,251,325,29.48,47.06,YELLOW,True,True,False,3,Medium Potential,True
SITAPUR,MAHMOODABAD,9241003905,GOVT.HIGHER SECONDARY SCHOOL LALPUR,41,109,165.85,60.29,GREEN,True,False,False,3,Medium Potential,True
SITAPUR,MAHMOODABAD,9241008803,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Judaura Pac hdevra Chaubepur,132,260,96.97,7.0,GREEN,False,True,False,3,Medium Potential,True
SITAPUR,MISRIKH,9241202303,RAJKIYA BALIKA UCCHTAR MADHYAMIK SCH. BADHAIYA,89,114,28.09,11.76,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,PAHALA,9241300604,GOVT.HIGHER SECONDARY SCHOOL KABRA,51,74,45.1,27.59,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,PISAWAN,9241500806,RAJKIYA BALIKA INTER COLLEGE MAHMDAPUR PISAWAN,18,108,500.0,44.0,YELLOW,False,True,False,3,Medium Potential,True
SITAPUR,PISAWAN,9241508502,RAJKIYA U.M.V. MOHARNIYA,141,205,45.39,20.59,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,RAMPURMATHURA,9241606005,GOVT.GIRLS HIGH SCHOOL KODORA,136,151,11.03,18.9,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,NAGWA,9700606304,GOVT. HIGH SCHOOL CHAKARIYA,103,107,3.88,12.63,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,RAMPURMATHURA,9241607002,RAJKIYA U.M.V. BILASPUR,32,51,59.38,15.91,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,SAKARAN,9241806804,GOVT. GIRLS  HIGHER SECONDARY SCHOOL  MADNAPUR,58,72,24.14,14.29,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,SIDHAULI,9241911203,GOVT.HIGHER SECONDARY SCHOOL SARAURA,171,226,32.16,20.21,YELLOW,True,False,False,3,Medium Potential,True
SITAPUR,SIDHAULI,9241907402,RAJKIYA U.M.V JALLABAD,107,131,22.43,19.09,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,BABHANI,9700700704,G.I.C. CHAPKI,604,777,28.64,8.07,YELLOW,True,True,False,3,Medium Potential,True
SONBHADRA,CHATRA,9700505203,GOVT. GIRLS HIGH SCHOOL BHUSAULIYA,37,54,45.95,5.88,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,CHATRA,9700504511,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RAMGARH,10,567,5570.0,20.38,YELLOW,True,True,False,3,Medium Potential,True
SONBHADRA,CHOPAN,9700106103,G. I. C. KON,1348,1655,22.77,7.61,YELLOW,True,True,False,3,Medium Potential,True
SONBHADRA,CHOPAN,9700100503,GOVERNMENT INTER COLLEGE  GURMURA,297,694,133.67,5.47,YELLOW,True,True,False,3,Medium Potential,True
SONBHADRA,CHOPAN,9700101033,GOVT. HIGH SCHOOL PANARI,65,104,60.0,31.65,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,GHORAWAL,9700401109,GOVT. INTER C. SIRSIYA THAKURAI KHAIRPUR,460,729,58.48,14.44,YELLOW,True,True,False,3,Medium Potential,True
SONBHADRA,MYORPUR,9700806705,GOVT. H.S.S. CHANGA,62,198,219.35,94.12,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,MYORPUR,9700800907,GOVT. U.M.V. SAGOBANDH,94,143,52.13,62.5,YELLOW,True,False,False,3,Medium Potential,True
SONBHADRA,NAGWA,9700607003,GOVT. GIRLS HIGH SCHOOL CHANANI,43,55,27.91,89.66,YELLOW,True,False,False,3,Medium Potential,True
AGRA,ACCHNERA,9150207401,GOVT. GIRLS INTER COLLEGE GARHICHANDMAN ACHHNERA AGRA,127,176,38.58,17.33,YELLOW,False,True,False,3,Medium Potential,True
VARANASI,SEWAPURI,9670404905,GOVT. HIGHSCHOOL LALPUR,78,115,47.44,43.75,YELLOW,True,False,False,3,Medium Potential,True
SULTANPUR,BALDIRAI,9492607907,GHS PIPARI,22,26,18.18,73.33,YELLOW,True,False,False,3,Medium Potential,True
SULTANPUR,BHADAIYAN,9490403118,GHS BHADAIYAN,43,50,16.28,21.95,YELLOW,True,False,False,3,Medium Potential,True
SULTANPUR,BHADAIYAN,9490403121,Samajbadi Abhinav Vidyalay,143,177,23.78,40.48,YELLOW,False,True,False,3,Medium Potential,True
SULTANPUR,KUREBHAR,9491508005,Pandit Deen Dayal Upadhyay IC,219,236,7.76,-2.07,YELLOW,True,True,False,3,Medium Potential,True
SULTANPUR,MOTIGARPUR,9492700303,GHS MAHMOODPUR JUNGAL,35,75,114.29,41.51,YELLOW,True,False,False,3,Medium Potential,True
UNNAO,GANGMURADABAD,9260101203,GOVT HIGH SCHOOL BALLAPUR,79,112,41.77,14.29,YELLOW,True,False,False,3,Medium Potential,True
UNNAO,GANGMURADABAD,9260108328,GOVT. GIRLS INTER COLLAGE GANJMURADABAD,30,36,20.0,12.5,YELLOW,False,True,False,3,Medium Potential,True
UNNAO,MIYAGANJ,9260600310,GOVT HIGH SCHOOL AASIVAN PASHCHIM,79,132,67.09,6.45,YELLOW,True,False,False,3,Medium Potential,True
VARANASI,ARAJILINES,9670510207,GOVT. HIGHSCHOOL JANASA,169,171,1.18,22.14,YELLOW,True,False,False,3,Medium Potential,True
VARANASI,CHIRAIGAON,9670704704,GOVT. HIGHSCHOOL RAMGARHAWA,111,134,20.72,5.51,GREEN,True,False,False,3,Medium Potential,True
VARANASI,CHOLAPUR,9670610302,GOVT. HIGHSCHOOL DHAURAHARA,193,222,15.03,6.73,YELLOW,True,False,False,3,Medium Potential,True
VARANASI,HARHUA,9670304805,GOVT. HIGHSCHOOL BHAITHAULI,45,105,133.33,40.0,YELLOW,True,False,False,3,Medium Potential,True
VARANASI,PINDRA,9670814902,GOVT. HIGH SCHOOL CHITAIEPUR,82,121,47.56,27.37,YELLOW,True,False,False,3,Medium Potential,True
VARANASI,SEWAPURI,9670400403,GOVT. HIGHSCHOOL BESAHUPUR,120,124,3.33,13.76,YELLOW,True,False,False,3,Medium Potential,True
AGRA,AKOLA,9150101103,PT. DEENDAYAL UPADHYAY GOVT. MODEL I.C MANKAIDA,91,159,74.73,8.16,YELLOW,False,True,False,3,Medium Potential,True
