District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Had_Decline,Trough_Year,Trough_Value,Recovery_Amount,Recovery_pct,Recovery_Pattern,Recovery_Strength
BULANDSHAHR,GULAOTI,9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,292,187,324,310,True,2023-24,187,123,65.78,Full Recovery,Strong
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,49,71,120,113,True,2022-23,49,64,130.61,Full Recovery,Strong
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,51,48,64,70,True,2023-24,48,22,45.83,Strong Recovery,Strong
BULANDSHAHR,JAHAGIRABAD,9111200903,RAJKIYA HIGH SCH KOTHERA,25,15,32,44,True,2023-24,15,29,193.33,Strong Recovery,Strong
BULANDSHAHR,LAKHAWATI,9110901904,RAJKIYA UMV RAJGARHI,53,66,64,64,True,2022-23,53,11,20.75,Full Recovery,Strong
BULANDSHAHR,PAHASU,9111405903,GOVT. GIRLS INTER COLLEGE PAHASU,211,223,233,214,True,2022-23,211,3,1.42,Full Recovery,Weak
BULANDSHAHR,PAHASU,9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,21,18,20,25,True,2023-24,18,7,38.89,Strong Recovery,Strong
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,22,43,68,57,True,2022-23,22,35,159.09,Full Recovery,Strong
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,57,77,91,85,True,2022-23,57,28,49.12,Full Recovery,Strong
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,25,37,33,51,True,2022-23,25,26,104.0,Full Recovery,Strong
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,33,16,20,62,True,2023-24,16,46,287.5,Strong Recovery,Strong
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,22,16,21,49,True,2023-24,16,33,206.25,Strong Recovery,Strong
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,19,15,24,46,True,2023-24,15,31,206.67,Strong Recovery,Strong
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,55,60,52,59,True,2024-25,52,7,13.46,Full Recovery,Moderate
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,151,172,189,186,True,2022-23,151,35,23.18,Full Recovery,Strong
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,139,154,168,164,True,2022-23,139,25,17.99,Full Recovery,Moderate
CHITRAKOOT,CHITRAKOOT (URBAN),9410600186,G.G.I.C. KARWI,531,598,600,566,True,2022-23,531,35,6.59,Full Recovery,Weak
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,59,47,60,80,True,2023-24,47,33,70.21,Strong Recovery,Strong
CHITRAKOOT,MAU,9410304009,GOVT. HIGH SCHOOL BIYAWAL,123,101,103,119,True,2023-24,101,18,17.82,Strong Recovery,Moderate
CHITRAKOOT,MAU,9410300503,GOVT. HIGH SCHOOL MANDAUR,116,95,122,147,True,2023-24,95,52,54.74,Strong Recovery,Strong
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,60,53,57,97,True,2023-24,53,44,83.02,Strong Recovery,Strong
CHITRAKOOT,MAU,9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,150,194,243,220,True,2022-23,150,70,46.67,Full Recovery,Strong
CHITRAKOOT,PAHADI,9410205101,GOVT. HIGH SCHOOL GAUHANI,51,41,46,52,True,2023-24,41,11,26.83,Strong Recovery,Strong
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,81,61,86,90,True,2023-24,61,29,47.54,Strong Recovery,Strong
CHITRAKOOT,PAHADI,9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,32,37,36,50,True,2022-23,32,18,56.25,Full Recovery,Strong
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,77,202,144,113,True,2022-23,77,36,46.75,Full Recovery,Strong
CHITRAKOOT,RAM NAGAR,9410401803,GOVT. HIGH SCHOOL SIRAWAL,144,106,121,126,True,2023-24,106,20,18.87,Strong Recovery,Moderate
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,57,71,63,59,True,2022-23,57,2,3.51,Full Recovery,Weak
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,1642,1606,1770,2110,True,2023-24,1606,504,31.38,Strong Recovery,Strong
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,1177,901,992,1014,True,2023-24,901,113,12.54,Strong Recovery,Moderate
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37,22,23,49,True,2023-24,22,27,122.73,Strong Recovery,Strong
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",29,25,28,51,True,2023-24,25,26,104.0,Strong Recovery,Strong
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,63,86,104,87,True,2022-23,63,24,38.1,Full Recovery,Strong
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),47,39,41,53,True,2023-24,39,14,35.9,Strong Recovery,Strong
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,196,203,221,218,True,2022-23,196,22,11.22,Full Recovery,Moderate
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,37,33,35,52,True,2023-24,33,19,57.58,Strong Recovery,Strong
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,25,23,30,51,True,2023-24,23,28,121.74,Strong Recovery,Strong
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,45,51,66,True,2023-24,45,21,46.67,Strong Recovery,Strong
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,76,65,66,73,True,2023-24,65,8,12.31,Strong Recovery,Moderate
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,294,398,429,414,True,2022-23,294,120,40.82,Full Recovery,Strong
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,95,82,105,101,True,2023-24,82,19,23.17,Full Recovery,Strong
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,44,51,60,True,2023-24,44,16,36.36,Strong Recovery,Strong
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,151,158,171,True,2023-24,151,20,13.25,Strong Recovery,Moderate
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257,247,280,288,True,2023-24,247,41,16.6,Strong Recovery,Moderate
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,55,50,65,True,2024-25,50,15,30.0,Full Recovery,Strong
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,50,54,84,71,True,2022-23,50,21,42.0,Full Recovery,Strong
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22,33,28,36,True,2022-23,22,14,63.64,Full Recovery,Strong
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,43,43,59,True,2023-24,43,16,37.21,Full Recovery,Strong
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,99,73,84,99,True,2023-24,73,26,35.62,Strong Recovery,Strong
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,90,93,91,105,True,2022-23,90,15,16.67,Full Recovery,Moderate
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,66,65,82,True,2022-23,63,19,30.16,Full Recovery,Strong
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,50,192,272,True,2023-24,50,222,444.0,Strong Recovery,Strong
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",48,42,61,101,True,2023-24,42,59,140.48,Strong Recovery,Strong
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30,29,54,40,True,2023-24,29,11,37.93,Full Recovery,Strong
FAIZABAD,RUDAULI,9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,60,48,68,98,True,2023-24,48,50,104.17,Strong Recovery,Strong
FAIZABAD,RUDAULI,9470907604,GOVERNMENT HIGHER SECONDARY,93,119,107,99,True,2022-23,93,6,6.45,Full Recovery,Weak
FARRUKHABAD,KAMALGANJ,9290401204,RAJKIY BALIKA UMV,70,65,71,80,True,2023-24,65,15,23.08,Strong Recovery,Strong
FARRUKHABAD,NAG. KSH.FAR.BAD,9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,401,368,383,390,True,2023-24,368,22,5.98,Strong Recovery,Weak
FARRUKHABAD,RAJE PUR,9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,86,91,85,96,True,2024-25,85,11,12.94,Full Recovery,Moderate
FATEHPUR,AIRAYAN,9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,462,493,517,490,True,2022-23,462,28,6.06,Full Recovery,Weak
FATEHPUR,AMAULI,9420201204,RAJKIY UMV BABAI,32,28,37,56,True,2023-24,28,28,100.0,Strong Recovery,Strong
FATEHPUR,AMAULI,9420201905,RAJKIYE H.S.BAMTHARA,24,7,30,50,True,2023-24,7,43,614.29,Strong Recovery,Strong
FATEHPUR,ASHOTHAR,9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,17,29,25,20,True,2022-23,17,3,17.65,Full Recovery,Moderate
FATEHPUR,ASHOTHAR,9420901704,RAJKIYE H.S.DEVLAN,73,67,73,73,True,2023-24,67,6,8.96,Full Recovery,Weak
FATEHPUR,ASHOTHAR,9420903008,RAJKIYE U M V KORRA KANAK,80,50,66,103,True,2023-24,50,53,106.0,Strong Recovery,Strong
FATEHPUR,BAHUA,9420701603,RAJKIYE U M V BIJHAULI,78,61,77,85,True,2023-24,61,24,39.34,Strong Recovery,Strong
FATEHPUR,BHITAURA,9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,232,230,316,308,True,2023-24,230,78,33.91,Full Recovery,Strong
FATEHPUR,DHATA,9421300402,RAJKIYE U M V ARIYE,37,31,42,65,True,2023-24,31,34,109.68,Strong Recovery,Strong
FATEHPUR,DHATA,9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,65,56,63,76,True,2023-24,56,20,35.71,Strong Recovery,Strong
FATEHPUR,HASAWA,9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,445,454,442,494,True,2024-25,442,52,11.76,Full Recovery,Moderate
FATEHPUR,HASAWA,9420805605,RAJKIYE U M V TEEKAR,114,91,94,122,True,2023-24,91,31,34.07,Strong Recovery,Strong
FATEHPUR,HASAWA,9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,75,54,70,103,True,2023-24,54,49,90.74,Strong Recovery,Strong
FATEHPUR,HATHGAOM,9421207004,RAJKIYE U M V MOHAMMADABAD,100,81,81,103,True,2023-24,81,22,27.16,Full Recovery,Strong
FATEHPUR,KHAJUHA,9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,19,15,26,34,True,2023-24,15,19,126.67,Strong Recovery,Strong
FATEHPUR,KHAJUHA,9420303007,RAJKIYE U M V LALPUR DARAUTA,78,63,68,73,True,2023-24,63,10,15.87,Strong Recovery,Moderate
FATEHPUR,MALAWAN,9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,34,28,34,55,True,2023-24,28,27,96.43,Strong Recovery,Strong
FATEHPUR,MALAWAN,9420413416,RAJKIYE BALIKA I.C.MALWA,325,286,316,369,True,2023-24,286,83,29.02,Strong Recovery,Strong
FATEHPUR,MALAWAN,9420419403,RAJKIYE U M V SIKRODHI,38,28,35,53,True,2023-24,28,25,89.29,Strong Recovery,Strong
FATEHPUR,NAGAR BINDKI,9420400103,RAJAKI BALIKA INTER COLLAGE BINDAKI,950,846,941,1002,True,2023-24,846,156,18.44,Strong Recovery,Moderate
FATEHPUR,NAGAR FATEHPUR,9421401917,G.I.C. FATEHPUR,884,1030,1027,940,True,2022-23,884,56,6.33,Full Recovery,Weak
FATEHPUR,TELIYANI,9420506703,RAJKIYE U M V RAWATPUR,53,20,70,128,True,2023-24,20,108,540.0,Strong Recovery,Strong
FATEHPUR,TELIYANI,9420505203,RAJKIYE U.M.V.MANSOORMODHANPUR,65,48,60,62,True,2023-24,48,14,29.17,Strong Recovery,Strong
FATEHPUR,VIJAIPUR,9421108504,RAJKIYE U M V SITHIYANI,35,11,25,52,True,2023-24,11,41,372.73,Strong Recovery,Strong
FATEHPUR,VIJAIPUR,9421109205,RAJKIYE U M V TENI,112,84,99,112,True,2023-24,84,28,33.33,Strong Recovery,Strong
FIROZABAD,ARAWN,9160708103,GOVT. HIGH SCHOOL KARIKHEDA 1392,84,69,77,90,True,2023-24,69,21,30.43,Strong Recovery,Strong
FIROZABAD,ARAWN,9160704005,GOVT. HIGH SCHOOL NASUPUR SANJAITI 1393,24,27,19,25,True,2024-25,19,6,31.58,Full Recovery,Strong
FIROZABAD,EKA,9160908206,GOVT. HIGH SCHOOL KONDRA,48,30,38,75,True,2023-24,30,45,150.0,Strong Recovery,Strong
FIROZABAD,EKA,9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,32,27,36,43,True,2023-24,27,16,59.26,Strong Recovery,Strong
FIROZABAD,FIROZABAD,9160108003,GOVT. HIGH SCHOOL DABRAI 1361,206,181,191,195,True,2023-24,181,14,7.73,Strong Recovery,Weak
FIROZABAD,JASRANA,9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,71,44,52,79,True,2023-24,44,35,79.55,Strong Recovery,Strong
FIROZABAD,KHAIRGARH,9160502805,GOVT. HIGH SCHOOL BARTHARA,37,55,53,47,True,2022-23,37,10,27.03,Full Recovery,Strong
FIROZABAD,MADANPUR,9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,83,41,65,68,True,2023-24,41,27,65.85,Strong Recovery,Strong
FIROZABAD,NARKHI,9161200106,GOVT. HIGH SCHOOL NARKHI 1396,87,65,77,110,True,2023-24,65,45,69.23,Strong Recovery,Strong
FIROZABAD,TUNDLA,9160314203,GOVT. HIGH SCHOOL NAGLA PAR 1380,66,55,67,76,True,2023-24,55,21,38.18,Strong Recovery,Strong
FIROZABAD,TUNDLA,9160301603,"GOVT. HIGH SCHOOL NIYAMATPUR, TUNDLA 1382",100,108,112,105,True,2022-23,100,5,5.0,Full Recovery,Weak
FIROZABAD,TUNDLA,9160304204,GOVT.HIGH SCHOOL THAR BALDI,62,61,88,121,True,2023-24,61,60,98.36,Strong Recovery,Strong
GAUTAM BUDDHA NAGAR,VISRAKH,9100110913,G I C  SECTOR 12 NOIDA,1296,1103,1297,1537,True,2023-24,1103,434,39.35,Strong Recovery,Strong
GAUTAM BUDDHA NAGAR,VISRAKH,9100110513,GOVT GIRLS INTER COLLEGE HOSHYARPUR,1987,1623,2010,2245,True,2023-24,1623,622,38.32,Strong Recovery,Strong
GAUTAM BUDDHA NAGAR,VISRAKH,9100101804,MAYAWATI GOVT. GIRLS INTER COLLEGE,1020,1074,1177,1093,True,2022-23,1020,73,7.16,Full Recovery,Weak
GAUTAM BUDDHA NAGAR,VISRAKH,9100109906,RAJKIYA UMV CHJARSI,343,290,329,380,True,2023-24,290,90,31.03,Strong Recovery,Strong
GHAZIABAD,BHOJPUR,9090404624,GOVT GIRLS INTER COLLEGE KALCHINA,489,474,482,504,True,2023-24,474,30,6.33,Strong Recovery,Weak
GHAZIABAD,BHOJPUR,9090406112,GOVT INTER COLLEGE TYODI,236,238,313,276,True,2022-23,236,40,16.95,Full Recovery,Moderate
GHAZIABAD,GHAZIABAD (MUN.AREA),9090900508,GOVT BALIKA INTER COLLEGE VIJAYNAGAR,3429,2955,3726,3688,True,2023-24,2955,733,24.81,Full Recovery,Strong
GHAZIABAD,RAZAPUR,9090201104,GOVT HIGER SEC SCHOOL,205,206,255,245,True,2022-23,205,40,19.51,Full Recovery,Moderate
GHAZIPUR,BIRNO,9650506404,GOVT. U.M.V. BAHLOLPUR,41,30,40,47,True,2023-24,30,17,56.67,Strong Recovery,Strong
GHAZIPUR,DEOKALI,9650800212,GOVERNMENT GIRLS INTER COLLEGE,83,80,82,88,True,2023-24,80,8,10.0,Strong Recovery,Weak
GHAZIPUR,DEOKALI,9650808506,RAJKIYA ASHRAM PADDHATI BALIKA VIDYALAYA,135,186,154,164,True,2022-23,135,29,21.48,Full Recovery,Strong
GHAZIPUR,KARANDA,9650404614,GOVT. GIRLS U.M.V. SAHERI,50,47,64,71,True,2023-24,47,24,51.06,Strong Recovery,Strong
GHAZIPUR,KASIMABAD,9651201409,GOVT. GIRLS I.C. MUBARAKPUR GANGAULI,21,10,46,61,True,2023-24,10,51,510.0,Strong Recovery,Strong
GHAZIPUR,MOHAMMADABAD,9651505914,GOVT.  GIRLS INTER COLLEGE,173,172,207,208,True,2023-24,172,36,20.93,Strong Recovery,Strong
GHAZIPUR,SAIDPUR,9650707603,G.G.I.C. RAMPUR,28,31,20,94,True,2024-25,20,74,370.0,Full Recovery,Strong
GHAZIPUR,SAIDPUR,9650710211,G.G.I.C. SAIDPUR,224,195,246,272,True,2023-24,195,77,39.49,Strong Recovery,Strong
GHAZIPUR,SAIDPUR,9650705321,GOVT. GIRLS U.M.V. KHANPUR,185,183,190,250,True,2023-24,183,67,36.61,Strong Recovery,Strong
GHAZIPUR,ZAKHANIA,9650906422,GOVT. U.M.V. RAMPUR BALBHADRA,34,36,46,44,True,2022-23,34,10,29.41,Full Recovery,Strong
GONDA,BELSAR,9531204906,G. H. S. AKAUNI,56,76,103,93,True,2022-23,56,37,66.07,Full Recovery,Strong
GONDA,CHHAPIA,9530511501,G.G.I.C.MASKANWA,151,143,160,165,True,2023-24,143,22,15.38,Strong Recovery,Moderate
GONDA,GONDA(MUN. CORP.),9531100605,FAQRUDDIN ALI  AHMAD G.I.C.,628,738,718,648,True,2022-23,628,20,3.18,Full Recovery,Weak
GONDA,ITIYATHOK,9531908903,G.H.S. BASTI  ITIYATHOK,74,64,125,134,True,2023-24,64,70,109.38,Strong Recovery,Strong
GONDA,JHANJHRI,9530905604,ABHINAV VIDYALAY KANSAPUR,13,18,12,23,True,2024-25,12,11,91.67,Full Recovery,Strong
GONDA,KATRA BAZAR,9531403703,G.H.S. SEHARIYA KALA,83,63,66,98,True,2023-24,63,35,55.56,Strong Recovery,Strong
GONDA,MANKAPUR,9530809904,G.H.S. MACHCHLI GAON,138,145,128,143,True,2024-25,128,15,11.72,Full Recovery,Moderate
GONDA,MUJEHNA,9530300603,G.H.S. KOLHUA,55,61,57,65,True,2022-23,55,10,18.18,Full Recovery,Moderate
GONDA,MUJEHNA,9530305903,G.H.S. PEDARAN,60,35,49,62,True,2023-24,35,27,77.14,Strong Recovery,Strong
GONDA,PANDRI KRIPAL,9530703607,G.H.S. GILAULI,165,135,143,172,True,2023-24,135,37,27.41,Strong Recovery,Strong
GONDA,PANDRI KRIPAL,9530703503,G.H.S. MUNDERWA MAFI,258,275,303,300,True,2022-23,258,42,16.28,Full Recovery,Moderate
GONDA,PANDRI KRIPAL,9530701803,G.H.S. SISAI TIKARIYA,104,101,115,130,True,2023-24,101,29,28.71,Strong Recovery,Strong
GONDA,RUPAIDEEH,9532500403,G.H.S. ACHAL NAGAR,46,42,46,46,True,2023-24,42,4,9.52,Full Recovery,Weak
GORAKHPUR,BADHALGANJ,9581212401,RAJKIYA HIGH SCHOOL BAIRIYA KHAS BADAHALGANJ,101,84,88,104,True,2023-24,84,20,23.81,Strong Recovery,Strong
GORAKHPUR,CAMPIARGANJ,9581606904,RAJKIY H. SCHOOL NAVAPAAR CAMPIARGANJ,62,63,58,97,True,2024-25,58,39,67.24,Full Recovery,Strong
GORAKHPUR,GOLA,9580903909,GOVT HIGH SCHOOL GOPALPUR GOLA,105,96,121,142,True,2023-24,96,46,47.92,Strong Recovery,Strong
GORAKHPUR,KHAJNI,9580705504,RAJKIY H. SCHOOL HARIHERPUR KHAJNI,44,33,50,64,True,2023-24,33,31,93.94,Strong Recovery,Strong
HAMIRPUR (U.P.),KURARA,9380104304,GOVT HS BERI,93,95,90,97,True,2024-25,90,7,7.78,Full Recovery,Weak
HAMIRPUR (U.P.),KURARA,9380104202,GOVT HS BILAUTA,105,110,100,127,True,2024-25,100,27,27.0,Full Recovery,Strong
HAMIRPUR (U.P.),KURARA,9380108646,PT DEENDYAL UPADHAYA GOVT MODEL INTER COLLEGE KURARA,119,103,115,180,True,2023-24,103,77,74.76,Strong Recovery,Strong
HAMIRPUR (U.P.),MUSKARA,9380400416,GIC MUSKARA,750,746,801,998,True,2023-24,746,252,33.78,Strong Recovery,Strong
HAMIRPUR (U.P.),MUSKARA,9380400704,GOVT HS BAJEHTA,133,122,132,134,True,2023-24,122,12,9.84,Strong Recovery,Weak
HAMIRPUR (U.P.),RATH,9380501403,GOVT HS TOLA RAWAT,65,67,81,77,True,2022-23,65,12,18.46,Full Recovery,Moderate
HAMIRPUR (U.P.),SARILA,9380706602,GOVT HS BAUKHAR,37,46,51,42,True,2022-23,37,5,13.51,Full Recovery,Moderate
HAMIRPUR (U.P.),SUMERPUR,9380207514,GOVT. HIGH SCHOOL KUCHHECHHA,296,279,294,365,True,2023-24,279,86,30.82,Strong Recovery,Strong
HAMIRPUR (U.P.),SUMERPUR,9380200303,GOVT. HIGH SCHOOL PARA RAIPURA,74,84,92,75,True,2022-23,74,1,1.35,Full Recovery,Weak
HAPUR (PANCHSHEEL NAGAR),DHAULANA,9750603104,GOVT HR SEC VIDYALYA HASANPUR LODA,90,109,114,101,True,2022-23,90,11,12.22,Full Recovery,Moderate
HAPUR (PANCHSHEEL NAGAR),DHAULANA,9750603811,RAJKIYA INTER COLLEGE,155,251,489,471,True,2022-23,155,316,203.87,Full Recovery,Strong
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,9750806505,RAJKIYA INTER COLLEGE,66,44,50,76,True,2023-24,44,32,72.73,Strong Recovery,Strong
HAPUR (PANCHSHEEL NAGAR),HAPUR,9750507903,GOVT INTER COLLAGE BARODA HINDUWAN,178,201,195,207,True,2022-23,178,29,16.29,Full Recovery,Moderate
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,9750702309,GOVERENMENT INTER COLLEGE SIKHERA HAPUR,412,381,405,417,True,2023-24,381,36,9.45,Strong Recovery,Weak
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,9750706205,GOVT HR SEC VIDYALAY HIMMATPUR,106,100,101,114,True,2023-24,100,14,14.0,Strong Recovery,Moderate
HARDOI,AHIRORI,9250606504,"GOVT. HIGH SCHOOL, BHEETHA MAHA SINGH",93,90,134,180,True,2023-24,90,90,100.0,Strong Recovery,Strong
HARDOI,BAWAN,9250707205,RAJKEEYA HIGH SCHOOL BARWAN,159,145,176,189,True,2023-24,145,44,30.34,Strong Recovery,Strong
HARDOI,BAWAN,9250708405,RAJKEEYA U.M. VIDYALAYA SAHIJAN,51,39,53,75,True,2023-24,39,36,92.31,Strong Recovery,Strong
HARDOI,BEHANDAR,9250302410,GOVERNMENT HIGH SCHOOL BAHLOLPUR,62,67,63,73,True,2022-23,62,11,17.74,Full Recovery,Moderate
HARDOI,BHARKHANI,9251208503,R.U.M.V. INAYTPUR,105,65,74,94,True,2023-24,65,29,44.62,Strong Recovery,Strong
HARDOI,BHARKHANI,9251200121,R.U.M.V.BHARKHANI,86,78,100,111,True,2023-24,78,33,42.31,Strong Recovery,Strong
HARDOI,BILGRAM,9251700607,RAJKIYA U.M VIDYALAYA DURGAGANJ,45,44,73,99,True,2023-24,44,55,125.0,Strong Recovery,Strong
HARDOI,HARIYAWAN,9250108007,GOVT. H.S.S. SUMAI HARIYAWAN,135,120,132,146,True,2023-24,120,26,21.67,Strong Recovery,Strong
HARDOI,HARIYAWAN,9250106204,"GOVT. HIGH SCHOOL, AAT DAAN PUR",124,100,103,126,True,2023-24,100,26,26.0,Strong Recovery,Strong
HARDOI,HARIYAWAN,9250101812,"GOVT. HIGHER SECONDARY SCHOOL, GOPAMAU",74,55,67,99,True,2023-24,55,44,80.0,Strong Recovery,Strong
HARDOI,HARPALPUR,9251404508,GOVT. H. S. S.  ARJUNPUR,131,126,139,139,True,2023-24,126,13,10.32,Full Recovery,Moderate
HARDOI,KACHAUNA,9251603310,GOVT HIGH SCHOOL TIKARI HARDOI,46,53,42,54,True,2024-25,42,12,28.57,Full Recovery,Strong
HARDOI,KACHAUNA,9251602306,GOVT. HIGHER SECONDRY SCHOOL KHAJOHNA HARDOI,32,26,32,49,True,2023-24,26,23,88.46,Strong Recovery,Strong
HARDOI,KOTHAWAN,9251502503,GOVERMENT HSS DUGAUNA,55,40,43,52,True,2023-24,40,12,30.0,Strong Recovery,Strong
HARDOI,MADHOGANJ,9251903411,GOVT. U.M.V. MATIYAMAU MADHOGANJ HARDOI,25,32,30,58,True,2022-23,25,33,132.0,Full Recovery,Strong
HARDOI,MADHOGANJ,9251900112,RAJKIYA U.M.V. KURSATH,41,52,48,61,True,2022-23,41,20,48.78,Full Recovery,Strong
HARDOI,MALLAWA,9250806306,"GOVT. HIGH SCHOOL, BHIKHARI PUR",62,89,82,99,True,2022-23,62,37,59.68,Full Recovery,Strong
HARDOI,SANDI,9251302603,"GOVT. HIGH SCHOOL, RAURA",75,72,75,84,True,2023-24,72,12,16.67,Strong Recovery,Moderate
HARDOI,SANDI,9251301905,RAJKIYA SANGAICHAMAU SANDI HARDOI,80,65,81,88,True,2023-24,65,23,35.38,Strong Recovery,Strong
HARDOI,SHAHABAD,9251105305,GOVT. H.S.S. AGAMPUR SHAHABAD,114,100,110,131,True,2023-24,100,31,31.0,Strong Recovery,Strong
HARDOI,SURSA,9250400706,GOVT.U.M.A ANDHRRA,100,89,109,102,True,2023-24,89,13,14.61,Full Recovery,Moderate
HARDOI,TANDIYAWA,9250903704,GOVT.INTER COLLEGE JAIRAJPUR,47,39,43,61,True,2023-24,39,22,56.41,Strong Recovery,Strong
HARDOI,TANDIYAWA,9250903507,RAJKIYA U.M.VIDHYALAYA BHAINSARI,60,47,64,87,True,2023-24,47,40,85.11,Strong Recovery,Strong
HARDOI,TN.AR. HARDOI,9252502106,GOVERNMENT GIRLS INTER COLLEGE HARDOI,853,1303,1263,1101,True,2022-23,853,248,29.07,Full Recovery,Strong
HARDOI,TONDARPUR,9251000105,GOVT. GIRLS HIGHER SECONDARY SCHOOL,343,339,349,368,True,2023-24,339,29,8.55,Strong Recovery,Weak
HATHRAS,SADABAD,9130602312,Govement Gigh School Bedai,39,37,59,81,True,2023-24,37,44,118.92,Strong Recovery,Strong
HATHRAS,SADABAD,9130601607,Goverment high School mai,174,137,143,165,True,2023-24,137,28,20.44,Strong Recovery,Strong
HATHRAS,SAHPAU,9130700120,"RAJKIYA HIGH SCHOOL, MADHA PITHU",37,30,36,49,True,2023-24,30,19,63.33,Strong Recovery,Strong
