District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Had_Decline,Trough_Year,Trough_Value,Recovery_Amount,Recovery_pct,Recovery_Pattern,Recovery_Strength
HATHRAS,SASNI,9130200138,RAJKIY H.H.S MUHARIYA,47,23,43,53,True,2023-24,23,30,130.43,Strong Recovery,Strong
HATHRAS,SIKANDRA RAO,9130505108,PT Deen Dyal Upadhyay rajkiye model inter college wazeedpur,293,361,426,341,True,2022-23,293,48,16.38,Full Recovery,Moderate
JALAUN,DAKOR,9350101205,GOVT. HSS KHARKA,47,35,53,60,True,2023-24,35,25,71.43,Strong Recovery,Strong
JALAUN,DAKOR,9350101606,GOVT. HSS MOHANA,119,114,115,118,True,2023-24,114,4,3.51,Strong Recovery,Weak
JALAUN,DAKOR,9350102006,GOVT. I.C. DAKOR,232,258,284,271,True,2022-23,232,39,16.81,Full Recovery,Moderate
JALAUN,DAKOR,9350100606,GOVT. I.C. SAIDNAGAR,326,294,301,303,True,2023-24,294,9,3.06,Strong Recovery,Weak
JALAUN,JALAUN,9350204603,GOVT. HSS KASIPURA,44,42,43,48,True,2023-24,42,6,14.29,Strong Recovery,Moderate
JALAUN,KADAURA,9350315603,GOVT. MUMTAJ I.C. KADAURA,1503,1566,1518,1570,True,2022-23,1503,67,4.46,Full Recovery,Weak
JALAUN,KONCH,9350400703,GOVT. HSS JAMROHI KHURD,33,28,40,47,True,2023-24,28,19,67.86,Strong Recovery,Strong
JALAUN,KUTHAUND,9350509207,GOVT. HSS AJEETAPUR,56,41,52,60,True,2023-24,41,19,46.34,Strong Recovery,Strong
JALAUN,KUTHAUND,9350509806,GOVT. HSS ENTON,60,56,56,61,True,2023-24,56,5,8.93,Full Recovery,Weak
JALAUN,MADHAUGADH,9350600507,GOVT. GIRLS I.C. GOHAN,203,239,235,222,True,2022-23,203,19,9.36,Full Recovery,Weak
JALAUN,MAHEVA,9350707209,GOVT. HSS DAMRAS,100,105,119,116,True,2022-23,100,16,16.0,Full Recovery,Moderate
JALAUN,MAHEVA,9350704006,"PT. DEENDAYAL UPADHYAY GOVT. MODEL INTER COLLEGE, CHURKHI",243,209,218,227,True,2023-24,209,18,8.61,Strong Recovery,Weak
JALAUN,NADIGAWN,9350807303,GOVT. HSS LAGAMPURA,44,30,48,70,True,2023-24,30,40,133.33,Strong Recovery,Strong
JALAUN,T. A. ORAI,9351302305,GOVT. I.C. ORAI,338,259,443,395,True,2023-24,259,136,52.51,Full Recovery,Strong
JAUNPUR,BARSATHI,9641122501,GOVT. H.S.. BABURI GAWAN,80,78,78,103,True,2023-24,78,25,32.05,Full Recovery,Strong
JAUNPUR,KARANJA KALA,9640407106,GOVT.H.S. BHAKURA,61,57,59,81,True,2023-24,57,24,42.11,Strong Recovery,Strong
JAUNPUR,KERAKAT,9641300121,GOVT. H.S CHAKRA RAIT NARHAN,49,42,58,82,True,2023-24,42,40,95.24,Strong Recovery,Strong
JAUNPUR,KHUTHAN,9641801612,GOVT. H.S. DIHIYA,57,31,47,62,True,2023-24,31,31,100.0,Strong Recovery,Strong
JAUNPUR,MADIYAHUN,9642110703,GOVT. H.S. UGAPUR,36,50,49,43,True,2022-23,36,7,19.44,Full Recovery,Moderate
JAUNPUR,MUFTI GANJ,9640902605,GOVT. H.S. PASEVA,122,100,101,108,True,2023-24,100,8,8.0,Strong Recovery,Weak
JAUNPUR,MUGRA BADSHAH PUR,9641503610,GOVT. H.S. TARAHTI,50,38,45,63,True,2023-24,38,25,65.79,Strong Recovery,Strong
JAUNPUR,MUGRA BADSHAH PUR,9641502503,GOVT.H.S. KACHHEEDEEH JAUNPUR,24,42,61,57,True,2022-23,24,33,137.5,Full Recovery,Strong
JAUNPUR,RAM PUR,9641910701,GOVT. H.S. KASERU,92,96,88,124,True,2024-25,88,36,40.91,Full Recovery,Strong
JAUNPUR,SHAH GANJ,9640803203,GOVT. H.S. NEVADA,24,25,20,25,True,2024-25,20,5,25.0,Full Recovery,Strong
JAUNPUR,SIKRARA,9640205204,GOVT H.S SCHOOL RAMNAGAR,25,20,26,33,True,2023-24,20,13,65.0,Strong Recovery,Strong
JAUNPUR,SIKRARA,9640203505,GOVT. H.S. SIKANDRA,44,28,31,56,True,2023-24,28,28,100.0,Strong Recovery,Strong
JAUNPUR,SIRKONI,9640123704,GOVT. HIGH SCHOOL SURHURPUR,26,28,21,28,True,2024-25,21,7,33.33,Full Recovery,Strong
JAUNPUR,SUITHA KALA,9642001008,GOVT. H.S. SEWAYAN,54,37,51,64,True,2023-24,37,27,72.97,Strong Recovery,Strong
JHANSI,BABINA,9360103006,GOVT. HIGH COLLEGE SARVA BABINA,149,122,130,152,True,2023-24,122,30,24.59,Strong Recovery,Strong
JHANSI,BABINA,9360104505,GOVT. HIGH SCHOOL -KHAJRAHA BUJURG,158,139,147,152,True,2023-24,139,13,9.35,Strong Recovery,Weak
JHANSI,BABINA,9360105903,GOVT. HIGH SCHOOL PATHARI,44,34,54,81,True,2023-24,34,47,138.24,Strong Recovery,Strong
JHANSI,BAMORE,9360207503,GOVT. HIGH SCHOOL-AHARAURA,41,32,33,53,True,2023-24,32,21,65.62,Strong Recovery,Strong
JHANSI,BARAGAON,9360413201,RAJKIYA BALIKA INTER COLLEGE-BARUASAGAR,464,470,459,497,True,2024-25,459,38,8.28,Full Recovery,Weak
JHANSI,GURSARAI,9360604803,GOVT. HIGH SCHOOL BIJAURA,88,68,92,92,True,2023-24,68,24,35.29,Full Recovery,Strong
JHANSI,MAURANIPUR  N.CHETRA,9361001009,RAJKIYA KANYA INTER COLLEGE MAURANIPUR NAGAR,1118,1038,1071,1197,True,2023-24,1038,159,15.32,Strong Recovery,Moderate
JHANSI,MOTH,9360708404,PT DEEN DAYAL UPADDHYAY GOVT MODEL INTER COLLEGE KUMHRAR MOTH JHANSI,102,128,137,132,True,2022-23,102,30,29.41,Full Recovery,Strong
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,9061812309,GOVT. INTER COLLEGE MITTHE PUR KALAN,83,96,166,142,True,2022-23,83,59,71.08,Full Recovery,Strong
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,9061802809,PANDIT DEEN DAYAL UPADHYAY RAJIKYA INTER COLLEGE GAJSTHAL,211,246,281,258,True,2022-23,211,47,22.27,Full Recovery,Strong
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,9061910413,GOVT HIGH SCHOOL PATTI KHADAR,61,56,70,81,True,2023-24,56,25,44.64,Strong Recovery,Strong
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,9062407908,RAJKIYA H.S. ALLIPUR KHADAR,93,90,109,126,True,2023-24,90,36,40.0,Strong Recovery,Strong
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062108312,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BUDHANPUR,314,284,317,332,True,2023-24,284,48,16.9,Strong Recovery,Moderate
KANNAUJ,CHHIBRAMAU,9300401103,RAJKIYA H.S.S BHOJPUR NIGHOH CHHIBRAMAU,45,48,45,68,True,2022-23,45,23,51.11,Full Recovery,Strong
KANNAUJ,CHHIBRAMAU,9300411109,SMT. RAMABAI GOVT. GIRLS INTER COLLEGE,123,175,157,153,True,2022-23,123,30,24.39,Full Recovery,Strong
KANNAUJ,GUGRAPUR,9300900103,RAJKIYA H.S.S GUGRAPUR,122,119,129,136,True,2023-24,119,17,14.29,Strong Recovery,Moderate
KANNAUJ,HASERAN,9300600110,RAJKIYA H.S.S. JOGNIPUR HASERAN,21,15,16,24,True,2023-24,15,9,60.0,Strong Recovery,Strong
KANNAUJ,JALALABAD,9300704302,RAJKIYA H.S.S.BAISAWARI JALALABAD,32,30,50,91,True,2023-24,30,61,203.33,Strong Recovery,Strong
KANNAUJ,KANNAUJ,9300101406, ABHINAV VIDYALAYA,114,110,121,129,True,2023-24,110,19,17.27,Strong Recovery,Moderate
KANNAUJ,KANNAUJ,9300100204,RAJKIYA H.S.S. MURAIYA BUJURG KANNAUJ,42,24,31,42,True,2023-24,24,18,75.0,Strong Recovery,Strong
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,131,119,286,328,True,2023-24,119,209,175.63,Strong Recovery,Strong
KANNAUJ,UMARDA,9300200105,RAJKIYA H.S.S FULWARI UMARDA,23,35,29,23,True,2022-23,23,0,0.0,Full Recovery,No Recovery
KANPUR DEHAT,AMARAUDHA,9330210405,GOVT.GIRLS INTER COLLEGE PUKHRAYAN,596,672,648,661,True,2022-23,596,65,10.91,Full Recovery,Moderate
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,28,36,27,39,True,2024-25,27,12,44.44,Full Recovery,Strong
KANPUR DEHAT,JHINJHAK,9330405910,GOVT.H.S.SCHOOL MANGALPUR K.D.,109,103,104,132,True,2023-24,103,29,28.16,Strong Recovery,Strong
KANPUR DEHAT,MALASA,9330608004,GOVT.H.S.S. PULANDER,29,28,28,34,True,2023-24,28,6,21.43,Full Recovery,Strong
KANPUR DEHAT,MALASA,9330607106,GOVT.H.S.SCHOOL MALASA,43,42,67,59,True,2023-24,42,17,40.48,Full Recovery,Strong
KANPUR DEHAT,RAJPUR,9330809203,GOVT.H.S.JAISALPUR,34,37,36,53,True,2022-23,34,19,55.88,Full Recovery,Strong
KANPUR DEHAT,RAJPUR,9330808704,GOVT.HIGH SCHOOL BEHMAI,16,36,32,33,True,2022-23,16,17,106.25,Full Recovery,Strong
KANPUR DEHAT,RASULABAD,9330914307,GOVT.  HIGHER SECONDARY SCHOOLJOT,35,53,80,79,True,2022-23,35,44,125.71,Full Recovery,Strong
KANPUR DEHAT,SANDALPUR,9331104705,GOVT.H.S.SCHOOL PINDATHU K.D.,31,31,30,37,True,2024-25,30,7,23.33,Full Recovery,Strong
KANPUR NAGAR,BHITERGAON,9340800704,GOVT HIGH SCHOOL KORTHA,93,70,79,84,True,2023-24,70,14,20.0,Strong Recovery,Moderate
KANPUR NAGAR,BILHAUR,9340611801,RAJKIYA HIGH SCHOOL BIBPUR BILHAUR,143,104,125,162,True,2023-24,104,58,55.77,Strong Recovery,Strong
KANPUR NAGAR,PATARA,9341009102,GOVT HIGH SCHOOL KAKRAHIYA,100,94,100,101,True,2023-24,94,7,7.45,Strong Recovery,Weak
KANPUR NAGAR,PREMNAGAR,9341400144,GOVT. INTER COLLEGE,205,302,315,310,True,2022-23,205,105,51.22,Full Recovery,Strong
KANSHIRAM NAGAR,PATIYALI,9721009103,Govt. High School Bahora,82,80,98,110,True,2023-24,80,30,37.5,Strong Recovery,Strong
KANSHIRAM NAGAR,SORON,9721508305,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMBARPUR,232,261,281,237,True,2022-23,232,5,2.16,Full Recovery,Weak
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,110,136,116,140,True,2022-23,110,30,27.27,Full Recovery,Strong
KAUSHAMBI,MURATGANJ,9440602403,RAJKIYA HIGH SCHOOL PANSAUR MURATGANJ KAUSHAMBI,47,56,52,67,True,2022-23,47,20,42.55,Full Recovery,Strong
KAUSHAMBI,MURATGANJ,9440602503,RAJKIYA HIGH SCHOOL RASOOLPUR BADLEY,101,93,133,125,True,2023-24,93,32,34.41,Full Recovery,Strong
KAUSHAMBI,NEWADA,9440407004,RAJKIYA HIGH SCHOOL SHERGARH NEWADA KAUSHAMBI,34,30,35,43,True,2023-24,30,13,43.33,Strong Recovery,Strong
KAUSHAMBI,SARSAWAN,9440504913,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE PURAB SHARIRA,169,230,296,281,True,2022-23,169,112,66.27,Full Recovery,Strong
KAUSHAMBI,SARSAWAN,9440508204,RAJKIY HS MAHEWAGHAT,57,24,34,64,True,2023-24,24,40,166.67,Strong Recovery,Strong
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,19,18,27,29,True,2023-24,18,11,61.11,Strong Recovery,Strong
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,62,83,78,101,True,2022-23,62,39,62.9,Full Recovery,Strong
KHERI,BIJUA,9230111602,GOVT. H S MAJHAURA,73,61,75,84,True,2023-24,61,23,37.7,Strong Recovery,Strong
KHERI,DHAURAHARA,9230300103,GOVT.GIRLS INTER COLLEGE DHAURAHARA,680,611,737,710,True,2023-24,611,99,16.2,Full Recovery,Moderate
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,160,127,158,219,True,2023-24,127,92,72.44,Strong Recovery,Strong
KHERI,ISANAGAR,9230402403,GOVT.H.S. JETHARA,106,122,114,129,True,2022-23,106,23,21.7,Full Recovery,Strong
KHERI,ISANAGAR,9230409501,Govt. High School sarpatha,169,154,192,191,True,2023-24,154,37,24.03,Full Recovery,Strong
KHERI,KUMBHI-GOLA,9230509103,GOVT HS AHMAD NAGAR,228,112,173,197,True,2023-24,112,85,75.89,Strong Recovery,Strong
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,168,122,164,197,True,2023-24,122,75,61.48,Strong Recovery,Strong
KHERI,MOHAMMADI,9230701503,GOVT.H.S.JAITI,120,96,102,104,True,2023-24,96,8,8.33,Strong Recovery,Weak
KHERI,MOM,9231801503,GOVT GIRLS INTER COLLEGE MOHAMMADI KHERI,282,220,265,351,True,2023-24,220,131,59.55,Strong Recovery,Strong
KHERI,NIGHASAN,9230906809,GOVT.GIRL INTER COLLAGE NIGHASAN,453,468,493,489,True,2022-23,453,36,7.95,Full Recovery,Weak
KHERI,NIGHASAN,9230904815,Pt Deen Dayal upadhyayGovt model Inter college Ludhauri Nighsan,324,295,311,317,True,2023-24,295,22,7.46,Strong Recovery,Weak
KHERI,PALIYA,9231101303,GOVT. H.S. VISHEN PURI,134,118,127,186,True,2023-24,118,68,57.63,Strong Recovery,Strong
KHERI,PASGAWAN,9231408205,GOVT.H.S.UCHAULIYA,88,93,85,91,True,2024-25,85,6,7.06,Full Recovery,Weak
KHERI,PHOOL BEHAR,9231211202,GOVT HS HINDOLNA,167,167,188,179,True,2022-23,167,12,7.19,Full Recovery,Weak
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,142,151,100,179,True,2024-25,100,79,79.0,Full Recovery,Strong
KHERI,RAMIYA BEHAR,9231305506,GOVT HS TELIYAR,86,63,73,94,True,2023-24,63,31,49.21,Strong Recovery,Strong
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,119,152,141,222,True,2022-23,119,103,86.55,Full Recovery,Strong
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,52,41,64,87,True,2023-24,41,46,112.2,Strong Recovery,Strong
KUSHINAGAR,KHADDA,9590306304,RAJKIYA U.M.V. SARANG CHHAPARA,52,44,60,78,True,2023-24,44,34,77.27,Strong Recovery,Strong
KUSHINAGAR,NAURANGIYA,9591403311,PT DEENDAYAL UPADHYAY GOVT MODEL IC MANDAR VINDWALIYA,106,93,97,122,True,2023-24,93,29,31.18,Strong Recovery,Strong
KUSHINAGAR,PADARAUNA,9590104703,RAJKIYA U.M.V. MOTILALHA,62,41,90,112,True,2023-24,41,71,173.17,Strong Recovery,Strong
KUSHINAGAR,PADRAUNA (URBAN),9591501031,RAJKIYA BALIKA INTERMEDIATE COLLEGE PADRAUNA,227,213,230,258,True,2023-24,213,45,21.13,Strong Recovery,Strong
KUSHINAGAR,RAMKOLA,9590503505,RAJKIYA U.M.V. BARWA MAHADEVA,63,85,80,66,True,2022-23,63,3,4.76,Full Recovery,Weak
KUSHINAGAR,SEORAHI,9591104302,RAJKIYA K.U.M.V. SEORAHI,45,73,80,78,True,2022-23,45,33,73.33,Full Recovery,Strong
KUSHINAGAR,SEORAHI,9591108603,RAJKIYA U.M.V. JUNGALI PATTI,45,50,53,49,True,2022-23,45,4,8.89,Full Recovery,Weak
KUSHINAGAR,SEORAHI,9591103304,RAJKIYA U.M.V. SARYA KHURD,108,109,115,113,True,2022-23,108,5,4.63,Full Recovery,Weak
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,161,157,214,248,True,2023-24,157,91,57.96,Strong Recovery,Strong
LALITPUR,BAR,9370105203,GHS BANAUNI,92,128,123,98,True,2022-23,92,6,6.52,Full Recovery,Weak
LALITPUR,BIRDHA,9370206611,GHS KALYANPURA,224,268,301,261,True,2022-23,224,37,16.52,Full Recovery,Moderate
LALITPUR,BIRDHA,9370202803,GHS SINGAEPUR,44,41,49,69,True,2023-24,41,28,68.29,Strong Recovery,Strong
LALITPUR,JAKHORA,9370306103,GHS ANDHER,94,116,108,109,True,2022-23,94,15,15.96,Full Recovery,Moderate
LALITPUR,JAKHORA,9370304307,GHS THANWARA,69,68,82,85,True,2023-24,68,17,25.0,Strong Recovery,Strong
LALITPUR,JAKHORA,9370300110,GOVT. INTER COLLEGE JAKHAURA,2175,2118,2238,2199,True,2023-24,2118,81,3.82,Full Recovery,Weak
LALITPUR,MADAWRA,9370607804,GHS DHAURISAGAR,82,58,60,73,True,2023-24,58,15,25.86,Strong Recovery,Strong
LALITPUR,MADAWRA,9370602903,GHS DIDAUNIYA,153,141,162,175,True,2023-24,141,34,24.11,Strong Recovery,Strong
LALITPUR,MAHRONI,9370502103,GHS NAINWARA,66,50,57,63,True,2023-24,50,13,26.0,Strong Recovery,Strong
LUCKNOW,BAKSHI KA TALAB,9270802606,GOVERMENT GIRLS INTER COLLEGE  BEHTA BKT LUCKNOW,687,932,883,746,True,2022-23,687,59,8.59,Full Recovery,Weak
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,84,136,101,195,True,2022-23,84,111,132.14,Full Recovery,Strong
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,71,53,74,83,True,2023-24,53,30,56.6,Strong Recovery,Strong
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,139,113,155,186,True,2023-24,113,73,64.6,Strong Recovery,Strong
LUCKNOW,KAKORI,9270202505,GOVT. HIGH SCHOOL AMETHIYA SALEMPUR,175,136,148,158,True,2023-24,136,22,16.18,Strong Recovery,Moderate
LUCKNOW,KAKORI,9270203710,RAJKEEY BALIKA INTER COLLAGE SAROSA BHAROSA,531,602,588,597,True,2022-23,531,66,12.43,Full Recovery,Moderate
LUCKNOW,KAKORI,9270208004,RAJKIYA U.M.V. GOSHALALPUR,142,151,156,142,True,2022-23,142,0,0.0,Full Recovery,No Recovery
LUCKNOW,MAAL,9270407310,GOVT. HIGH SCHOOL SASPAN MALL,68,63,72,80,True,2023-24,63,17,26.98,Strong Recovery,Strong
LUCKNOW,MALIHABAD,9270304504,GOVT. HGIH SCHOOL JAURIYA MALIHABAD,79,78,83,90,True,2023-24,78,12,15.38,Strong Recovery,Moderate
LUCKNOW,MALIHABAD,9270308903,GOVT. HIGH SCHOOL SINDHARWA MALIHABAD,69,61,65,69,True,2023-24,61,8,13.11,Strong Recovery,Moderate
LUCKNOW,MALIHABAD,9270312711,RAJKIYA BALIKA INTER COLLEGE MALIHABAD,425,432,428,446,True,2022-23,425,21,4.94,Full Recovery,Weak
LUCKNOW,MOHAN LAL GANJ,9270508903,RAJKIYA HIGH SCHOOL PAREHTA,189,190,266,236,True,2022-23,189,47,24.87,Full Recovery,Strong
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270911872,RAJKIYA BALIKA INTER COLLEGE CHOTI JUBLEE,175,170,205,261,True,2023-24,170,91,53.53,Strong Recovery,Strong
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916504,RAJKIYA HUSAINABAD I.C. HUSAINABAD,425,444,542,472,True,2022-23,425,47,11.06,Full Recovery,Moderate
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916508,RAJKIYA KANYA I.C.NARHI,125,178,165,193,True,2022-23,125,68,54.4,Full Recovery,Strong
LUCKNOW,SAROJNI NAGAR,9270706003,GOVT. HIGH SCHOOL MAVAI SAROJNINAGAR,61,51,53,77,True,2023-24,51,26,50.98,Strong Recovery,Strong
LUCKNOW,SAROJNI NAGAR,9270705304,RAJKIYA VIDYALAYA HIGH SCHOOL KURAUNI,189,172,183,214,True,2023-24,172,42,24.42,Strong Recovery,Strong
LUCKNOW,SAROJNI NAGAR,9270708205,RAJKIYA VIDYALAYA HIGH SCHOOL SADRAUNA,106,56,138,166,True,2023-24,56,110,196.43,Strong Recovery,Strong
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,101,118,134,133,True,2022-23,101,32,31.68,Full Recovery,Strong
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,35,42,36,37,True,2022-23,35,2,5.71,Full Recovery,Weak
MAHARAJGANJ,GHUGHLI,9570200905,GOVT HS MEDNIPUR,82,84,108,99,True,2022-23,82,17,20.73,Full Recovery,Strong
MAHARAJGANJ,LAKSHMIPUR,9570804703,GOVT HS GOUHARPUR,73,85,82,82,True,2022-23,73,9,12.33,Full Recovery,Moderate
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,118,104,108,136,True,2023-24,104,32,30.77,Strong Recovery,Strong
MAHARAJGANJ,MITHOURA,9570101009,GOVT HS BASANTPUR KHURD,57,68,60,63,True,2022-23,57,6,10.53,Full Recovery,Moderate
MAHARAJGANJ,MITHOURA,9570106004,GOVT HS SINGHPUR,36,34,47,83,True,2023-24,34,49,144.12,Strong Recovery,Strong
MAHARAJGANJ,NICHLOUL,9570108809,GOVT HS AHIROULI,42,42,37,53,True,2024-25,37,16,43.24,Full Recovery,Strong
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,114,205,339,271,True,2022-23,114,157,137.72,Full Recovery,Strong
MAHARAJGANJ,PANIYARA,9570403908,GOVT HS BELTIKARA,43,39,59,61,True,2023-24,39,22,56.41,Strong Recovery,Strong
MAHARAJGANJ,PARTAWAL,9570500120,GOVT HS RAMPUR CHAKIYA,52,43,75,93,True,2023-24,43,50,116.28,Strong Recovery,Strong
MAHARAJGANJ,PARTAWAL,9570500119,GOVT HS SEMRA CHANDRAULI,63,57,72,68,True,2023-24,57,11,19.3,Full Recovery,Moderate
MAHARAJGANJ,PHARENDA,9571004607,GOVT GIRLS IC PHARENDA,963,1019,1097,1049,True,2022-23,963,86,8.93,Full Recovery,Weak
MAHOBA,CHARKHARI,9390104303,GOVT HIGH SCHOOL SHIVHAR,110,122,139,125,True,2022-23,110,15,13.64,Full Recovery,Moderate
MAHOBA,CHARKHARI,9390103212,GOVT. HIGH SCHOOL SOOPA,92,101,94,95,True,2022-23,92,3,3.26,Full Recovery,Weak
MAHOBA,JAITPUR,9390205602,GOVT HIGH SCHOOL MAJHGAWA KHURD,45,39,63,81,True,2023-24,39,42,107.69,Strong Recovery,Strong
MAHOBA,JAITPUR,9390212703,GOVT. HIGH SCHOOL MUHARI,13,31,30,25,True,2022-23,13,12,92.31,Full Recovery,Strong
MAHOBA,JAITPUR,9390200126,GOVT. INTER COLLEGE JAITPUR,388,393,384,434,True,2024-25,384,50,13.02,Full Recovery,Moderate
MAHOBA,KABRAI,9390302303,GOVT HIGH SCHOOL JYORAIYA,65,57,62,63,True,2023-24,57,6,10.53,Strong Recovery,Moderate
MAHOBA,KABRAI,9390304706,GOVT HIGH SCHOOL SINGHANPUR BAGHARAI,178,207,205,196,True,2022-23,178,18,10.11,Full Recovery,Moderate
MAHOBA,NAGAR PALIKA MAHOBA,9390500965,GOVT.INTER COLLEGE,893,837,880,916,True,2023-24,837,79,9.44,Strong Recovery,Weak
MAHOBA,PANWARI,9390408604,GOVT. HIGH SCHOOL DULARA,153,102,103,116,True,2023-24,102,14,13.73,Strong Recovery,Moderate
MAINPURI,BEWAR,9180505105,G.G.I.C MANPUR HARI,127,138,167,136,True,2022-23,127,9,7.09,Full Recovery,Weak
MAINPURI,JAGIR,9180703005,RAJKIYA HIGH SCHOOL RATANPUR BARA,52,11,39,69,True,2023-24,11,58,527.27,Strong Recovery,Strong
MAINPURI,KARHAL,9180803004,GOVT. HIGH SCHOOL NAKAU KARHAL MAINPURI,50,50,33,53,True,2024-25,33,20,60.61,Full Recovery,Strong
MAINPURI,KISHANI,9180618702,SWAMI SADANAND GOVT.GIRLS IC KISHNI,124,127,134,130,True,2022-23,124,6,4.84,Full Recovery,Weak
MAINPURI,KURAWALI,9180302903,G.I.C.H.S.ROSINGPUR,60,46,94,135,True,2023-24,46,89,193.48,Strong Recovery,Strong
MAINPURI,MAINPURI,9180106610,"G.G.I.C. RATHERA, MAINPURI",114,105,111,112,True,2023-24,105,7,6.67,Strong Recovery,Weak
MAINPURI,MAINPURI,9180100904,GOVERMENT H.S.S. DALIPPUR SATHINI,51,42,43,53,True,2023-24,42,11,26.19,Strong Recovery,Strong
MAINPURI,SULTANGANJ,9180400203,GOVT.HIGH SCHOOL LEHRA,56,41,64,80,True,2023-24,41,39,95.12,Strong Recovery,Strong
MATHURA,BALDEO,9141004321,GOVERMENT GIRLS INTER COLLEGE  BALDEO,58,69,64,73,True,2022-23,58,15,25.86,Full Recovery,Strong
MATHURA,CHAUMUHAN,9140503608,GOVT HIGH SCHOOL SENVA,37,34,54,66,True,2023-24,34,32,94.12,Strong Recovery,Strong
MATHURA,CHAUMUHAN,9140501103,GOVT HIGH SCHOOL SYARAHA,78,62,85,79,True,2023-24,62,17,27.42,Full Recovery,Strong
MATHURA,CHHATA,9140407405,GOVT HIGH SCHOOL TOOMAULA,44,46,51,48,True,2022-23,44,4,9.09,Full Recovery,Weak
MATHURA,FARAH,9140200114,GOVT  GIRLS  INTER COLLEGE  FARAH,831,858,933,848,True,2022-23,831,17,2.05,Full Recovery,Weak
MATHURA,GOVERDHAN,9140301609,GOVERNMENT GIRLS INTER COLLEGE ADING,323,345,341,379,True,2022-23,323,56,17.34,Full Recovery,Moderate
MATHURA,GOVERDHAN,9140303404,GOVT. HIGH SCHOOL BACHGAON,54,63,57,72,True,2022-23,54,18,33.33,Full Recovery,Strong
MATHURA,GOVERDHAN,9140303304,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE PADAL,75,68,91,102,True,2023-24,68,34,50.0,Strong Recovery,Strong
MATHURA,MANT,9140700311,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C KARAHARI MANT,144,131,159,152,True,2023-24,131,21,16.03,Full Recovery,Moderate
MATHURA,MANT,9140713301,RAJ.K.INT.COLL. SIRI.KI.NAGARIYA,37,31,42,46,True,2023-24,31,15,48.39,Strong Recovery,Strong
MATHURA,MANT,9140704602,govt high school nagala dani,48,34,51,69,True,2023-24,34,35,102.94,Strong Recovery,Strong
MATHURA,NANDGAON,9140604009,GOVT HIGH SCHOOL KOTVAN,68,64,74,72,True,2023-24,64,8,12.5,Full Recovery,Moderate
MATHURA,NOHJHEEL,9140905703,RAJKIYA H.S. PACHAHARA,42,39,66,68,True,2023-24,39,29,74.36,Strong Recovery,Strong
MAU,DOHRIGHAT,9620302805,GOVT HSS BELA KASAILA,21,9,41,37,True,2023-24,9,28,311.11,Full Recovery,Strong
MAU,DOHRIGHAT,9620305805,GOVT INTER COLLEGE BARHRAMPUR,34,29,31,47,True,2023-24,29,18,62.07,Strong Recovery,Strong
MAU,MOHAMMADABAD,9620204605,GOVT HSS BHOPATPUR SUTRAHI,48,53,51,57,True,2022-23,48,9,18.75,Full Recovery,Moderate
