District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Peak_Year,Peak_Value,Trough_Year,Trough_Value,Post_Peak_Loss_pct,Peak_Tag
RAE BARELI,SHIVGARH,9280500703,"G.G.HIGHER SECONDARY SCHOOL, OSAAH",215,211,201,170,2022-23,215,2025-26,170,120.93,Post Peak Severe
RAMPUR,BILASPUR,9050211003,GOVT HSS AHRO BILASHPUR,88,81,55,36,2022-23,88,2025-26,36,159.09,Post Peak Severe
RAMPUR,BILASPUR,9050200102,GOVT HSS GAJRAULA BILASPUR,102,84,112,92,2024-25,112,2023-24,84,117.86,Recently Peaked
RAMPUR,BILASPUR,9050233005,GOVT IC ASHOK NAGAR,368,312,280,269,2022-23,368,2025-26,269,126.9,Post Peak Severe
RAMPUR,BILASPUR,9050211715,GOVT IC BILASPUR,41,74,112,96,2024-25,112,2022-23,41,114.29,Recently Peaked
RAMPUR,BILASPUR,9050211713,GOVT IC KEMRI,684,693,628,512,2023-24,693,2025-26,512,126.12,Post Peak Severe
RAMPUR,BILASPUR,9050209107,"GOVT INTER COLLEGE MANUNAGAR, BILASPUR",56,53,52,45,2022-23,56,2025-26,45,119.64,Post Peak Severe
RAMPUR,CHAMRAUVA,9050402710,GOVT HSS CHAMRAUVA,57,65,109,141,2025-26,141,2022-23,57,0.0,Peak Now
RAMPUR,CHAMRAUVA,9050410802,"GOVT INTER COLLEGE, MANKARA, BLOCK CHAMRAUVA SADAR RAMPUR",137,288,390,439,2025-26,439,2022-23,137,0.0,Peak Now
RAMPUR,CHAMRAUVA,9050402603,GOVT. H.S.S. NAUGAVAN,152,129,116,149,2022-23,152,2024-25,116,101.97,Recovering
RAMPUR,CHAMRAUVA,9050409918,PT.DEEN DYAL UPADHYAY GOVT. MODEL IC KAKRAUVA,577,461,566,675,2025-26,675,2023-24,461,0.0,Peak Now
RAMPUR,MILAK,9050514917,"GOVT INTER COLLEGE, DHAMAURA, MILAK",1235,1130,1069,1067,2022-23,1235,2025-26,1067,113.6,Post Peak Severe
RAMPUR,SAID NAGAR,9050609304,GOVT HIGH SCHOOL KHANDIA,80,71,70,89,2025-26,89,2024-25,70,0.0,Peak Now
RAMPUR,SAID NAGAR,9050613601,GOVT INTER COLLEGE MOHAMMADPUR SHUMALI,14,23,71,109,2025-26,109,2022-23,14,0.0,Peak Now
RAMPUR,SAID NAGAR,9050630801,GOVT. I  SAIJANI NANKAR,406,485,549,592,2025-26,592,2022-23,406,0.0,Peak Now
RAMPUR,SAID NAGAR,9050630901,GOVT. I C KASHIPUR,156,211,179,174,2023-24,211,2022-23,156,117.54,Post Peak Severe
RAMPUR,SAID NAGAR,9050619004,GOVT. INTER COLLEGE MANAKPUR BANJARIYA,624,729,912,1157,2025-26,1157,2022-23,624,0.0,Peak Now
RAMPUR,SHAHBAD,9050123004,GOVT GIRLS INTER COLLEGE PATWAI,970,930,862,821,2022-23,970,2025-26,821,115.36,Post Peak Severe
RAMPUR,SHAHBAD,9050125506,GOVT GIRLS INTER COLLEGE SHAHBAD,1088,1093,1141,1129,2024-25,1141,2022-23,1088,101.05,Recently Peaked
RAMPUR,SHAHBAD,9050111403,GOVT HSS SHAHPUR DEV,49,53,72,81,2025-26,81,2022-23,49,0.0,Peak Now
RAMPUR,SHAHBAD,9050123005,GOVT INTER COLLEGE PATWAI,416,452,448,407,2023-24,452,2025-26,407,109.96,Post Peak Severe
RAMPUR,SHAHBAD,9050100703,GOVT INTER COLLEGE SHAHABAD,131,294,372,506,2025-26,506,2022-23,131,0.0,Peak Now
RAMPUR,SHAHBAD,9050125507,GOVT INTER COLLEGE SHAHBAD,1710,1680,1407,1337,2022-23,1710,2025-26,1337,121.81,Post Peak Severe
RAMPUR,SHAHBAD,9050122704,GOVT. I C REBDI KALAN,603,692,634,539,2023-24,692,2025-26,539,122.11,Post Peak Severe
RAMPUR,SUAR,9050302603,GOVT GIRLS I C NARPAT NAGAR,347,453,475,459,2024-25,475,2022-23,347,103.37,Recently Peaked
RAMPUR,SUAR,9050315823,GOVT GIRLS I C SUAR,650,600,505,509,2022-23,650,2024-25,505,121.69,Recovering
RAMPUR,SUAR,9050308404,GOVT HSS DHANUPURA,112,112,129,123,2024-25,129,2022-23,112,104.65,Recently Peaked
RAMPUR,SUAR,9050317018,GOVT HSS RAZA NAGAR,103,92,119,127,2025-26,127,2023-24,92,0.0,Peak Now
RAMPUR,SUAR,9050315824,GOVT INTER COLLEGE SWAR,312,293,281,374,2025-26,374,2024-25,281,0.0,Peak Now
RAMPUR,SUAR,9050316212,GOVT INTER COLLEGE TANDA,832,881,904,933,2025-26,933,2022-23,832,0.0,Peak Now
RAMPUR,SUAR,9050305311,"GOVT INTER COLLEGE, TANDA BADLI, TANDA",377,389,287,294,2023-24,389,2024-25,287,124.42,Recovering
RAMPUR,TOWN AREA RAMPUR,9050702225,GOVT BAQAR IC RAMPUR,468,526,512,527,2025-26,527,2022-23,468,0.0,Peak Now
RAMPUR,TOWN AREA RAMPUR,9050705613,GOVT GIRLS IC QILA RAMPUR,670,637,467,302,2022-23,670,2025-26,302,154.93,Post Peak Severe
RAMPUR,TOWN AREA RAMPUR,9050704510,GOVT HAMID IC RAMPUR,121,129,96,97,2023-24,129,2024-25,96,124.81,Recovering
RAMPUR,TOWN AREA RAMPUR,9050721403,"GOVT INTER COLLEGE, PAHADI GATE, RAMPUR",257,261,286,261,2024-25,286,2022-23,257,108.74,Recently Peaked
RAMPUR,TOWN AREA RAMPUR,9050701903,GOVT KHURSHEED GIRLS IC RAM PUR,859,726,994,1108,2025-26,1108,2023-24,726,0.0,Peak Now
RAMPUR,TOWN AREA RAMPUR,9050702906,GOVT MURTAZA INTER COLL RAMPUR,305,309,347,333,2024-25,347,2022-23,305,104.03,Recently Peaked
RAMPUR,TOWN AREA RAMPUR,9050703909,GOVT ORIENTAL COLLEGE RAMPUR,1,1,8,6,2024-25,8,2022-23,1,125.0,Recently Peaked
RAMPUR,TOWN AREA RAMPUR,9050703906,GOVT RAZA IC RAM PUR,349,262,267,301,2022-23,349,2023-24,262,113.75,Recovering
RAMPUR,TOWN AREA RAMPUR,9050700515,GOVT ZULFEQAR  IC RAMPUR,388,377,348,316,2022-23,388,2025-26,316,118.56,Post Peak Severe
RAMPUR,TOWN AREA RAMPUR,9050700514,GOVT ZULFEQAR GIRL IC RAM PUR,438,509,462,397,2023-24,509,2025-26,397,122.0,Post Peak Severe
SAHARANPUR,BALIA KHEDI,9010800104,GOVT. HIGH SCHOOL PUNDAIN,47,39,44,51,2025-26,51,2023-24,39,0.0,Peak Now
SAHARANPUR,BALIA KHEDI,9010802912,RAJKIYA HIGH SCHOOL SABDALPUR,115,105,69,62,2022-23,115,2025-26,62,146.09,Post Peak Severe
SAHARANPUR,BALIA KHEDI,9010805402,RAMABAI RAJKIYA KANYA VIDHALAY,315,314,312,275,2022-23,315,2025-26,275,112.7,Post Peak Severe
SAHARANPUR,DEOBAND,9010504805,GOVT. HIGH SCHOOL JAHKWALA,68,62,53,83,2025-26,83,2024-25,53,0.0,Peak Now
SAHARANPUR,DEOBAND,9010502204,GOVT. HIGH SCHOOL UNCHAGAON,33,29,33,40,2025-26,40,2023-24,29,0.0,Peak Now
SAHARANPUR,DEOBAND,9010505604,GOVT. INTER COLLEGE TAYYABPUR TAPPALALU PHULAS AKBARPUR,139,144,123,142,2023-24,144,2024-25,123,101.39,Recovering
SAHARANPUR,DEOBAND,9010506007,GOVT.HIGH SCHOOL DIVALHEDI,48,34,23,36,2022-23,48,2024-25,23,125.0,Recovering
SAHARANPUR,DEOBAND,9010505706,RAJKIYE INTER COLLEGE SANPALA BAKKAL,16,43,53,34,2024-25,53,2022-23,16,135.85,Recently Peaked
SAHARANPUR,GANGOH,9010301503,GOVT INTER COLLEGE JHADVAN ,160,166,141,155,2023-24,166,2024-25,141,106.63,Recovering
SAHARANPUR,GANGOH,9010305905,GOVT. HIGH SCHOOL,67,54,57,51,2022-23,67,2025-26,51,123.88,Post Peak Severe
SAHARANPUR,GANGOH,9010310203,GOVT. HIGH SCHOOL CHAUPURA,37,36,40,54,2025-26,54,2023-24,36,0.0,Peak Now
SAHARANPUR,GANGOH,9010302208,GOVT. HIGH SCHOOL LAKHNOTI,80,84,81,97,2025-26,97,2022-23,80,0.0,Peak Now
SAHARANPUR,GANGOH,9010306705,PtDDUGICDhayakiGangoh,103,112,124,120,2024-25,124,2022-23,103,103.23,Recently Peaked
SAHARANPUR,MUZAFFARABAD,9011208803,GOVT. HIGH SCHOOL BHAGUWALA,84,80,76,81,2022-23,84,2024-25,76,103.57,Recovering
SAHARANPUR,MUZAFFARABAD,9011213906,GOVT. HIGH SCHOOL PATHLOKAR,30,29,57,83,2025-26,83,2023-24,29,0.0,Peak Now
SAHARANPUR,MUZAFFARABAD,9011202905,Govt. High School BADHERI GHOGHU,119,112,117,132,2025-26,132,2023-24,112,0.0,Peak Now
SAHARANPUR,MUZAFFARABAD,9011214506,RAJKIY HIGH SCHOOL,109,103,106,96,2022-23,109,2025-26,96,111.93,Post Peak Severe
SAHARANPUR,MUZAFFARABAD,9011212104,RAJKIYA HIGH SCHOOL TOTA TANDA,231,205,213,236,2025-26,236,2023-24,205,0.0,Peak Now
SAHARANPUR,MUZAFFARABAD,9011209303,SAMAJWADI  ABHINAV VIDYALYA KALUWAL,82,97,109,95,2024-25,109,2022-23,82,112.84,Recently Peaked
SAHARANPUR,NAGAL,9011101207,GOVT. HIGH SCHOOL KPOORI GOVINDPUR,121,101,105,104,2022-23,121,2023-24,101,114.05,Post Peak Severe
SAHARANPUR,NAGAL,9011103706,GOVT. HIGH SCHOOL KUTUBPUR LABDOLA,96,82,102,132,2025-26,132,2023-24,82,0.0,Peak Now
SAHARANPUR,NAGAL,9011106403,GOVT. HIGH SCHOOL SHIVPUR,31,35,28,35,2023-24,35,2024-25,28,100.0,V Shape
SAHARANPUR,NAGAL,9011101410,RAJKIYE INTER COLLEGE BANHERA KHAS,67,132,183,125,2024-25,183,2022-23,67,131.69,Recently Peaked
SAHARANPUR,NAKUR,9010106501,GOVT. GIRL INTER COLLEGE NICHI NAKUR,79,104,111,113,2025-26,113,2022-23,79,0.0,Peak Now
SAHARANPUR,NAKUR,9010102805,GOVT. HIGH SCHOOL BADHI,118,108,122,123,2025-26,123,2023-24,108,0.0,Peak Now
SAHARANPUR,NAKUR,9010109005,GOVT. HIGH SCHOOL MACHCHARHERI,64,71,85,73,2024-25,85,2022-23,64,114.12,Recently Peaked
SAHARANPUR,NAKUR,9010103304,GOVT. HIGH SCHOOL RANIPUR BARSI,38,44,53,46,2024-25,53,2022-23,38,113.21,Recently Peaked
SAHARANPUR,NAKUR,9010106116,GOVT. HIGH SCHOOL TABER,65,50,61,76,2025-26,76,2023-24,50,0.0,Peak Now
SAHARANPUR,NAKUR,9010105208,GOVT. INTER COLLEGE KAPURI,205,183,170,157,2022-23,205,2025-26,157,123.41,Post Peak Severe
SAHARANPUR,NAKUR,9010106752,LALA INDARSEN GOVT GIRLS INTER COLLEGE,202,200,191,166,2022-23,202,2025-26,166,117.82,Post Peak Severe
SAHARANPUR,NAKUR,9010106026,SH.DEVENDRA KUMAR GOVT GIRLS INTER COLLEGE,356,345,353,374,2025-26,374,2023-24,345,0.0,Peak Now
SAHARANPUR,NANAUTA,9010906011,GOVT. GIRLS INTER COLLEGE TIKRAUL,284,327,341,345,2025-26,345,2022-23,284,0.0,Peak Now
SAHARANPUR,NANAUTA,9010902802,GOVT. HIGH SHCOOL BHAWASI RAIPUR,60,57,69,54,2024-25,69,2025-26,54,121.74,Recently Peaked
SAHARANPUR,NANAUTA,9010904804,RAJKIYA  HIGH SCHOOL KUWA KHERA,86,79,101,122,2025-26,122,2023-24,79,0.0,Peak Now
SAHARANPUR,NANAUTA,9010900806,RAJKIYA HAIGH SCHOOL ABHA NANAUTA,75,89,92,86,2024-25,92,2022-23,75,106.52,Recently Peaked
SAHARANPUR,PUNWARKA,9011007604,"GOVT HIGH SCHOOL CHANDPUR, SRE",34,31,30,25,2022-23,34,2025-26,25,126.47,Post Peak Severe
SAHARANPUR,PUNWARKA,9011001825,GOVT INTER COLLEGE KAILASHPUR,255,371,400,420,2025-26,420,2022-23,255,0.0,Peak Now
SAHARANPUR,PUNWARKA,9011005113,GOVT. HIGH SCHOOL SADAK DUDLEE,102,101,116,125,2025-26,125,2023-24,101,0.0,Peak Now
SAHARANPUR,PUNWARKA,9011001203,GOVT. HIGH SCHOOL SONA,101,100,110,123,2025-26,123,2023-24,100,0.0,Peak Now
SAHARANPUR,PUNWARKA,9011009401,PDDUGICCHAURADEV,240,261,292,273,2024-25,292,2022-23,240,106.51,Recently Peaked
SAHARANPUR,PUNWARKA,9011002605,RAJKIY KANYA INTER COLLEGE,611,628,700,710,2025-26,710,2022-23,611,0.0,Peak Now
SAHARANPUR,PUNWARKA,9011010911,RAJKIYE HIGH SCHOOL,195,180,192,179,2022-23,195,2025-26,179,108.21,Post Peak Severe
SAHARANPUR,PUNWARKA,9011010719,RAJKIYE KANYA INTER COLLEGE.GAGALHEDI,599,540,568,585,2022-23,599,2023-24,540,102.34,Recovering
SAHARANPUR,RAMPUR MANIHARAN,9010205108,GOVT. HIGH SHCOOL SADHOLI HARIA,120,138,131,131,2023-24,138,2022-23,120,105.07,Post Peak Severe
SAHARANPUR,RAMPUR MANIHARAN,9010201511,RAJKIYA KANYA HIGH SCHOOL,116,94,100,111,2022-23,116,2023-24,94,104.31,Recovering
SAHARANPUR,SADHOLI KADIM,9010404507,GOVT INTER COLLEGE DABKAURA,110,193,169,182,2023-24,193,2022-23,110,105.7,Recovering
SAHARANPUR,SADHOLI KADIM,9010406103,GOVT INTER COLLEGE HABIBPUR TAPOVAN,69,84,75,94,2025-26,94,2022-23,69,0.0,Peak Now
SAHARANPUR,SADHOLI KADIM,9010408003,GOVT. HIGH SCHOOL,148,133,109,118,2022-23,148,2024-25,109,120.27,Recovering
SAHARANPUR,SADHOLI KADIM,9010401006,GOVT. HIGH SCHOOL KHERI MADHTI,113,100,153,169,2025-26,169,2023-24,100,0.0,Peak Now
SAHARANPUR,SADHOLI KADIM,9010409003,PDDUGICNAUGAVAN,23,16,14,24,2025-26,24,2024-25,14,0.0,Peak Now
SAHARANPUR,SARSAVA,9010710108,GOVT. HIGH SCHOOL BUDDA KHEDA,92,105,102,109,2025-26,109,2022-23,92,0.0,Peak Now
SAHARANPUR,SARSAVA,9010702506,GOVT. HIGH SCHOOL DAULATPUR,32,32,41,43,2025-26,43,2022-23,32,0.0,Peak Now
SAHARANPUR,SARSAVA,9010710801,GOVT. INTER COLLEGE GHUMTI,499,544,533,496,2023-24,544,2025-26,496,108.82,Post Peak Severe
SAHARANPUR,SARSAVA,9010703103,RAJKIYA INTER COLLEGE PANCHKUAN,297,304,330,342,2025-26,342,2022-23,297,0.0,Peak Now
SAHARANPUR,T.A. DEOBAND,9011400504,GOVT.KANYA INTER COLLEGE DEOBAND,560,570,607,597,2024-25,607,2022-23,560,101.65,Recently Peaked
SAHARANPUR,T.A. SAHAHRANPUR,9010610303,GOVT. INTER COLLEGE KAMELA ROAD,150,223,288,354,2025-26,354,2022-23,150,0.0,Peak Now
SAHARANPUR,T.A. SAHAHRANPUR,9010602509,GOVT.BOYS INTER COLLEGE,422,395,484,497,2025-26,497,2023-24,395,0.0,Peak Now
SAHARANPUR,T.A. SAHAHRANPUR,9010605703,GOVT.KANYA HYRE SECONDARY SCHOOL,510,491,521,571,2025-26,571,2023-24,491,0.0,Peak Now
SAMBHAL (BHIM NAGAR),ASMOLI,9680107105,GOVT.HIGHER SEC.SCHOOL HARTHALA,161,123,130,140,2022-23,161,2023-24,123,113.04,Recovering
SAMBHAL (BHIM NAGAR),ASMOLI,9680102306,GOVT.HIGHER SECONDARY SCHOOL MADALA FATEHPUR,67,67,52,54,2022-23,67,2024-25,52,119.4,Recovering
SAMBHAL (BHIM NAGAR),BANIYAKHERA,9680516204,GOVERNMENT HIGHER SECONDARY SCHOOL,138,142,147,153,2025-26,153,2022-23,138,0.0,Peak Now
SAMBHAL (BHIM NAGAR),BANIYAKHERA,9680507903,GOVERNMNET HIGHER SECONDARY SCHOOL,140,139,142,116,2024-25,142,2025-26,116,118.31,Recently Peaked
SAMBHAL (BHIM NAGAR),BEHJOI,9680409002,GOVT.HIGHER SECONDARY SCHOOL LEHRAWAN,1058,1032,1055,1055,2022-23,1058,2023-24,1032,100.28,Post Peak Severe
SAMBHAL (BHIM NAGAR),BEHJOI,9680410105,Pt deendayal govt ic rajpur,279,358,385,405,2025-26,405,2022-23,279,0.0,Peak Now
SAMBHAL (BHIM NAGAR),JUNAVAI,9680700305,Pt deendayal govt ic nadrauli,215,224,265,272,2025-26,272,2022-23,215,0.0,Peak Now
SAMBHAL (BHIM NAGAR),PAWANSA,9681000106,GOVERNMENT INTER COLLEGE,45,58,95,129,2025-26,129,2022-23,45,0.0,Peak Now
SAMBHAL (BHIM NAGAR),SAMBHAL,9681110418,GOVERNMENT KANYA INTER COLLEGE,338,375,397,403,2025-26,403,2022-23,338,0.0,Peak Now
SAMBHAL (BHIM NAGAR),SAMBHAL,9681112903,GOVT INTER COLLEGE DHIMARKHEDI,269,353,412,430,2025-26,430,2022-23,269,0.0,Peak Now
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,9681300307,GOVERNMENT GIRLS INTER COLLEGE,869,905,929,888,2024-25,929,2022-23,869,104.41,Recently Peaked
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,9681303933,GOVERNMENT INTER COLLEGE TAKHTGOSAI,33,38,32,57,2025-26,57,2024-25,32,0.0,Peak Now
SANT KABIR NAGAR,BAGHAULI,9561613001,GOVT. INTER COLLEGE BANAULI SANT KABIR NAGAR,106,230,298,339,2025-26,339,2022-23,106,0.0,Peak Now
SANT KABIR NAGAR,BAGHAULI,9561602803,GOVT.HIGH SCHOOL BHAGWANPUR,33,36,46,45,2024-25,46,2022-23,33,102.17,Recently Peaked
SANT KABIR NAGAR,BAGHAULI,9561606805,GOVT.HIGH SCHOOL JAMDEEH,36,30,74,103,2025-26,103,2023-24,30,0.0,Peak Now
SANT KABIR NAGAR,BAGHAULI,9561605209,GOVT.KANYA UMV BAGHAULI,125,122,137,132,2024-25,137,2023-24,122,103.65,Recently Peaked
SANT KABIR NAGAR,BELHAR KALA,9562103203,G.U.M.V. SHIYA KATAI,160,136,159,151,2022-23,160,2023-24,136,105.62,Post Peak Severe
SANT KABIR NAGAR,HAINSAR BAZAR,9561915401,GOVT. HIGH SCHOOL RAMJANGALA,144,157,191,240,2025-26,240,2022-23,144,0.0,Peak Now
SANT KABIR NAGAR,HAINSAR BAZAR,9561907604,GOVT. UMV BABHANAULI,135,110,116,111,2022-23,135,2023-24,110,117.78,Post Peak Severe
SANT KABIR NAGAR,KHALILABAD,9561500506,GOVT. GIRLS INTET COLLEGE KHALILABAD,1210,1230,1178,1235,2025-26,1235,2024-25,1178,0.0,Peak Now
SANT KABIR NAGAR,KHALILABAD,9561502903,GOVT. UMV GIRDHARPUR,116,117,119,108,2024-25,119,2025-26,108,109.24,Recently Peaked
SANT KABIR NAGAR,KHALILABAD,9561517502,GOVT. UMVIDYALAY DHAURAHARA,65,54,64,74,2025-26,74,2023-24,54,0.0,Peak Now
SANT KABIR NAGAR,NATHNAGAR,9562007409,GOVT. UMV MAHULI,38,39,49,68,2025-26,68,2022-23,38,0.0,Peak Now
SANT KABIR NAGAR,PAULI,9561014503,GOVT. UMV GOVINDGUNJ,312,301,285,254,2022-23,312,2025-26,254,118.59,Post Peak Severe
SANT KABIR NAGAR,SEMARINYAVA,9561701709,GOVT. HIGH SCHOOL SALEHPUR,81,56,59,69,2022-23,81,2023-24,56,114.81,Recovering
SANT KABIR NAGAR,SEMARINYAVA,9561702605,GOVT. HIGH SCHOOL UMILA,121,110,114,89,2022-23,121,2025-26,89,126.45,Post Peak Severe
SANT KABIR NAGAR,SEMARINYAVA,9561704403,GOVT.UMVIDYALAY KARMAKHAN,80,86,80,67,2023-24,86,2025-26,67,122.09,Post Peak Severe
SHAHJAHANPUR,BANDA,9220610103,G.H.S CHILHAUTA BANDA,59,32,26,29,2022-23,59,2024-25,26,150.85,Recovering
SHAHJAHANPUR,BANDA,9220603308,G.H.S. RARUA,65,58,55,63,2022-23,65,2024-25,55,103.08,Recovering
SHAHJAHANPUR,BANDA,9220607703,G.H.S. SINGHAPUR PANAI,76,94,80,79,2023-24,94,2022-23,76,115.96,Post Peak Severe
SHAHJAHANPUR,BANDA,9220612305,RAJKIYE U. M. VIDHYALAY DHAKA GHANSHYAM,224,209,175,181,2022-23,224,2024-25,175,119.2,Recovering
SHAHJAHANPUR,BANDA,9220603906,RAJKIYE UCHCHTAR MADHYMIK VIDHYALAY NAVICHI,109,112,122,133,2025-26,133,2022-23,109,0.0,Peak Now
SHAHJAHANPUR,BHAWALKHERA,9221305202,G.H.S. DINGURPUR,67,52,34,51,2022-23,67,2024-25,34,123.88,Recovering
SHAHJAHANPUR,BHAWALKHERA,9221306403,GOVT. INTER COLLAGE,319,367,336,415,2025-26,415,2022-23,319,0.0,Peak Now
SHAHJAHANPUR,BHAWALKHERA,9221312604,RAJKIYE UCHTAR M.S. SARSAWAN,195,191,198,192,2024-25,198,2023-24,191,103.03,Recently Peaked
SHAHJAHANPUR,DADRAUL,9220101206,G.H.S. DHANAURA,78,65,68,66,2022-23,78,2023-24,65,115.38,Post Peak Severe
SHAHJAHANPUR,DADRAUL,9220108303,G.H.S. KAPER KATKA,42,29,57,83,2025-26,83,2023-24,29,0.0,Peak Now
SHAHJAHANPUR,DADRAUL,9220100505,GOV. HSS PIPROULA SHAHJAHANPUR,243,262,277,283,2025-26,283,2022-23,243,0.0,Peak Now
SHAHJAHANPUR,DADRAUL,9220108903,Government Higher Secondary School,105,120,114,119,2023-24,120,2022-23,105,100.83,Recovering
SHAHJAHANPUR,DADRAUL,9220102901,RAJKIYA INTER COLLEGE,1156,1134,1115,1099,2022-23,1156,2025-26,1099,104.93,Post Peak Severe
SHAHJAHANPUR,DADRAUL,9220102808,RAJKIYA INTER COLLEGE TIKRI,175,211,280,400,2025-26,400,2022-23,175,0.0,Peak Now
SHAHJAHANPUR,DADRAUL,9220105810,RAJKIYE U.M. VIDHAYALA SHAHBAZNAGAR,95,90,106,98,2024-25,106,2023-24,90,107.55,Recently Peaked
SHAHJAHANPUR,JAITIPUR,9220202705,G.H.S. BARI PRASIDDHAPUR,37,36,36,44,2025-26,44,2023-24,36,0.0,Peak Now
SHAHJAHANPUR,JAITIPUR,9220203605,RAJKIYE U.M. VIDHAYALAY SHANKAR PITRAI JAITUPUR,63,58,63,67,2025-26,67,2023-24,58,0.0,Peak Now
SHAHJAHANPUR,JALALABAD,9220307603,G.H.S. CHAURASI,60,53,35,34,2022-23,60,2025-26,34,143.33,Post Peak Severe
SHAHJAHANPUR,JALALABAD,9220309803,RAJKIYE UCHTAR M.V. KAKRALA,194,113,124,120,2022-23,194,2023-24,113,138.14,Post Peak Severe
SHAHJAHANPUR,JALALABAD,9220304005,RAJKIYE UCHTAR M.V. KHANDHAR,92,100,166,211,2025-26,211,2022-23,92,0.0,Peak Now
SHAHJAHANPUR,KALAN,9221002405,G.H.S.BARA KALAN,80,62,69,83,2025-26,83,2023-24,62,0.0,Peak Now
SHAHJAHANPUR,KALAN,9221002502,G.H.S.HATHINI NAGARIYA,17,12,17,34,2025-26,34,2023-24,12,0.0,Peak Now
SHAHJAHANPUR,KALAN,9221003412,GOVT. INTER COLLEGE,960,997,877,871,2023-24,997,2025-26,871,112.64,Post Peak Severe
SHAHJAHANPUR,KALAN,9221004402,RAJKIYA INTER COLLEGE SANGERI,120,155,266,335,2025-26,335,2022-23,120,0.0,Peak Now
SHAHJAHANPUR,KANTH,9221117203,G.H.S.  CHAUHANPUR,65,72,78,105,2025-26,105,2022-23,65,0.0,Peak Now
SHAHJAHANPUR,KANTH,9221109302,G.H.S. NAWADA RUDRAPUR,107,103,89,108,2025-26,108,2024-25,89,0.0,Peak Now
SHAHJAHANPUR,KANTH,9221101223,GOVT. INTER COLLEGE,1910,1787,1896,2175,2025-26,2175,2023-24,1787,0.0,Peak Now
SHAHJAHANPUR,KANTH,9221117403,RAJKIYE U. M. VIDHAYLAY PADAINCHA KANTH SHAHJAHANPUR,391,345,286,311,2022-23,391,2024-25,286,120.46,Recovering
SHAHJAHANPUR,KANTH,9221103207,RAJKIYE UCHCHYTER MADHYMIK VIDHAYLAY JAMUNI DAULAT PUR,135,142,160,174,2025-26,174,2022-23,135,0.0,Peak Now
SHAHJAHANPUR,KATRA KHUDAGANJ,9220904102,G.H.S. NAUSNA,55,44,58,55,2024-25,58,2023-24,44,105.17,Recently Peaked
SHAHJAHANPUR,KATRA KHUDAGANJ,9220910902,RAJKIYE INTER COLLEGE KHERA NAWADA KATRA,202,253,289,302,2025-26,302,2022-23,202,0.0,Peak Now
SHAHJAHANPUR,KHUTAR,9220706503,RAJKIYE HIGH SCHOOL CHANDPUR KHUTAR SHAHJAHANPUR,166,143,151,149,2022-23,166,2023-24,143,110.24,Post Peak Severe
SHAHJAHANPUR,KHUTAR,9220701807,RAJKIYE UCHTAR MADMAMIK MALIKA,119,124,134,144,2025-26,144,2022-23,119,0.0,Peak Now
SHAHJAHANPUR,MADNAPUR,9221701903,RAJKIYA UCHCHTAR MADHYAMIK VID KUDAIYA MADNAPUR SPN,84,82,75,95,2025-26,95,2024-25,75,0.0,Peak Now
SHAHJAHANPUR,MADNAPUR,9221713304,RAJKIYA UMV BARUA MADNAPUR SPN,232,201,206,237,2025-26,237,2023-24,201,0.0,Peak Now
SHAHJAHANPUR,MIRJAPUR,9221209803,G.H.S. CHITRAU,47,52,58,55,2024-25,58,2022-23,47,105.17,Recently Peaked
SHAHJAHANPUR,MIRJAPUR,9221208002,RAJKIYE UCHTAR M.V. SADIKPUR,75,72,83,91,2025-26,91,2023-24,72,0.0,Peak Now
SHAHJAHANPUR,NIGOHI,9220402903,G.H.S. PARSAUNA KHALILPUR,59,39,46,75,2025-26,75,2023-24,39,0.0,Peak Now
SHAHJAHANPUR,NIGOHI,9220401603,RAJKIYE U.M. VIDHALYA BARILAL PUR SHAHJAHNAPUR,68,54,42,60,2022-23,68,2024-25,42,111.76,Recovering
SHAHJAHANPUR,PUWAYA,9221401606,G.H.S. JUJHARPUR,65,62,79,81,2025-26,81,2023-24,62,0.0,Peak Now
SHAHJAHANPUR,PUWAYA,9221406910,G.H.S. NAHIL,121,129,117,138,2025-26,138,2024-25,117,0.0,Peak Now
SHAHJAHANPUR,PUWAYA,9221405543,GOVT. GIRLS INTER COLLEGE,618,663,676,702,2025-26,702,2022-23,618,0.0,Peak Now
SHAHJAHANPUR,PUWAYA,9221413501,RAJKIYE U.M.V.BITAUNI SHAHJAHANPUR,67,63,62,71,2025-26,71,2024-25,62,0.0,Peak Now
SHAHJAHANPUR,SINDHAULI,9220500608,G.H.S. SINDHAULI,334,286,228,286,2022-23,334,2024-25,228,114.37,Recovering
SHAHJAHANPUR,SINDHAULI,9220505207,Pandit Deen Dayal Upadhyay Rajkiya Model Inter College,541,553,647,810,2025-26,810,2022-23,541,0.0,Peak Now
SHAHJAHANPUR,SINDHAULI,9220505205,RAJKIYE UMV BILANDPUR GADDIPUR,122,119,116,108,2022-23,122,2025-26,108,111.48,Post Peak Severe
SHAHJAHANPUR,T.A.SHAHJAHANPUR,9221507402,G.G.I.C.,1568,1637,1568,1506,2023-24,1637,2025-26,1506,108.0,Post Peak Severe
