District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Min_Class,Max_Class,Avg_Class_Size,Imbalance_Ratio,Under_Enrolled_Classes,Overcrowded_Classes,Dominant_Class,Class_Strength_Tag
HARDOI,SANDI,9251301905,RAJKIYA SANGAICHAMAU SANDI HARDOI,0,45,43,0,0,88,0,45,17.6,45000.0,3,0,Class 9,Ghost Classes
HARDOI,SANDILA,9250505905,GOVT. U.M.V. JAMU,0,88,80,0,0,168,0,88,33.6,88000.0,3,2,Class 9,Ghost Classes
HARDOI,SHAHABAD,9251105305,GOVT. H.S.S. AGAMPUR SHAHABAD,0,66,65,0,0,131,0,66,26.2,66000.0,3,2,Class 9,Ghost Classes
HARDOI,SHAHABAD,9251101211,GOVT. H.S.S. UDHARANPUR HARDOI,0,77,51,0,0,128,0,77,25.6,77000.0,3,1,Class 9,Ghost Classes
HARDOI,SHAHABAD,9251104105,R.U.M.V. BILHARI,0,19,22,0,0,41,0,22,8.2,22000.0,3,0,Class 10,Ghost Classes
HARDOI,SURSA,9250400706,GOVT.U.M.A ANDHRRA,0,40,62,0,0,102,0,62,20.4,62000.0,3,1,Class 10,Ghost Classes
HARDOI,TANDIYAWA,9250909302,GOVT H.S.S. SARIPURCHACHETA,0,76,68,0,0,144,0,76,28.8,76000.0,3,2,Class 9,Ghost Classes
HARDOI,TANDIYAWA,9250904203,GOVT. I.C. TANDIYAWAN,57,312,213,455,234,1271,57,455,254.2,7.98,0,4,Class 11,Overcrowded
HARDOI,TANDIYAWA,9250903704,GOVT.INTER COLLEGE JAIRAJPUR,0,31,30,0,0,61,0,31,12.2,31000.0,3,0,Class 9,Ghost Classes
HARDOI,TANDIYAWA,9250904004,PT DEEN DAYAL UPADHAYAY RAJKIYA MODEL INTER COLLEGE SIKROHARI,43,82,97,47,54,323,43,97,64.6,2.26,0,2,Class 10,Overcrowded
HARDOI,TANDIYAWA,9250903507,RAJKIYA U.M.VIDHYALAYA BHAINSARI,0,46,41,0,0,87,0,46,17.4,46000.0,3,0,Class 9,Ghost Classes
HARDOI,TN.AR.  PIHANI,9252100104,GOVT GLS. INTER COLLAGE,26,48,56,10,21,161,10,56,32.2,5.6,0,0,Class 10,Severely Imbalanced
HARDOI,TN.AR. HARDOI,9252502106,GOVERNMENT GIRLS INTER COLLEGE HARDOI,71,225,255,272,278,1101,71,278,220.2,3.92,0,5,Class 12,Overcrowded
HARDOI,TN.AR. HARDOI,9252500327,GOVT. INTER COLLEGE,59,279,251,400,369,1358,59,400,271.6,6.78,0,4,Class 11,Overcrowded
HARDOI,TN.AR. SANDILA,9252400707,GOVT. GLS INT COLLEGE,38,159,122,103,111,533,38,159,106.6,4.18,0,4,Class 9,Overcrowded
HARDOI,TN.AR. SANDILA,9252400106,RAJKIYE INTER COLLEGE BEGAMGANJ SANDILA,46,155,124,142,140,607,46,155,121.4,3.37,0,4,Class 9,Overcrowded
HARDOI,TONDARPUR,9251011902,GHSS ANJHI,0,26,25,0,0,51,0,26,10.2,26000.0,3,0,Class 9,Ghost Classes
HARDOI,TONDARPUR,9251004808,GHSS DHANWAR,0,16,15,0,0,31,0,16,6.2,16000.0,3,0,Class 9,Ghost Classes
HARDOI,TONDARPUR,9251000105,GOVT. GIRLS HIGHER SECONDARY SCHOOL,0,109,94,73,92,368,0,109,73.6,109000.0,1,4,Class 9,Overcrowded
HARDOI,TONDARPUR,9251004905,GOVT. U.M.V MAJHILA TONDERPUR,0,27,28,0,0,55,0,28,11.0,28000.0,3,0,Class 10,Ghost Classes
HARDOI,TONDARPUR,9251001111,RAJKIYA HSS SIROMAN NAGAR,0,18,15,0,0,33,0,18,6.6,18000.0,3,0,Class 9,Ghost Classes
HATHRAS,HASAYAN,9130310904,GOV HIGH SCHOOL AMOUSI,0,34,17,0,0,51,0,34,10.2,34000.0,3,0,Class 9,Ghost Classes
HATHRAS,HASAYAN,9130321101,GOV HIGH SCHOOL GANGAPUR,0,37,44,0,0,81,0,44,16.2,44000.0,3,0,Class 10,Ghost Classes
HATHRAS,HASAYAN,9130307505,GOVERMENT  HIGH SCHOOL  BASTOI,0,58,55,0,0,113,0,58,22.6,58000.0,3,0,Class 9,Ghost Classes
HATHRAS,HATHRAS,9130113503,GOV HIGH SCHOOL BAGHANA,0,36,25,0,0,61,0,36,12.2,36000.0,3,0,Class 9,Ghost Classes
HATHRAS,HATHRAS,9130107603,GOV HIGH SCHOOL KOKA,0,65,28,0,0,93,0,65,18.6,65000.0,3,1,Class 9,Ghost Classes
HATHRAS,MURSAN,9130400703,GOV. HIGH SCHOOL BAMOLI,0,42,21,0,0,63,0,42,12.6,42000.0,3,0,Class 9,Ghost Classes
HATHRAS,MURSAN,9130405102,PT Deen Dyal Upadhyay rajkiye model inter college tuksan,21,102,104,55,60,342,21,104,68.4,4.95,0,2,Class 10,Overcrowded
HATHRAS,N.P. HATHRAS,9130800710,Govt. Girls Inter College,51,46,48,36,26,207,26,51,41.4,1.96,0,0,Class 8,Balanced
HATHRAS,SADABAD,9130609707,GOVERNMENT HIGH SCHOOL MIDHAWALI,0,39,26,0,0,65,0,39,13.0,39000.0,3,0,Class 9,Ghost Classes
HATHRAS,SADABAD,9130601607,Goverment high School mai,0,88,77,0,0,165,0,88,33.0,88000.0,3,2,Class 9,Ghost Classes
HATHRAS,SADABAD,9130602312,Government High School Bedai,0,41,40,0,0,81,0,41,16.2,41000.0,3,0,Class 9,Ghost Classes
HATHRAS,SADABAD,9130610805,PT DEEN DAYAL UPADHYAY RAJKIY MODEL INTER COLLEGE SINSTA,0,86,59,58,49,252,0,86,50.4,86000.0,1,1,Class 9,Severely Imbalanced
HATHRAS,SADABAD,9130600106,"RAJKIYA H.S. SCHOOL, AROTHA",0,20,18,0,0,38,0,20,7.6,20000.0,3,0,Class 9,Ghost Classes
HATHRAS,SAHPAU,9130704403,GOV HIGH SCHOOL RASGAVAN,0,38,28,0,0,66,0,38,13.2,38000.0,3,0,Class 9,Ghost Classes
HATHRAS,SAHPAU,9130704207,GOV HIGH SCHOOL UGHENA,0,16,10,0,0,26,0,16,5.2,16000.0,3,0,Class 9,Ghost Classes
HATHRAS,SAHPAU,9130701914,GOVERNMENT INTER COLLEGE GUTHERA ,4,23,22,10,12,71,4,23,14.2,5.75,1,0,Class 9,Severely Imbalanced
HATHRAS,SAHPAU,9130700120,"RAJKIYA HIGH SCHOOL, MADHA PITHU",0,24,25,0,0,49,0,25,9.8,25000.0,3,0,Class 10,Ghost Classes
HATHRAS,SASNI,9130203603,GOV HIGH SCHOOL DARKOLI,0,46,25,0,0,71,0,46,14.2,46000.0,3,0,Class 9,Ghost Classes
HATHRAS,SASNI,9130210605,GOV HIGH SCHOOL SAHAJPURA,0,57,50,0,0,107,0,57,21.4,57000.0,3,0,Class 9,Ghost Classes
HATHRAS,SASNI,9130200138,RAJKIY H.H.S MUHARIYA,0,28,25,0,0,53,0,28,10.6,28000.0,3,0,Class 9,Ghost Classes
HATHRAS,SIKANDRA RAO,9130500137,GOV HIGH SCHOIOL ARNAUT,0,61,45,0,0,106,0,61,21.2,61000.0,3,1,Class 9,Ghost Classes
HATHRAS,SIKANDRA RAO,9130504604,GOV HIGH SCHOOL PACHAYTA,0,27,24,0,0,51,0,27,10.2,27000.0,3,0,Class 9,Ghost Classes
HATHRAS,SIKANDRA RAO,9130505108,PT Deen Dyal Upadhyay rajkiye model inter college wazeedpur,31,95,55,91,69,341,31,95,68.2,3.06,0,3,Class 9,Overcrowded
JALAUN,DAKOR,9350104105,GOVT. HSS AIR,0,36,26,0,0,62,0,36,12.4,36000.0,3,0,Class 9,Ghost Classes
JALAUN,DAKOR,9350101205,GOVT. HSS KHARKA,0,34,26,0,0,60,0,34,12.0,34000.0,3,0,Class 9,Ghost Classes
JALAUN,DAKOR,9350101606,GOVT. HSS MOHANA,0,60,58,0,0,118,0,60,23.6,60000.0,3,0,Class 9,Ghost Classes
JALAUN,DAKOR,9350102006,GOVT. I.C. DAKOR,19,51,54,64,83,271,19,83,54.2,4.37,0,2,Class 12,Overcrowded
JALAUN,DAKOR,9350100606,GOVT. I.C. SAIDNAGAR,89,80,35,41,58,303,35,89,60.6,2.54,0,2,Class 8,Overcrowded
JALAUN,DAKOR,9350102306,PT DIN DAYAL UPDHAYAY GOVT MODEL I.C. KHAROOSA,23,47,43,53,30,196,23,53,39.2,2.3,0,0,Class 11,Imbalanced
JALAUN,JALAUN,9350204603,GOVT. HSS KASIPURA,0,23,25,0,0,48,0,25,9.6,25000.0,3,0,Class 10,Ghost Classes
JALAUN,KADAURA,9350301408,GOVT. HSS CHHAUNK,0,19,22,0,0,41,0,22,8.2,22000.0,3,0,Class 10,Ghost Classes
JALAUN,KADAURA,9350307506,GOVT. HSS MARGAYAN,0,36,41,0,0,77,0,41,15.4,41000.0,3,0,Class 10,Ghost Classes
JALAUN,KADAURA,9350315603,GOVT. MUMTAJ I.C. KADAURA,46,319,303,445,457,1570,46,457,314.0,9.93,0,4,Class 12,Overcrowded
JALAUN,KADAURA,9350313301,"PT. DEENDAYAL UPADHYAY GOVT. MODEL INTER COLLEGE, PIPRAYAN KADAURA",23,22,19,20,30,114,19,30,22.8,1.58,0,0,Class 12,Balanced
JALAUN,KONCH,9350400703,GOVT. HSS JAMROHI KHURD,0,20,27,0,0,47,0,27,9.4,27000.0,3,0,Class 10,Ghost Classes
JALAUN,KUTHAUND,9350509207,GOVT. HSS AJEETAPUR,0,39,21,0,0,60,0,39,12.0,39000.0,3,0,Class 9,Ghost Classes
JALAUN,KUTHAUND,9350509806,GOVT. HSS ENTON,0,32,29,0,0,61,0,32,12.2,32000.0,3,0,Class 9,Ghost Classes
JALAUN,MADHAUGADH,9350600507,GOVT. GIRLS I.C. GOHAN,0,58,52,58,54,222,0,58,44.4,58000.0,1,0,Class 9,Severely Imbalanced
JALAUN,MAHEVA,9350701410,GOVT. GIRLS I.C. BABAI,0,37,32,25,50,144,0,50,28.8,50000.0,1,0,Class 12,Severely Imbalanced
JALAUN,MAHEVA,9350708703,GOVT. HSS ABHAIDEPUR,0,27,27,0,0,54,0,27,10.8,27000.0,3,0,Class 9,Ghost Classes
JALAUN,MAHEVA,9350707209,GOVT. HSS DAMRAS,0,50,66,0,0,116,0,66,23.2,66000.0,3,1,Class 10,Ghost Classes
JALAUN,MAHEVA,9350707103,GOVT. HSS SARSELA,0,27,24,0,0,51,0,27,10.2,27000.0,3,0,Class 9,Ghost Classes
JALAUN,MAHEVA,9350705204,GOVT. I.C. MUSMARIYA,18,64,56,49,46,233,18,64,46.6,3.56,0,1,Class 9,Imbalanced
JALAUN,MAHEVA,9350704006,"PT. DEENDAYAL UPADHYAY GOVT. MODEL INTER COLLEGE, CHURKHI",49,62,59,28,29,227,28,62,45.4,2.21,0,1,Class 9,Imbalanced
JALAUN,NADIGAWN,9350807303,GOVT. HSS LAGAMPURA,0,37,33,0,0,70,0,37,14.0,37000.0,3,0,Class 9,Ghost Classes
JALAUN,NADIGAWN,9350810503,GOVT. I.C. BANGRA,32,107,67,72,63,341,32,107,68.2,3.34,0,4,Class 9,Overcrowded
JALAUN,RAMPURA,9350901003,GOVT. GIRLS I.C. JAGAMMANPUR,0,20,11,11,17,59,0,20,11.8,20000.0,1,0,Class 9,Severely Imbalanced
JALAUN,RAMPURA,9350901903,GOVT. HSS BALIKA VIDHALAYA SIDDHAPURA,0,33,32,0,0,65,0,33,13.0,33000.0,3,0,Class 9,Ghost Classes
JALAUN,RAMPURA,9350904204,GOVT. HSS NARAUL,0,44,42,0,0,86,0,44,17.2,44000.0,3,0,Class 9,Ghost Classes
JALAUN,T. A. ORAI,9351302306,GOVT. GIRLS I.C. ORAI,38,72,73,79,125,387,38,125,77.4,3.29,0,4,Class 12,Overcrowded
JALAUN,T. A. ORAI,9351302305,GOVT. I.C. ORAI,11,73,95,97,119,395,11,119,79.0,10.82,0,4,Class 12,Overcrowded
JAUNPUR,BADLA PUR,9641605304,GOVT. H.S. BADLAPUR KHURD,0,56,16,0,0,72,0,56,14.4,56000.0,3,0,Class 9,Ghost Classes
JAUNPUR,BADLA PUR,9641603920,GOVT.H.S. TIYARA,0,29,17,0,0,46,0,29,9.2,29000.0,3,0,Class 9,Ghost Classes
JAUNPUR,BARSATHI,9641122501,GOVT. H.S.. BABURI GAWAN,0,57,46,0,0,103,0,57,20.6,57000.0,3,0,Class 9,Ghost Classes
JAUNPUR,BUKSHA,9640606703,GOVT. H.S SCHOOL MAINUDDINPUR,0,33,23,0,0,56,0,33,11.2,33000.0,3,0,Class 9,Ghost Classes
JAUNPUR,DHARMAPUR,9640303803,GOVT. H.S. UTTARGAWAN,0,52,10,0,0,62,0,52,12.4,52000.0,3,0,Class 9,Ghost Classes
JAUNPUR,DOBHI,9641701703,GOVT. H.S. BALRAMPUR,0,48,38,0,0,86,0,48,17.2,48000.0,3,0,Class 9,Ghost Classes
JAUNPUR,JALALPUR,9640501008,GOVT. H.S. MAI,0,34,27,0,0,61,0,34,12.2,34000.0,3,0,Class 9,Ghost Classes
JAUNPUR,JAUNPUR  [NAGAR],9642200728,G.G.I.COLLEGE,43,82,79,82,79,365,43,82,73.0,1.91,0,4,Class 9,Overcrowded
JAUNPUR,KARANJA KALA,9640406208,GOVT. H.S. AARA,0,32,36,0,0,68,0,36,13.6,36000.0,3,0,Class 10,Ghost Classes
JAUNPUR,KARANJA KALA,9640407106,GOVT.H.S. BHAKURA,0,54,27,0,0,81,0,54,16.2,54000.0,3,0,Class 9,Ghost Classes
JAUNPUR,KERAKAT,9641305704,GOVERNMENT INTER COLLEGE PACHWAR KERAKAT JAUNPUR,0,77,57,70,0,204,0,77,40.8,77000.0,2,2,Class 9,Ghost Classes
JAUNPUR,KERAKAT,9641300121,GOVT. H.S CHAKRA RAIT NARHAN,0,47,35,0,0,82,0,47,16.4,47000.0,3,0,Class 9,Ghost Classes
JAUNPUR,KHUTHAN,9641801612,GOVT. H.S. DIHIYA,0,28,34,0,0,62,0,34,12.4,34000.0,3,0,Class 10,Ghost Classes
JAUNPUR,MACHHALI SHAHAR,9641217214,GOVT. GIRLS INTER COLLEGE MACHHALI SHAHAR,31,57,63,56,66,273,31,66,54.6,2.13,0,2,Class 12,Overcrowded
JAUNPUR,MACHHALI SHAHAR,9641217216,GOVT.H S SHRI NAITGANJ,0,106,71,0,0,177,0,106,35.4,106000.0,3,2,Class 9,Ghost Classes
JAUNPUR,MADIYAHUN,9642112502,"G.G.I.C. MARIYAHUN, JAUNPUR",0,38,27,20,31,116,0,38,23.2,38000.0,1,0,Class 9,Severely Imbalanced
JAUNPUR,MADIYAHUN,9642110703,GOVT. H.S. UGAPUR,0,18,25,0,0,43,0,25,8.6,25000.0,3,0,Class 10,Ghost Classes
JAUNPUR,MAHARAJ GANJ,9641008902,GOVT. H.S. HARAI PUR,0,15,16,0,0,31,0,16,6.2,16000.0,3,0,Class 10,Ghost Classes
JAUNPUR,MUFTI GANJ,9640902605,GOVT. H.S. PASEVA,0,43,65,0,0,108,0,65,21.6,65000.0,3,1,Class 10,Ghost Classes
JAUNPUR,MUGRA BADSHAH PUR,9641503610,GOVT. H.S. TARAHTI,0,33,30,0,0,63,0,33,12.6,33000.0,3,0,Class 9,Ghost Classes
JAUNPUR,MUGRA BADSHAH PUR,9641502503,GOVT.H.S. KACHHEEDEEH JAUNPUR,0,25,32,0,0,57,0,32,11.4,32000.0,3,0,Class 10,Ghost Classes
JAUNPUR,RAM PUR,9641910701,GOVT. H.S. KASERU,0,77,47,0,0,124,0,77,24.8,77000.0,3,1,Class 9,Ghost Classes
JAUNPUR,SHAH GANJ,9640807103,GIC MAWAI SONDHI SHAHGANJ JAUNPUR,53,95,35,25,0,208,0,95,41.6,95000.0,1,1,Class 9,Severely Imbalanced
JAUNPUR,SHAH GANJ,9640803203,GOVT. H.S. NEVADA,0,18,7,0,0,25,0,18,5.0,18000.0,4,0,Class 9,Ghost Classes
JAUNPUR,SHAH GANJ,9640806103,GOVT.U.M SCHOOL PORAI KALA JAUNPUR,0,48,29,0,0,77,0,48,15.4,48000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SIKRARA,9640205204,GOVT H.S SCHOOL RAMNAGAR,0,16,17,0,0,33,0,17,6.6,17000.0,3,0,Class 10,Ghost Classes
JAUNPUR,SIKRARA,9640203505,GOVT. H.S. SIKANDRA,0,37,19,0,0,56,0,37,11.2,37000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SIRKONI,9640120505,G.G.I.C.,9,28,27,17,31,112,9,31,22.4,3.44,1,0,Class 12,Imbalanced
JAUNPUR,SIRKONI,9640113804,GOVT. H.S. PARIYAWAN,0,31,16,0,0,47,0,31,9.4,31000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SIRKONI,9640123704,GOVT. HIGH SCHOOL SURHURPUR,0,14,14,0,0,28,0,14,5.6,14000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SUITHA KALA,9642006006,GOVT. H.S. SARAI MOHUDDINPUR,0,47,12,0,0,59,0,47,11.8,47000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SUITHA KALA,9642001008,GOVT. H.S. SEWAYAN,0,32,32,0,0,64,0,32,12.8,32000.0,3,0,Class 9,Ghost Classes
JAUNPUR,SUJAN GANJ,9641409103,GOVT.H.S. SARAI KHAANI,0,34,37,0,0,71,0,37,14.2,37000.0,3,0,Class 10,Ghost Classes
JHANSI,BABINA,9360103006,GOVT. HIGH COLLEGE SARVA BABINA,0,85,67,0,0,152,0,85,30.4,85000.0,3,2,Class 9,Ghost Classes
JHANSI,BABINA,9360104505,GOVT. HIGH SCHOOL -KHAJRAHA BUJURG,0,74,78,0,0,152,0,78,30.4,78000.0,3,2,Class 10,Ghost Classes
JHANSI,BABINA,9360101605,GOVT. HIGH SCHOOL LAHAR THAKURPURA,0,66,56,0,0,122,0,66,24.4,66000.0,3,1,Class 9,Ghost Classes
JHANSI,BABINA,9360105903,GOVT. HIGH SCHOOL PATHARI,0,43,38,0,0,81,0,43,16.2,43000.0,3,0,Class 9,Ghost Classes
JHANSI,BABINA,9360100904,GOVT.HIGH SCHOOL BUDPURA,0,35,28,0,0,63,0,35,12.6,35000.0,3,0,Class 9,Ghost Classes
JHANSI,BABINA,9360106216,PM SHRI RAJKIYA INTER COLLEGE-RAKSHA,20,260,283,250,304,1117,20,304,223.4,15.2,0,4,Class 12,Overcrowded
JHANSI,BABINA,9360102005,RAJKIYA BALIKA INTER COLL.-RASOI,15,83,55,109,102,364,15,109,72.8,7.27,0,3,Class 11,Overcrowded
JHANSI,BAMORE,9360207306,ABHINAV VIDAHAYALA KURAITHA ,12,0,0,0,0,12,0,12,2.4,12000.0,4,0,Class 8,Ghost Classes
JHANSI,BAMORE,9360207503,GOVT. HIGH SCHOOL-AHARAURA,0,28,25,0,0,53,0,28,10.6,28000.0,3,0,Class 9,Ghost Classes
JHANSI,BAMORE,9360204706,GOVT.HIGH SCHOOL- KARGUA KHURD,0,70,53,0,0,123,0,70,24.6,70000.0,3,1,Class 9,Ghost Classes
JHANSI,BANGRA,9360308307,GOVT. HIGH SCHOOL-MAGARPUR,0,180,136,0,0,316,0,180,63.2,180000.0,3,2,Class 9,Ghost Classes
JHANSI,BANGRA,9360306909,PM SHRI RAJKIYA INTER COLLEGE-KATERA,80,259,192,180,180,891,80,259,178.2,3.24,0,5,Class 9,Overcrowded
JHANSI,BANGRA,9360307009,PM SHRI RAJKIYA INTER COLLEGE-SAKRAR,26,179,151,235,274,865,26,274,173.0,10.54,0,4,Class 12,Overcrowded
JHANSI,BANGRA,9360305533,RAJKIYA GIRLS INTER COLLEGE-RANIPUR,9,65,70,75,95,314,9,95,62.8,10.55,1,4,Class 12,Overcrowded
JHANSI,BANGRA,9360305306,RAJKIYE HIGH SCHOOL BAMHORI SAUHAGI,0,44,39,0,0,83,0,44,16.6,44000.0,3,0,Class 9,Ghost Classes
JHANSI,BARAGAON,9360405410,GOVT HIGH SCHOOL BHOJLA,0,96,107,0,0,203,0,107,40.6,107000.0,3,2,Class 10,Ghost Classes
JHANSI,BARAGAON,9360405908,GOVT. GIRLS  HIGH SCHOOL. AMBA BAI,0,140,135,0,0,275,0,140,55.0,140000.0,3,2,Class 9,Ghost Classes
JHANSI,BARAGAON,9360413201,PM SHRI RAJKIYA BALIKA INTER COLLEGE-BARUASAGAR,74,140,111,85,87,497,74,140,99.4,1.89,0,5,Class 9,Overcrowded
JHANSI,BARAGAON,9360407203,RAJKIYE HIGH SCHOOL MAVAI GIRD,0,31,30,0,0,61,0,31,12.2,31000.0,3,0,Class 9,Ghost Classes
JHANSI,CHIRGAON,9360503004,GOVT HIGH SCHOOL- BAKUAN BUJURG,0,46,59,0,0,105,0,59,21.0,59000.0,3,0,Class 10,Ghost Classes
JHANSI,CHIRGAON,9360507706,GOVT. HIGH SCHOOL  DHAMNA KHURD,0,105,79,0,0,184,0,105,36.8,105000.0,3,2,Class 9,Ghost Classes
JHANSI,CHIRGAON,9360501145,PT DEEN DAYAL UPADDHYAY GOVT MODEL INTER COLLEGE PIPRA BLOCK CHIRGAON JHANSI,7,89,76,65,72,309,7,89,61.8,12.71,1,4,Class 9,Overcrowded
JHANSI,GURSARAI,9360604803,GOVT. HIGH SCHOOL BIJAURA,0,41,51,0,0,92,0,51,18.4,51000.0,3,0,Class 10,Ghost Classes
JHANSI,GURSARAI,9360608318,RAJKIYA BALIKA INTER COLLEGE - GURSARAI,3,50,42,50,70,215,3,70,43.0,23.33,1,1,Class 12,Severely Imbalanced
JHANSI,GURSARAI,9360600903,RAJKIYE INTER COLLEGE KHADOURA,0,75,60,0,0,135,0,75,27.0,75000.0,3,1,Class 9,Ghost Classes
JHANSI,JHANSI NAGARCHETRA,9361103861,RAJKIYA INTER COLL-GWALIOR ROAD,37,158,124,535,454,1308,37,535,261.6,14.46,0,4,Class 11,Overcrowded
JHANSI,JHANSI NAGARCHETRA,9361104514,SURAJ PRASAD INTER COLL_RAJKIYE BALIKA .-7,26,121,148,155,192,642,26,192,128.4,7.38,0,4,Class 12,Overcrowded
JHANSI,MAURANIPUR,9360803803,GOVT HIGH SCHOOL- CHAKARA,0,98,102,0,0,200,0,102,40.0,102000.0,3,2,Class 10,Ghost Classes
JHANSI,MAURANIPUR,9360805103,GOVT. GIRLS INTER COLLGE VEERA,0,55,47,0,0,102,0,55,20.4,55000.0,3,0,Class 9,Ghost Classes
JHANSI,MAURANIPUR,9360808306,RAJIKIYE HIGH SCHOOL REVAN,0,115,141,0,0,256,0,141,51.2,141000.0,3,2,Class 10,Ghost Classes
JHANSI,MAURANIPUR  N.CHETRA,9361001009,RAJKIYA KANYA INTER COLLEGE MAURANIPUR NAGAR,56,288,220,342,291,1197,56,342,239.4,6.11,0,4,Class 11,Overcrowded
JHANSI,MOTH,9360714414,PM SHRI RAJKIYA INTER COLLEGE-SAMTHAR,33,146,153,303,322,957,33,322,191.4,9.76,0,4,Class 12,Overcrowded
JHANSI,MOTH,9360708404,PT DEEN DAYAL UPADDHYAY GOVT MODEL INTER COLLEGE KUMHRAR MOTH JHANSI,7,28,28,34,35,132,7,35,26.4,5.0,1,0,Class 12,Severely Imbalanced
JHANSI,MOTH,9360700604,RAJKIYA INTER COLLEGE-SHAJHAPUR,22,91,94,75,87,369,22,94,73.8,4.27,0,4,Class 10,Overcrowded
JHANSI,MOTH,9360702506,RAJKIYE INTER COLLEGE SAKIN,0,69,68,23,0,160,0,69,32.0,69000.0,2,2,Class 9,Ghost Classes
KANNAUJ,CHHIBRAMAU,9300401103,RAJKIYA H.S.S BHOJPUR NIGHOH CHHIBRAMAU,0,42,26,0,0,68,0,42,13.6,42000.0,3,0,Class 9,Ghost Classes
KANNAUJ,CHHIBRAMAU,9300401603,RAJKIYA H.S.S. RAMKHDA CHHIBRAMAU,0,20,7,0,0,27,0,20,5.4,20000.0,4,0,Class 9,Ghost Classes
KANNAUJ,CHHIBRAMAU,9300411109,SMT. RAMABAI GOVT. GIRLS INTER COLLEGE,0,49,32,42,30,153,0,49,30.6,49000.0,1,0,Class 9,Severely Imbalanced
KANNAUJ,GUGRAPUR,9300900103,RAJKIYA H.S.S GUGRAPUR,0,62,74,0,0,136,0,74,27.2,74000.0,3,2,Class 10,Ghost Classes
KANNAUJ,GUGRAPUR,9300900104,RAJKIYA H.S.S.BHANWARGARHA,0,31,12,0,0,43,0,31,8.6,31000.0,3,0,Class 9,Ghost Classes
KANNAUJ,HASERAN,9300600110,RAJKIYA H.S.S. JOGNIPUR HASERAN,0,13,11,0,0,24,0,13,4.8,13000.0,3,0,Class 9,Ghost Classes
KANNAUJ,JALALABAD,9300701016,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE FATEHPUR JASODA KANNAUJ,23,122,155,107,163,570,23,163,114.0,7.09,0,4,Class 12,Overcrowded
KANNAUJ,JALALABAD,9300704302,RAJKIYA H.S.S.BAISAWARI JALALABAD,0,57,34,0,0,91,0,57,18.2,57000.0,3,0,Class 9,Ghost Classes
KANNAUJ,KANNAUJ,9300101406, ABHINAV VIDYALAYA,29,23,24,22,31,129,22,31,25.8,1.41,0,0,Class 12,Balanced
KANNAUJ,KANNAUJ,9300102803,RAJKIYA H.S.S. MITRASENPUR KANNAUJ,0,88,67,0,0,155,0,88,31.0,88000.0,3,2,Class 9,Ghost Classes
KANNAUJ,KANNAUJ,9300100204,RAJKIYA H.S.S. MURAIYA BUJURG KANNAUJ,0,27,15,0,0,42,0,27,8.4,27000.0,3,0,Class 9,Ghost Classes
KANNAUJ,SAURIKH,9300500109,RAJKIYA H.S.S HUSEPUR KARAN,0,18,21,0,0,39,0,21,7.8,21000.0,3,0,Class 10,Ghost Classes
KANNAUJ,SAURIKH,9300500117,RAJKIYA H.S.S KISAI JAGDISPUR,0,46,37,0,0,83,0,46,16.6,46000.0,3,0,Class 9,Ghost Classes
KANNAUJ,TAL GRAM,9300301304,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE VIRAULI TALGRAM KANNAUJ,37,87,92,79,68,363,37,92,72.6,2.49,0,4,Class 10,Overcrowded
KANNAUJ,TAL GRAM,9300304208,RAJKIYA H.S.S UMAEPUR TALGRAM,0,19,13,0,0,32,0,19,6.4,19000.0,3,0,Class 9,Ghost Classes
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,21,147,25,28,107,328,21,147,65.6,7.0,0,2,Class 9,Overcrowded
KANNAUJ,UMARDA,9300202008,GOVT. INTER COLLEGE,2,90,102,73,131,398,2,131,79.6,65.47,1,4,Class 12,Overcrowded
KANNAUJ,UMARDA,9300200106,RAJKIYA H.S.S DYODA UMARDA,0,9,8,0,0,17,0,9,3.4,9000.0,5,0,Class 9,Ghost Classes
KANNAUJ,UMARDA,9300200105,RAJKIYA H.S.S FULWARI UMARDA,0,16,7,0,0,23,0,16,4.6,16000.0,4,0,Class 9,Ghost Classes
KANPUR DEHAT,AKBARPUR,9330100126,GOVT.H.S.SCHOOL BARA,0,65,57,0,0,122,0,65,24.4,65000.0,3,1,Class 9,Ghost Classes
KANPUR DEHAT,AMARAUDHA,9330210405,GOVT.GIRLS INTER COLLEGE PUKHRAYAN,63,128,144,175,151,661,63,175,132.2,2.78,0,5,Class 11,Overcrowded
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,0,28,11,0,0,39,0,28,7.8,28000.0,3,0,Class 9,Ghost Classes
KANPUR DEHAT,AMARAUDHA,9330216106,GOVT.H.S.SCHOOL DEVRAHAT,0,38,29,0,0,67,0,38,13.4,38000.0,3,0,Class 9,Ghost Classes
