District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Min_Class,Max_Class,Avg_Class_Size,Imbalance_Ratio,Under_Enrolled_Classes,Overcrowded_Classes,Dominant_Class,Class_Strength_Tag
BARA BANKI,SIRAULI GAUSPUR,9460200106,RAJKIYA INTER COLLEGE SIRAULIGAUS,0,201,263,278,347,1089,0,347,217.8,347000.0,1,4,Class 12,Overcrowded
BARA BANKI,SURAT GANJ,9460805708,RAJ. INTER COLLEGE SURATGANJ,75,361,334,587,712,2069,75,712,413.8,9.49,0,5,Class 12,Overcrowded
BARA BANKI,SURAT GANJ,9460808806,RAJKIYA U.M.V CHHEDA,0,61,61,0,0,122,0,61,24.4,61000.0,3,2,Class 9,Ghost Classes
BARA BANKI,TRIVEDI GANJ,9461306504,RAJKIYA U.M.V KABOOLPUR TRIVEDIGANJ,0,126,93,0,0,219,0,126,43.8,126000.0,3,2,Class 9,Ghost Classes
BARA BANKI,TRIVEDI GANJ,9461307705,RAJKIYA U.M.V POKHRA,0,257,224,290,334,1105,0,334,221.0,334000.0,1,4,Class 12,Overcrowded
BAREILLY,ALAMPUR,9201711002,GOVT. SEC. SCHOOL KHULI,0,29,48,0,0,77,0,48,15.4,48000.0,3,0,Class 10,Ghost Classes
BAREILLY,AONLA,9201201405,GOVT. GIRLS INTER COLLEGE AONLA,57,133,122,86,131,529,57,133,105.8,2.33,0,4,Class 9,Overcrowded
BAREILLY,BAHERI,9201401303,GOVT. GIRLS HIGH SCHOOL MALHPUR,0,24,17,0,0,41,0,24,8.2,24000.0,3,0,Class 9,Ghost Classes
BAREILLY,BAHERI,9201408109,GOVT. GIRLS INTER COLLEGE MAVAYI KAZIYAN,2,6,1,23,2,34,1,23,6.8,22.98,4,0,Class 11,Ghost Classes
BAREILLY,BAHERI,9201403206,GOVT. HIGH SCHOOL RATANGARH,0,25,33,0,0,58,0,33,11.6,33000.0,3,0,Class 10,Ghost Classes
BAREILLY,BAHERI,9201409603,GOVT. HIGH SCHOOL SIYATHERI,0,26,28,0,0,54,0,28,10.8,28000.0,3,0,Class 10,Ghost Classes
BAREILLY,BAHERI,9201410803,GOVT. HIGH SCHOOL TANDA CHHANGA,0,16,12,0,0,28,0,16,5.6,16000.0,3,0,Class 9,Ghost Classes
BAREILLY,BAHERI TOWN,9201300412,PM SHRI GOVT. GIRLS INTER COLLEGE BAHERI,64,107,86,107,119,483,64,119,96.6,1.86,0,5,Class 12,Overcrowded
BAREILLY,BAREILLY TOWN,9201904905,GOVT. GIRLS INTER COLLEGE BAREILLY,198,366,422,422,465,1873,198,465,374.6,2.35,0,5,Class 12,Overcrowded
BAREILLY,BAREILLY TOWN,9201910704,PM SHRI GOVT. INTER COLLEGE BAREILLY,83,279,272,417,489,1540,83,489,308.0,5.89,0,5,Class 12,Overcrowded
BAREILLY,BHADPURA,9200604320,GOVT. GIRLS HIGH SCHOOL KYOLARIYA,0,58,58,0,0,116,0,58,23.2,58000.0,3,0,Class 9,Ghost Classes
BAREILLY,BHADPURA,9200603205,GOVT. HIGH SCHOOL JYOTI JAGIR,0,78,57,0,0,135,0,78,27.0,78000.0,3,1,Class 9,Ghost Classes
BAREILLY,BHADPURA,9200601404,GOVT. HIGH SCHOOL MOHAMMADPUR,0,26,24,0,0,50,0,26,10.0,26000.0,3,0,Class 9,Ghost Classes
BAREILLY,BHADPURA,9200605803,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE ALAHIYA BHADPURA NAWABGANJ BAREILLY,31,85,78,64,67,325,31,85,65.0,2.74,0,4,Class 9,Overcrowded
BAREILLY,BHOJIPURA,9201100403,GOVT. HIGH SCHOOL ALINAGAR,0,49,50,0,0,99,0,50,19.8,50000.0,3,0,Class 10,Ghost Classes
BAREILLY,BHOJIPURA,9201106803,GOVT. HIGH SCHOOL DALPATPUR,0,91,87,0,0,178,0,91,35.6,91000.0,3,2,Class 9,Ghost Classes
BAREILLY,BHUTA,9200310603,GOVT. HIGH SCHOOL INAYATPUR,0,67,68,0,0,135,0,68,27.0,68000.0,3,2,Class 10,Ghost Classes
BAREILLY,BHUTA,9200301003,GOVT. SEC. SCHOOL SIMARA KESHOPUR,0,74,57,0,0,131,0,74,26.2,74000.0,3,1,Class 9,Ghost Classes
BAREILLY,BHUTA,9200302904,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE BEBAL BASANTPUR BHUTA BAREILLY,41,91,90,96,92,410,41,96,82.0,2.34,0,4,Class 11,Overcrowded
BAREILLY,FARIDPUR,9201506403,GOVT. HIGH SCHOOL AURANGABAD,0,85,56,0,0,141,0,85,28.2,85000.0,3,1,Class 9,Ghost Classes
BAREILLY,FARIDPUR,9201506103,GOVT. HIGH SCHOOL KARTAULI,0,38,48,0,0,86,0,48,17.2,48000.0,3,0,Class 10,Ghost Classes
BAREILLY,FARIDPUR,9201505404,GOVT. HIGH SCHOOL SHIVPURI,0,113,113,0,0,226,0,113,45.2,113000.0,3,2,Class 9,Ghost Classes
BAREILLY,FATEHGANJ,9200704204,GOVT. INTER COLLEGE CHITAULI FATEHGANJ,0,50,0,50,0,100,0,50,20.0,50000.0,3,0,Class 9,Ghost Classes
BAREILLY,FATEHGANJ,9200700603,GOVT. INTER COLLEGE TURSA PATTI FATEHGANJ W,43,46,42,34,26,191,26,46,38.2,1.77,0,0,Class 9,Balanced
BAREILLY,FATEHGANJ,9200703103,GOVT. SEC. SCHOOL NARA FARIDAPUR,0,13,20,0,0,33,0,20,6.6,20000.0,3,0,Class 10,Ghost Classes
BAREILLY,FATEHGANJ,9200700205,PM SHRI GOVT INTER COLLEGE AGRAS,16,187,169,121,130,623,16,187,124.6,11.69,0,4,Class 9,Overcrowded
BAREILLY,KYARA,9200800106,GOVT. GIRLS HIGH SCHOOL KYARA,0,99,100,0,0,199,0,100,39.8,100000.0,3,2,Class 10,Ghost Classes
BAREILLY,KYARA,9200808702,GOVT. HIGH SCHOOL NANDGAON,0,43,35,0,0,78,0,43,15.6,43000.0,3,0,Class 9,Ghost Classes
BAREILLY,KYARA,9200801302,GOVT. HIGH SCHOOL NAVI NAGAR,0,81,64,0,0,145,0,81,29.0,81000.0,3,2,Class 9,Ghost Classes
BAREILLY,KYARA,9200802505,GOVT. HIGH SCHOOL PALPUR KAMALPUR,0,64,50,0,0,114,0,64,22.8,64000.0,3,1,Class 9,Ghost Classes
BAREILLY,KYARA,9200809003,GOVT. HIGH SCHOOL TAL GAUTIA,0,106,99,0,0,205,0,106,41.0,106000.0,3,2,Class 9,Ghost Classes
BAREILLY,KYARA,9200802604,"GOVT. INTER COLLEGE, UMARSIYA KYARA",0,160,157,149,0,466,0,160,93.2,160000.0,2,3,Class 9,Ghost Classes
BAREILLY,KYARA,9200803105,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE CHAIBARI KYARA BAREILLY,14,77,76,47,69,283,14,77,56.6,5.5,0,3,Class 9,Overcrowded
BAREILLY,MAJHGAWAN,9201002908,ABHINAV VIDYALAY ATARCHHERI,27,24,17,0,0,68,0,27,13.6,27000.0,2,0,Class 8,Ghost Classes
BAREILLY,MAJHGAWAN,9201007604,GOVT. HIGH SCHOOL BALEI BHAGWANTPUR,0,70,47,0,0,117,0,70,23.4,70000.0,3,1,Class 9,Ghost Classes
BAREILLY,MAJHGAWAN,9201001402,GOVT. HIGH SCHOOL BASANTPUR,0,21,19,0,0,40,0,21,8.0,21000.0,3,0,Class 9,Ghost Classes
BAREILLY,MAJHGAWAN,9201007203,GOVT. HIGH SCHOOL BHINDAURA,0,44,25,0,0,69,0,44,13.8,44000.0,3,0,Class 9,Ghost Classes
BAREILLY,MAJHGAWAN,9201006424,GOVT. INTER COLLEGE VISHARATGANJ,21,59,73,71,75,299,21,75,59.8,3.57,0,3,Class 12,Overcrowded
BAREILLY,MIRGANJ,9200203905,GOVT. HIGH SCHOOL BALLIYA,0,59,65,0,0,124,0,65,24.8,65000.0,3,1,Class 10,Ghost Classes
BAREILLY,NAWABGANJ,9200400505,GOVT HIGH SCHOOL TANDA SADAT,0,18,14,0,0,32,0,18,6.4,18000.0,3,0,Class 9,Ghost Classes
BAREILLY,NAWABGANJ,9200403804,GOVT SCHOOL PANDRI,0,10,9,0,0,19,0,10,3.8,10000.0,4,0,Class 9,Ghost Classes
BAREILLY,NAWABGANJ,9200400830,GOVT. GIRLS INTER COLLEGE NAWABGANJ,84,125,127,92,109,537,84,127,107.4,1.51,0,5,Class 10,Overcrowded
BAREILLY,NAWABGANJ,9200400338,GOVT. GIRLS INTER COLLEGE SETHAL NAWABGANJ,19,43,14,41,61,178,14,61,35.6,4.36,0,1,Class 12,Severely Imbalanced
BAREILLY,NAWABGANJ,9200406003,GOVT. HIGH SCHOOL BADHEPURA,0,43,45,0,0,88,0,45,17.6,45000.0,3,0,Class 10,Ghost Classes
BAREILLY,NAWABGANJ,9200405205,GOVT. HIGH SCHOOL BIJAMAU,0,60,52,0,0,112,0,60,22.4,60000.0,3,0,Class 9,Ghost Classes
BAREILLY,NAWABGANJ,9200407405,GOVT. HIGH SCHOOL HARHARPUR MATKALI,0,53,56,0,0,109,0,56,21.8,56000.0,3,0,Class 10,Ghost Classes
BAREILLY,NAWABGANJ,9200403103,GOVT. HIGH SCHOOL PAROTHI,0,44,31,0,0,75,0,44,15.0,44000.0,3,0,Class 9,Ghost Classes
BAREILLY,NAWABGANJ,9200403708,GOVT. INTER COLLEGE BARAUR NAWABGANJ,41,63,49,42,44,239,41,63,47.8,1.54,0,1,Class 9,Balanced
BAREILLY,NAWABGANJ,9200400413,GOVT. INTER COLLEGE HAFIZGANJ NAWABGANJ,31,52,16,53,47,199,16,53,39.8,3.31,0,0,Class 11,Imbalanced
BAREILLY,NAWABGANJ,9200402804,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE TAYARJAGIR NAWABGANJ BAREILLY,5,52,63,45,52,217,5,63,43.4,12.6,1,1,Class 10,Severely Imbalanced
BAREILLY,RAMNAGAR,9200104004,GOVT. HIGH SCHOOL VRATHANPUR,0,17,12,0,0,29,0,17,5.8,17000.0,3,0,Class 9,Ghost Classes
BAREILLY,RAMNAGAR,9200104907,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE HARDASPUR RAMNAGAR AONLA BAREILLY,56,85,87,71,62,361,56,87,72.2,1.55,0,4,Class 10,Overcrowded
BAREILLY,RICHHA(DAMKHODA),9200500905,GOVT. GIRLS INTER COLLEGE PAIGA DAMKHODA,0,14,12,14,15,55,0,15,11.0,15000.0,1,0,Class 12,Severely Imbalanced
BAREILLY,RICHHA(DAMKHODA),9200500206,GOVT. INTER COLLEGE MUNDIA JAGIR DAMKHODA,13,54,40,42,29,178,13,54,35.6,4.15,0,0,Class 9,Severely Imbalanced
BAREILLY,RICHHA(DAMKHODA),9200500108,GOVT. INTER COLLEGE RICHHA,8,17,22,14,55,116,8,55,23.2,6.87,1,0,Class 12,Severely Imbalanced
BAREILLY,RICHHA(DAMKHODA),9200512203,GOVT. SEC. SCHOOL GULADIYA ATA HUSSAIN,0,20,14,0,0,34,0,20,6.8,20000.0,3,0,Class 9,Ghost Classes
BAREILLY,RICHHA(DAMKHODA),9200503004,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE KACHNERA RICHHA BAREILLY,9,76,101,38,55,279,9,101,55.8,11.22,1,2,Class 10,Overcrowded
BAREILLY,SHERGARH,9200907808,GOVT. HIGH SCHOOL BALLI,0,39,13,0,0,52,0,39,10.4,39000.0,3,0,Class 9,Ghost Classes
BAREILLY,SHERGARH,9200905303,GOVT. HIGH SCHOOL SIMRAWAN,0,38,32,0,0,70,0,38,14.0,38000.0,3,0,Class 9,Ghost Classes
BAREILLY,SHERGARH,9200909424,GOVT. INTER COLLEGE SHERGARH,2,104,57,98,89,350,2,104,70.0,51.97,1,3,Class 9,Overcrowded
BAREILLY,SHERGARH,9200906602,GOVT. MODEL GIRLS INTER COLLEGE PAHADPUR SHERGARH,3,20,15,19,6,63,3,20,12.6,6.66,2,0,Class 9,Ghost Classes
BAREILLY,VITHARI CHAINPUR,9201803508,GOVT. GIRLS INTER COLLEGE URLA JAGIR VITHRI CHAINPUR,46,114,112,107,114,493,46,114,98.6,2.48,0,4,Class 9,Overcrowded
BAREILLY,VITHARI CHAINPUR,9201800908,GOVT. HIGH SCHOOL BITHRI CHAINPUR BAREILLY,0,126,92,0,0,218,0,126,43.6,126000.0,3,2,Class 9,Ghost Classes
BAREILLY,VITHARI CHAINPUR,9201804403,GOVT. INTER COLLEGE BALIPUR AHMADPUR VITHRI CHAINPUR,43,88,54,104,87,376,43,104,75.2,2.42,0,3,Class 11,Overcrowded
BAREILLY,VITHARI CHAINPUR,9201808503,GOVT. SEC. SCHOOL AHILADPUR,0,82,61,0,0,143,0,82,28.6,82000.0,3,2,Class 9,Ghost Classes
BASTI,BAHADURPUR,9550108107,GOVT HR SEC BEILI BAHADURPUR,0,43,36,0,0,79,0,43,15.8,43000.0,3,0,Class 9,Ghost Classes
BASTI,BAHADURPUR,9550103003,GOVT HR SEC KALWARI EHATMALI,0,99,88,0,0,187,0,99,37.4,99000.0,3,2,Class 9,Ghost Classes
BASTI,BAHADURPUR,9550102104,GOVT HR SEC KURHAPATTI DARIYANV,0,22,31,0,0,53,0,31,10.6,31000.0,3,0,Class 10,Ghost Classes
BASTI,BAHADURPUR,9550108106,GOVT HRSEC KHALIL PATTI,0,68,44,0,0,112,0,68,22.4,68000.0,3,1,Class 9,Ghost Classes
BASTI,BASTI SADAR,9550713201,GOVT HR SEC KHAKUWA,0,40,39,0,0,79,0,40,15.8,40000.0,3,0,Class 9,Ghost Classes
BASTI,DUBAULIA,9551500105,GOVT GIRLS H.S. GOPALPUR UNJI BASTI,0,26,26,0,0,52,0,26,10.4,26000.0,3,0,Class 9,Ghost Classes
BASTI,DUBAULIA,9551500106,GOVT GIRLS HR SEC MAHULANI,0,64,40,0,0,104,0,64,20.8,64000.0,3,1,Class 9,Ghost Classes
BASTI,DUBAULIA,9551500107,GOVT HR SEC RAMVAPUR RAJA,0,41,27,0,0,68,0,41,13.6,41000.0,3,0,Class 9,Ghost Classes
BASTI,GAUR,9550518731,ABHINAV VIDYALAYA BABHNAN,9,60,55,24,22,170,9,60,34.0,6.67,1,0,Class 9,Severely Imbalanced
BASTI,GAUR,9550518709,GOVT HR SEC PIPRAHIA,0,27,28,0,0,55,0,28,11.0,28000.0,3,0,Class 10,Ghost Classes
BASTI,GAUR,9550518707,GOVT HR SEC VIDYALAY MEHDIYA KHADAK BAHADUR SINGH,0,18,20,0,0,38,0,20,7.6,20000.0,3,0,Class 10,Ghost Classes
BASTI,GAUR,9550518708,GOVT KANYA INTER COL KACHIYA,0,29,13,37,43,122,0,43,24.4,43000.0,1,0,Class 12,Severely Imbalanced
BASTI,HARRIYA,9551306804,GOVT HR SEC INDAULI,0,81,44,0,0,125,0,81,25.0,81000.0,3,1,Class 9,Ghost Classes
BASTI,HARRIYA,9551313204,GOVT HR SEC VIDYALY BARAHPUR,0,57,46,0,0,103,0,57,20.6,57000.0,3,0,Class 9,Ghost Classes
BASTI,KAPTANGANJ,9550218502,GOVT HR SEC SCHOOL SIKTA BASTI,0,46,65,0,0,111,0,65,22.2,65000.0,3,1,Class 10,Ghost Classes
BASTI,KUDRAHA,9551000904,GOVT HR SEC PARSANVA,0,14,31,0,0,45,0,31,9.0,31000.0,3,0,Class 10,Ghost Classes
BASTI,PARSHURAMPUR,9551207605,GOVT HIGH SEC SIKANDERPUR,0,117,131,0,0,248,0,131,49.6,131000.0,3,2,Class 10,Ghost Classes
BASTI,PARSHURAMPUR,9551209803,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE SHRINGINAARI BASTI,40,135,78,100,84,437,40,135,87.4,3.37,0,4,Class 9,Overcrowded
BASTI,RUDHOLI,9550314108,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE GOTHWA BASTI,33,125,109,126,99,492,33,126,98.4,3.82,0,4,Class 11,Overcrowded
BASTI,SALTOVA GOPALPUR,9550602507,GOVT HR SEC AJGAIVA JUNGLE,0,40,71,0,0,111,0,71,22.2,71000.0,3,1,Class 10,Ghost Classes
BASTI,TOWN AREA,9551404606,GOVT GIRLS INTER COLLEGE BASTI,70,161,205,218,226,880,70,226,176.0,3.23,0,5,Class 12,Overcrowded
BASTI,TOWN AREA,9551404605,GOVT INTER COLLEGE BASTI,19,68,53,66,86,292,19,86,58.4,4.53,0,3,Class 12,Overcrowded
BASTI,VIKRAMJOT,9550905007,GOVT KANYA INTER COLL SONVARSHA BASTI,0,39,45,18,20,122,0,45,24.4,45000.0,1,0,Class 10,Severely Imbalanced
BHADOHI,ABHOLI,9710700106,GOVT. HIGH SCHOOL ABHOLI,0,64,64,0,0,128,0,64,25.6,64000.0,3,2,Class 9,Ghost Classes
BHADOHI,ABHOLI,9710700803,GOVT. HIGH SCHOOL KURHWA,0,43,27,0,0,70,0,43,14.0,43000.0,3,0,Class 9,Ghost Classes
BHADOHI,ABHOLI,9710702304,GOVT. HIGH SCHOOL RAMNAGAR,0,70,82,0,0,152,0,82,30.4,82000.0,3,2,Class 10,Ghost Classes
BHADOHI,ABHOLI,9710703203,GOVT. HIGH SCHOOL SADAUPUR,0,81,72,0,0,153,0,81,30.6,81000.0,3,2,Class 9,Ghost Classes
BHADOHI,AURAI,9710421604,GOVT. GIRLS INTER COLLEGE JAGANNATHPUR,33,51,46,52,34,216,33,52,43.2,1.58,0,0,Class 11,Balanced
BHADOHI,AURAI,9710424903,GOVT. HIGH SCHOOL BARJI,0,53,58,0,0,111,0,58,22.2,58000.0,3,0,Class 10,Ghost Classes
BHADOHI,AURAI,9710403802,GOVT. HIGH SCHOOL CHAKJURAVAN,0,147,127,0,0,274,0,147,54.8,147000.0,3,2,Class 9,Ghost Classes
BHADOHI,AURAI,9710409703,GOVT. HIGH SCHOOL CHAKLALA,0,141,132,0,0,273,0,141,54.6,141000.0,3,2,Class 9,Ghost Classes
BHADOHI,AURAI,9710405002,GOVT. HIGH SCHOOL CHAKVEERA,0,71,23,0,0,94,0,71,18.8,71000.0,3,1,Class 9,Ghost Classes
BHADOHI,AURAI,9710411704,GOVT. HIGH SCHOOL JHAUVA,0,61,49,0,0,110,0,61,22.0,61000.0,3,1,Class 9,Ghost Classes
BHADOHI,AURAI,9710401504,GOVT. HIGH SCHOOL LALANAGAR,0,142,140,0,0,282,0,142,56.4,142000.0,3,2,Class 9,Ghost Classes
BHADOHI,AURAI,9710405904,GOVT. HIGH SCHOOL SAMDHA,0,87,90,0,0,177,0,90,35.4,90000.0,3,2,Class 10,Ghost Classes
BHADOHI,AURAI,9710428804,P.D.D.U. GOVT. GIRLS INTER COLLEGE MAHARAJGANJ,0,145,144,130,163,582,0,163,116.4,163000.0,1,4,Class 12,Overcrowded
BHADOHI,AURAI,9710410107,Pt Deendayal Upadhyay Govt Model Inter College girdbadganv bhadohi,75,127,129,178,136,645,75,178,129.0,2.37,0,5,Class 11,Overcrowded
BHADOHI,BHADOHI,9710117503,GOVT. HIGH SCHOOL AJAYPUR,0,28,43,0,0,71,0,43,14.2,43000.0,3,0,Class 10,Ghost Classes
BHADOHI,BHADOHI,9710126702,GOVT. HIGH SCHOOL BABHANAUTI,0,123,96,0,0,219,0,123,43.8,123000.0,3,2,Class 9,Ghost Classes
BHADOHI,BHADOHI,9710114304,GOVT. HIGH SCHOOL BHAGWANPUR KANEHARI,0,53,55,0,0,108,0,55,21.6,55000.0,3,0,Class 10,Ghost Classes
BHADOHI,BHADOHI,9710111903,GOVT. HIGH SCHOOL HARICHANDANPUR,0,115,106,0,0,221,0,115,44.2,115000.0,3,2,Class 9,Ghost Classes
BHADOHI,BHADOHI,9710109803,GOVT. HIGH SCHOOL KANDHIYA,0,71,58,0,0,129,0,71,25.8,71000.0,3,1,Class 9,Ghost Classes
BHADOHI,BHADOHI,9710103503,GOVT. HIGH SCHOOL PARGASPUR,0,29,51,0,0,80,0,51,16.0,51000.0,3,0,Class 10,Ghost Classes
BHADOHI,BHADOHI,9710119703,GOVT. HIGH SCHOOL SANVAIYA,0,172,155,0,0,327,0,172,65.4,172000.0,3,2,Class 9,Ghost Classes
BHADOHI,BHADOHI,9710100704,GOVT. HIGH SCHOOL YAKOOBPUR,0,41,35,0,0,76,0,41,15.2,41000.0,3,0,Class 9,Ghost Classes
BHADOHI,DEEGH,9710514105,GOVT. HIGH SCHOOL BARIPUR,0,64,63,0,0,127,0,64,25.4,64000.0,3,2,Class 9,Ghost Classes
BHADOHI,DEEGH,9710503303,GOVT. HIGH SCHOOL CHAKMANDHATA,0,81,70,0,0,151,0,81,30.2,81000.0,3,2,Class 9,Ghost Classes
BHADOHI,DEEGH,9710510103,GOVT. HIGH SCHOOL CHANDAPUR,0,31,10,0,0,41,0,31,8.2,31000.0,3,0,Class 9,Ghost Classes
BHADOHI,DEEGH,9710511303,GOVT. HIGH SCHOOL DASHARAMPATTI,0,32,20,0,0,52,0,32,10.4,32000.0,3,0,Class 9,Ghost Classes
BHADOHI,DEEGH,9710510803,GOVT. HIGH SCHOOL NAGARDAH,0,6,8,0,0,14,0,8,2.8,8000.0,5,0,Class 10,Ghost Classes
BHADOHI,DEEGH,9710519205,KASTURBA GANDHI GOVT. HIGH SCHOOL VAHIDANAGAR,0,25,28,0,0,53,0,28,10.6,28000.0,3,0,Class 10,Ghost Classes
BHADOHI,DEEGH,9710502905,Pt Deendayal Upadhyay Govt Model Inter College Sagarraipur bhadohi,40,143,171,189,175,718,40,189,143.6,4.72,0,4,Class 11,Overcrowded
BHADOHI,GYANPUR,9710207607,GOVT. HIGH SCHOOL KASIDAHA,0,77,48,0,0,125,0,77,25.0,77000.0,3,1,Class 9,Ghost Classes
BHADOHI,GYANPUR,9710208906,GOVT. HIGH SCHOOL PALI,0,114,88,0,0,202,0,114,40.4,114000.0,3,2,Class 9,Ghost Classes
BHADOHI,GYANPUR,9710217803,GOVT. HIGH SCHOOL SARAI MISHRANI,0,60,82,0,0,142,0,82,28.4,82000.0,3,1,Class 10,Ghost Classes
BHADOHI,GYANPUR,9710222719,SHRI KASHIRAJ RAJAKIYA SANSKRIT MAHAVIDHYALAY GYANPUR BHADOHI ,0,22,17,18,4,61,0,22,12.2,22000.0,2,0,Class 9,Ghost Classes
BHADOHI,GYANPUR,9710221518,VIBHUTI NARAYAN GOVT. INTER COLLEGE GYANPUR,24,340,329,686,700,2079,24,700,415.8,29.17,0,4,Class 12,Overcrowded
BHADOHI,SURIYAVAN,9710311004,GOVT. HIGH SCHOOL ABHIYA,0,25,56,0,0,81,0,56,16.2,56000.0,3,0,Class 10,Ghost Classes
BHADOHI,SURIYAVAN,9710307204,GOVT. HIGH SCHOOL ARJUNPUR,0,46,75,0,0,121,0,75,24.2,75000.0,3,1,Class 10,Ghost Classes
BHADOHI,SURIYAVAN,9710309603,GOVT. HIGH SCHOOL HARIHARPUR,0,91,64,0,0,155,0,91,31.0,91000.0,3,2,Class 9,Ghost Classes
BHADOHI,SURIYAVAN,9710316203,GOVT. HIGH SCHOOL LALIPUR,0,91,71,0,0,162,0,91,32.4,91000.0,3,2,Class 9,Ghost Classes
BHADOHI,SURIYAVAN,9710313603,GOVT. HIGH SCHOOL MAHUAPUR,0,107,105,0,0,212,0,107,42.4,107000.0,3,2,Class 9,Ghost Classes
BIJNOR,AAKU(NEHTOR),9030310602,GOVT GIRLS INTER COLLEGE,68,95,147,96,78,484,68,147,96.8,2.16,0,5,Class 10,Overcrowded
BIJNOR,AAKU(NEHTOR),9030317601,RAJKIYA HIGH SCHOOL NARAYAN KHERI,0,36,28,0,0,64,0,36,12.8,36000.0,3,0,Class 9,Ghost Classes
BIJNOR,AAKU(NEHTOR),9030307205,RAJKIYA HIGHI SCHOOL MATORA MAN,0,20,33,0,0,53,0,33,10.6,33000.0,3,0,Class 10,Ghost Classes
BIJNOR,AFZALGRAH,9030103004,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,9,52,22,0,0,83,0,52,16.6,52000.0,3,0,Class 9,Ghost Classes
BIJNOR,AFZALGRAH,9030109405,GOVT ADARSH INTER COLLAGE,24,61,71,68,75,299,24,75,59.8,3.12,0,4,Class 12,Overcrowded
BIJNOR,AFZALGRAH,9030109406,GOVT GIRLS I.C. AFZALGARH,72,116,146,136,136,606,72,146,121.2,2.03,0,5,Class 10,Overcrowded
BIJNOR,AFZALGRAH,9030102412,GOVT GIRLS INTER COLLEGE SUAWALA BIJNOR,1,45,40,28,45,159,1,45,31.8,44.96,1,0,Class 9,Severely Imbalanced
BIJNOR,AFZALGRAH,9030101608,GOVT NAVRATAN INTER COLLAGE,27,55,34,48,70,234,27,70,46.8,2.59,0,1,Class 12,Imbalanced
BIJNOR,AFZALGRAH,9030102505,PM SHRI RAJKIYA ADARSH JANTA INTER COLLEGE SHAHPUR JAMAL ,26,144,126,94,131,521,26,144,104.2,5.54,0,4,Class 9,Overcrowded
BIJNOR,AFZALGRAH,9030105703,RAJKIYA HIGHI SCHOOL JAFARABAD,0,31,21,0,0,52,0,31,10.4,31000.0,3,0,Class 9,Ghost Classes
BIJNOR,ALLHEPUR(DHAMPUR),9030210703,GOVT GIRLS INTER COLLAGE SARKA,11,42,26,19,26,124,11,42,24.8,3.82,0,0,Class 9,Imbalanced
BIJNOR,ALLHEPUR(DHAMPUR),9030206502,GOVT INTER COLLEGE NANGLA NAINSI DHAMPUR,45,84,38,42,60,269,38,84,53.8,2.21,0,1,Class 9,Imbalanced
BIJNOR,ALLHEPUR(DHAMPUR),9030217601,GOVT MODEL BALIKA INTER COLLEGE ALLHEPUR,0,18,30,21,4,73,0,30,14.6,30000.0,2,0,Class 10,Ghost Classes
BIJNOR,ALLHEPUR(DHAMPUR),9030208202,PM SHRI RAKIYA INTER COLLEGE KUNDIPURA,43,73,119,87,153,475,43,153,95.0,3.56,0,4,Class 12,Overcrowded
BIJNOR,ALLHEPUR(DHAMPUR),9030205805,RAJKIYA HIGHI SCHOOL,0,47,86,0,0,133,0,86,26.6,86000.0,3,1,Class 10,Ghost Classes
BIJNOR,BIJNOR(NAGAR),9031203905,RAJKIYA INTER COLLEGE BIJNOR,173,294,350,215,267,1299,173,350,259.8,2.02,0,5,Class 10,Overcrowded
BIJNOR,BIJNOR(NAGAR),9031203904,RAJKIYA KANYA INTER COLLEGE,278,503,438,426,447,2092,278,503,418.4,1.81,0,5,Class 9,Overcrowded
BIJNOR,BURHANPUR(SEOHARA),9030401803,RAJKIYA HIGH SCHOOL NARAVALI,0,37,29,0,0,66,0,37,13.2,37000.0,3,0,Class 9,Ghost Classes
BIJNOR,DHAMPUR(NAGAR),9031401720,GOVT GIRLS INTER COLLEGE FATEHULLA PUR KHAS DHAMPUR,25,58,40,39,53,215,25,58,43.0,2.32,0,0,Class 9,Imbalanced
BIJNOR,HALDAUR,9030501608,PM SHRI RAJKEEYA GIRLS INTER COLLEGE JHALU,71,146,156,184,169,726,71,184,145.2,2.59,0,5,Class 11,Overcrowded
BIJNOR,HALDAUR,9030501903,RAJKIYA HIGH SCHOOL BISAT,0,35,21,0,0,56,0,35,11.2,35000.0,3,0,Class 9,Ghost Classes
BIJNOR,HALDAUR,9030503603,RAJKIYA HIGH SCHOOL PRATHVIPUR,0,32,42,0,0,74,0,42,14.8,42000.0,3,0,Class 10,Ghost Classes
BIJNOR,JALILPUR,9030604402,GOVT GRILS INTER COLLEGE LUHARPURA,29,96,87,77,91,380,29,96,76.0,3.31,0,4,Class 9,Overcrowded
