District,Block,School_ID,School_Name,Total_2223,Total_2324,Total_2425,Total_2526,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag
PRAYAGRAJ,PHOOLPUR,9450601903,RAJKIYA U.M.V. NANDOUT,103,106,95,93,Small School,Fluctuating,1,Monitor
PRAYAGRAJ,PRATAP PUR,9450403504,RAJKIYA U M VIDHAYALAYA CHANETHU PRATAPPUR,75,79,79,99,Small School,Growing,1,Monitor
PRAYAGRAJ,SAIDABAD,9451106008,GOVT. GIRLS INTER COOLEGE,390,414,459,532,Large School,Growing,0,Safe
PRAYAGRAJ,SHANKAR GARH,9450100108,G.G.I.C. SHANKARGARH,233,264,336,398,Medium School,Growing,0,Safe
PRAYAGRAJ,SHANKAR GARH,9450104704,GOVT. GIRLS I.C. NARIBARI,303,286,322,357,Medium School,Fluctuating,0,Safe
PRAYAGRAJ,SHANKAR GARH,9450101503,RAJKIYA U.M.V. SONVEY,57,68,99,106,Small School,Growing,1,Monitor
PRAYAGRAJ,SORAON,9450706814,GOVERNMENT  HIGH SCHOOL GOHARI ,359,328,355,369,Medium School,Fluctuating,1,Monitor
PRAYAGRAJ,URUWA,9452100117,GOVERNMENT GIRLS HIGH SCHOOL SIRSA,52,38,47,59,Small School,Fluctuating,1,Monitor
PRAYAGRAJ,URUWA,9452101104,PT Deen Dayal Updhyay Rajkiya Madel School Somhan,332,279,296,243,Medium School,Fluctuating,0,Safe
RAE BARELI,AMAWAN,9280207003,G.G.I.C. HARIYAWAN RAEBARELI,290,300,267,246,Medium School,Fluctuating,0,Safe
RAE BARELI,AMAWAN,9280203203,"GOVT. HIGHER  SCHOOL, PINDARI KALAN",180,182,198,204,Medium School,Growing,1,Monitor
RAE BARELI,BACHHRAWAN,9280403609,GOVT. GIRLS INTER COLLEGE,720,735,782,792,Large School,Growing,0,Safe
RAE BARELI,CHHATOH,9282401706,GIC CHHATOH,43,41,54,51,Small School,Fluctuating,1,Monitor
RAE BARELI,CHHATOH,9282401707,GOV. GIRLS HIGHER SECONDERY CHHATOH,48,37,34,32,Very Small,Getting Smaller,4,Critical
RAE BARELI,CHHATOH,9281701904,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE,386,564,426,444,Medium School,Fluctuating,0,Safe
RAE BARELI,DALMAU,9281905005,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE,178,195,229,237,Medium School,Growing,0,Safe
RAE BARELI,DEEH,9282306503,GOVT.  INTER COLLEGE,1285,1420,1421,1245,Large School,Fluctuating,0,Safe
RAE BARELI,DEEH,9282306504,GOVT. GIRLS INTER COLLEGE,741,763,797,799,Large School,Growing,0,Safe
RAE BARELI,DEEH,9282306106,RAJKIYE HAIGH SCHOOL VIRNAWO,154,174,163,147,Small School,Fluctuating,1,Monitor
RAE BARELI,GAURA,9281002306,"GOVT. HIGHER SECONDARY SCHOOL, JALAL PUR DHAI",101,93,122,135,Small School,Fluctuating,1,Monitor
RAE BARELI,GAURA,9281003801,"GOVT.GIRLS INTER COLLAGE, GURGUJ PUR",427,425,397,370,Medium School,Getting Smaller,1,Monitor
RAE BARELI,HARCHANDPUR,9280302307,"G.G. HIGHER SECONDARY SCHOOL, PASCHIM GAON",73,60,58,53,Small School,Getting Smaller,3,High Risk
RAE BARELI,HARCHANDPUR,9280301504,G.G.H. SCHOOL BALA,142,159,180,182,Small School,Growing,1,Monitor
RAE BARELI,HARCHANDPUR,9280302402,"GOVT. INTER COLLAGE, TERA BAROULA",302,331,260,230,Medium School,Fluctuating,0,Safe
RAE BARELI,JAGATPUR,9281105303,GOVT. HIGH SCHOOL ROJHAIYA BHIKHAMSHAH,95,112,123,131,Small School,Growing,1,Monitor
RAE BARELI,JAGATPUR,9281100109,"GOVT. HIGHER SECONDARY SCHOOL, JAGATPUR",59,46,65,85,Small School,Fluctuating,1,Monitor
RAE BARELI,KHIRON,9280801003,"GOVT. GIRLS INTER COLLAGE, KHIRON",160,187,190,199,Small School,Growing,0,Safe
RAE BARELI,KHIRON,9280804204,JAWAHAR GOVT. INTER COLLEGE,319,303,329,350,Medium School,Fluctuating,0,Safe
RAE BARELI,KHIRON,9280802702,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE HARIPUR NIHASTHA,85,87,100,88,Small School,Fluctuating,0,Safe
RAE BARELI,LALGANJ,9282001127,"GOVT. GIRLS INTER COLLAGE, LALGANJ",121,127,128,121,Small School,Fluctuating,0,Safe
RAE BARELI,LALGANJ,9282002304,GOVT. HIGH SCHOOL CHANDITIKAR,75,91,71,74,Small School,Fluctuating,1,Monitor
RAE BARELI,MAHRAJGANJ,9280602902,"G.G.I.C. ATREHTA, MAHARAJGANJ",657,647,606,543,Large School,Getting Smaller,2,At Risk
RAE BARELI,MAHRAJGANJ,9280607104,GOVT. HIGHER SECONDARY SCHOOL MAU GARBI,77,98,113,115,Small School,Growing,1,Monitor
RAE BARELI,MAHRAJGANJ,9280604203,"GOVT. HIGHER SECONDARY SCHOOL, JANAI",111,112,111,133,Small School,Fluctuating,1,Monitor
RAE BARELI,MAHRAJGANJ,9280605708,GOVT. INTER COLLEGE,1545,1563,1513,1325,Large School,Fluctuating,0,Safe
RAE BARELI,MAHRAJGANJ,9280601705,PT. DEEN DAYAL UPADDHYAY  RAJKIYA MODEL INTER COLLEGE,263,271,330,403,Medium School,Growing,0,Safe
RAE BARELI,NAGAR SHETRA (RBL),9282208604,GOVT. GIRLS INTER COLLEGE,1029,896,855,787,Large School,Getting Smaller,2,At Risk
RAE BARELI,NAGAR SHETRA (RBL),9282208603,GOVT. INTER COLLEGE,882,821,876,961,Large School,Fluctuating,0,Safe
RAE BARELI,NAGAR SHETRA (RBL),9282206102,SRI K.B. SHINHA GOVT. GIRLS INTER COLLEGE,740,695,634,630,Large School,Getting Smaller,1,Monitor
RAE BARELI,RAHI,9280103704, GOVT. HIGH SCHOOL SANAHI,105,127,122,152,Small School,Fluctuating,1,Monitor
RAE BARELI,RAHI,9280100806,GOVT. HIGH SCHOOL BELA BHELA,111,99,106,147,Small School,Fluctuating,1,Monitor
RAE BARELI,RAHI,9280103203,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE,228,259,327,324,Medium School,Fluctuating,0,Safe
RAE BARELI,ROHANIYA,9281201805,"GOVT. HIGHER SECONDARY SCHOOL, ROHANIYA",119,86,82,89,Small School,Fluctuating,2,At Risk
RAE BARELI,ROHANIYA,9281206702,"GOVT. HIGHER SECONDARY SCHOOL, TAMASGARH",54,61,58,54,Small School,Fluctuating,1,Monitor
RAE BARELI,ROHANIYA,9281200803,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE,71,136,146,169,Small School,Growing,0,Safe
RAE BARELI,SALON,9282500701,GGIC SALON,412,422,353,313,Medium School,Fluctuating,0,Safe
RAE BARELI,SALON,9282500105,RAJKIYE HIGH SCHOOL SOOCHI,535,320,477,432,Medium School,Fluctuating,1,Monitor
RAE BARELI,SARENI,9282100106,GOVERNMENT HIGH SCHOOL PURE TRIVEDI,83,69,72,98,Small School,Fluctuating,1,Monitor
RAE BARELI,SATAON,9280906108,"GOVT. INTER COLLAGE, A. BUJURG",246,256,260,254,Medium School,Fluctuating,0,Safe
RAE BARELI,SHIVGARH,9280500703,"G.G.HIGHER SECONDARY SCHOOL, OSAAH",215,211,201,170,Small School,Getting Smaller,3,High Risk
RAMPUR,BILASPUR,9050211003,GOVT HSS AHRO BILASHPUR,88,81,55,36,Very Small,Getting Smaller,4,Critical
RAMPUR,BILASPUR,9050200102,GOVT HSS GAJRAULA BILASPUR,102,84,112,92,Small School,Fluctuating,1,Monitor
RAMPUR,BILASPUR,9050233005,GOVT IC ASHOK NAGAR,368,312,280,269,Medium School,Getting Smaller,2,At Risk
RAMPUR,BILASPUR,9050211715,GOVT IC BILASPUR,41,74,112,96,Small School,Fluctuating,0,Safe
RAMPUR,BILASPUR,9050211713,GOVT IC KEMRI,684,693,628,512,Large School,Fluctuating,0,Safe
RAMPUR,BILASPUR,9050209107,"GOVT INTER COLLEGE MANUNAGAR, BILASPUR",56,53,52,45,Very Small,Getting Smaller,4,Critical
RAMPUR,CHAMRAUVA,9050402710,GOVT HSS CHAMRAUVA,57,65,109,141,Small School,Growing,1,Monitor
RAMPUR,CHAMRAUVA,9050410802,"GOVT INTER COLLEGE, MANKARA, BLOCK CHAMRAUVA SADAR RAMPUR",137,288,390,439,Medium School,Growing,0,Safe
RAMPUR,CHAMRAUVA,9050402603,GOVT. H.S.S. NAUGAVAN,152,129,116,149,Small School,Fluctuating,1,Monitor
RAMPUR,CHAMRAUVA,9050409918,PT.DEEN DYAL UPADHYAY GOVT. MODEL IC KAKRAUVA,577,461,566,675,Large School,Fluctuating,0,Safe
RAMPUR,MILAK,9050514917,"GOVT INTER COLLEGE, DHAMAURA, MILAK",1235,1130,1069,1067,Large School,Getting Smaller,1,Monitor
RAMPUR,SAID NAGAR,9050609304,GOVT HIGH SCHOOL KHANDIA,80,71,70,89,Small School,Fluctuating,1,Monitor
RAMPUR,SAID NAGAR,9050613601,GOVT INTER COLLEGE MOHAMMADPUR SHUMALI,14,23,71,109,Small School,Growing,0,Safe
RAMPUR,SAID NAGAR,9050630801,GOVT. I  SAIJANI NANKAR,406,485,549,592,Large School,Growing,0,Safe
RAMPUR,SAID NAGAR,9050630901,GOVT. I C KASHIPUR,156,211,179,174,Small School,Fluctuating,0,Safe
RAMPUR,SAID NAGAR,9050619004,GOVT. INTER COLLEGE MANAKPUR BANJARIYA,624,729,912,1157,Large School,Growing,0,Safe
RAMPUR,SHAHBAD,9050123004,GOVT GIRLS INTER COLLEGE PATWAI,970,930,862,821,Large School,Getting Smaller,2,At Risk
RAMPUR,SHAHBAD,9050125506,GOVT GIRLS INTER COLLEGE SHAHBAD,1088,1093,1141,1129,Large School,Fluctuating,0,Safe
RAMPUR,SHAHBAD,9050111403,GOVT HSS SHAHPUR DEV,49,53,72,81,Small School,Growing,1,Monitor
RAMPUR,SHAHBAD,9050123005,GOVT INTER COLLEGE PATWAI,416,452,448,407,Medium School,Fluctuating,0,Safe
RAMPUR,SHAHBAD,9050100703,GOVT INTER COLLEGE SHAHABAD,131,294,372,506,Large School,Growing,0,Safe
RAMPUR,SHAHBAD,9050125507,GOVT INTER COLLEGE SHAHBAD,1710,1680,1407,1337,Large School,Getting Smaller,2,At Risk
RAMPUR,SHAHBAD,9050122704,GOVT. I C REBDI KALAN,603,692,634,539,Large School,Fluctuating,0,Safe
RAMPUR,SUAR,9050302603,GOVT GIRLS I C NARPAT NAGAR,347,453,475,459,Medium School,Fluctuating,0,Safe
RAMPUR,SUAR,9050315823,GOVT GIRLS I C SUAR,650,600,505,509,Large School,Fluctuating,0,Safe
RAMPUR,SUAR,9050308404,GOVT HSS DHANUPURA,112,112,129,123,Small School,Fluctuating,1,Monitor
RAMPUR,SUAR,9050317018,GOVT HSS RAZA NAGAR,103,92,119,127,Small School,Fluctuating,1,Monitor
RAMPUR,SUAR,9050315824,GOVT INTER COLLEGE SWAR,312,293,281,374,Medium School,Fluctuating,0,Safe
RAMPUR,SUAR,9050316212,GOVT INTER COLLEGE TANDA,832,881,904,933,Large School,Growing,0,Safe
RAMPUR,SUAR,9050305311,"GOVT INTER COLLEGE, TANDA BADLI, TANDA",377,389,287,294,Medium School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050702225,GOVT BAQAR IC RAMPUR,468,526,512,527,Large School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050705613,GOVT GIRLS IC QILA RAMPUR,670,637,467,302,Medium School,Getting Smaller,2,At Risk
RAMPUR,TOWN AREA RAMPUR,9050704510,GOVT HAMID IC RAMPUR,121,129,96,97,Small School,Fluctuating,1,Monitor
RAMPUR,TOWN AREA RAMPUR,9050721403,"GOVT INTER COLLEGE, PAHADI GATE, RAMPUR",257,261,286,261,Medium School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050701903,GOVT KHURSHEED GIRLS IC RAM PUR,859,726,994,1108,Large School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050702906,GOVT MURTAZA INTER COLL RAMPUR,305,309,347,333,Medium School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050703909,GOVT ORIENTAL COLLEGE RAMPUR,1,1,8,6,Ghost School,Fluctuating,3,High Risk
RAMPUR,TOWN AREA RAMPUR,9050703906,GOVT RAZA IC RAM PUR,349,262,267,301,Medium School,Fluctuating,0,Safe
RAMPUR,TOWN AREA RAMPUR,9050700515,GOVT ZULFEQAR  IC RAMPUR,388,377,348,316,Medium School,Getting Smaller,2,At Risk
RAMPUR,TOWN AREA RAMPUR,9050700514,GOVT ZULFEQAR GIRL IC RAM PUR,438,509,462,397,Medium School,Fluctuating,0,Safe
SAHARANPUR,BALIA KHEDI,9010800104,GOVT. HIGH SCHOOL PUNDAIN,47,39,44,51,Small School,Fluctuating,1,Monitor
SAHARANPUR,BALIA KHEDI,9010802912,RAJKIYA HIGH SCHOOL SABDALPUR,115,105,69,62,Small School,Getting Smaller,3,High Risk
SAHARANPUR,BALIA KHEDI,9010805402,RAMABAI RAJKIYA KANYA VIDHALAY,315,314,312,275,Medium School,Getting Smaller,1,Monitor
SAHARANPUR,DEOBAND,9010504805,GOVT. HIGH SCHOOL JAHKWALA,68,62,53,83,Small School,Fluctuating,1,Monitor
SAHARANPUR,DEOBAND,9010502204,GOVT. HIGH SCHOOL UNCHAGAON,33,29,33,40,Very Small,Fluctuating,2,At Risk
SAHARANPUR,DEOBAND,9010505604,GOVT. INTER COLLEGE TAYYABPUR TAPPALALU PHULAS AKBARPUR,139,144,123,142,Small School,Fluctuating,0,Safe
SAHARANPUR,DEOBAND,9010506007,GOVT.HIGH SCHOOL DIVALHEDI,48,34,23,36,Very Small,Fluctuating,3,High Risk
SAHARANPUR,DEOBAND,9010505706,RAJKIYE INTER COLLEGE SANPALA BAKKAL,16,43,53,34,Very Small,Fluctuating,2,At Risk
SAHARANPUR,GANGOH,9010301503,GOVT INTER COLLEGE JHADVAN ,160,166,141,155,Small School,Fluctuating,0,Safe
SAHARANPUR,GANGOH,9010305905,GOVT. HIGH SCHOOL,67,54,57,51,Small School,Fluctuating,2,At Risk
SAHARANPUR,GANGOH,9010310203,GOVT. HIGH SCHOOL CHAUPURA,37,36,40,54,Small School,Fluctuating,1,Monitor
SAHARANPUR,GANGOH,9010302208,GOVT. HIGH SCHOOL LAKHNOTI,80,84,81,97,Small School,Fluctuating,1,Monitor
SAHARANPUR,GANGOH,9010306705,PtDDUGICDhayakiGangoh,103,112,124,120,Small School,Fluctuating,0,Safe
SAHARANPUR,MUZAFFARABAD,9011208803,GOVT. HIGH SCHOOL BHAGUWALA,84,80,76,81,Small School,Fluctuating,1,Monitor
SAHARANPUR,MUZAFFARABAD,9011213906,GOVT. HIGH SCHOOL PATHLOKAR,30,29,57,83,Small School,Fluctuating,1,Monitor
SAHARANPUR,MUZAFFARABAD,9011202905,Govt. High School BADHERI GHOGHU,119,112,117,132,Small School,Fluctuating,1,Monitor
SAHARANPUR,MUZAFFARABAD,9011214506,RAJKIY HIGH SCHOOL,109,103,106,96,Small School,Fluctuating,1,Monitor
SAHARANPUR,MUZAFFARABAD,9011212104,RAJKIYA HIGH SCHOOL TOTA TANDA,231,205,213,236,Medium School,Fluctuating,1,Monitor
SAHARANPUR,MUZAFFARABAD,9011209303,SAMAJWADI  ABHINAV VIDYALYA KALUWAL,82,97,109,95,Small School,Fluctuating,0,Safe
SAHARANPUR,NAGAL,9011101207,GOVT. HIGH SCHOOL KPOORI GOVINDPUR,121,101,105,104,Small School,Fluctuating,1,Monitor
SAHARANPUR,NAGAL,9011103706,GOVT. HIGH SCHOOL KUTUBPUR LABDOLA,96,82,102,132,Small School,Fluctuating,1,Monitor
SAHARANPUR,NAGAL,9011106403,GOVT. HIGH SCHOOL SHIVPUR,31,35,28,35,Very Small,Fluctuating,2,At Risk
SAHARANPUR,NAGAL,9011101410,RAJKIYE INTER COLLEGE BANHERA KHAS,67,132,183,125,Small School,Fluctuating,0,Safe
SAHARANPUR,NAKUR,9010106501,GOVT. GIRL INTER COLLEGE NICHI NAKUR,79,104,111,113,Small School,Growing,0,Safe
SAHARANPUR,NAKUR,9010102805,GOVT. HIGH SCHOOL BADHI,118,108,122,123,Small School,Fluctuating,1,Monitor
SAHARANPUR,NAKUR,9010109005,GOVT. HIGH SCHOOL MACHCHARHERI,64,71,85,73,Small School,Fluctuating,1,Monitor
SAHARANPUR,NAKUR,9010103304,GOVT. HIGH SCHOOL RANIPUR BARSI,38,44,53,46,Very Small,Fluctuating,2,At Risk
SAHARANPUR,NAKUR,9010106116,GOVT. HIGH SCHOOL TABER,65,50,61,76,Small School,Fluctuating,1,Monitor
SAHARANPUR,NAKUR,9010105208,GOVT. INTER COLLEGE KAPURI,205,183,170,157,Small School,Getting Smaller,2,At Risk
SAHARANPUR,NAKUR,9010106752,LALA INDARSEN GOVT GIRLS INTER COLLEGE,202,200,191,166,Small School,Getting Smaller,2,At Risk
SAHARANPUR,NAKUR,9010106026,SH.DEVENDRA KUMAR GOVT GIRLS INTER COLLEGE,356,345,353,374,Medium School,Fluctuating,0,Safe
SAHARANPUR,NANAUTA,9010906011,GOVT. GIRLS INTER COLLEGE TIKRAUL,284,327,341,345,Medium School,Growing,0,Safe
SAHARANPUR,NANAUTA,9010902802,GOVT. HIGH SHCOOL BHAWASI RAIPUR,60,57,69,54,Small School,Fluctuating,1,Monitor
SAHARANPUR,NANAUTA,9010904804,RAJKIYA  HIGH SCHOOL KUWA KHERA,86,79,101,122,Small School,Fluctuating,1,Monitor
SAHARANPUR,NANAUTA,9010900806,RAJKIYA HAIGH SCHOOL ABHA NANAUTA,75,89,92,86,Small School,Fluctuating,1,Monitor
SAHARANPUR,PUNWARKA,9011007604,"GOVT HIGH SCHOOL CHANDPUR, SRE",34,31,30,25,Micro School,Getting Smaller,4,Critical
SAHARANPUR,PUNWARKA,9011001825,GOVT INTER COLLEGE KAILASHPUR,255,371,400,420,Medium School,Growing,0,Safe
SAHARANPUR,PUNWARKA,9011005113,GOVT. HIGH SCHOOL SADAK DUDLEE,102,101,116,125,Small School,Fluctuating,1,Monitor
SAHARANPUR,PUNWARKA,9011001203,GOVT. HIGH SCHOOL SONA,101,100,110,123,Small School,Fluctuating,1,Monitor
SAHARANPUR,PUNWARKA,9011009401,PDDUGICCHAURADEV,240,261,292,273,Medium School,Fluctuating,0,Safe
SAHARANPUR,PUNWARKA,9011002605,RAJKIY KANYA INTER COLLEGE,611,628,700,710,Large School,Growing,0,Safe
SAHARANPUR,PUNWARKA,9011010911,RAJKIYE HIGH SCHOOL,195,180,192,179,Small School,Fluctuating,1,Monitor
SAHARANPUR,PUNWARKA,9011010719,RAJKIYE KANYA INTER COLLEGE.GAGALHEDI,599,540,568,585,Large School,Fluctuating,0,Safe
SAHARANPUR,RAMPUR MANIHARAN,9010205108,GOVT. HIGH SHCOOL SADHOLI HARIA,120,138,131,131,Small School,Fluctuating,1,Monitor
SAHARANPUR,RAMPUR MANIHARAN,9010201511,RAJKIYA KANYA HIGH SCHOOL,116,94,100,111,Small School,Fluctuating,1,Monitor
SAHARANPUR,SADHOLI KADIM,9010404507,GOVT INTER COLLEGE DABKAURA,110,193,169,182,Small School,Fluctuating,0,Safe
SAHARANPUR,SADHOLI KADIM,9010406103,GOVT INTER COLLEGE HABIBPUR TAPOVAN,69,84,75,94,Small School,Fluctuating,0,Safe
SAHARANPUR,SADHOLI KADIM,9010408003,GOVT. HIGH SCHOOL,148,133,109,118,Small School,Fluctuating,1,Monitor
SAHARANPUR,SADHOLI KADIM,9010401006,GOVT. HIGH SCHOOL KHERI MADHTI,113,100,153,169,Small School,Fluctuating,1,Monitor
SAHARANPUR,SADHOLI KADIM,9010409003,PDDUGICNAUGAVAN,23,16,14,24,Micro School,Fluctuating,3,High Risk
SAHARANPUR,SARSAVA,9010710108,GOVT. HIGH SCHOOL BUDDA KHEDA,92,105,102,109,Small School,Fluctuating,1,Monitor
SAHARANPUR,SARSAVA,9010702506,GOVT. HIGH SCHOOL DAULATPUR,32,32,41,43,Very Small,Growing,2,At Risk
SAHARANPUR,SARSAVA,9010710801,GOVT. INTER COLLEGE GHUMTI,499,544,533,496,Medium School,Fluctuating,0,Safe
SAHARANPUR,SARSAVA,9010703103,RAJKIYA INTER COLLEGE PANCHKUAN,297,304,330,342,Medium School,Growing,0,Safe
SAHARANPUR,T.A. DEOBAND,9011400504,GOVT.KANYA INTER COLLEGE DEOBAND,560,570,607,597,Large School,Fluctuating,0,Safe
SAHARANPUR,T.A. SAHAHRANPUR,9010610303,GOVT. INTER COLLEGE KAMELA ROAD,150,223,288,354,Medium School,Growing,0,Safe
SAHARANPUR,T.A. SAHAHRANPUR,9010602509,GOVT.BOYS INTER COLLEGE,422,395,484,497,Medium School,Fluctuating,0,Safe
SAHARANPUR,T.A. SAHAHRANPUR,9010605703,GOVT.KANYA HYRE SECONDARY SCHOOL,510,491,521,571,Large School,Fluctuating,0,Safe
SAMBHAL (BHIM NAGAR),ASMOLI,9680107105,GOVT.HIGHER SEC.SCHOOL HARTHALA,161,123,130,140,Small School,Fluctuating,1,Monitor
SAMBHAL (BHIM NAGAR),ASMOLI,9680102306,GOVT.HIGHER SECONDARY SCHOOL MADALA FATEHPUR,67,67,52,54,Small School,Fluctuating,2,At Risk
SAMBHAL (BHIM NAGAR),BANIYAKHERA,9680516204,GOVERNMENT HIGHER SECONDARY SCHOOL,138,142,147,153,Small School,Growing,1,Monitor
SAMBHAL (BHIM NAGAR),BANIYAKHERA,9680507903,GOVERNMNET HIGHER SECONDARY SCHOOL,140,139,142,116,Small School,Fluctuating,1,Monitor
SAMBHAL (BHIM NAGAR),BEHJOI,9680409002,GOVT.HIGHER SECONDARY SCHOOL LEHRAWAN,1058,1032,1055,1055,Large School,Fluctuating,0,Safe
SAMBHAL (BHIM NAGAR),BEHJOI,9680410105,Pt deendayal govt ic rajpur,279,358,385,405,Medium School,Growing,0,Safe
SAMBHAL (BHIM NAGAR),JUNAVAI,9680700305,Pt deendayal govt ic nadrauli,215,224,265,272,Medium School,Growing,0,Safe
SAMBHAL (BHIM NAGAR),PAWANSA,9681000106,GOVERNMENT INTER COLLEGE,45,58,95,129,Small School,Growing,0,Safe
SAMBHAL (BHIM NAGAR),SAMBHAL,9681110418,GOVERNMENT KANYA INTER COLLEGE,338,375,397,403,Medium School,Growing,0,Safe
SAMBHAL (BHIM NAGAR),SAMBHAL,9681112903,GOVT INTER COLLEGE DHIMARKHEDI,269,353,412,430,Medium School,Growing,0,Safe
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,9681300307,GOVERNMENT GIRLS INTER COLLEGE,869,905,929,888,Large School,Fluctuating,0,Safe
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,9681303933,GOVERNMENT INTER COLLEGE TAKHTGOSAI,33,38,32,57,Small School,Fluctuating,2,At Risk
SANT KABIR NAGAR,BAGHAULI,9561613001,GOVT. INTER COLLEGE BANAULI SANT KABIR NAGAR,106,230,298,339,Medium School,Growing,0,Safe
SANT KABIR NAGAR,BAGHAULI,9561602803,GOVT.HIGH SCHOOL BHAGWANPUR,33,36,46,45,Very Small,Fluctuating,2,At Risk
SANT KABIR NAGAR,BAGHAULI,9561606805,GOVT.HIGH SCHOOL JAMDEEH,36,30,74,103,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,BAGHAULI,9561605209,GOVT.KANYA UMV BAGHAULI,125,122,137,132,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,BELHAR KALA,9562103203,G.U.M.V. SHIYA KATAI,160,136,159,151,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,HAINSAR BAZAR,9561915401,GOVT. HIGH SCHOOL RAMJANGALA,144,157,191,240,Medium School,Growing,1,Monitor
SANT KABIR NAGAR,HAINSAR BAZAR,9561907604,GOVT. UMV BABHANAULI,135,110,116,111,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,KHALILABAD,9561500506,GOVT. GIRLS INTET COLLEGE KHALILABAD,1210,1230,1178,1235,Large School,Fluctuating,0,Safe
SANT KABIR NAGAR,KHALILABAD,9561502903,GOVT. UMV GIRDHARPUR,116,117,119,108,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,KHALILABAD,9561517502,GOVT. UMVIDYALAY DHAURAHARA,65,54,64,74,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,NATHNAGAR,9562007409,GOVT. UMV MAHULI,38,39,49,68,Small School,Growing,1,Monitor
SANT KABIR NAGAR,PAULI,9561014503,GOVT. UMV GOVINDGUNJ,312,301,285,254,Medium School,Getting Smaller,3,High Risk
SANT KABIR NAGAR,SEMARINYAVA,9561701709,GOVT. HIGH SCHOOL SALEHPUR,81,56,59,69,Small School,Fluctuating,1,Monitor
SANT KABIR NAGAR,SEMARINYAVA,9561702605,GOVT. HIGH SCHOOL UMILA,121,110,114,89,Small School,Fluctuating,2,At Risk
SANT KABIR NAGAR,SEMARINYAVA,9561704403,GOVT.UMVIDYALAY KARMAKHAN,80,86,80,67,Small School,Fluctuating,2,At Risk
SHAHJAHANPUR,BANDA,9220610103,G.H.S CHILHAUTA BANDA,59,32,26,29,Very Small,Fluctuating,3,High Risk
SHAHJAHANPUR,BANDA,9220603308,G.H.S. RARUA,65,58,55,63,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,BANDA,9220607703,G.H.S. SINGHAPUR PANAI,76,94,80,79,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,BANDA,9220612305,RAJKIYE U. M. VIDHYALAY DHAKA GHANSHYAM,224,209,175,181,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,BANDA,9220603906,RAJKIYE UCHCHTAR MADHYMIK VIDHYALAY NAVICHI,109,112,122,133,Small School,Growing,1,Monitor
SHAHJAHANPUR,BHAWALKHERA,9221305202,G.H.S. DINGURPUR,67,52,34,51,Small School,Fluctuating,2,At Risk
SHAHJAHANPUR,BHAWALKHERA,9221306403,GOVT. INTER COLLAGE,319,367,336,415,Medium School,Fluctuating,0,Safe
SHAHJAHANPUR,BHAWALKHERA,9221312604,RAJKIYE UCHTAR M.S. SARSAWAN,195,191,198,192,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,DADRAUL,9220101206,G.H.S. DHANAURA,78,65,68,66,Small School,Fluctuating,2,At Risk
SHAHJAHANPUR,DADRAUL,9220108303,G.H.S. KAPER KATKA,42,29,57,83,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,DADRAUL,9220100505,GOV. HSS PIPROULA SHAHJAHANPUR,243,262,277,283,Medium School,Growing,1,Monitor
SHAHJAHANPUR,DADRAUL,9220108903,Government Higher Secondary School,105,120,114,119,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,DADRAUL,9220102901,RAJKIYA INTER COLLEGE,1156,1134,1115,1099,Large School,Getting Smaller,0,Safe
SHAHJAHANPUR,DADRAUL,9220102808,RAJKIYA INTER COLLEGE TIKRI,175,211,280,400,Medium School,Growing,0,Safe
SHAHJAHANPUR,DADRAUL,9220105810,RAJKIYE U.M. VIDHAYALA SHAHBAZNAGAR,95,90,106,98,Small School,Fluctuating,1,Monitor
SHAHJAHANPUR,JAITIPUR,9220202705,G.H.S. BARI PRASIDDHAPUR,37,36,36,44,Very Small,Fluctuating,2,At Risk
SHAHJAHANPUR,JAITIPUR,9220203605,RAJKIYE U.M. VIDHAYALAY SHANKAR PITRAI JAITUPUR,63,58,63,67,Small School,Fluctuating,1,Monitor
