District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
MUZAFFARNAGAR,BUDHANA,9020701607,GOVT INTER COLLEGE RAJPUR CHHAJPUR BUDHANA MUZAFFARNAGAR,,38,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MORADABAD,THAKURDWARA,9041208506,GOVERNMENT INTER COLLEGE RAMUWALA GANESH,,22,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
JAUNPUR,MAHARAJ GANJ,9641008902,GOVT. H.S. HARAI PUR,36.0,31,-13.89,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
PILIBHIT,AMARIA,9210108404,"GOVERNMENT HIGH SCHOOL SARAINI TIRKUNIYA, AMARIYA, PILIBHIT",,22,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BAREILLY,VITHARI CHAINPUR,9201800908,GOVT. HIGH SCHOOL BITHRI CHAINPUR BAREILLY,294.0,218,-25.85,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BAREILLY,RICHHA(DAMKHODA),9200512203,GOVT. SEC. SCHOOL GULADIYA ATA HUSSAIN,35.0,34,-2.86,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
PRAYAGRAJ,MANDA,9451608203,GOVT.H.S.SCHOOL,32.0,39,21.88,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
JAUNPUR,BUKSHA,9640606703,GOVT. H.S SCHOOL MAINUDDINPUR,54.0,56,3.7,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
JALAUN,MAHEVA,9350708703,GOVT. HSS ABHAIDEPUR,50.0,54,8.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
JALAUN,KONCH,9350400703,GOVT. HSS JAMROHI KHURD,33.0,47,42.42,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
JALAUN,JALAUN,9350204603,GOVT. HSS KASIPURA,44.0,48,9.09,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
HATHRAS,SASNI,9130200138,RAJKIY H.H.S MUHARIYA,47.0,53,12.77,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
HATHRAS,SAHPAU,9130700120,"RAJKIYA HIGH SCHOOL, MADHA PITHU",37.0,49,32.43,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
HATHRAS,SAHPAU,9130704207,GOV HIGH SCHOOL UGHENA,19.0,26,36.84,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
HATHRAS,SADABAD,9130600106,"RAJKIYA H.S. SCHOOL, AROTHA",40.0,38,-5.0,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
ALIGARH,AKRABAD,9120205303,RAJKIY HIGH SCHOOL KATHERA,191.0,140,-26.7,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SAHARANPUR,GANGOH,9010313205,RAJKIYE INTER COLLEGE BEENPUR,,49,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KANNAUJ,GUGRAPUR,9300900104,RAJKIYA H.S.S.BHANWARGARHA,22.0,43,95.45,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KANNAUJ,CHHIBRAMAU,9300401603,RAJKIYA H.S.S. RAMKHDA CHHIBRAMAU,9.0,27,200.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
RAMPUR,MILAK,9050514917,"GOVT INTER COLLEGE, DHAMAURA, MILAK",1235.0,1067,-13.6,5,MEDIUM RISK,Yes,No,No,No,No,No,Yes,Yes,No,No
RAE BARELI,SALON,9282500105,RAJKIYE HIGH SCHOOL SOOCHI,535.0,432,-19.25,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BAREILLY,NAWABGANJ,9200400505,GOVT HIGH SCHOOL TANDA SADAT,29.0,32,10.34,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BAREILLY,MAJHGAWAN,9201001402,GOVT. HIGH SCHOOL BASANTPUR,38.0,40,5.26,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
PRAYAGRAJ,MAUAIMA,9450900303,RAJKIYA U M VIDHAYALAYA JOGIPUR MAUAIMA ,37.0,52,40.54,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
HATHRAS,HATHRAS,9130113503,GOV HIGH SCHOOL BAGHANA,65.0,61,-6.15,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,9061708904,RAJKIYA H.S. YAKUBPUR,41.0,63,53.66,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
KANNAUJ,SAURIKH,9300500109,RAJKIYA H.S.S HUSEPUR KARAN,28.0,39,39.29,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
ALIGARH,IGLAS,9121200701,RAJKEYA HIGH SCHOOL RAITPUR IGLAS,55.0,50,-9.09,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ALIGARH,GONDA,9121108003,GAYATRI DEEVI RAJKEY INTER COLLEGE  GORAI,413.0,246,-40.44,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
AMBEDKAR NAGAR,AKBARPUR,9480106311,GOVT HIGHER SEC SCH RAMPUR SAKARWARI,34.0,35,2.94,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
PILIBHIT,AMARIA,9210105903,"GOVERNMENT HIGH SCHOOL HARHARPUR HASAN, AMARIYA, PILIBHIT",,26,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,28.0,39,39.29,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KANPUR DEHAT,AKBARPUR,9330100126,GOVT.H.S.SCHOOL BARA,169.0,122,-27.81,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KANNAUJ,UMARDA,9300200106,RAJKIYA H.S.S DYODA UMARDA,19.0,17,-10.53,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
HARDOI,KOTHAWAN,9251502503,GOVERMENT HSS DUGAUNA,55.0,52,-5.45,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
HARDOI,KACHAUNA,9251602306,GOVT. HIGHER SECONDRY SCHOOL KHAJOHNA HARDOI,32.0,49,53.12,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
HARDOI,BILGRAM,9251707023,GOVT  GIRLS  INTER  COLLEGE,53.0,98,84.91,5,MEDIUM RISK,No,No,No,Yes,Yes,Yes,No,No,No,No
BHADOI,ABHOLI,9710700106,GOVT. HIGH SCHOOL ABHOLI,164.0,128,-21.95,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
PRATAPGARH,BABAGANJ,9430207309,GOVT. H.S.SCHOOL LARU KUNDA PRATAPGARH,11.0,41,272.73,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
RAMPUR,SUAR,9050305311,"GOVT INTER COLLEGE, TANDA BADLI, TANDA",377.0,294,-22.02,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
PRATAPGARH,SADWA-CHANDRIKA,9431507205,GOVT. INTER COLLEGE,290.0,195,-32.76,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BASTI,KUDRAHA,9551000904,GOVT HR SEC PARSANVA,32.0,45,40.62,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
HARDOI,AHIRORI,9250610602,RAJKIYA ALLAHADADPUR AHIRORI,25.0,23,-8.0,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
KANPUR DEHAT,RAJPUR,9330808704,GOVT.HIGH SCHOOL BEHMAI,16.0,33,106.25,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KUSHINAGAR,KHADDA,9590308203,RAJKIYA INTER COLLEGE TURKAHA KHADDA,,49,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KAUSHAMBI,CHAYAL,9440702303,RAJKIYA HIGH SCHOOL MAHARAJ KA PURA CHAYAL KAUSHAMBI,26.0,40,53.85,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
HAMIRPUR (U.P.),SARILA,9380704303,GOVT HS CHANDAUT,158.0,114,-27.85,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KANPUR NAGAR,KALYANPUR,9340303711,GOVT HIGH SCHOOL,175.0,109,-37.71,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
HAMIRPUR (U.P.),GOHAND,9380609402,GOVT. HIGH SCHOOL BILGAON NAVIN,18.0,30,66.67,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,19.0,29,52.63,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
KAUSHAMBI,SARSAWAN,9440508204,RAJKIY HS MAHEWAGHAT,57.0,64,12.28,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
PRATAPGARH,BABA BHELKHARNATH,9431903303,GOVT. H.S.SCHOOL RASULAHA PRATAPGARH,18.0,23,27.78,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
PRATAPGARH,AASPUR-DEOSARA,9430100103,"GOVT. H.S.S, ATRAURA",29.0,48,65.52,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BHADOI,BHADOHI,9710100704,GOVT. HIGH SCHOOL YAKOOBPUR,57.0,76,33.33,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
PILIBHIT,MARORI,9210600814,GOVERNMENT INTER COLLEGE NEORIA MARORI,273.0,182,-33.33,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
PILIBHIT,BISALPUR,9210304404,GOVERNMENT HIGH SCHOOL KHANKA BISALPUR PILIBHIT,251.0,138,-45.02,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BASTI,DUBAULIA,9551500105,GOVT GIRLS H.S. GOPALPUR UNJI BASTI,34.0,52,52.94,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ALIGARH,NAGAR ALIGARH,9121306092,GOVERNMENT HIGH SCHOOL BHUJPURA,,6,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
AMETHI - CSM NAGAR,AMETHI,9730200109,RAJKIYE HIGH SCHOOL,179.0,120,-32.96,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KHERI,KUMBHI-GOLA,9230500204,GOVT HS MAGDAPUR,205.0,153,-25.37,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KHERI,PHOOL BEHAR,9231203003,GOVT HS GOOM,168.0,110,-34.52,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KHERI,PALIYA,9231101902,G.H.S. BHUDA PALIYA KHERI,165.0,101,-38.79,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
UNNAO,AURAS,9260505704,GOVT HIGH SCH ALIPUR MICHLAULA,102.0,98,-3.92,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SULTANPUR,KURWAR,9491606506,GHS HAZIPATTI,198.0,169,-14.65,5,MEDIUM RISK,Yes,No,No,No,No,No,Yes,Yes,No,No
AURAIYA,AIRWAKATRA,9320402003,GOVT. U.M.V. KARMUPUR,21.0,43,104.76,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
LALITPUR,BIRDHA,9370201605,GHS DONGRAKALAN,182.0,119,-34.62,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
LALITPUR,BAR,9370107003,GHS NAGARA,187.0,143,-23.53,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KUSHINAGAR,SEORAHI,9591108603,RAJKIYA U.M.V. JUNGALI PATTI,45.0,49,8.89,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
MUZAFFARNAGAR,PURKAJI,9020404613,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER COLLEGE KHAI KHERI MZN,52.0,79,51.92,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SAHARANPUR,DEOBAND,9010505706,RAJKIYE INTER COLLEGE SANPALA BAKKAL,16.0,34,112.5,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SAHARANPUR,DEOBAND,9010502204,GOVT. HIGH SCHOOL UNCHAGAON,33.0,40,21.21,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
BAREILLY,BHADPURA,9200603205,GOVT. HIGH SCHOOL JYOTI JAGIR,182.0,135,-25.82,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BAREILLY,BHADPURA,9200604320,GOVT. GIRLS HIGH SCHOOL KYOLARIYA,171.0,116,-32.16,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,52.0,87,67.31,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
GHAZIPUR,ZAKHANIA,9650906422,GOVT. U.M.V. RAMPUR BALBHADRA,34.0,44,29.41,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
GHAZIPUR,SAIDPUR,9650707603,G.G.I.C. RAMPUR,28.0,94,235.71,5,MEDIUM RISK,No,No,No,Yes,Yes,Yes,No,No,No,No
SULTANPUR,BALDIRAI,9492607907,GHS PIPARI,22.0,26,18.18,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
AURAIYA,BHAGYANAGAR,9320602003,GOVT. U.M.V. TURKIPUR,20.0,25,25.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
LUCKNOW,BAKSHI KA TALAB,9270809503,RAJKIYA HIGH SCHOOL KHANTARI,187.0,137,-26.74,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
LUCKNOW,BAKSHI KA TALAB,9270815207,GOVT. HIGH SCHOOL RASOOLPUR SADAT,169.0,124,-26.63,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
LALITPUR,MAHRONI,9370506606,GHS GAUNA (KUSMAD),299.0,158,-47.16,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
GHAZIPUR,DEOKALI,9650804204,GOVT. U.M.V. BHIKKHEPUR,28.0,45,60.71,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
GHAZIPUR,BIRNO,9650506404,GOVT. U.M.V. BAHLOLPUR,41.0,47,14.63,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
GHAZIPUR,BIRNO,9650500915,GOVT. HIGH SCHOOL BIRNO GHAZIPUR,251.0,136,-45.82,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SONBHADRA,MYORPUR,9700802805,GOVT. U.M.V. MADHUBAN,85.0,91,7.06,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SAHARANPUR,SARSAVA,9010702506,GOVT. HIGH SCHOOL DAULATPUR,32.0,43,34.38,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
PILIBHIT,AMARIA,9210102611,GOVERNMENT HIGH SCHOOL TONDERPUR,49.0,48,-2.04,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
LUCKNOW,KAKORI,9270200604,RAJKIYA U.M.V. SIRGAMAU,227.0,163,-28.19,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
LUCKNOW,GOSHAI GANJ,9270600802,RAJKIYE HS BAGHAULI,157.0,102,-35.03,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,71.0,83,16.9,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
FIROZABAD,KHAIRGARH,9160502805,GOVT. HIGH SCHOOL BARTHARA,37.0,47,27.03,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,81.0,72,-11.11,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
FATEHPUR,MALAWAN,9420419403,RAJKIYE U M V SIKRODHI,38.0,53,39.47,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,35.0,37,5.71,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
AZAMGARH,MOHAMMADPUR,9611800313,G G I C NANDAV,25.0,77,208.0,5,MEDIUM RISK,No,No,No,Yes,Yes,Yes,No,No,No,No
BAHRAICH,FAKHAR PUR,9500308406,GOVT. HIGH SCHOOL BAUNDI,212.0,164,-22.64,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MAHOBA,JAITPUR,9390205703,GOVT. HIGH SCHOOL INDRAHATA,220.0,164,-25.45,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
FATEHPUR,KHAJUHA,9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,19.0,34,78.95,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
FATEHPUR,DHATA,9421300402,RAJKIYE U M V ARIYE,37.0,65,75.68,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,799.0,597,-25.28,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
FATEHPUR,ASHOTHAR,9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,48.0,43,-10.42,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
FATEHPUR,AMAULI,9420208603,RAJKIYE U.M.V.RITHWA,36.0,31,-13.89,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SANT KABIR NAGAR,BAGHAULI,9561602803,GOVT.HIGH SCHOOL BHAGWANPUR,33.0,45,36.36,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BARABANKI,BANKI,9460400139,GOVT HIGH SCHOOL BADEL BARABANKI,171.0,155,-9.36,5,MEDIUM RISK,Yes,No,No,No,No,No,Yes,Yes,No,No
BARABANKI,SURAT GANJ,9460808806,RAJKIYA U.M.V CHHEDA,174.0,122,-29.89,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BARABANKI,NINDURA,9461408803,RAJKIYA U.M.V BADAIDEEH,211.0,133,-36.97,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BIJNOR,AAKU(NEHTOR),9030307205,RAJKIYA HIGHI SCHOOL MATORA MAN,48.0,53,10.42,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MAHOBA,JAITPUR,9390212703,GOVT. HIGH SCHOOL MUHARI,13.0,25,92.31,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SITAPUR,SIDHAULI,9241901111,G.I.C.NEELGAON,769.0,619,-19.51,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BAHRAICH,JARWAL,9500102903,GOVT H S SONBARSA JARAWAL,85.0,88,3.53,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MAHOBA,PANWARI,9390408604,GOVT. HIGH SCHOOL DULARA,153.0,116,-24.18,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MAHOBA,KABRAI,9390301606,GOVT. INTER COLLEGE SHRINAGAR,2385.0,2152,-9.77,5,MEDIUM RISK,Yes,No,No,No,No,No,Yes,Yes,No,No
MAHOBA,KABRAI,9390313603,GOVT HIGH SCHOOL KULKUWAN,50.0,44,-12.0,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32.0,47,46.88,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MAINPURI,KARHAL,9180803004,GOVT. HIGH SCHOOL NAKAU KARHAL MAINPURI,50.0,53,6.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SANT KABIR NAGAR,SEMARINYAVA,9561701709,GOVT. HIGH SCHOOL SALEHPUR,81.0,69,-14.81,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MUZAFFARNAGAR,MORNA,9021303815,GOVT INTER COLLEGE JAULI MORNA MUZAFFARNAGAR,184.0,135,-26.63,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SITAPUR,PAHALA,9241309903,RAJKIYA UCCHTAR MADHYAMIK SCHOOL KORAR,34.0,49,44.12,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BAHRAICH,KAISER GANJ,9500200108,R H SCHOOL BADRAULI,179.0,135,-24.58,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BAHRAICH,MIHIN PURVA,9501110505,R.H. SCHOOL PARGAHWA,34.0,48,41.18,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SIDDHARTHNAGAR,KHUNIYANV,9541000105,RAJKEEY U.M.V. UNCHDIH,201.0,155,-22.89,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MATHURA,GOVERDHAN,9140303404,GOVT. HIGH SCHOOL BACHGAON,54.0,72,33.33,5,MEDIUM RISK,No,No,No,Yes,Yes,No,No,Yes,No,No
MATHURA,CHHATA,9140407405,GOVT HIGH SCHOOL TOOMAULA,44.0,48,9.09,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22.0,36,63.64,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MATHURA,BALDEO,9141000610,GOVT HIGH SCHOOL DAGENTA,171.0,104,-39.18,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SITAPUR,BEHTA,9240209103,GOVT.HIGHER SECONDARY SCHOOL RAIGHATA,34.0,49,44.12,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SIDDHARTHNAGAR,DUMARIYAGANJ,9540814803,RAJKIYEE U.M.V. AMAUNA PANDEY,145.0,102,-29.66,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SIDDHARTHNAGAR,BIRDPUR,9540203811,RAJKEEY UMV BAHORAVA UTTARI,103.0,88,-14.56,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SIDDHARTHNAGAR,BHANVAPUR,9540901303,RAJKIYEE U.M.V. BHARAVATIYA BAZAR,205.0,167,-18.54,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MAU,DOHRIGHAT,9620302805,GOVT HSS BELA KASAILA,21.0,37,76.19,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BALLIA,NAVANAGAR,9630504805,RAJKIYA UPS KOTH,87.0,68,-21.84,5,MEDIUM RISK,No,Yes,No,No,Yes,No,No,Yes,No,No
BALLIA,MURLI CHHAPRA,9631707602,RAJKIYA U.M.V TOLA BAJRAY BALLIA,19.0,35,84.21,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MEERUT,KHARKHODA,9070301402,GOVT. HIGH SCH. FAKHARPUR KABTTA,35.0,38,8.57,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MEERUT,HASTINAPUR,9071202807,GOVT. HIGH SCHOOL RAHORA KHURD,201.0,136,-32.34,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MAU,RATANPURA,9620101606,GOVT HSS AILAKH,25.0,26,4.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BUDAUN,QADARCHOWK,9190107203,GOVT INTER COLLEGE CHAUDERA QADARCHOWK,28.0,89,217.86,5,MEDIUM RISK,No,No,No,Yes,Yes,Yes,No,No,No,No
BUDAUN,MIAUN,9191004103,"GOVT. GIRLS HIGH SCHOOL, MANSA NAGLA",56.0,52,-7.14,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MORADABAD,CHAJLET,9042003603,GOVERNMENT HIGHER SECONDARY SCHOOL KUCHAWALI,137.0,103,-24.82,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MUZAFFARNAGAR,BUDHANA,9020604907,GOVT. HIGH SCHOOL MOHD. PUR RAI SINGH,27.0,41,51.85,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MAU,DOHRIGHAT,9620305805,GOVT INTER COLLEGE BARHRAMPUR,34.0,47,38.24,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37.0,49,32.43,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
CHITRAKOOT,MANIKPUR,9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,103.0,82,-20.39,5,MEDIUM RISK,No,Yes,No,No,Yes,No,No,Yes,No,No
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,81.0,90,11.11,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
CHITRAKOOT,PAHADI,9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,74.0,63,-14.86,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
BALLIA,RASARA,9630302508,RAJKIY BALIKA INTER COL. RASARA,101.0,81,-19.8,5,MEDIUM RISK,No,Yes,No,No,Yes,No,Yes,No,No,No
