District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
SULTANPUR,DOSTPUR,9490800302,Pandit Deen Dayal Upadhyay IC,241.0,219,-9.13,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SULTANPUR,DUBEYPUR,9490906103,GIC MAHRAJGANJ,249.0,363,45.78,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AMETHI - CSM NAGAR,SINGHPUR,9731700807,RAJKIY INTER COLLGE INHAUNA,182.0,156,-14.29,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,60.0,124,106.67,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,146.0,307,110.27,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KUSHINAGAR,SEORAHI,9591103304,RAJKIYA U.M.V. SARYA KHURD,108.0,113,4.63,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,161.0,248,54.04,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GHAZIPUR,MANIHARI,9650207206,RAJKIYA HIGH SCHOOL SAURI,177.0,165,-6.78,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
GHAZIPUR,REOTIPUR,9651000130,GOVT. U.M.V. REOTIPUR,43.0,114,165.12,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,142.0,179,26.06,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
LALITPUR,TALBEHAT,9370402802,GOVT INTER COLLEGE MATATILA,451.0,432,-4.21,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LUCKNOW,BAKSHI KA TALAB,9270817803,RAJKIYA HIGH SCHOO TIKRI,121.0,108,-10.74,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LUCKNOW,BAKSHI KA TALAB,9270813007,RAJKIYA HIGH SCHOOL PAHARPUR B.K.T LUCKNOW,175.0,155,-11.43,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SONBHADRA,MYORPUR,9700805803,GOVT. H.S.S. PIPARHAR,78.0,151,93.59,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,MYORPUR,9700807108,GOVT. INTER COLLEGE PIPRI,921.0,805,-12.6,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SONBHADRA,MYORPUR,9700800907,GOVT. U.M.V. SAGOBANDH,94.0,143,52.13,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,MYORPUR,9700808127,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE MEDARDAH,1.0,345,34400.0,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GORAKHPUR,BELGHAT,9581700504,GOVT HIGH BARIGAON BELGHAT GKP,134.0,193,44.03,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
UNNAO,HILOULI,9261300404,GOVT HIGH SCHOOL PARA UNNAO,118.0,139,17.8,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
UNNAO,HILOULI,9261305503,"GOVT.H.SCHOOL BHAWANE GANJ HILOULI,UNNAO.",182.0,296,62.64,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AMETHI - CSM NAGAR,BHADAR,9732706101,RAMABAI AMBEDKAR GGIC,136.0,116,-14.71,2,LOW RISK,No,No,No,No,No,Yes,Yes,No,No,No
AMETHI - CSM NAGAR,BHETUA,9732303305,RAJKIY INTER COLLEGE,57.0,224,292.98,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AMETHI - CSM NAGAR,JAMO,9732100115,UMA RAMAN INTER COLLEGE,196.0,313,59.69,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
UNNAO,MIYAGANJ,9260600310,GOVT HIGH SCHOOL AASIVAN PASHCHIM,79.0,132,67.09,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GORAKHPUR,KHORABAR,9582002708,RAJKIYA HIGH SCHOOL GAHIRA KHORABAR,205.0,195,-4.88,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SONBHADRA,NAGWA,9700604903,GOVT. HIGH SCHOOL CHICHALIK,96.0,116,20.83,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
LUCKNOW,GOSHAI GANJ,9270607404,GOVT. HIGH SCHOOL MASTEMAU GOSAIGANJ,161.0,158,-1.86,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,139.0,186,33.81,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
LUCKNOW,KAKORI,9270200110,PT DEEN DAYAL UPADHAYA RAJKIYA MODEL INTER COLLEGE THWAR,435.0,421,-3.22,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
FIROZABAD,TUNDLA,9160304204,GOVT.HIGH SCHOOL THAR BALDI,62.0,121,95.16,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,DUDHI,9700206506,Govt. H.S.S. MEDNIKHAN,186.0,231,24.19,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,GHORAWAL,9700401109,GOVT. INTER C. SIRSIYA THAKURAI KHAIRPUR,460.0,729,58.48,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,GHORAWAL,9700403203,Pt Deendayal Upadhyay Govt Model Inter College Mudiladeeh,375.0,911,142.93,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,MYORPUR,9700807506,G I C SHAKTINAGAR,995.0,863,-13.27,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SONBHADRA,MYORPUR,9700806705,GOVT. H.S.S. CHANGA,62.0,198,219.35,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AZAMGARH,JAHANAGANJ,9612000408,GOVT HSS MITTUPUR,124.0,166,33.87,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GHAZIPUR,DEOKALI,9650800212,GOVERNMENT GIRLS INTER COLLEGE,83.0,88,6.02,2,LOW RISK,No,No,No,No,Yes,No,No,No,No,No
GHAZIPUR,KARANDA,9650402504,GOVT. U.M.V. KATARIYA,182.0,178,-2.2,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LALITPUR,MADAWRA,9370607503,GHS RAMGARHA,198.0,177,-10.61,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LALITPUR,MAHRONI,9370501612,GHS KUMHAIDI,382.0,334,-12.57,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LALITPUR,MAHRONI,9370506011,GHS SADHUMAL,149.0,127,-14.77,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
LALITPUR,TALBEHAT,9370404409,GHS TERAI PHATAK,472.0,454,-3.81,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
FIROZABAD,MADANPUR,9160610502,GOVT. GIRLS INTER COLLEGE NAGAL BALL MADANPUR FZD 1524,119.0,128,7.56,2,LOW RISK,No,No,No,Yes,No,No,No,No,No,No
SONBHADRA,BABHANI,9700701706,GOVT. U.M.V. IKDIRI,142.0,333,134.51,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,CHATRA,9700504511,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RAMGARH,10.0,567,5570.0,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,CHOPAN,9700100503,GOVERNMENT INTER COLLEGE  GURMURA,297.0,694,133.67,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SONBHADRA,CHOPAN,9700107242,GOVT. HIGH SCHOL JUGAIL,333.0,303,-9.01,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
GORAKHPUR,PIPRAICH,9581902303,GOVT. HIGH SCHOOL GOVINDPUR PIPRAICH,184.0,168,-8.7,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,168.0,197,17.26,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,MOHAMMADI,9230701503,GOVT.H.S.JAITI,120.0,104,-13.33,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KHERI,NAKAHA,9231008402,GOVT.I.C. SHARDA NAGAR,804.0,701,-12.81,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KHERI,NIGHASAN,9230904603,GOVT. H. S. KHAIRI GARH,183.0,163,-10.93,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
UNNAO,NAVABGANJ,9260807804,GOVT HIGH SCHOOL SOHARAMAU UNNAO,64.0,105,64.06,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
UNNAO,SIKANDERPUR SAROSI,9260908103,GOVT GILS HIGH SCHOOL AERA BHADIYAR,173.0,178,2.89,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
VARANASI,ARAJILINES,9670512802,GOVT. HIGHSCHOOL BHATSAR,210.0,206,-1.9,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
VARANASI,ARAJILINES,9670513702,GOVT. HIGHSCHOOL MAHGAON,98.0,101,3.06,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SONBHADRA,CHOPAN,9700101033,GOVT. HIGH SCHOOL PANARI,65.0,104,60.0,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAGHPAT,CHHAPROLI,9080501906,G.G.I.C TUGANA,85.0,93,9.41,2,LOW RISK,No,No,No,No,Yes,No,No,No,No,No
MAHARAJGANJ,BRIJMAN GANJ,9571102112,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE SAHAJANWA BABU,105.0,385,266.67,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MAHMOODABAD,9241003905,GOVT.HIGHER SECONDARY SCHOOL LALPUR,41.0,109,165.85,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MAHMOODABAD,9241008803,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Judaura Pac hdevra Chaubepur,132.0,260,96.97,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MAHOLI,9241107705,RAJKIYA U.M.V. RAJVAPUR,43.0,149,246.51,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MISRIKH,9241200201,RAJKIYA U.M.V. GULHARIYA,65.0,108,66.15,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,PAHALA,9241300106,RAJKIYA U.M.V. BHITKURA,122.0,127,4.1,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,PARSENDI,9241403603,GOVT.HIGH SCHOOL TAPPA KHAJURIYA,118.0,116,-1.69,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
BAHRAICH,BALHA,9501001805,R H S SCHOOL RAJAPUR KALAN,130.0,200,53.85,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,HUJUR PUR,9500612301,GIC BHAGADWA BAZAR HUJURPUR,217.0,540,148.85,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,HUJUR PUR,9500607203,R H SCHOOL CHAKUJOT,122.0,184,50.82,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,PISAWAN,9241505705,RAJKIYA INTER COLLEGE BEEHAT GAUR,683.0,642,-6.0,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,PISAWAN,9241508502,RAJKIYA U.M.V. MOHARNIYA,141.0,205,45.39,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,SIDHAULI,9241911203,GOVT.HIGHER SECONDARY SCHOOL SARAURA,171.0,226,32.16,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GHAZIABAD,BHOJPUR,9090404619,GOVT HIG SEC NAHALI,108.0,102,-5.56,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
GHAZIABAD,BHOJPUR,9090404504,GOVT. INTER COLLEGE MACHRI,30.0,107,256.67,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FIROZABAD,FIROZABAD,9160100903,GOVT. HIGH SCHOOL BASAI MUHAMMAD PUR,72.0,111,54.17,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHARAJGANJ,MAHRAJGANJ,9570103903,GOVT HR SEC ARAJIJAGPUR MAHARAJGANJ,113.0,174,53.98,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,MALAWAN,9420404106,RAJKIYE UCCHTAR MADHMIK VIDYALAY CHAKKI,139.0,120,-13.67,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
FATEHPUR,TELIYANI,9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,201.0,287,42.79,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,TELIYANI,9420506703,RAJKIYE U M V RAWATPUR,53.0,128,141.51,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,VIJAIPUR,9421110905,RAJKIYE I.C.ARJUNPUR GADHA,508.0,872,71.65,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,VIJAIPUR,9421109205,RAJKIYE U M V TENI,112.0,112,0.0,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,KHAIRABAD,9240700104,GOVT.H.S. SCHOOL SIPAH SITAPUR U.P,86.0,112,30.23,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,KHAIRABAD,9240701601,RAJKIYA U.M.V CHILVARA,110.0,105,-4.55,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,LAHARPUR,9240802503,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Patwara,219.0,413,88.58,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MACHHAREHTA,9240902713,RAJKIYA INTER COLLEGE - MACHREHTA,339.0,455,34.22,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,MACHHAREHTA,9240908303,RAJKIYA U.M.V. BHITHORA,90.0,102,13.33,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,KAISER GANJ,9500204403,GOV. INTER COLLEGE,282.0,542,92.2,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,MIHIN PURVA,9501108016,R H S CHALWA,111.0,145,30.63,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FIROZABAD,NARKHI,9161200106,GOVT. HIGH SCHOOL NARKHI 1396,87.0,110,26.44,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
LUCKNOW,MOHAN LAL GANJ,9270508903,RAJKIYA HIGH SCHOOL PAREHTA,189.0,236,24.87,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
LUCKNOW,SAROJNI NAGAR,9270708205,RAJKIYA VIDYALAYA HIGH SCHOOL SADRAUNA,106.0,166,56.6,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,ALIYA,9240106304,GOVT.HIGHER SECONDARY SCHOOL VISHUNPUR,76.0,116,52.63,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,BEHTA,9240200405,RAJKIYA U.M.V. BHADFAR,165.0,156,-5.45,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SITAPUR,BISWAN,9240307905,RAJKIYA INTER COLLEGE JANUVA BISWAN,125.0,624,399.2,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,GONDLAMAU,9240406403,GOVT.HIGHER SECONDARY SCHOOL KUCHKAI,205.0,188,-8.29,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KHERI,BANKEGANJ,9231502613,KGBV SEC.,59.0,101,71.19,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,73.0,151,106.85,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,DHAURAHARA,9230300309,GOVT HS WALI,163.0,254,55.83,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,160.0,219,36.88,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,ISANAGAR,9230409501,Govt. High School sarpatha,169.0,191,13.02,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KHERI,ISANAGAR,9230402906,Govt.H.S lakhun,154.0,215,39.61,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KHERI,ISANAGAR,9230402904,govt.h.s hasan pur katauli,169.0,248,46.75,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GORAKHPUR,CAMPIARGANJ,9581605212,GOVERNMENT INTER COLLEGE SONAURA BUJURG,211.0,964,356.87,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GORAKHPUR,GOLA,9580903909,GOVT HIGH SCHOOL GOPALPUR GOLA,105.0,142,35.24,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
GORAKHPUR,KAUDIRAM,9581501604,RAJKIY H. SCHOOL BELIPAR KAUDIRAM,183.0,166,-9.29,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
GORAKHPUR,KAUDIRAM,9581500304,SHAHEED SHRI SAHAB SHUKLA GOVERNMENT INTER COLLEGE RUDAIN URF MAJHGAWA,48.0,187,289.58,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
VARANASI,BARAGAON,9670206103,GOVT. HIGHSCHOOL BAULIA,84.0,145,72.62,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHOBA,CHARKHARI,9390105912,PANDIT DEEN DYAL IC RIWAI CHARKHARI,141.0,259,83.69,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHOBA,JAITPUR,9390204803,GOVT HIGH SCHOOL LAMOURA JAITPUR,158.0,137,-13.29,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
MAHOBA,JAITPUR,9390209206,GOVT. INTER COLLEGE SUGIRA JAITPUR ,97.0,372,283.51,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,ASHOTHAR,9420903008,RAJKIYE U M V KORRA KANAK,80.0,103,28.75,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,61.0,129,111.48,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,BHITAURA,9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,232.0,308,32.76,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHOBA,JAITPUR,9390201316,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE AJNAR,752.0,673,-10.51,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,33.0,218,560.61,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,114.0,271,137.72,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,54.0,125,131.48,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,HASAWA,9420805605,RAJKIYE U M V TEEKAR,114.0,122,7.02,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
FATEHPUR,HATHGAOM,9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,266.0,436,63.91,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
FATEHPUR,HATHGAOM,9421207004,RAJKIYE U M V MOHAMMADABAD,100.0,103,3.0,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
BAHRAICH,SHIV PUR,9500503505,R.H. SCHOOL RAMPUR DHOBIYAHAR,95.0,164,72.63,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SIDDHARTHNAGAR,NAUGARH,9541209304,RAJKEEY U.M.V. BASAUNI,137.0,194,41.61,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SITAPUR,ALIYA,9240100702,GOVT GIRLS H.S. SCHOOL EMILIYA SULTANPUR ,152.0,150,-1.32,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KANSHIRAM NAGAR,SAHAVAR,9721105502,Pt Deendayal Upadhyay Govt Model Inter College Alauddinpur,273.0,758,177.66,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KANSHIRAM NAGAR,SORON,9721501608,GOVERNMENT HIGHSCHOOL NAMAINI KASGANJ,90.0,125,38.89,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KANSHIRAM NAGAR,SORON,9721509904,GOVERNMENT INTER COLLEGE KASGANJ,164.0,308,87.8,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KANSHIRAM NAGAR,SORON,9721508305,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMBARPUR,232.0,237,2.16,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
BAHRAICH,TAJWA PUR,9500703604,GOVT INTER COLLEGE RAMPURWA,776.0,1134,46.13,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,VISHESHWAR  GANJ,9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,82.0,126,53.66,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,VISHESHWAR  GANJ,9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,200.0,337,68.5,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,107.0,118,10.28,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHOBA,KABRAI,9390309015,GOVT. HIGH SCHOOL SIJAHARI,192.0,180,-6.25,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
FAIZABAD,RUDAULI,9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,125.0,187,49.6,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BALLIA,CHILKAHAR,9630404605,RAJKIY U M V BACHAIPUR,106.0,149,40.57,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SIDDHARTHNAGAR,DUMARIYAGANJ,9540806903,RAJKEEY U.M.V. KUNDI,154.0,174,12.99,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SIDDHARTHNAGAR,DUMARIYAGANJ,9540811003,RAJKIYE INTER COLLEGE PARSAJMAL,375.0,391,4.27,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
SIDDHARTHNAGAR,KHESARAHA,9540507205,GOVERNMENT INTER COLLEGE PACHMOHANI,364.0,472,29.67,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
BAHRAICH,PAYAGPUR,9501401304,R.H. SEMRIYAWAN,163.0,248,52.15,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MAHOBA,CHARKHARI,9390103212,GOVT. HIGH SCHOOL SOOPA,92.0,95,3.26,2,LOW RISK,No,No,No,No,Yes,No,No,No,No,No
SHRAWASTI,SIRSIYA,9510607704,RAJKIYA HIGH SCHOOL BANTIHWA,126.0,177,40.48,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SHRAWASTI,SIRSIYA,9510601103,RAJKIYA HIGH SCHOOL BHACHKAHI,46.0,100,117.39,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SHRAWASTI,SIRSIYA,9510604803,RAJKIYA HIGH SCHOOL TANGPASRI,84.0,208,147.62,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SHRAWASTI,SIRSIYA,9510603804,"RAJKIYA INTER COLLEGE, GABBAPUR",120.0,588,390.0,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
SIDDHARTHNAGAR,BANSI,9540303603,RAJKIYEE U.M.V. GONHATAL,131.0,143,9.16,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AMETHI - CSM NAGAR,BAHADURPUR,9732500904,Pt Deendayal Upadhayay Govt Model Inter College Udawa,157.0,375,138.85,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
AMETHI - CSM NAGAR,BAHADURPUR,9732500609,RAJKIYA HIGH SCHOOL PEEDHI,65.0,148,127.69,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,62.0,101,62.9,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KAUSHAMBI,SIRATHU,9440307709,RAJKIYA BALIKA HIGH SCHOOL KASIYA,142.0,198,39.44,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
HAMIRPUR (U.P.),KURARA,9380108646,PT DEENDYAL UPADHAYA GOVT MODEL INTER COLLEGE KURARA,119.0,180,51.26,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
HAMIRPUR (U.P.),MAUDHA,9380310905,GOVT HS KUNEHTA,177.0,162,-8.47,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
HAMIRPUR (U.P.),MAUDHA,9380305803,GOVT HS PATANPUR,85.0,121,42.35,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
HAMIRPUR (U.P.),MAUDHA,9380306803,GOVT HS RIVAN,111.0,162,45.95,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
HAMIRPUR (U.P.),MUSKARA,9380400704,GOVT HS BAJEHTA,133.0,134,0.75,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,No
KANSHIRAM NAGAR,PATIYALI,9721009103,Govt. High School Bahora,82.0,110,34.15,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
KANSHIRAM NAGAR,PATIYALI,9721009433,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BHARGAIN ,109.0,246,125.69,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
MATHURA,CHAUMUHAN,9140504205,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SIHANA,93.0,225,141.94,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,No
