District,Block,School_ID,School_Name,Total_2223,Total_2526,Boys_2223,Girls_2223,Boys_2526,Girls_2526,Girls_pct_2223,Girls_pct_2324,Girls_pct_2425,Girls_pct_2526,Gender_Dominance_Tag,Direction_Change,Concern_Flag
AGRA,ACCHNERA,9150207401,GOVT. GIRLS INTER COLLEGE GARHICHANDMAN ACHHNERA AGRA,127,176,0,127,0,176,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,ACCHNERA,9150200304,GOVT. HIGH SCHOOL ABHAIDOPURA,52,81,25,27,35,46,51.9,41.3,46.9,56.8,Slightly Girls Heavy,Stable,False
AGRA,ACCHNERA,9150204604,"GOVT. HIGH SCHOOL, BASTAI",103,103,50,53,45,58,51.5,53.6,61.1,56.3,Slightly Girls Heavy,Stable,False
AGRA,ACCHNERA,9150200408,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C SANDHAN,234,266,117,117,141,125,50.0,45.4,44.3,47.0,Balanced,Stable,False
AGRA,ACCHNERA,9150203110,RAJKIYA HIGH SCHOOL RAIBHA,150,151,87,63,73,78,42.0,43.3,51.2,51.7,Balanced,Stable,False
AGRA,AKOLA,9150101804,GOVT.HIGH SCHOOL BALHERA AKOLA,142,105,63,79,57,48,55.6,50.9,49.1,45.7,Balanced,Stable,False
AGRA,AKOLA,9150101103,PT. DEENDAYAL UPADHYAY GOVT. MODEL I.C MANKAIDA,91,159,33,58,62,97,63.7,66.7,62.6,61.0,Slightly Girls Heavy,Stable,False
AGRA,BAH,9150302904,GOVT HSS BATESHWAR BAH,157,89,80,77,47,42,49.0,40.0,44.9,47.2,Balanced,Stable,False
AGRA,BAH,9150301240,GOVT. ABHINAV VIDHYALAYA BIJOLI BAH,132,157,62,70,94,63,53.0,50.7,42.3,40.1,Slightly Boys Heavy,Moving to Boys Dominant,True
AGRA,BAROLI AHEER,9150403204,GOVT. GIRLS INTER COLLEGE NAINANA JAT AGRA,468,511,0,468,0,511,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,BAROLI AHEER,9150401704,"GOVT. HIGH SCHOOL, GANGRAUA",172,135,82,90,53,82,52.3,46.4,48.2,60.7,Slightly Girls Heavy,Stable,False
AGRA,BAROLI AHEER,9150405004,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,132,173,69,63,71,102,47.7,60.4,58.8,59.0,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,BAROLI AHEER,9150400904,RAJKIYA HIGH SCHOOL DIGNER,129,145,64,65,63,82,50.4,64.4,60.6,56.6,Slightly Girls Heavy,Stable,False
AGRA,BAROLI AHEER,9150405203,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,625,497,0,625,0,497,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,BICHPURI,9150501805,GOVT HSS JAUPURA BICHPURI,175,162,84,91,75,87,52.0,53.2,51.4,53.7,Balanced,Stable,False
AGRA,BICHPURI,9150503512,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C MIDAKUR,336,351,171,165,149,202,49.1,50.1,53.9,57.5,Slightly Girls Heavy,Stable,False
AGRA,ETMADPUR,9150607005,GOVT. HIGH SCHOOL KHUSHAPUR,97,106,43,54,36,70,55.7,55.1,54.8,66.0,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,ETMADPUR,9150602003,RAJKIYA HIGH SCHOOL BAHRAMPUR,85,79,46,39,32,47,45.9,50.5,58.0,59.5,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,ETMADPUR,9150600506,RAJKIYA HIGH SCHOOL MITAWALI,126,135,58,68,62,73,54.0,47.2,49.6,54.1,Balanced,Stable,False
AGRA,FATEHABAD,9151104603,GHS NANDAPURA,35,36,17,18,13,23,51.4,67.6,66.7,63.9,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,FATEHABAD,9151110303,"GOVT. HIGHER SECONDARY SCHOOL, BARANA",66,41,35,31,27,14,47.0,37.3,43.6,34.1,Slightly Boys Heavy,Moving to Boys Dominant,True
AGRA,FATEHPUR  SIKRI,9150701003,GOVT HSS CHAUMA SHAPUR F.SIKARI,56,52,25,31,17,35,55.4,60.3,60.9,67.3,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,FATEHPUR  SIKRI,9150703903,RAJKIYA HIGH SCHOOL OLENDA,43,50,17,26,19,31,60.5,63.8,51.9,62.0,Slightly Girls Heavy,Stable,False
AGRA,JAGNER,9150804903,RAJKIYA HIGH SCHOOL CHANDSAURA,65,70,26,39,31,39,60.0,56.2,48.7,55.7,Slightly Girls Heavy,Stable,False
AGRA,JAGNER,9150802603,RAJKIYA HIGH SCHOOL RICHOHA,48,70,20,28,39,31,58.3,47.4,53.7,44.3,Slightly Boys Heavy,Moving to Boys Dominant,True
AGRA,JAITPUR  KALAN,9150909801,GOVERNMENT  INTER COLLEGE KACHHPURA AGRA,66,58,36,30,23,35,45.5,55.1,58.5,60.3,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,JAITPUR  KALAN,9150909606,GOVT. HIGH SCHOOL CHITRAHAT,93,85,52,41,45,40,44.1,46.2,52.6,47.1,Balanced,Stable,False
AGRA,KHANDOLI,9151003604,GOVT. GIRLS INTER COLLEGE AWALKHEDA AGRA,490,515,0,490,0,515,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,KHANDOLI,9151000133,GOVT. HIGH SCHOOL NAGLA JAUHARI AGRA,75,77,41,34,34,43,45.3,41.2,47.0,55.8,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,KHANDOLI,9151004507,PT. DEENDAYAL UPADHYAY GOVT. MODEL I.C SEMRA,179,181,96,83,83,98,46.4,50.5,55.1,54.1,Balanced,Stable,False
AGRA,KHANDOLI,9151000904,RAJKIYA HIGH SCHOOL KHEDA HAZIPUR,93,93,44,49,40,53,52.7,42.3,43.7,57.0,Slightly Girls Heavy,Stable,False
AGRA,KHANDOLI,9151004506,RAJKIYA HIGH SCHOOL SAIMRA,129,184,50,79,83,101,61.2,56.0,51.7,54.9,Balanced,Stable,False
AGRA,KHERAGARH,9151206612,GOVT. GIRLS INTER COLLEGE  KHERAGARH AGRA,173,161,0,173,0,161,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,M.C.AGRA CITY,9151714173,GOVT. GIRLS INTER COLLEGE SHAHGANJ AGRA,566,527,0,566,0,527,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AGRA,M.C.AGRA CITY,9151711940,GOVT. INTER COLLEGE SHAHGANJ AGRA,1264,1333,1264,0,1333,0,0.0,0.0,0.0,0.0,Boys Only School,Stable,True
AGRA,PINAHAT,9151300704,RAJKIYA HIGH SCHOOL SAVORA,55,55,31,24,27,28,43.6,35.4,40.0,50.9,Balanced,Stable,False
AGRA,SAIYAN,9151405312,GOVT. HIGH SCHOOL TEHRA SAIYAN,56,58,29,27,21,37,48.2,48.7,62.3,63.8,Slightly Girls Heavy,Moving to Girls Dominant,False
AGRA,SHAMSHABAD,9151507604,"GOVT. HIGH SCHOOL, JAI NAGAR",124,134,49,75,60,74,60.5,46.8,47.5,55.2,Slightly Girls Heavy,Stable,False
AGRA,SHAMSHABAD,9151508107,RAJKIYA HIGH SCHOOL KOLARA KALAN,67,74,22,45,30,44,67.2,70.3,65.3,59.5,Slightly Girls Heavy,Stable,False
ALIGARH,AKRABAD,9120205303,RAJKIY HIGH SCHOOL KATHERA,191,140,100,91,65,75,47.6,44.8,46.3,53.6,Balanced,Stable,False
ALIGARH,ATRAULI,9120306904,RAJKEYA INTER COLLEGE SAHNOL  ATRAULI,425,199,185,240,83,116,56.5,57.9,56.0,58.3,Slightly Girls Heavy,Stable,False
ALIGARH,ATRAULI,9120305202,RAJKEYA KANYA  INTER COLLEGE  NARONA,396,326,0,396,0,326,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,ATRAULI,9120305706,RAJKEYA KANYA INTER COLLEGE CHANDAULA,403,355,60,343,2,353,85.1,100.0,100.0,99.4,Girls Only School,Moving to Girls Dominant,False
ALIGARH,BIJAULI,9120502307,Pt Deendayal Upadhyay Govt Model Inter College Badesara,120,148,76,44,67,81,36.7,48.4,52.4,54.7,Balanced,Moving to Girls Dominant,False
ALIGARH,BIJAULI,9120504604,RAJKEYA KANYA INTER COLLEGE DUTTA CHOLI,116,49,0,116,0,49,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,CHANDAUS,9120708307,KIRAN DEVI RAJKEYA INTER COLLEGE BAMOTI,169,177,92,77,89,88,45.6,46.4,51.8,49.7,Balanced,Stable,False
ALIGARH,CHANDAUS,9120703804,Pt Deendayal Upadhyay Govt Model Inter College,199,259,90,109,116,143,54.8,50.8,54.3,55.2,Slightly Girls Heavy,Stable,False
ALIGARH,CHANDAUS,9120708603,RAJKEYA HIGH SCHOOL PORAI CHANDAUS,49,51,30,19,29,22,38.8,43.9,46.7,43.1,Slightly Boys Heavy,Stable,False
ALIGARH,CHANDAUS,9120701402,RAJKEYA KANYA INTER COLLEGE DEORAU MOD,265,226,0,265,0,226,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,DHANIPUR,9120101303,RAJKEYA HIGH SCHOOL RAHSUPUR DHANIPUR,62,94,36,26,44,50,41.9,38.5,48.1,53.2,Balanced,Moving to Girls Dominant,False
ALIGARH,DHANIPUR,9120103509,RAJKEYA KANYA INTER COLLEGE KALAI,231,184,0,231,0,184,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,GANGIRI,9120409603,RAJKEY HIGH SCHOOL NAVIPUR,13,19,5,8,0,19,61.5,90.9,93.7,100.0,Girls Only School,Moving to Girls Dominant,False
ALIGARH,GANGIRI,9120402514,RAJKEYA HIGH SCHOOL GANGIRI ALIGARH,45,75,11,34,28,47,75.6,46.2,53.2,62.7,Slightly Girls Heavy,Moving to Boys Dominant,True
ALIGARH,GANGIRI,9120401935,RAJKEYA KANYA INTER COLLEGE CHHARA,56,74,0,56,0,74,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,GONDA,9121108003,GAYATRI DEEVI RAJKEY INTER COLLEGE  GORAI,413,246,194,219,122,124,53.0,52.6,52.7,50.4,Balanced,Stable,False
ALIGARH,GONDA,9121109505,Pt Deendayal Upadhyay Govt Model Inter College Tamotia,181,143,88,93,66,77,51.4,46.1,53.5,53.8,Balanced,Stable,False
ALIGARH,GONDA,9121108012,SMT SAROJ SINGH RASTREYA I.C.GORAI,579,489,293,286,221,268,49.4,50.6,53.6,54.8,Balanced,Stable,False
ALIGARH,IGLAS,9121207805,GOVT. HIGH SCHOOL JAWAR,115,145,57,58,67,78,50.4,57.8,55.1,53.8,Balanced,Stable,False
ALIGARH,IGLAS,9121206027,RAJKEY KANYA INTER COLLEGE,203,246,0,203,0,246,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,IGLAS,9121200701,RAJKEYA HIGH SCHOOL RAITPUR IGLAS,55,50,23,32,20,30,58.2,58.8,61.0,60.0,Slightly Girls Heavy,Stable,False
ALIGARH,JAWAN,9120610205,ABHINAY VIDHYALAY CHHLESAR,35,20,26,9,8,12,25.7,33.3,36.8,60.0,Slightly Girls Heavy,Moving to Girls Dominant,False
ALIGARH,JAWAN,9120611803,GHS PIPLAUTH,94,103,48,46,51,52,48.9,48.8,45.3,50.5,Balanced,Stable,False
ALIGARH,JAWAN,9120601315,GOVERNTMENT INTER COLLEGE BARAULI,55,85,25,30,45,40,54.5,51.8,51.5,47.1,Balanced,Stable,False
ALIGARH,JAWAN,9120609204,RAJKEY KANYA INTER OLLEGE GODHA JAWAN,364,254,0,364,0,254,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,JAWAN,9120601603,RAJKEYA HIGH SCHOOL KHURD KHERA JAWAN,41,51,21,20,21,30,48.8,61.4,61.5,58.8,Slightly Girls Heavy,Stable,False
ALIGARH,KHAIR,9120805708,Pt Deendayal Upadhyay Govt Model Inter College kherasattu,167,232,90,77,130,102,46.1,43.2,44.3,44.0,Slightly Boys Heavy,Stable,False
ALIGARH,KHAIR,9120805602,RAJKEYA  INTER COLLEGE  AHROLA KHAIR,169,134,78,91,67,67,53.8,52.3,50.0,50.0,Balanced,Stable,False
ALIGARH,KHAIR,9120802203,VIKRAM VIDHYA MANDIR RAJKEYA INTER COLLEGE BANKNER KHAIR,321,251,159,162,124,127,50.5,51.4,53.9,50.6,Balanced,Stable,False
ALIGARH,LODHA,9121000503,RAJKEYA HIGH SCHOOL SINGHARPUR,250,259,109,141,114,145,56.4,57.8,57.4,56.0,Slightly Girls Heavy,Stable,False
ALIGARH,NAGAR ALIGARH,9121307839,NAURANGI LAL RAJKIYA INTER COLLEGE,1205,1163,1205,0,1163,0,0.0,0.0,0.0,0.0,Boys Only School,Stable,True
ALIGARH,NAGAR ALIGARH,9121307973,RAJKEYA KANYA INTER COLLEGE,1148,1142,0,1148,0,1142,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,NAGAR ATRAULI,9121403616,RAJKEYA KANYA INTER COLLEGE ATRAULI,918,678,0,918,0,678,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ALIGARH,TAPPAL,9120906504,RAJKEYA HIGH SCHOOL SIMROTHI TAPPAL,57,84,29,28,42,42,49.1,38.0,51.9,50.0,Balanced,Stable,False
ALIGARH,TAPPAL,9120911213,SMT REVATI GOYAL RAJKEYA KANYA I.C. JATTA,118,124,0,118,0,124,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480110905,G G I C AKBARPUR,123,68,0,123,0,68,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480103707,GOVT GIRLS INTER COLLEGE BEWANA,282,384,0,282,0,384,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480114803,GOVT HIGHER SEC SCH KAHARA SULEMPUR,38,70,16,22,32,38,57.9,64.7,64.4,54.3,Balanced,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480106311,GOVT HIGHER SEC SCH RAMPUR SAKARWARI,34,35,17,17,17,18,50.0,56.0,50.0,51.4,Balanced,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480107905,GOVT INTER COLLEGE AKBARPUR,492,396,243,249,201,195,50.6,51.0,47.3,49.2,Balanced,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480101909,Pt Deendayal Upadhyay Govt Model Inter College Jafarganj,64,199,30,34,97,102,53.1,57.4,55.3,51.3,Balanced,Stable,False
AMBEDKAR NAGAR,AKBARPUR,9480100906,SAVITRI BAI FULE GOVT. GIRLS INTER COLLEGE,408,400,0,408,0,400,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,BASKHARI,9480200403,GOVT HIGHER SEC SCH LAKHANPUR,96,64,36,60,25,39,62.5,71.2,75.5,60.9,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,BASKHARI,9480210203,RAJKIYA HIGHER SEC SCH00L TARAULI MUBARAKPUR,43,50,18,25,17,33,58.1,60.7,68.2,66.0,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,BHEETI,9480308014,GOVT GIRLS INTER COLLEGE BHEETI,83,162,0,83,0,162,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,BHIYAON,9480406306,GOVT HIGHER SEC SCH RAMGARH,69,94,44,25,64,30,36.2,30.4,37.9,31.9,Slightly Boys Heavy,Stable,False
AMBEDKAR NAGAR,BHIYAON,9480404812,KASTURABA GANDHI G HIGHER SEC SCH RATNA,76,129,26,50,40,89,65.8,61.3,57.7,69.0,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,BHIYAON,9480403803,PT. D.D.U GOVT. MODAL INTER COLLEGE INDHANA,193,513,128,65,280,233,33.7,37.7,45.8,45.4,Balanced,Moving to Girls Dominant,False
AMBEDKAR NAGAR,JAHANGIRGANJ,9480700805,GOVT GIRLS INTER COLLEGE TENDUAI KALA,162,315,39,123,136,179,75.9,63.4,53.2,56.8,Slightly Girls Heavy,Moving to Boys Dominant,True
AMBEDKAR NAGAR,JAHANGIRGANJ,9480709005,GOVT HIGHER SEC SCH AHIRAULI RANIMAU,149,138,87,62,56,82,41.6,43.9,51.5,59.4,Slightly Girls Heavy,Moving to Girls Dominant,False
AMBEDKAR NAGAR,JAHANGIRGANJ,9480702111,GOVT HIGHER SEC SCH JAHANGIRGANJ,147,154,86,61,106,48,41.5,36.8,36.1,31.2,Slightly Boys Heavy,Moving to Boys Dominant,True
AMBEDKAR NAGAR,JAHANGIRGANJ,9480704404,GOVT HIGHER SEC SCHOOL KAMHARIA,61,80,47,14,41,39,23.0,22.4,42.9,48.7,Balanced,Moving to Girls Dominant,False
AMBEDKAR NAGAR,JALALPUR,9480602120,GOVT G INTER COLLEGE JALALPUR,250,367,0,250,0,367,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,JALALPUR,9480607607,GOVT HIGHER SEC SCH BAREPUR,61,81,23,38,27,54,62.3,67.3,78.7,66.7,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,JALALPUR,9480605504,GOVT HIGHER SEC SCH BASIYA,90,97,43,47,39,58,52.2,63.0,70.7,59.8,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,KATEHARI,9480502308,GOVT HIGHER SEC SCH PAHITIPUR,154,157,72,82,73,84,53.2,54.6,61.0,53.5,Balanced,Stable,False
AMBEDKAR NAGAR,KATEHARI,9480501904,PT DEENDAYAL UPADHYAY GOVT MODAL IC PAHITIPUR KHAJOORDEEH AMBEDKAR NAGAR,251,325,135,116,137,188,46.2,50.7,57.5,57.8,Slightly Girls Heavy,Moving to Girls Dominant,False
AMBEDKAR NAGAR,KATEHARI,9480508707,RAJKEY HIGHSCHOOL ASHRAFPUR BARAWAN,112,138,56,56,61,77,50.0,55.2,59.1,55.8,Slightly Girls Heavy,Stable,False
AMBEDKAR NAGAR,RAMNAGAR,9480811703,GOVT HIGHER SEC SCH CHANDANPUR,80,84,46,34,44,40,42.5,42.0,50.0,47.6,Balanced,Stable,False
AMBEDKAR NAGAR,RAMNAGAR,9480802223,PT. D.D.U. GOVT. MODAL INTER COLLEGE RAMNAGAR,60,557,43,17,353,204,28.3,22.3,31.0,36.6,Slightly Boys Heavy,Stable,False
AMBEDKAR NAGAR,RAMNAGAR,9480814301,RAJKEEYA HIGHER SEC SCH AMADERVESPUR,46,107,25,21,70,37,45.7,40.4,32.1,34.6,Slightly Boys Heavy,Moving to Boys Dominant,True
AMBEDKAR NAGAR,RAMNAGAR,9480814201,SMT SUMITRA DEVI SHUKLA GOVT GIRLS INTER COLLEGE ALAPUR,226,168,0,226,0,168,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,TANDA,9480917501,GOVT GIRLS INTER COLLEGE TANDA,148,160,0,148,0,160,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMBEDKAR NAGAR,TANDA,9480908706,GOVT HIGHER SEC SCH DIHWA MOHIUDDINPUR,65,57,33,32,30,27,49.2,48.3,51.0,47.4,Balanced,Stable,False
AMBEDKAR NAGAR,TANDA,9480900604,GOVT HIGHER SEC SCH FARIDPUR KUTUB,127,112,85,42,77,35,33.1,24.5,25.3,31.2,Slightly Boys Heavy,Stable,False
AMBEDKAR NAGAR,TANDA,9480911206,GOVT VIDYUT PAR IC VIDYUTNAGAR,606,565,364,242,306,259,39.9,44.0,43.9,45.8,Balanced,Stable,False
AMBEDKAR NAGAR,TANDA TOWN AREA,9481002001,GOVT. GIRLS INTER COLLEGE NAGARPALIKA PARISHAD TANDA,37,160,0,37,0,160,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,AMETHI,9730208001,GGIC AMETHI,584,339,0,584,0,339,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,AMETHI,9730200109,RAJKIYE HIGH SCHOOL,179,120,109,70,59,61,39.1,38.4,44.5,50.8,Balanced,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500101,GGIC JAIS,442,371,0,442,0,371,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,BAHADURPUR,9732502201,GIC FURSATGANJ,1611,1313,869,742,708,605,46.1,45.1,45.7,46.1,Balanced,Stable,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500102,GIC JAIS,251,207,158,93,109,98,37.1,42.9,47.4,47.3,Balanced,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500904,Pt Deendayal Upadhayay Govt Model Inter College Udawa,157,375,74,83,189,186,52.9,50.0,45.1,49.6,Balanced,Stable,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500206,RAJKEEYA HIGH SCHOOL,95,90,43,52,54,36,54.7,51.6,39.5,40.0,Slightly Boys Heavy,Moving to Boys Dominant,True
AMETHI - CSM NAGAR,BAHADURPUR,9732500609,RAJKIYA HIGH SCHOOL PEEDHI,65,148,23,42,79,69,64.6,57.1,46.6,46.6,Balanced,Moving to Boys Dominant,True
AMETHI - CSM NAGAR,BHADAR,9732704801,GGIC SONARI KALA,506,460,0,506,0,460,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,BHADAR,9732701209,GIC TIKARMAFI,648,606,502,146,440,166,22.5,20.0,25.4,27.4,Slightly Boys Heavy,Stable,False
AMETHI - CSM NAGAR,BHADAR,9732702403,RAJKIYA HIGH SCHOOL,31,56,19,12,24,32,38.7,29.2,47.1,57.1,Slightly Girls Heavy,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,BHADAR,9732706101,RAMABAI AMBEDKAR GGIC,136,116,0,136,9,107,100.0,100.0,100.0,92.2,Girls Dominated,Stable,False
AMETHI - CSM NAGAR,BHETUA,9732303305,RAJKIY INTER COLLEGE,57,224,30,27,139,85,47.4,47.5,37.0,37.9,Slightly Boys Heavy,Stable,False
AMETHI - CSM NAGAR,GAURIGANJ,9731904502,GGIC GAURIGANJ,428,345,0,428,0,345,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,GAURIGANJ,9731906204,PANDIT DEENDAYAL UPADHYAY RAJKEEYA  MODAL INTER COLLEGE ,67,70,30,37,31,39,55.2,60.4,57.4,55.7,Slightly Girls Heavy,Stable,False
AMETHI - CSM NAGAR,JAGDISHPUR,9730100401,GGIC JAGDISHPUR,223,298,0,223,0,298,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,JAGDISHPUR,9730106203,GOVT H S MANGRAULI JAGDISHPUR,70,53,35,35,30,23,50.0,50.0,50.8,43.4,Slightly Boys Heavy,Stable,False
AMETHI - CSM NAGAR,JAGDISHPUR,9730104402,RAJKIY HIGH SCHOOL RANIGANJ,62,23,25,37,0,23,59.7,66.7,95.5,100.0,Girls Only School,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,JAMO,9732100101,GGIC JAMO,351,425,0,351,0,425,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,JAMO,9732100205,RAJKIYE HIGH SCHOOL SARMEN,74,70,45,29,32,38,39.2,53.4,58.2,54.3,Balanced,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,JAMO,9732100115,UMA RAMAN INTER COLLEGE,196,313,170,26,254,59,13.3,12.0,11.9,18.8,Boys Dominated,Stable,True
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730301001,GGIC MUSAFIRKHANA,1116,949,0,1116,0,949,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730306605,PANDIT DEENDAYAL U RAJKIYE MODAL INTER COLLEGE,33,194,20,13,94,100,39.4,47.6,45.1,51.5,Balanced,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730303904,RAJKIY HIGH SCHOOL KANJAS,71,38,41,30,17,21,42.3,43.3,51.2,55.3,Slightly Girls Heavy,Moving to Girls Dominant,False
AMETHI - CSM NAGAR,SANGRAMPUR,9730400406,GGIC SANGRAMPUR,28,34,0,28,0,34,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,SHAHGARH,9732000201,GGIC SHAHGARH,459,410,0,459,0,410,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,SHAHGARH,9732003204,GOVT HIGH SCHOOL AFUIYA,126,129,46,80,46,83,63.5,54.3,58.9,64.3,Slightly Girls Heavy,Stable,False
AMETHI - CSM NAGAR,SHAHGARH,9732002803,RAJKIY HAIGH SCHOOL,72,73,34,38,40,33,52.8,44.6,32.3,45.2,Balanced,Stable,False
AMETHI - CSM NAGAR,SHUKULBAZAR,9731800101,GGIC SHUKUL BAZAR,135,111,0,135,0,111,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AMETHI - CSM NAGAR,SINGHPUR,9731700510,RAJKIY HIGH SCHOOL SATAN KA PURWA,67,64,34,33,39,25,49.3,50.7,52.4,39.1,Slightly Boys Heavy,Moving to Boys Dominant,True
AMETHI - CSM NAGAR,SINGHPUR,9731700509,RAJKIY HIGH SCHOOL SINGHPUR,63,84,33,30,42,42,47.6,50.6,52.0,50.0,Balanced,Stable,False
AMETHI - CSM NAGAR,SINGHPUR,9731700807,RAJKIY INTER COLLGE INHAUNA,182,156,86,96,78,78,52.7,51.4,51.4,50.0,Balanced,Stable,False
AMETHI - CSM NAGAR,SINGHPUR,9731703504,RAJKIYA INTER COLLEGE RAJA FATEHPUR,547,647,319,228,394,253,41.7,39.0,38.6,39.1,Slightly Boys Heavy,Stable,False
AMETHI - CSM NAGAR,TILOI,9732202304,RAJKIY HIGH SCHOOL CHITRA BUZURG,43,43,22,21,28,15,48.8,45.8,34.2,34.9,Slightly Boys Heavy,Moving to Boys Dominant,True
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,60,124,35,25,64,60,41.7,48.4,45.7,48.4,Balanced,Stable,False
AMETHI - CSM NAGAR,TILOI,9732209101,RAJKIY HIGH SCHOOL SEMRAUTA,138,66,78,60,40,26,43.5,50.5,34.0,39.4,Slightly Boys Heavy,Stable,False
AURAIYA,ACHHALDA,9320903205,GOVT. U.M.V. BHAISOL ACHHALDA,72,68,28,44,24,44,61.1,60.0,64.1,64.7,Slightly Girls Heavy,Stable,False
AURAIYA,ACHHALDA,9320900115,GOVT. U.M.V. PATA,69,51,30,39,23,28,56.5,48.6,52.6,54.9,Balanced,Stable,False
AURAIYA,AIRWAKATRA,9320400109,GOVT GIRLS INTER COLLEGE AIRWAKATRA,14,18,0,14,0,18,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
AURAIYA,AIRWAKATRA,9320402003,GOVT. U.M.V. KARMUPUR,21,43,11,10,27,16,47.6,48.0,62.5,37.2,Slightly Boys Heavy,Moving to Boys Dominant,True
AURAIYA,AURAIYA,9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,149,179,81,68,92,87,45.6,53.3,56.3,48.6,Balanced,Stable,False
AURAIYA,AURAIYA,9320103803,GOVT. U.M.V. MAANPUR,53,101,18,35,47,54,66.0,66.7,65.3,53.5,Balanced,Moving to Boys Dominant,True
AURAIYA,AURAIYA,9320107404,GOVT. U.M.V. NASIRABAD,62,57,25,37,33,24,59.7,56.5,47.5,42.1,Slightly Boys Heavy,Moving to Boys Dominant,True
