District,Block,School_ID,School_Name,Total_2223,Total_2526,Boys_2223,Girls_2223,Boys_2526,Girls_2526,Girls_pct_2223,Girls_pct_2324,Girls_pct_2425,Girls_pct_2526,Gender_Dominance_Tag,Direction_Change,Concern_Flag
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,37,22,11,26,11,11,70.3,68.7,72.0,50.0,Balanced,Moving to Boys Dominant,True
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,114,47,57,57,23,24,50.0,51.1,54.1,51.1,Balanced,Stable,False
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,33,51,21,12,21,30,36.4,50.0,56.0,58.8,Slightly Girls Heavy,Moving to Girls Dominant,False
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,13,11,5,8,6,5,61.5,64.3,42.9,45.5,Balanced,Moving to Boys Dominant,True
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,95,92,52,43,53,39,45.3,49.5,48.4,42.4,Slightly Boys Heavy,Stable,False
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,14,11,0,14,0,11,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,483,458,0,483,1,457,100.0,100.0,100.0,99.8,Girls Only School,Stable,False
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37,49,15,22,17,32,59.5,77.3,65.2,65.3,Slightly Girls Heavy,Stable,False
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,29,75,15,14,40,35,48.3,33.3,46.6,46.7,Balanced,Stable,False
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,80,50,35,45,29,21,56.2,50.6,34.0,42.0,Slightly Boys Heavy,Moving to Boys Dominant,True
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",29,51,8,21,18,33,72.4,44.0,50.0,64.7,Slightly Girls Heavy,Stable,False
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174,241,92,82,127,114,47.1,49.0,48.0,47.3,Balanced,Stable,False
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,902,591,0,902,0,591,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,433,373,433,0,349,24,0.0,0.5,3.8,6.4,Boys Dominated,Stable,True
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,30,22,10,20,12,10,66.7,100.0,85.7,45.5,Balanced,Moving to Boys Dominant,True
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,35,184,14,21,65,119,60.0,57.1,60.6,64.7,Slightly Girls Heavy,Stable,False
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,63,87,19,44,23,64,69.8,70.9,67.3,73.6,Slightly Girls Heavy,Stable,False
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,106,81,44,62,31,50,58.5,60.6,60.5,61.7,Slightly Girls Heavy,Stable,False
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,818,690,0,818,3,687,100.0,100.0,99.9,99.6,Girls Only School,Stable,False
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),47,53,27,20,27,26,42.6,59.0,46.3,49.1,Balanced,Stable,False
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,67,60,28,39,22,38,58.2,54.7,62.5,63.3,Slightly Girls Heavy,Stable,False
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,196,218,0,196,0,218,100.0,99.5,100.0,100.0,Girls Only School,Stable,False
ETAH,NIDHAULI KALAN,9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,79,71,0,79,0,71,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,37,52,16,21,26,26,56.8,63.6,60.0,50.0,Balanced,Stable,False
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,25,51,15,10,27,24,40.0,39.1,33.3,47.1,Balanced,Stable,False
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,139,236,69,70,130,106,50.4,52.5,49.5,44.9,Slightly Boys Heavy,Stable,False
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,66,29,31,29,37,51.7,66.7,70.6,56.1,Slightly Girls Heavy,Stable,False
ETAH,SAKEET,9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,99,157,50,49,85,72,49.5,52.4,49.3,45.9,Balanced,Stable,False
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,91,122,0,91,0,122,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,76,73,27,49,19,54,64.5,49.2,53.0,74.0,Slightly Girls Heavy,Stable,False
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,294,414,170,124,190,224,42.2,44.7,49.4,54.1,Balanced,Moving to Girls Dominant,False
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,342,287,0,342,0,287,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,95,101,30,65,45,56,68.4,52.4,46.7,55.4,Slightly Girls Heavy,Moving to Boys Dominant,True
ETAWAH,CHAKARNAGAR,9310800118,GOVT HIGH SCHOOL KANDESI DHAR,31,52,14,17,24,28,54.8,47.1,47.4,53.8,Balanced,Stable,False
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,60,26,31,27,33,54.4,36.4,56.9,55.0,Balanced,Stable,False
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,63,53,36,27,26,27,42.9,39.1,40.0,50.9,Balanced,Stable,False
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,171,78,76,68,103,49.4,53.6,55.1,60.2,Slightly Girls Heavy,Moving to Girls Dominant,False
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,309,303,0,309,0,303,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257,288,198,59,194,94,23.0,24.7,30.4,32.6,Slightly Boys Heavy,Stable,False
ETAWAH,ETAWAH NAGAR CHETRA,9310903242,GOVT INTER COLLEGE ETAWAH,1481,984,1344,137,977,7,9.3,9.2,5.3,0.7,Boys Only School,Stable,True
ETAWAH,ETAWAH NAGAR CHETRA,9310907904,GOVT. GIRLS INTER COLLEGE,1642,1447,0,1642,0,1447,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,489,520,0,489,0,520,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAWAH,JASWANT NAGAR,9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,118,103,40,78,52,51,66.1,60.2,52.7,49.5,Balanced,Moving to Boys Dominant,True
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,65,30,25,27,38,45.5,45.5,56.0,58.5,Slightly Girls Heavy,Moving to Girls Dominant,False
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,50,71,34,16,31,40,32.0,46.3,52.4,56.3,Slightly Girls Heavy,Moving to Girls Dominant,False
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22,36,10,12,18,18,54.5,63.6,64.3,50.0,Balanced,Stable,False
ETAWAH,MAHEWA,9310201706,GOVT UMV LUDHIYANI,179,167,85,94,76,91,52.5,57.9,55.4,54.5,Balanced,Stable,False
ETAWAH,SAIFAI,9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,146,136,144,2,136,0,1.4,0.0,0.0,0.0,Boys Only School,Stable,True
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,293,274,0,293,0,274,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,67,111,41,26,48,63,38.8,45.1,50.0,56.8,Slightly Girls Heavy,Moving to Girls Dominant,False
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,59,25,23,25,34,47.9,62.8,62.8,57.6,Slightly Girls Heavy,Stable,False
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,99,99,37,62,45,54,62.6,58.9,51.2,54.5,Balanced,Stable,False
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45,100,0,45,0,100,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,128,90,48,80,31,59,62.5,62.7,70.0,65.6,Slightly Girls Heavy,Stable,False
FAIZABAD,AMANIGANJ,9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,26,43,1,25,0,43,96.2,94.7,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",1084,894,0,1084,0,894,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,AYODHYA TOWN AREA,9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",759,556,755,4,556,0,0.5,0.7,0.5,0.0,Boys Only School,Stable,True
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,479,372,0,479,0,372,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,BIKAPUR,9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,67,84,26,41,34,50,61.2,52.9,56.0,59.5,Slightly Girls Heavy,Stable,False
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,90,105,0,90,0,105,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,413,305,0,413,0,305,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,82,33,30,35,47,47.6,54.5,52.3,57.3,Slightly Girls Heavy,Stable,False
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,272,31,20,116,156,39.2,40.0,53.1,57.4,Slightly Girls Heavy,Moving to Girls Dominant,False
FAIZABAD,MAYA,9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,21,28,10,11,9,19,52.4,59.3,55.6,67.9,Slightly Girls Heavy,Moving to Girls Dominant,False
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",48,101,18,30,49,52,62.5,59.5,60.7,51.5,Balanced,Moving to Boys Dominant,True
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32,47,18,14,25,22,43.7,45.8,63.6,46.8,Balanced,Stable,False
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,115,74,0,115,0,74,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,69,76,34,35,35,41,50.7,48.3,47.1,53.9,Balanced,Stable,False
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,55,132,32,23,71,61,41.8,44.6,50.5,46.2,Balanced,Stable,False
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,200,645,114,86,389,256,43.0,40.6,39.8,39.7,Slightly Boys Heavy,Stable,False
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30,40,13,17,25,15,56.7,69.0,35.2,37.5,Slightly Boys Heavy,Moving to Boys Dominant,True
FAIZABAD,RUDAULI,9472302403,GOVERNMENT GIRLS INTER COLLEGE,463,722,0,463,1,721,100.0,100.0,99.8,99.9,Girls Only School,Stable,False
FAIZABAD,RUDAULI,9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,60,98,22,38,41,57,63.3,66.7,66.2,58.2,Slightly Girls Heavy,Stable,False
FAIZABAD,RUDAULI,9470907604,GOVERNMENT HIGHER SECONDARY,93,99,35,58,51,48,62.4,60.5,55.1,48.5,Balanced,Moving to Boys Dominant,True
FAIZABAD,RUDAULI,9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,125,187,15,110,49,138,88.0,90.0,81.2,73.8,Slightly Girls Heavy,Moving to Boys Dominant,True
FAIZABAD,SOHAWAL,9471004907,G.G.I.C. SALONIYA SOHAWAL,248,239,0,248,0,239,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FAIZABAD,SOHAWAL,9471003511,GOVERNMENT HIGH SCHOOL SOURI,34,66,8,26,34,32,76.5,61.1,52.4,48.5,Balanced,Moving to Boys Dominant,True
FAIZABAD,TARUN,9471101610,G . G . H . S . SCHOOL,62,23,0,62,0,23,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FARRUKHABAD,KAMALGANJ,9290401204,RAJKIY BALIKA UMV,70,80,25,45,30,50,64.3,58.5,52.1,62.5,Slightly Girls Heavy,Stable,False
FARRUKHABAD,MOHAMDABAD,9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,85,99,48,37,43,56,43.5,49.4,58.9,56.6,Slightly Girls Heavy,Moving to Girls Dominant,False
FARRUKHABAD,NAG. KSH.FAR.BAD,9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,1584,1262,0,1584,0,1262,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FARRUKHABAD,NAG. KSH.FAR.BAD,9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,401,390,401,0,390,0,0.0,0.0,0.0,0.0,Boys Only School,Stable,True
FARRUKHABAD,NAG. KSH.FAR.BAD,9290705325,RAJKEY INTER COLLEGE FATEHGARH,881,503,881,0,503,0,0.0,0.0,0.0,0.0,Boys Only School,Stable,True
FARRUKHABAD,NAWABGANJ,9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,572,522,325,247,268,254,43.2,43.2,42.3,48.7,Balanced,Stable,False
FARRUKHABAD,RAJE PUR,9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",172,209,82,90,101,108,52.3,58.6,56.4,51.7,Balanced,Stable,False
FARRUKHABAD,RAJE PUR,9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,281,479,0,281,0,479,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
FARRUKHABAD,RAJE PUR,9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,86,96,48,38,52,44,44.2,40.7,42.4,45.8,Balanced,Stable,False
FARRUKHABAD,SHAMSABAD,9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,603,491,296,307,232,259,50.9,55.0,56.3,52.7,Balanced,Stable,False
FATEHPUR,AIRAYAN,9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,462,490,279,183,279,211,39.6,39.4,42.7,43.1,Slightly Boys Heavy,Stable,False
FATEHPUR,AIRAYAN,9421003603,RAJKIYE U.M.V. IJURA KHURD,75,40,37,38,21,19,50.7,55.6,61.8,47.5,Balanced,Stable,False
FATEHPUR,AMAULI,9420201204,RAJKIY UMV BABAI,32,56,14,18,25,31,56.2,64.3,62.2,55.4,Slightly Girls Heavy,Stable,False
FATEHPUR,AMAULI,9420201905,RAJKIYE H.S.BAMTHARA,24,50,13,11,24,26,45.8,28.6,53.3,52.0,Balanced,Stable,False
FATEHPUR,AMAULI,9420208603,RAJKIYE U.M.V.RITHWA,36,31,20,16,13,18,44.4,39.1,51.6,58.1,Slightly Girls Heavy,Moving to Girls Dominant,False
FATEHPUR,ASHOTHAR,9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,17,20,7,10,4,16,58.8,72.4,88.0,80.0,Girls Dominated,Moving to Girls Dominant,False
FATEHPUR,ASHOTHAR,9420901704,RAJKIYE H.S.DEVLAN,73,73,34,39,37,36,53.4,46.3,54.8,49.3,Balanced,Stable,False
FATEHPUR,ASHOTHAR,9420903008,RAJKIYE U M V KORRA KANAK,80,103,29,51,47,56,63.7,72.0,59.1,54.4,Balanced,Stable,False
FATEHPUR,ASHOTHAR,9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,48,43,18,30,9,34,62.5,54.1,65.6,79.1,Girls Dominated,Moving to Girls Dominant,False
FATEHPUR,BAHUA,9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,577,507,398,179,288,219,31.0,35.1,40.4,43.2,Slightly Boys Heavy,Moving to Girls Dominant,False
FATEHPUR,BAHUA,9420705004,RAJKIYE H.S.MAHNA,35,23,10,25,9,14,71.4,78.9,73.3,60.9,Slightly Girls Heavy,Moving to Boys Dominant,True
FATEHPUR,BAHUA,9420701603,RAJKIYE U M V BIJHAULI,78,85,23,55,34,51,70.5,72.1,63.6,60.0,Slightly Girls Heavy,Moving to Boys Dominant,True
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,61,129,29,32,48,81,52.5,46.6,58.7,62.8,Slightly Girls Heavy,Moving to Girls Dominant,False
FATEHPUR,BHITAURA,9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,232,308,109,123,171,137,53.0,53.0,46.8,44.5,Slightly Boys Heavy,Stable,False
FATEHPUR,BHITAURA,9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,191,267,0,191,0,267,100.0,100.0,100.0,100.0,Girls Only School,Stable,False
