District,Block,School_ID,School_Name,School_Growth_Tag,Block_Cluster_Type,Is_Outlier,Outlier_Type
BIJNOR,AFZALGRAH,9030101608,GOVT NAVRATAN INTER COLLAGE,Recovery,Decline Cluster,No,Normal
BIJNOR,AFZALGRAH,9030102505,RAJKIYA ADARSH JANTA INTER COLLEGE SHAHPUR JAMAL ,Consistent Decline,Decline Cluster,No,Normal
BIJNOR,AFZALGRAH,9030105703,RAJKIYA HIGHI SCHOOL JAFARABAD,Recovery,Decline Cluster,No,Normal
BIJNOR,ALLHEPUR(DHAMPUR),9030210703,GOVT GIRLS INTER COLLAGE SARKA,Consistent Decline,Isolated Growth,No,Normal
BIJNOR,ALLHEPUR(DHAMPUR),9030206502,GOVT INTER COLLEGE NANGLA NAINSI DHAMPUR,Consistent Growth,Isolated Growth,No,Normal
BIJNOR,ALLHEPUR(DHAMPUR),9030205805,RAJKIYA HIGHI SCHOOL,Stable,Isolated Growth,No,Normal
BIJNOR,ALLHEPUR(DHAMPUR),9030208202,RAKIYA INTER COLLEGE KUWDI PURA,Consistent Decline,Isolated Growth,No,Normal
BIJNOR,ALLHEPUR(DHAMPUR),9030217601,GOVT MODEL BALIKA INTER COLLEGE ALLHEPUR,Peaked,Isolated Growth,No,Normal
BIJNOR,BIJNOR(NAGAR),9031203905,RAJKIYA INTER COLLEGE BIJNOR,Consistent Decline,Mixed Block,No,Normal
BIJNOR,BIJNOR(NAGAR),9031203904,RAJKIYA KANYA INTER COLLEGE,Consistent Decline,Mixed Block,No,Normal
BIJNOR,BURHANPUR(SEOHARA),9030401803,RAJKIYA HIGH SCHOOL NARAVALI,Recovery,Mixed Block,No,Normal
BIJNOR,DHAMPUR(NAGAR),9031401720,GOVT GIRLS INTER COLLEGE FATEHULLA PUR KHAS DHAMPUR,Volatile,Mixed Block,No,Normal
BIJNOR,HALDAUR,9030501608,RAJKEEYA GIRLS INTER COLLEGE JHALU,Consistent Decline,Mixed Block,No,Normal
BIJNOR,HALDAUR,9030501903,RAJKIYA HIGH SCHOOL BISAT,Recovery,Mixed Block,No,Normal
BIJNOR,HALDAUR,9030503603,RAJKIYA HIGH SCHOOL PRATHVIPUR,Recovery,Mixed Block,No,Normal
BIJNOR,JALILPUR,9030604402,GOVT GRILS INTER COLLEGE LUHARPURA,Consistent Decline,Isolated Decline,No,Normal
BIJNOR,KIRATPUR,9030704706,G.G.I.C. KIRATPUR,Consistent Decline,Mixed Block,No,Normal
BIJNOR,KIRATPUR,9030708103,RAJKEEY INTER COLLEGE BEGAMPUR SHADI,Peaked,Mixed Block,No,Normal
BIJNOR,KIRATPUR,9030703406,RAJKIYA HIGHSCHOOL PADALA,Consistent Decline,Mixed Block,No,Normal
BIJNOR,KOTWALI,9030801307,GOV. HIGH SCHOOL MUNAWWARPUR SAID,Recovery,Decline Cluster,No,Normal
BIJNOR,KOTWALI,9030811006,GOVE.GIRLS HIGH SCHOOL BUDHAWALA,Consistent Decline,Decline Cluster,No,Normal
BIJNOR,KOTWALI,9030806511,GOVT GIRL INTER COLLEGE BARHNAPUA,Volatile,Decline Cluster,No,Normal
BIJNOR,KOTWALI,9030840102,PANDIT DEENDYAL UPADHAYA RAJKIYA MODEL INTER COLEGE BENIPUR KOPA,Consistent Decline,Decline Cluster,No,Normal
BIJNOR,KOTWALI,9030811315,RAJKIYA HIGH SCHOOL,Consistent Decline,Decline Cluster,No,Normal
BIJNOR,MOHD.PUR DEVMAL,9030926001,GOVT GIRLS INTER COLLEGE MEERAPUR BANGAR ,Consistent Growth,Mixed Block,No,Normal
BIJNOR,MOHD.PUR DEVMAL,9030909303,RAJKIYA HIGH SCHOOL KAJIWALA,Volatile,Mixed Block,No,Normal
BIJNOR,MOHD.PUR DEVMAL,9030910604,MODEL INTER COLLEGE MOHD DEVMAL ,Peaked,Mixed Block,No,Normal
BIJNOR,NAJIBABAD,9031006410,PT DEENDAYAL UPADHAYA RAJKIYE MODEL INTER COLLEGE SABALGARH BIJNOR,Peaked,Mixed Block,No,Normal
BIJNOR,NAJIBABAD,9031014203,RAJKIYA HIGH SCHOOL  JATTIWALA,Peaked,Mixed Block,No,Normal
BIJNOR,NAJIBABAD,9031006113,RAJKIYA INTER COLLEGE BHAGUWALA,Stable,Mixed Block,No,Normal
BIJNOR,NAJIBABAD,9031013310,GOVT GIRLS INTER COLLEGE SAHANPUR,Consistent Growth,Mixed Block,No,Normal
BIJNOR,NAJIBABAD(NAGAR),9031602431,GOVT INTER COLLEGE,Consistent Decline,Isolated Decline,No,Normal
BUDAUN,AASAFPUR,9191505203,"GOVT. HS SCHOOL,KORERA",Recovery,Mixed Block,No,Normal
BUDAUN,AMBIYAPUR,9191303203,"GOVT. HIGH SCHOOL, SATAITI",Consistent Decline,Isolated Decline,No,Normal
BUDAUN,BISAULI,9191600142,"GOVT. GIRLS INTER COLLEGE,BISOULI",Consistent Decline,Decline Cluster,No,Normal
BUDAUN,BISAULI,9191600150,"GOVT. HIGH SCHOOL, KARANPUR",Consistent Decline,Decline Cluster,No,Normal
BUDAUN,BISAULI,9191606505,"GOVT. HS SCHOOL,PAPGAOAN",Recovery,Decline Cluster,No,Normal
BUDAUN,BISAULI,9191603004,PT. DEENDAYAL UPADHAY GOVT. MODEL INTER COLLEGE NOORPUR,Consistent Decline,Decline Cluster,No,Normal
BUDAUN,BUDAUN CITY,9192100288,GOVT. GIRLS INTER COLLEGE,Peaked,Mixed Block,No,Normal
BUDAUN,BUDAUN CITY,9192100333,GOVT. INTER COLLEGE,Consistent Decline,Mixed Block,No,Normal
BUDAUN,DATAGANJ,9190800117,"GOVT. GIRLS INTER COLLEGE, DATAGANJ",Consistent Growth,Mixed Block,No,Normal
BUDAUN,DATAGANJ,9190802012,"GOVT. GIRLS INTER COLLEGE,DAHARPUR KALAN",Consistent Growth,Mixed Block,No,Normal
BUDAUN,DEHGANWAN,9191806202,GOVT INTER COLLEGE NASIRPUR TAPPA MALSAI DEHGANWAN,Volatile,Mixed Block,No,Normal
BUDAUN,DEHGANWAN,9191806301,"GOVT. HS SCHOOL,DAANPUR",Volatile,Mixed Block,No,Normal
BUDAUN,DEHGANWAN,9191802012,"GOVT. INTER COLLEGE, NADHA BHOOR",Consistent Growth,Mixed Block,No,Normal
BUDAUN,JAGAT,9190600117,GOVT. HIGH SCHOOL JAGAT,Stable,Mixed Block,No,Normal
BUDAUN,JAGAT,9190601811,"GOVT. HIGH SCHOOL, KHUNAK",Recovery,Mixed Block,No,Normal
BUDAUN,JAGAT,9190601915,"GOVT. HS SCHOOL,GURGAWN,JAGAT",Peaked,Mixed Block,No,Normal
BUDAUN,JAGAT,9190602906,"GOVT. HS SCHOOL,UPERA",Volatile,Mixed Block,No,Normal
BUDAUN,JAGAT,9190600504,"GOVT. INTER COLLEGE, GABHIYAI",Peaked,Mixed Block,No,Normal
BUDAUN,MIAUN,9191004103,"GOVT. GIRLS HIGH SCHOOL, MANSA NAGLA",Recovery,Mixed Block,No,Normal
BUDAUN,QADARCHOWK,9190107203,GOVT INTER COLLEGE CHAUDERA QADARCHOWK,Consistent Growth,Growth Pocket,No,Normal
BUDAUN,QADARCHOWK,9190102503,"GOVT. HIGH SCHOOL, KADER BARI",Recovery,Growth Pocket,No,Normal
BUDAUN,QADARCHOWK,9190101703,"GOVT. HIGH SCHOOL, MAMOOR GANJ",Consistent Growth,Growth Pocket,No,Normal
BUDAUN,QADARCHOWK,9190104602,"GOVT. INTER COLLEGE,NIZAMPUR",Volatile,Growth Pocket,No,Normal
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,Consistent Growth,Growth Pocket,No,Normal
BUDAUN,SAHASWAN CITY,9191900151,"GOVT. GIRLS INTER COLLEGE, SAHASWAN",Consistent Growth,Isolated Growth,No,Normal
BUDAUN,SALARPUR,9190403005,"GOVT. HIGH SCHOOL, SILHAIRI",Consistent Growth,Growth Pocket,No,Normal
BUDAUN,SALARPUR,9190405111,"GOVT. HS SCHOOL,CHAKOLAR,SALARPUR",Peaked,Growth Pocket,No,Normal
BUDAUN,SALARPUR,9190400305,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE ARSIS BARKHIN,Peaked,Growth Pocket,No,Normal
BUDAUN,SALARPUR,9190400704,"GOVERNMENT INTER COLLEGE, GHATPURI",Consistent Growth,Growth Pocket,No,Normal
BUDAUN,SALARPUR,9190402603,"GOVERNMENT INTER COLLEGE, YUSUFNAGAR",Consistent Growth,Growth Pocket,No,Normal
BUDAUN,SAMRER,9191109503,"GOVT. HIGH SCHOOL, HANSI GANJ",Consistent Decline,Mixed Block,No,Normal
BUDAUN,SAMRER,9191103104,"GOVT. HS SCHOOL,SEERJAYLAL",Recovery,Mixed Block,No,Normal
BUDAUN,UJHANI,9190201510,"GOVT. HS SCHOOL,DEHMU",Consistent Decline,Isolated Decline,No,Normal
BUDAUN,UJHANI,9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",Peaked,Isolated Decline,No,Normal
BUDAUN,UJHANI,9190201007,"GOVT. INTER COLLEGE,BURRA AHIRWARA",Consistent Growth,Isolated Decline,No,Normal
BUDAUN,USAWAN,9190903606,"GOVT. HIGH SCHOOL, BHUNDI",Recovery,Mixed Block,No,Normal
BUDAUN,WAZEERGANJ,9191203129,"GOVT. GIRLS INTER COLLEGE,SAIDPUR",Volatile,Mixed Block,No,Normal
BUDAUN,WAZEERGANJ,9191202502,"GOVT. HIGH SCHOOL, SOHI",Peaked,Mixed Block,No,Normal
BUDAUN,WAZEERGANJ,9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",Recovery,Mixed Block,No,Normal
BULANDSHAHR,AGAUTA,9113103504,GOVT HS LUHARLI,Consistent Growth,Isolated Growth,No,Normal
BULANDSHAHR,ANOOPSHAHAR,9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,Peaked,Mixed Block,No,Normal
BULANDSHAHR,ANOOPSHAHAR,9111306105,RAJKIYA UMV BAGSARA,Recovery,Mixed Block,No,Normal
BULANDSHAHR,ANOOPSHAHAR,9111305009,RAJKIYA UMV BIROLI,Recovery,Mixed Block,No,Normal
BULANDSHAHR,ARNIA,9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,Consistent Growth,Growth Pocket,No,Normal
BULANDSHAHR,ARNIA,9110406002,RAJKIYA INTER COLLEGE THAGAURA,Consistent Growth,Growth Pocket,No,Normal
BULANDSHAHR,ARNIA,9110403708,RAJKIYA UMV AGHORA,Consistent Growth,Growth Pocket,No,Normal
BULANDSHAHR,ARNIA,9110401004,BALJEET SINGH SMARAK PUBLIC SCHOOL P.S. SURJAWALI,Insufficient Data,Growth Pocket,No,Normal
BULANDSHAHR,B.B.NAGAR,9110700117,GOVT. GIRLS INTER COLLEGE,Stable,Mixed Block,No,Normal
BULANDSHAHR,B.B.NAGAR,9110703906,RAJKIYA HIGH SCH MADONA,Recovery,Mixed Block,No,Normal
BULANDSHAHR,BULANDSHAHR,9110106909,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE NAITHALA HASANPUR,Volatile,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAHR,9110101704,RAJKIYA H/S DHAMRAWALI,Peaked,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAHR,9110104605,RAJKIYA HIGH SCH JALKHERA,Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAHR,9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAHR,9110104703,RAJKIYA INTER COLLEGE,Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAHR,9110109402,RAJKIYA INTER COLLEGE KHETALPUR BHASAULI,Peaked,Recovery Cluster,No,Normal
BULANDSHAHR,BULANDSHAR NAGAR,9112900123,GOVERMENT INTER COLLEGE,Peaked,Mixed Block,No,Normal
BULANDSHAHR,BULANDSHAR NAGAR,9112900133,GOVT GIRLS INTER COLLEGE,Recovery,Mixed Block,No,Normal
BULANDSHAHR,DANPUR,9110302703,GOVT HS AIDALPUR,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,DANPUR,9110303603,GOVT HS KANHERA,Recovery,Mixed Block,No,Normal
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,Recovery,Mixed Block,No,Normal
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,DANPUR,9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,Stable,Mixed Block,No,Normal
BULANDSHAHR,DEBAI,9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",Consistent Growth,Recovery Cluster,No,Normal
BULANDSHAHR,DEBAI,9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,Volatile,Recovery Cluster,No,Normal
BULANDSHAHR,DEBAI,9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,Consistent Growth,Recovery Cluster,No,Normal
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,DEBAI,9110805305,RAJKIYA HIGH SCHOOL SATOHA,Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",Recovery,Recovery Cluster,No,Normal
BULANDSHAHR,GULAOTI,9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,Volatile,Mixed Block,No,Normal
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,Peaked,Mixed Block,No,Normal
BULANDSHAHR,JAHAGIRABAD,9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,Recovery,Mixed Block,No,Normal
BULANDSHAHR,JAHAGIRABAD,9111200903,RAJKIYA HIGH SCH KOTHERA,Recovery,Mixed Block,No,Normal
BULANDSHAHR,KHURJA,9111101003,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AHIRAULI,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,KHURJA,9111105304,RAJKIYA UMV NAGLA ROOMI,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,LAKHAWATI,9110901904,RAJKIYA UMV RAJGARHI,Volatile,Mixed Block,No,Normal
BULANDSHAHR,LAKHAWATI,9110900153,GOVERMENT GIRLS INTER COLLEGE AURANGABAD BULANDSHAHR,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,PAHASU,9111405903,GOVT. GIRLS INTER COLLEGE PAHASU,Peaked,Mixed Block,No,Normal
BULANDSHAHR,PAHASU,9111400503,GOVT. HIGHER SEC. SCH,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,PAHASU,9111402903,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RASOOLGARH,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,PAHASU,9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,Recovery,Mixed Block,No,Normal
BULANDSHAHR,SHIKARPUR,9110200115,G.G.I.C.,Consistent Decline,Isolated Decline,No,Normal
BULANDSHAHR,SHIKARPUR,9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,Consistent Growth,Isolated Decline,No,Normal
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,Peaked,Isolated Decline,No,Normal
BULANDSHAHR,SIKANDRABAD,9111500107,GOVT. GIRLS INTER COLLEGE,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,Peaked,Mixed Block,No,Normal
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,Volatile,Mixed Block,No,Normal
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,Recovery,Mixed Block,No,Normal
BULANDSHAHR,UCHAGAON,9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,Consistent Growth,Mixed Block,No,Normal
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,Volatile,Mixed Block,No,Normal
CHANDAULI,BARAHANI,9660700806,G.G.I.C SAIYADRAJA,Consistent Growth,Mixed Block,No,Normal
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,Peaked,Mixed Block,No,Normal
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,Recovery,Mixed Block,No,Normal
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,Recovery,Mixed Block,No,Normal
CHANDAULI,BARAHANI,9660701402,GHS NOORI,Consistent Growth,Mixed Block,No,Normal
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,Consistent Growth,Isolated Growth,No,Normal
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,Consistent Growth,Mixed Block,No,Normal
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,Consistent Growth,Mixed Block,No,Normal
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,Recovery,Mixed Block,No,Normal
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,Volatile,Mixed Block,No,Normal
CHANDAULI,CHANDAULI,9660107602,GHS KHURUHUJA,Consistent Growth,Growth Pocket,No,Normal
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,Consistent Growth,Growth Pocket,No,Normal
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,Consistent Growth,Growth Pocket,No,Normal
CHANDAULI,CHANDAULI,9660109602,GHS TRIBHUVANPUR,Consistent Growth,Growth Pocket,No,Normal
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,Recovery,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,Recovery,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,Volatile,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,Recovery,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,Consistent Growth,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,Consistent Growth,Recovery Cluster,No,Normal
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,Consistent Decline,Recovery Cluster,No,Normal
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,Peaked,Mixed Block,No,Normal
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,Peaked,Mixed Block,No,Normal
CHANDAULI,SHAHABGANJ,9660607202,GHS KAUDIHAR,Consistent Growth,Mixed Block,No,Normal
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,Peaked,Mixed Block,No,Normal
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,Volatile,Mixed Block,No,Normal
CHITRAKOOT,CHITRAKOOT,9410104506,G.I.C. GHURETANPUR,Consistent Growth,Recovery Cluster,No,Normal
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,CHITRAKOOT,9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,CHITRAKOOT,9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,Volatile,Recovery Cluster,No,Normal
CHITRAKOOT,CHITRAKOOT (URBAN),9410600186,G.G.I.C. KARWI,Peaked,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410507201,G.G.I.C. MANIKPUR,Volatile,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,Volatile,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,Recovery,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410506109,GOVT. HIGH SCHOOL ELHA,Consistent Growth,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,Consistent Decline,Mixed Block,No,Normal
CHITRAKOOT,MANIKPUR,9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,Volatile,Mixed Block,No,Normal
CHITRAKOOT,MAU,9410304106,G.I.C. BARGARH,Stable,Recovery Cluster,No,Normal
CHITRAKOOT,MAU,9410304009,GOVT. HIGH SCHOOL BIYAWAL,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,MAU,9410300503,GOVT. HIGH SCHOOL MANDAUR,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,MAU,9410304803,GOVT. HIGH SCHOOL MURKA,Volatile,Recovery Cluster,No,Normal
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,MAU,9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,Peaked,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410200304,GOVT. HIGH SCHOOL CHANDI,Consistent Growth,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410205101,GOVT. HIGH SCHOOL GAUHANI,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,Recovery,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410206505,GOVT. HIGH SCHOOL NONAR,Volatile,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410202404,GOVT. HIGH SCHOOL SURSEN,Stable,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,Volatile,Recovery Cluster,No,Normal
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,Peaked,Recovery Cluster,No,Normal
CHITRAKOOT,RAM NAGAR,9410403909,G.G.I.C. RAJAPUR,Stable,Mixed Block,No,Normal
CHITRAKOOT,RAM NAGAR,9410401803,GOVT. HIGH SCHOOL SIRAWAL,Recovery,Mixed Block,No,Normal
DEORIA,BARAHAJ,9601701602,R.U.M.V. BADKA GAON,Consistent Growth,Isolated Decline,No,Normal
DEORIA,BARAHAJ,9601703905,RAJKIY U.M.V.LABAKANI GANGA,Consistent Decline,Isolated Decline,No,Normal
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,Peaked,Isolated Decline,No,Normal
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,Peaked,Mixed Block,No,Normal
DEORIA,BHATPAR RANI,9601100209,SAHEED PREMSAGAR GOVT  GIRLS INTER COLLAGE ,Peaked,Mixed Block,No,Normal
DEORIA,BHLUANI,9600600203,GOVERNAMENT INTER COLLAGE ,Consistent Growth,Isolated Growth,No,Normal
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,Recovery,Mixed Block,No,Normal
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,Recovery,Mixed Block,No,Normal
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,Consistent Growth,Isolated Growth,No,Normal
DEORIA,GAURI BAZAR,9600108705,G.G.H.S. SCHOOL INDUPUR,Recovery,Mixed Block,No,Normal
DEORIA,GAURI BAZAR,9600102903,RAJKIY U.M.V.BAGAPAR,Consistent Growth,Mixed Block,No,Normal
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,Recovery,Mixed Block,No,Normal
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,Recovery,Mixed Block,No,Normal
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,Consistent Decline,Mixed Block,No,Normal
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,Consistent Decline,Mixed Block,No,Normal
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,Consistent Growth,Mixed Block,No,Normal
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,Volatile,Mixed Block,No,Normal
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,Volatile,Mixed Block,No,Normal
DEORIA,RUDRAPUR,9600701204,KRISHAK LET BIRENDRA BAHADAUR GOVT INTER COLLAGE ,Peaked,Mixed Block,No,Normal
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,Volatile,Mixed Block,No,Normal
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,Stable,Mixed Block,No,Normal
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,Recovery,Mixed Block,No,Normal
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,Consistent Growth,Mixed Block,No,Normal
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,Volatile,Mixed Block,No,Normal
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",Recovery,Mixed Block,No,Normal
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,Consistent Growth,Mixed Block,No,Normal
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,Consistent Decline,Mixed Block,No,Normal
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,Volatile,Mixed Block,No,Normal
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,Recovery,Mixed Block,No,Normal
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,Consistent Growth,Mixed Block,No,Normal
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,Peaked,Mixed Block,No,Normal
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,Volatile,Mixed Block,No,Normal
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,Volatile,Mixed Block,No,Normal
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),Recovery,Mixed Block,No,Normal
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,Recovery,Mixed Block,No,Normal
