District,Block,School_ID,School_Name,School_Growth_Tag,Block_Cluster_Type,Is_Outlier,Outlier_Type
KAUSHAMBI,KADA,9440802713,RAJKIYA HIGH SCHOOL AMIRTAPUR KAUSHAMBI,Volatile,Mixed Block,No,Normal
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,Volatile,Mixed Block,No,Normal
KAUSHAMBI,KAUSHAMBI,9440205204,RAJKIYA  HIGH SCHOOL DHOKSAHA KAUSHAMBI,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,MANJHANPUR,9440112201,RAJKIYA H.S.S PINDARA SAHAWANPUR,Volatile,Mixed Block,No,Normal
KAUSHAMBI,MANJHANPUR,9440109208,RAJKIYA HIGH SCHOOL TEWAN MANJHANPUR KAUSHAMBI,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,MANJHANPUR,9440100219,RAJKIYA INTER COLLEGE  OSA MANJHANPUR KAUSHAMBI,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,MURATGANJ,9440605503,RAJKIY HIGH SCHOOL PALHANA KACHAR MURATGANJ,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,MURATGANJ,9440602403,RAJKIYA HIGH SCHOOL PANSAUR MURATGANJ KAUSHAMBI,Volatile,Mixed Block,No,Normal
KAUSHAMBI,MURATGANJ,9440602503,RAJKIYA HIGH SCHOOL RASOOLPUR BADLEY,Volatile,Mixed Block,No,Normal
KAUSHAMBI,NEWADA,9440405504,RAJKIY HS MISHRAPU DAHIYA,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,NEWADA,9440407004,RAJKIYA HIGH SCHOOL SHERGARH NEWADA KAUSHAMBI,Recovery,Mixed Block,No,Normal
KAUSHAMBI,SARSAWAN,9440504913,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE PURAB SHARIRA,Peaked,Mixed Block,No,Normal
KAUSHAMBI,SARSAWAN,9440500105,R.HIGH SCHOOL LOUDHNA SARSWANA KAUSHAMBI,Recovery,Mixed Block,No,Normal
KAUSHAMBI,SARSAWAN,9440508204,RAJKIY HS MAHEWAGHAT,Recovery,Mixed Block,No,Normal
KAUSHAMBI,SARSAWAN,9440512601,RAJKIYA H.S. LODHAN KA PURA,Consistent Growth,Mixed Block,No,Normal
KAUSHAMBI,SIRATHU,9440309823,GOVT. GIRLS HIGH SCHOOL,Consistent Growth,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440305205,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE DEVKHARPUR,Consistent Growth,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,Recovery,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,Volatile,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440307709,RAJKIYA BALIKA HIGH SCHOOL KASIYA,Consistent Growth,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440303407,RAJKIYA GIGH SCHOOL RAMPUR DHAMANWA SIRATHU,Recovery,Growth Pocket,No,Normal
KAUSHAMBI,SIRATHU,9440307903,RAJKIYA HIGH SCHOOL RALA SIRATHU KAUSHAMBI,Recovery,Growth Pocket,No,Normal
KHERI,BANKEGANJ,9231508806,GOV GIRLS INTER COLLEGE KUKRA,Consistent Growth,Growth Pocket,No,Normal
KHERI,BANKEGANJ,9231508803,GOVT. H S KUKARA,Recovery,Growth Pocket,No,Normal
KHERI,BANKEGANJ,9231502613,KGBV SEC.,Consistent Growth,Growth Pocket,No,Normal
KHERI,BANKEGANJ,9231506303,GOVT INTER COLLEGE SALAVAT NAGAR,Consistent Growth,Growth Pocket,No,Normal
KHERI,BEHJAM,9230211803,GOVT.H.S. GYAN SINGH PURWA,Recovery,Mixed Block,No,Normal
KHERI,BIJUA,9230111602,GOVT. H S MAJHAURA,Recovery,Mixed Block,No,Normal
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,Consistent Growth,Mixed Block,No,Normal
KHERI,DHAURAHARA,9230300309,GOVT HS WALI,Consistent Growth,Mixed Block,No,Normal
KHERI,DHAURAHARA,9230300102,GOVT. INTER COLEGE.DHAURAHARA,Stable,Mixed Block,No,Normal
KHERI,DHAURAHARA,9230300103,GOVT.GIRLS INTER COLLEGE DHAURAHARA,Volatile,Mixed Block,No,Normal
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,Recovery,Mixed Block,No,Normal
KHERI,ISANAGAR,9230402403,GOVT.H.S. JETHARA,Volatile,Mixed Block,No,Normal
KHERI,ISANAGAR,9230409501,Govt. High School sarpatha,Volatile,Mixed Block,No,Normal
KHERI,ISANAGAR,9230402906,Govt.H.S lakhun,Recovery,Mixed Block,No,Normal
KHERI,ISANAGAR,9230402905,govt.H.S iswara,Volatile,Mixed Block,No,Normal
KHERI,ISANAGAR,9230402904,govt.h.s hasan pur katauli,Consistent Growth,Mixed Block,No,Normal
KHERI,KUMBHI-GOLA,9230509103,GOVT HS AHMAD NAGAR,Recovery,Recovery Cluster,No,Normal
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,Recovery,Recovery Cluster,No,Normal
KHERI,KUMBHI-GOLA,9230513702,GOVT HS GANESH PUR,Consistent Growth,Recovery Cluster,No,Normal
KHERI,KUMBHI-GOLA,9230500204,GOVT HS MAGDAPUR,Recovery,Recovery Cluster,No,Normal
KHERI,KUMBHI-GOLA,9230503403,GOVT HS MOHAMMADBAD,Recovery,Recovery Cluster,No,Normal
KHERI,LAKHIMPUR,9230600213,GOVT.GIRLS I.C.KHIRI TOWN,Consistent Decline,Isolated Decline,No,Normal
KHERI,LMP,9231600237,GOVT.GIRLS I.C.LAKHIMPR KHIRI,Peaked,Mixed Block,No,Normal
KHERI,LMP,9231600236,GOVT.I.C.LAKHIMPR KHIRI,Consistent Growth,Mixed Block,No,Normal
KHERI,MITAULI,9230814203,GOVT. H.S CHURAIPURWA,Recovery,Mixed Block,No,Normal
KHERI,MITAULI,9230810404,GOVT. H.S. NAKARA,Stable,Mixed Block,No,Normal
KHERI,MITAULI,9230816704,GOVT.H.S. BHEEKHAM PUR,Recovery,Mixed Block,No,Normal
KHERI,MITAULI,9230811906,GOVT.H.S. KAKARHA,Volatile,Mixed Block,No,Normal
KHERI,MOHAMMADI,9230700403,GOVT.H.S. VAIADA,Recovery,Mixed Block,No,Normal
KHERI,MOHAMMADI,9230701503,GOVT.H.S.JAITI,Recovery,Mixed Block,No,Normal
KHERI,MOM,9231801503,GOVT GIRLS INTER COLLEGE MOHAMMADI KHERI,Recovery,Mixed Block,No,Normal
KHERI,NAKAHA,9231006203,GOVT HS KATKUSUMA,Consistent Decline,Mixed Block,No,Normal
KHERI,NAKAHA,9231008402,GOVT.I.C. SHARDA NAGAR,Recovery,Mixed Block,No,Normal
KHERI,NIGHASAN,9230905404,GOVT. GIRLS H.S NAUBANA,Recovery,Recovery Cluster,No,Normal
KHERI,NIGHASAN,9230904603,GOVT. H. S. KHAIRI GARH,Peaked,Recovery Cluster,No,Normal
KHERI,NIGHASAN,9230900505,GOVT. H.S. NAURANGABAD FARM,Consistent Growth,Recovery Cluster,No,Normal
KHERI,NIGHASAN,9230906809,GOVT.GIRL INTER COLLAGE NIGHASAN,Peaked,Recovery Cluster,No,Normal
KHERI,NIGHASAN,9230908505,GOVT.H.S.CHEDIYAPATIYA,Recovery,Recovery Cluster,No,Normal
KHERI,NIGHASAN,9230904815,Pt Deen Dayal upadhyayGovt model Inter college Ludhauri Nighsan,Recovery,Recovery Cluster,No,Normal
KHERI,PALIYA,9231101902,G.H.S. BHUDA PALIYA KHERI,Recovery,Isolated Decline,No,Normal
KHERI,PALIYA,9231104203,G.V.H.S.S. RANINAGAR PALIYA KHERI,Consistent Decline,Isolated Decline,No,Normal
KHERI,PALIYA,9231106503,GOV.H.S.S TIKONA FORM,Consistent Growth,Isolated Decline,No,Normal
KHERI,PALIYA,9231101303,GOVT. H.S. VISHEN PURI,Recovery,Isolated Decline,No,Normal
KHERI,PALIYA,9231104302,GOVT INTER COOLEGE SEMARI,Consistent Growth,Isolated Decline,No,Normal
KHERI,PASGAWAN,9231408205,GOVT.H.S.UCHAULIYA,Volatile,Mixed Block,No,Normal
KHERI,PASGAWAN,9231400303,GOVT INTER COLLEGE DHAKHIYA DEVI,Consistent Growth,Mixed Block,No,Normal
KHERI,PHOOL BEHAR,9231203816,GOV GIRLS INTER COLLEGE PHOOLBEHAR,Consistent Growth,Mixed Block,No,Normal
KHERI,PHOOL BEHAR,9231203003,GOVT HS GOOM,Volatile,Mixed Block,No,Normal
KHERI,PHOOL BEHAR,9231211202,GOVT HS HINDOLNA,Volatile,Mixed Block,No,Normal
KHERI,PHOOL BEHAR,9231204504,GOVT HS MUKUNDA,Recovery,Mixed Block,No,Normal
KHERI,PHOOL BEHAR,9231202503,"GOVT. H.S., PIPRI CHOURAHA",Recovery,Mixed Block,No,Normal
KHERI,RAMIYA BEHAR,9231305304,GOVT HS KRISHNA NAGAR COLONY,Recovery,Mixed Block,No,Normal
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,Volatile,Mixed Block,No,Normal
KHERI,RAMIYA BEHAR,9231305506,GOVT HS TELIYAR,Recovery,Mixed Block,No,Normal
KUSHINAGAR,DUDAHI,9591205405,RAJKIYA U.M.V. NARAHWADIH,Volatile,Mixed Block,No,Normal
KUSHINAGAR,HATA,9590607408,GOV. GIRLS I.C. HATA,Peaked,Mixed Block,No,Normal
KUSHINAGAR,HATA,9590601503,RAJKIYA U.M.V. PARSAHWA,Recovery,Mixed Block,No,Normal
KUSHINAGAR,KASIA,9590803322,GOVT. INTER COLLEGE KUDWA DILIPNAGAR,Consistent Growth,Isolated Growth,No,Normal
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,Volatile,Recovery Cluster,No,Normal
KUSHINAGAR,KHADDA,9590308303,RAJKIYA U.M.V. BUDHWA JUNGLE,Recovery,Recovery Cluster,No,Normal
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,Recovery,Recovery Cluster,No,Normal
KUSHINAGAR,KHADDA,9590306304,RAJKIYA U.M.V. SARANG CHHAPARA,Recovery,Recovery Cluster,No,Normal
KUSHINAGAR,KHADDA,9590306605,RAJKIYA U.M.V. SISWA GOPAL,Peaked,Recovery Cluster,No,Normal
KUSHINAGAR,KHADDA,9590308203,RAJKIYA INTER COLLEGE TURKAHA KHADDA,Consistent Growth,Recovery Cluster,No,Normal
KUSHINAGAR,MOTICHAK,9590702809,GOVT. H.S.S. NARAYANPUR,Consistent Growth,Isolated Growth,No,Normal
KUSHINAGAR,NAURANGIYA,9591403311,PT DEENDAYAL UPADHYAY GOVT MODEL IC MANDAR VINDWALIYA,Recovery,Mixed Block,No,Normal
KUSHINAGAR,PADARAUNA,9590104703,RAJKIYA U.M.V. MOTILALHA,Recovery,Mixed Block,No,Normal
KUSHINAGAR,PADRAUNA (URBAN),9591501031,RAJKIYA BALIKA INTERMEDIATE COLLEGE PADRAUNA,Recovery,Mixed Block,No,Normal
KUSHINAGAR,RAMKOLA,9590503505,RAJKIYA U.M.V. BARWA MAHADEVA,Peaked,Mixed Block,No,Normal
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,Consistent Growth,Mixed Block,No,Normal
KUSHINAGAR,SEORAHI,9591104302,RAJKIYA K.U.M.V. SEORAHI,Peaked,Mixed Block,No,Normal
KUSHINAGAR,SEORAHI,9591108603,RAJKIYA U.M.V. JUNGALI PATTI,Peaked,Mixed Block,No,Normal
KUSHINAGAR,SEORAHI,9591103304,RAJKIYA U.M.V. SARYA KHURD,Peaked,Mixed Block,No,Normal
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,Recovery,Mixed Block,No,Normal
KUSHINAGAR,VISHUNPURA,9591307307,RAJKIYA INTERMEDIATE COLLEGE MANIKAURA VISHUNPURA,Consistent Growth,Mixed Block,No,Normal
KUSHINAGAR,VISHUNPURA,9591304205,RAJKIYA U.M.V. BABUIYA HARPUR,Stable,Mixed Block,No,Normal
LALITPUR,BAR,9370105203,GHS BANAUNI,Peaked,Mixed Block,No,Normal
LALITPUR,BAR,9370107003,GHS NAGARA,Recovery,Mixed Block,No,Normal
LALITPUR,BAR,9370102604,GHS VASTRAWAN,Volatile,Mixed Block,No,Normal
LALITPUR,BAR,9370103803,GOVT HIGH SCHOOL VEER,Consistent Decline,Mixed Block,No,Normal
LALITPUR,BAR,9370107806,GOVT INTER COLLEGE,Volatile,Mixed Block,No,Normal
LALITPUR,BIRDHA,9370201605,GHS DONGRAKALAN,Recovery,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370204003,GHS DUDHAI,Volatile,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370208804,GHS JAMUNDHANAKALAN,Peaked,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370208003,GHS KAKORIYA,Consistent Decline,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370206611,GHS KALYANPURA,Peaked,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370200708,GHS SATARVAS,Recovery,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370202803,GHS SINGAEPUR,Recovery,Recovery Cluster,No,Normal
LALITPUR,BIRDHA,9370205411,GOVT. INTER COLLAGE DHORRA,Consistent Growth,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370306103,GHS ANDHER,Volatile,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370303610,GHS DAILWARA,Consistent Decline,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370307504,GHS DAWNI,Consistent Growth,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370302604,GHS KARMUHARA,Recovery,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370301404,GHS MAINWARA,Recovery,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370308803,GHS NIVAI,Volatile,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370304307,GHS THANWARA,Recovery,Recovery Cluster,No,Normal
LALITPUR,JAKHORA,9370300110,GOVT. INTER COLLEGE JAKHAURA,Volatile,Recovery Cluster,No,Normal
LALITPUR,LALITPUR,9370700109,GOVT GIRLS INTER COLLEGE LALITPUR,Consistent Decline,Mixed Block,No,Normal
LALITPUR,LALITPUR,9370700110,GOVT INTER COLLEGE LALITPUR,Recovery,Mixed Block,No,Normal
LALITPUR,MADAWRA,9370607804,GHS DHAURISAGAR,Recovery,Mixed Block,No,Normal
LALITPUR,MADAWRA,9370602903,GHS DIDAUNIYA,Recovery,Mixed Block,No,Normal
LALITPUR,MADAWRA,9370607503,GHS RAMGARHA,Peaked,Mixed Block,No,Normal
LALITPUR,MAHRONI,9370506606,GHS GAUNA (KUSMAD),Recovery,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370501612,GHS KUMHAIDI,Recovery,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370502103,GHS NAINWARA,Recovery,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370504108,GHS PATHA,Consistent Decline,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370506011,GHS SADHUMAL,Volatile,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370505703,GHS SIMIRIYA,Volatile,Recovery Cluster,No,Normal
LALITPUR,MAHRONI,9370500119,GOVT GIRLS INTER COLLEGE,Recovery,Recovery Cluster,No,Normal
LALITPUR,TALBEHAT,9370405605,GHS HANSARKALAN,Consistent Decline,Mixed Block,No,Normal
LALITPUR,TALBEHAT,9370412003,GHS KHERA (SUNAURI),Consistent Growth,Mixed Block,No,Normal
LALITPUR,TALBEHAT,9370407207,GHS PURABIRDHA,Recovery,Mixed Block,No,Normal
LALITPUR,TALBEHAT,9370404409,GHS TERAI PHATAK,Recovery,Mixed Block,No,Normal
LALITPUR,TALBEHAT,9370402802,GOVT INTER COLLEGE MATATILA,Volatile,Mixed Block,No,Normal
LALITPUR,TALBEHAT,9370400110,GOVT. GIRLS INTER COLLEGE,Consistent Growth,Mixed Block,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270802606,GOVERMENT GIRLS INTER COLLEGE  BEHTA BKT LUCKNOW,Peaked,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270803905,GOVT. HIGH SCHOOL BIBIPUR BKT,Recovery,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270815207,GOVT. HIGH SCHOOL RASOOLPUR SADAT,Recovery,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270817803,RAJKIYA HIGH SCHOO TIKRI,Peaked,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270809503,RAJKIYA HIGH SCHOOL KHANTARI,Recovery,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270813007,RAJKIYA HIGH SCHOOL PAHARPUR B.K.T LUCKNOW,Peaked,Recovery Cluster,No,Normal
LUCKNOW,BAKSHI KA TALAB,9270817204,RAJKIYA HIGH SCHOOL SONVA,Consistent Decline,Recovery Cluster,No,Normal
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,Volatile,Isolated Decline,No,Normal
LUCKNOW,CHINHAT,9270101911,RAJKIYA  HIGH SCHOOL JUGGAUR,Consistent Decline,Isolated Decline,No,Normal
LUCKNOW,CHINHAT,9270101608,RASHTRAPITA MAHATMA GANDHI RAJKIY BALIKA INTER COLLEGE CHINHAT,Consistent Growth,Isolated Decline,No,Normal
LUCKNOW,GOSHAI GANJ,9270607404,GOVT. HIGH SCHOOL MASTEMAU GOSAIGANJ,Volatile,Recovery Cluster,No,Normal
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,Recovery,Recovery Cluster,No,Normal
LUCKNOW,GOSHAI GANJ,9270611604,GOVT. HIGH SCHOOL SURIAMAU GOSAIGANJ,Consistent Decline,Recovery Cluster,No,Normal
LUCKNOW,GOSHAI GANJ,9270600802,RAJKIYE HS BAGHAULI,Recovery,Recovery Cluster,No,Normal
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,Recovery,Recovery Cluster,No,Normal
LUCKNOW,GOSHAI GANJ,9270600607,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL I C ANAIYA KHARGAPUR,Consistent Growth,Recovery Cluster,No,Normal
LUCKNOW,KAKORI,9270202505,GOVT. HIGH SCHOOL AMETHIYA SALEMPUR,Recovery,Mixed Block,No,Normal
LUCKNOW,KAKORI,9270200110,PT DEEN DAYAL UPADHAYA RAJKIYA MODEL INTER COLLEGE THWAR,Volatile,Mixed Block,No,Normal
LUCKNOW,KAKORI,9270203710,RAJKEEY BALIKA INTER COLLAGE SAROSA BHAROSA,Volatile,Mixed Block,No,Normal
LUCKNOW,KAKORI,9270208703,RAJKIYA HIGH SCHOOL HALUWAPUR,Consistent Growth,Mixed Block,No,Normal
LUCKNOW,KAKORI,9270208004,RAJKIYA U.M.V. GOSHALALPUR,Peaked,Mixed Block,No,Normal
LUCKNOW,KAKORI,9270200604,RAJKIYA U.M.V. SIRGAMAU,Peaked,Mixed Block,No,Normal
LUCKNOW,MAAL,9270407310,GOVT. HIGH SCHOOL SASPAN MALL,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MAAL,9270408009,GOVT. HIGH SCHOOL THARI,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MAAL,9270404301,RAJKI Y HIGH SCHOOL KHANDSARA,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MAAL,9270404806,VIRANGNA  UDA DEVI GIRLS INTER COLLEGE MALL,Consistent Decline,Recovery Cluster,No,Normal
LUCKNOW,MALIHABAD,9270304504,GOVT. HGIH SCHOOL JAURIYA MALIHABAD,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MALIHABAD,9270306503,GOVT. HIGH SCHOOL MALAHA MALIHABAD,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MALIHABAD,9270308903,GOVT. HIGH SCHOOL SINDHARWA MALIHABAD,Recovery,Recovery Cluster,No,Normal
LUCKNOW,MALIHABAD,9270312711,RAJKIYA BALIKA INTER COLLEGE MALIHABAD,Stable,Recovery Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270506006,ABHINAV VIDYALAYA KARORA  MOHANLALGANJ,Recovery,Decline Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270503803,GOVT. HIGH SCHOOL DHANUWASAND,Consistent Decline,Decline Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270507603,GOVT. HIGH SCHOOL MASTIPUR,Consistent Decline,Decline Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270511104,GOVT. HIGH SCHOOL UTRAWAN,Peaked,Decline Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270519001,RAJKIYA HIGH SCHOOL KARORA,Consistent Decline,Decline Cluster,No,Normal
LUCKNOW,MOHAN LAL GANJ,9270508903,RAJKIYA HIGH SCHOOL PAREHTA,Peaked,Decline Cluster,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916503,RAJKIYA BALIKA I.C.SHAHMEENA ROAD,Peaked,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270911872,RAJKIYA BALIKA INTER COLLEGE CHOTI JUBLEE,Recovery,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700608,RAJKIYA BALIKA INTER COLLEGE SINGAR NAGAR LUCKNOW,Peaked,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916504,RAJKIYA HUSAINABAD I.C. HUSAINABAD,Peaked,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916501,RAJKIYA INTER COLLAGE NISHATGANJ,Peaked,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916505,RAJKIYA JUBLEE INTER COLLEGE CITY STATION,Stable,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916507,RAJKIYA KANYA I.C.INDIRA NAGAR,Stable,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916508,RAJKIYA KANYA I.C.NARHI,Volatile,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700612,RAJKIYA UTTAR PARDESH SAINIK INTER COLLEGE LUCKNOW,Recovery,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100736,Rajkiya Balika Inter College Gomti Nagar LKO,Peaked,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100735,Rajkiya Balika Inter College Vikas Nagar Lucknow,Consistent Decline,Mixed Block,No,Normal
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270912124,GGIC JIYAMAU,Consistent Growth,Mixed Block,No,Normal
LUCKNOW,SAROJNI NAGAR,9270706003,GOVT. HIGH SCHOOL MAVAI SAROJNINAGAR,Recovery,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270707205,GVOT. HIGH SCHOOL PALEHNDA,Consistent Decline,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270718501,RAJKIYA HIGHSCHOOL BETI,Recovery,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270707709,RAJKIYA INTER COLLEGE RAHIM NAGAR SAROJNINAGAR,Consistent Growth,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270705002,RAJKIYA VIDYALAYA HIGH SCHOOL KHATOLA,Volatile,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270705304,RAJKIYA VIDYALAYA HIGH SCHOOL KURAUNI,Recovery,Recovery Cluster,No,Normal
LUCKNOW,SAROJNI NAGAR,9270708205,RAJKIYA VIDYALAYA HIGH SCHOOL SADRAUNA,Recovery,Recovery Cluster,No,Normal
MAHARAJGANJ,BRIJMAN GANJ,9571101211,GOVT HS SONBARSA,Peaked,Mixed Block,No,Normal
MAHARAJGANJ,BRIJMAN GANJ,9571102112,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE SAHAJANWA BABU,Consistent Growth,Mixed Block,No,Normal
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,Peaked,Mixed Block,No,Normal
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,Peaked,Mixed Block,No,Normal
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,Volatile,Mixed Block,No,Normal
MAHARAJGANJ,GHUGHLI,9570200905,GOVT HS MEDNIPUR,Peaked,Mixed Block,No,Normal
MAHARAJGANJ,GHUGHLI,9570200802,GOVT HS MIRJAPUR,Consistent Growth,Mixed Block,No,Normal
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,LAKSHMIPUR,9570804703,GOVT HS GOUHARPUR,Volatile,Mixed Block,No,Normal
MAHARAJGANJ,LAKSHMIPUR,9570803704,RAJKAEY U.M.S. BHGWANPUR,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,MAHRAJGANJ,9570106702,GOV GIRLS IC MAHARAJGANJ,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,MAHRAJGANJ,9570103903,GOVT HR SEC ARAJIJAGPUR MAHARAJGANJ,Consistent Growth,Mixed Block,No,Normal
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,Volatile,Mixed Block,No,Normal
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,MITHOURA,9570101009,GOVT HS BASANTPUR KHURD,Volatile,Mixed Block,No,Normal
MAHARAJGANJ,MITHOURA,9570106004,GOVT HS SINGHPUR,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,NICHLOUL,9570108809,GOVT HS AHIROULI,Volatile,Mixed Block,No,Normal
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,Consistent Growth,Mixed Block,No,Normal
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,Peaked,Mixed Block,No,Normal
MAHARAJGANJ,NOUTANWA,9571500303,GOVT IC NAUTANWA,Stable,Mixed Block,No,Normal
MAHARAJGANJ,PANIYARA,9570403908,GOVT HS BELTIKARA,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,Recovery,Mixed Block,No,Normal
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,Consistent Growth,Mixed Block,No,Normal
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,Recovery,Recovery Cluster,No,Normal
MAHARAJGANJ,PARTAWAL,9570500120,GOVT HS RAMPUR CHAKIYA,Recovery,Recovery Cluster,No,Normal
