school_id,school_name,district,block,School_Type,Class_Range_Label,Boys_2223,Boys_2324,Boys_2425,Boys_2526,Girls_2223,Girls_2324,Girls_2425,Girls_2526,Girls_Growth_Pct,Boys_Growth_Pct,Gender_Gap_Pct,Girls_Ratio_Current,Girls_Imbalance_Flag,Girls_Declining_Flag
9400301707,GIVT. INTER COLLEGE BILGAW,BANDA,MAHUWA,Middle_to_Higher,6-12,298.0,270.0,292,363,220.0,202.0,230,274,24.55,21.81,2.74,0.43,Yes,No
9400303208,GOVT HIGH SCH. BADO BUJURG,BANDA,MAHUWA,Senior_Secondary,9-12,82.0,74.0,73,80,104.0,104.0,90,102,-1.92,-2.44,0.52,0.56,Yes,Yes
9400306006,GOVT HIGH SCH. GUMAI,BANDA,MAHUWA,Senior_Secondary,9-12,29.0,44.0,47,40,39.0,37.0,29,25,-35.9,37.93,-73.83,0.385,Yes,Yes
9400300703,GOVT HIGH SCH. JAKHANI,BANDA,MAHUWA,Senior_Secondary,9-12,31.0,25.0,32,39,20.0,19.0,31,40,100.0,25.81,74.19,0.506,Yes,No
9400301604,GOVT. HIGH SCHOOL ADHRORI,BANDA,MAHUWA,Senior_Secondary,9-12,37.0,41.0,29,18,40.0,37.0,27,32,-20.0,-51.35,31.35,0.64,Yes,Yes
9400900404,GIC BANDA,BANDA,NAGAR KSHETRA,Middle_to_Higher,6-12,1372.0,1137.0,1226,1252,0.0,0.0,0,0,,-8.75,,0.0,Yes,No
9400902302,GOVT GILS INT COLLEGE BANDA,BANDA,NAGAR KSHETRA,Full_School,1-12,0.0,0.0,0,0,2526.0,2231.0,1998,1838,-27.24,,,1.0,No,Yes
9400402237,G.G.I.C. ATARRA,BANDA,NARAINI,Middle_to_Higher,6-12,0.0,0.0,0,0,235.0,214.0,238,224,-4.68,,,1.0,No,Yes
9400405209,G.G.I.C. KARTAL,BANDA,NARAINI,Middle_to_Secondary,6-10,263.0,208.0,186,148,213.0,197.0,186,165,-22.54,-43.73,21.19,0.527,Yes,Yes
9400407204,G.I.C. KALINGER,BANDA,NARAINI,Middle_to_Higher,6-12,389.0,360.0,374,448,271.0,288.0,324,384,41.7,15.17,26.53,0.462,Yes,No
9400402717,G.I.C.FATEH GANJ,BANDA,NARAINI,Middle_to_Secondary,6-10,322.0,255.0,277,270,285.0,261.0,307,349,22.46,-16.15,38.61,0.564,Yes,No
9400407007,GOVT. HIGH SCHOOL BIRAUNA,BANDA,NARAINI,Senior_Secondary,9-12,41.0,57.0,51,51,27.0,45.0,56,46,70.37,24.39,45.98,0.474,Yes,No
9400402408,GOVT. HIGH SCHOOL JABARA PUR,BANDA,NARAINI,Senior_Secondary,9-12,51.0,41.0,41,34,53.0,34.0,42,49,-7.55,-33.33,25.78,0.59,Yes,Yes
9400403205,GOVT. HIGH SCHOOL MAHUI,BANDA,NARAINI,Senior_Secondary,9-12,29.0,22.0,27,33,30.0,22.0,30,14,-53.33,13.79,-67.12,0.298,Yes,Yes
9400400109,GOVT. HIGH SCHOOL PAUHAR,BANDA,NARAINI,Senior_Secondary,9-12,53.0,43.0,41,32,27.0,20.0,21,21,-22.22,-39.62,17.4,0.396,Yes,Yes
9400406207,GOVT.HIGH SCHOOL BARUA KALINGER,BANDA,NARAINI,Senior_Secondary,9-12,74.0,46.0,26,35,73.0,67.0,51,44,-39.73,-52.7,12.97,0.557,Yes,Yes
9400210110,G.G.I.C.TINDWARI,BANDA,TINDWARI,Middle_to_Secondary,6-10,0.0,0.0,0,0,702.0,655.0,603,557,-20.66,,,1.0,No,Yes
9400203608,G.I.C.PAILANI,BANDA,TINDWARI,Middle_to_Higher,6-12,815.0,677.0,726,788,538.0,518.0,609,675,25.46,-3.31,28.77,0.461,Yes,No
9400204403,GOVT HIGH SCHOOL REHUNTA ,BANDA,TINDWARI,Senior_Secondary,9-12,25.0,50.0,51,45,33.0,55.0,40,44,33.33,80.0,-46.67,0.494,Yes,No
9400202304,GOVT. HIGH SCHOOL GUGAULI,BANDA,TINDWARI,Senior_Secondary,9-12,62.0,54.0,75,102,69.0,86.0,85,65,-5.8,64.52,-70.32,0.389,Yes,Yes
9400200209,GOVT. HIGH SCHOOL JAMUWAN,BANDA,TINDWARI,Senior_Secondary,9-12,33.0,28.0,39,37,35.0,26.0,23,22,-37.14,12.12,-49.26,0.373,Yes,Yes
9400201707,GOVT.HIGH SCHOOL AMLIKAUR,BANDA,TINDWARI,Senior_Secondary,9-12,72.0,57.0,49,61,50.0,52.0,43,44,-12.0,-15.28,3.28,0.419,Yes,Yes
9460500109,RAJKIYA INTER COLLEGE AHAMADPUR (MSDP),BARABANKI,BANI KODAR,Middle_to_Higher,6-12,161.0,167.0,153,147,123.0,142.0,144,140,13.82,-8.7,22.52,0.488,Yes,No
9460511103,RAJKIYA U.M.V DHEMA,BARABANKI,BANI KODAR,Senior_Secondary,9-12,64.0,49.0,54,62,56.0,38.0,46,57,1.79,-3.12,4.91,0.479,Yes,No
9460400139,GOVT HIGH SCHOOL BADEL BARABANKI,BARABANKI,BANKI,Senior_Secondary,9-12,80.0,77.0,84,91,91.0,92.0,81,64,-29.67,13.75,-43.42,0.413,Yes,Yes
9460402406,Govt high school Bhanauli Barabanki,BARABANKI,BANKI,Senior_Secondary,9-12,79.0,82.0,98,98,121.0,110.0,115,119,-1.65,24.05,-25.7,0.548,Yes,Yes
9460406615,RAJIKIYA U.M.V RAMPUR JAHANGIRA BAD,BARABANKI,BANKI,Senior_Secondary,9-12,156.0,135.0,145,129,186.0,189.0,181,157,-15.59,-17.31,1.72,0.549,Yes,Yes
9461011101,RAJKIYA INTER COLLEGE SHABPUR (MSDP),BARABANKI,BANKI,Middle_to_Higher,6-12,228.0,184.0,197,248,241.0,255.0,280,293,21.58,8.77,12.81,0.542,Yes,No
9460403405,RAJKIYA U.M.V BAROLIJATA,BARABANKI,BANKI,Middle_to_Higher,6-12,784.0,660.0,579,579,737.0,645.0,588,559,-24.15,-26.15,2.0,0.491,Yes,Yes
9460407105,RAJKIYA U.M.V RASOOLPUR HOUSE,BARABANKI,BANKI,Senior_Secondary,9-12,76.0,50.0,78,81,80.0,79.0,119,142,77.5,6.58,70.92,0.637,Yes,No
9461621202,RAJKIYA GIRLS INTER COLLEGE,BARABANKI,BARABANKI CITY,Middle_to_Higher,6-12,0.0,0.0,0,0,1702.0,1692.0,1794,1733,1.82,,,1.0,No,No
9461621201,RAJKIYA INTER COLLEGE BARABANKI,BARABANKI,BARABANKI CITY,Middle_to_Higher,6-12,1281.0,1185.0,1348,1243,0.0,0.0,0,0,,-2.97,,0.0,Yes,No
9460903202,Govt high school Danapur kayampur Barabanki,BARABANKI,DARIYA BAD,Senior_Secondary,9-12,62.0,45.0,24,41,70.0,34.0,43,75,7.14,-33.87,41.01,0.647,Yes,No
9460300108,GOVT. G. INTER COLLEGE DEWA,BARABANKI,DEWA,Middle_to_Secondary,6-10,0.0,0.0,0,0,837.0,858.0,928,921,10.04,,,1.0,No,No
9460306205,RAJKIYA U.M.V MITTAI,BARABANKI,DEWA,Senior_Secondary,9-12,149.0,133.0,130,154,187.0,210.0,204,226,20.86,3.36,17.5,0.595,Yes,No
9460106303,GOVT. GIRLS INTER COLLEGE FATEHPUR,BARABANKI,FATEH PUR,Middle_to_Higher,6-12,0.0,0.0,0,0,733.0,726.0,737,759,3.55,,,1.0,No,No
9460104607,RAJKIYA INTER COLLEGE BELHARA (MSDP),BARABANKI,FATEH PUR,Middle_to_Higher,6-12,246.0,239.0,260,278,200.0,214.0,249,235,17.5,13.01,4.49,0.458,Yes,No
9460100806,RAJKIYA U.M.V HASANPUR TANDA,BARABANKI,FATEH PUR,Senior_Secondary,9-12,75.0,87.0,90,86,100.0,100.0,84,87,-13.0,14.67,-27.67,0.503,Yes,Yes
9460603507,G H S  CHAUBISI BARABANKI,BARABANKI,HAIDAR GARH,Senior_Secondary,9-12,62.0,55.0,42,43,64.0,57.0,72,80,25.0,-30.65,55.65,0.65,Yes,No
9460609416,RAJKIYA BALIKA INTER COLLGE HAIDAR,BARABANKI,HAIDAR GARH,Middle_to_Higher,6-12,0.0,0.0,0,0,653.0,658.0,660,637,-2.45,,,1.0,No,Yes
9460608703,RAJKIYA U.M.V JARMAU HAIDARGARH,BARABANKI,HAIDAR GARH,Senior_Secondary,9-12,70.0,69.0,54,49,58.0,56.0,47,46,-20.69,-30.0,9.31,0.484,Yes,Yes
9460614502,RAJKIYA U.M.V SUBEHA,BARABANKI,HAIDAR GARH,Middle_to_Secondary,6-10,388.0,432.0,416,411,357.0,390.0,400,417,16.81,5.93,10.88,0.504,Yes,No
9461110119,RAJKIYA BALIKA NTER COLLEGE  JAIDPUR MSDPalika ,BARABANKI,HARAKH,Middle_to_Higher,6-12,0.0,0.0,0,0,512.0,493.0,498,407,-20.51,,,1.0,No,Yes
9461109908,RAJKIYA K.INTER COLLGE SATRIKH,BARABANKI,HARAKH,Middle_to_Secondary,6-10,0.0,0.0,0,0,644.0,650.0,684,659,2.33,,,1.0,No,No
9461110903,RAJKIYA U.M.V MOHDIPUR CHAKSAR,BARABANKI,HARAKH,Senior_Secondary,9-12,103.0,82.0,81,80,99.0,95.0,85,93,-6.06,-22.33,16.27,0.538,Yes,Yes
9461010302,GOVERNMENT GIRLS INTER COLLEGE,BARABANKI,MASAULI,Middle_to_Secondary,6-10,0.0,0.0,0,0,481.0,484.0,363,318,-33.89,,,1.0,No,Yes
9461000506,RAJKEEY U.M.V BANSA,BARABANKI,MASAULI,Senior_Secondary,9-12,57.0,40.0,41,53,75.0,84.0,82,73,-2.67,-7.02,4.35,0.579,Yes,Yes
9461003403,RAJKIYA U.M.V NYAMAT PUR,BARABANKI,MASAULI,Senior_Secondary,9-12,50.0,52.0,42,29,41.0,55.0,56,37,-9.76,-42.0,32.24,0.561,Yes,Yes
9461408503,GOVT HIGH SCHOOL GHUGHTAIR,BARABANKI,NINDURA,Senior_Secondary,9-12,175.0,159.0,151,177,174.0,173.0,171,219,25.86,1.14,24.72,0.553,Yes,No
9461404803,GOVT HIGH SCHOOL SAMARDA,BARABANKI,NINDURA,Senior_Secondary,9-12,103.0,116.0,102,83,143.0,139.0,140,148,3.5,-19.42,22.92,0.641,Yes,No
9461405803,Govt high school Kaji behta Barabanki,BARABANKI,NINDURA,Senior_Secondary,9-12,265.0,220.0,229,218,248.0,221.0,196,192,-22.58,-17.74,-4.84,0.468,Yes,Yes
9461402403,RAJKIYA INTER COLLEGE NINDURA,BARABANKI,NINDURA,Middle_to_Secondary,6-10,1305.0,1287.0,1233,1222,1165.0,1044.0,1198,1186,1.8,-6.36,8.16,0.493,Yes,No
9461408803,RAJKIYA U.M.V BADAIDEEH,BARABANKI,NINDURA,Senior_Secondary,9-12,97.0,74.0,74,71,114.0,67.0,56,62,-45.61,-26.8,-18.81,0.466,Yes,Yes
9460704103,RAJKEEY U.M.V PUREDALAI,BARABANKI,PURE DALAI,Senior_Secondary,9-12,49.0,37.0,29,54,50.0,33.0,53,65,30.0,10.2,19.8,0.546,Yes,No
9461220701,RAJKIYA U.M.V ASDAMAU BELHARI SIDDHAUR,BARABANKI,SIDDHAOR,Senior_Secondary,9-12,92.0,75.0,65,55,91.0,71.0,71,79,-13.19,-40.22,27.03,0.59,Yes,Yes
9460200106,RAJKIYA INTER COLLEGE SIRAULIGAUS,BARABANKI,SIRAULI GAUSPUR,Middle_to_Secondary,6-10,640.0,632.0,578,593,356.0,397.0,467,496,39.33,-7.34,46.67,0.455,Yes,No
9460805708,RAJ. INTER COLLEGE SURATGANJ,BARABANKI,SURAT GANJ,Middle_to_Higher,6-12,1204.0,1140.0,1196,1174,744.0,757.0,836,895,20.3,-2.49,22.79,0.433,Yes,No
9460808806,RAJKIYA U.M.V CHHEDA,BARABANKI,SURAT GANJ,Senior_Secondary,9-12,97.0,80.0,60,60,77.0,65.0,60,62,-19.48,-38.14,18.66,0.508,Yes,Yes
9461306504,RAJKIYA U.M.V KABOOLPUR TRIVEDIGANJ,BARABANKI,TRIVEDI GANJ,Senior_Secondary,9-12,107.0,107.0,99,94,99.0,120.0,119,125,26.26,-12.15,38.41,0.571,Yes,No
9461307705,RAJKIYA U.M.V POKHRA,BARABANKI,TRIVEDI GANJ,Middle_to_Secondary,6-10,495.0,407.0,557,623,498.0,423.0,449,482,-3.21,25.86,-29.07,0.436,Yes,Yes
9201711002,GOVT. SEC. SCHOOL KHULI,BAREILLY,ALAMPUR,Senior_Secondary,9-12,37.0,54.0,48,34,28.0,46.0,60,43,53.57,-8.11,61.68,0.558,Yes,No
9201201405,GOVT. GIRLS INTER COLLEGE AONLA,BAREILLY,AONLA,Middle_to_Higher,6-12,0.0,0.0,0,0,521.0,512.0,502,529,1.54,,,1.0,No,No
9201401303,GOVT. GIRLS HIGH SCHOOL MALHPUR,BAREILLY,BAHERI,Senior_Secondary,9-12,9.0,14.0,16,16,25.0,21.0,24,25,0.0,77.78,-77.78,0.61,Yes,No
9201403206,GOVT. HIGH SCHOOL RATANGARH,BAREILLY,BAHERI,Senior_Secondary,9-12,30.0,31.0,28,27,19.0,18.0,27,31,63.16,-10.0,73.16,0.534,Yes,No
9201409603,GOVT. HIGH SCHOOL SIYATHERI,BAREILLY,BAHERI,Senior_Secondary,9-12,22.0,27.0,27,23,27.0,26.0,32,31,14.81,4.55,10.26,0.574,Yes,No
9201410803,GOVT. HIGH SCHOOL TANDA CHHANGA,BAREILLY,BAHERI,Senior_Secondary,9-12,17.0,16.0,11,21,15.0,13.0,11,7,-53.33,23.53,-76.86,0.25,Yes,Yes
9201300412,GOVT. GIRLS INTER COLLEGE BAHERI,BAREILLY,BAHERI TOWN,Middle_to_Higher,6-12,0.0,0.0,0,0,514.0,488.0,489,483,-6.03,,,1.0,No,Yes
9201904905,GOVT. GIRLS INTER COLLEGE BAREILLY,BAREILLY,BAREILLY TOWN,Middle_to_Higher,6-12,0.0,0.0,0,3,1825.0,1960.0,1994,1870,2.47,,,0.998,No,No
9201910704,GOVT. INTER COLLEGE BAREILLY,BAREILLY,BAREILLY TOWN,Middle_to_Higher,6-12,1922.0,1975.0,1689,1538,0.0,0.0,0,2,,-19.98,,0.001,Yes,No
9200604320,GOVT. GIRLS HIGH SCHOOL KYOLARIYA,BAREILLY,BHADPURA,Senior_Secondary,9-12,81.0,70.0,57,57,90.0,49.0,47,59,-34.44,-29.63,-4.81,0.509,Yes,Yes
9200603205,GOVT. HIGH SCHOOL JYOTI JAGIR,BAREILLY,BHADPURA,Senior_Secondary,9-12,101.0,89.0,56,68,81.0,81.0,59,67,-17.28,-32.67,15.39,0.496,Yes,Yes
9200601404,GOVT. HIGH SCHOOL MOHAMMADPUR,BAREILLY,BHADPURA,Senior_Secondary,9-12,6.0,10.0,18,25,16.0,23.0,23,25,56.25,316.67,-260.42,0.5,Yes,No
9200605803,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE ALAHIYA BHADPURA NAWABGANJ BAREILLY,BAREILLY,BHADPURA,Middle_to_Higher,6-12,118.0,155.0,180,186,117.0,125.0,143,139,18.8,57.63,-38.83,0.428,Yes,No
9201100403,GOVT. HIGH SCHOOL ALINAGAR,BAREILLY,BHOJIPURA,Senior_Secondary,9-12,135.0,109.0,91,61,49.0,51.0,47,38,-22.45,-54.81,32.36,0.384,Yes,Yes
9201106803,GOVT. HIGH SCHOOL DALPATPUR,BAREILLY,BHOJIPURA,Senior_Secondary,9-12,87.0,85.0,88,86,88.0,87.0,84,92,4.55,-1.15,5.7,0.517,Yes,No
9200310603,GOVT. HIGH SCHOOL INAYATPUR,BAREILLY,BHUTA,Senior_Secondary,9-12,76.0,86.0,70,79,34.0,34.0,45,56,64.71,3.95,60.76,0.415,Yes,No
9200301003,GOVT. SEC. SCHOOL SIMARA KESHOPUR,BAREILLY,BHUTA,Senior_Secondary,9-12,60.0,67.0,50,50,67.0,55.0,59,81,20.9,-16.67,37.57,0.618,Yes,No
9200302904,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE BEBAL BASANTPUR BHUTA BAREILLY,BAREILLY,BHUTA,Middle_to_Higher,6-12,169.0,210.0,231,242,113.0,161.0,177,168,48.67,43.2,5.47,0.41,Yes,No
9201506403,GOVT. HIGH SCHOOL AURANGABAD,BAREILLY,FARIDPUR,Senior_Secondary,9-12,102.0,88.0,62,76,44.0,65.0,60,65,47.73,-25.49,73.22,0.461,Yes,No
9201506103,GOVT. HIGH SCHOOL KARTAULI,BAREILLY,FARIDPUR,Senior_Secondary,9-12,8.0,11.0,36,47,32.0,28.0,34,39,21.88,487.5,-465.62,0.453,Yes,No
9201505404,GOVT. HIGH SCHOOL SHIVPURI,BAREILLY,FARIDPUR,Senior_Secondary,9-12,127.0,104.0,118,112,80.0,87.0,103,114,42.5,-11.81,54.31,0.504,Yes,No
9200700205,GOVT INTER COLLEGE AGRAS,BAREILLY,FATEHGANJ,Middle_to_Higher,6-12,328.0,290.0,275,262,415.0,390.0,375,361,-13.01,-20.12,7.11,0.579,Yes,Yes
9200700603,GOVT. INTER COLLEGE TURSA PATTI FATEHGANJ W,BAREILLY,FATEHGANJ,Middle_to_Higher,6-12,3.0,31.0,54,79,25.0,88.0,109,112,348.0,2533.33,-2185.33,0.586,Yes,No
9200703103,GOVT. SEC. SCHOOL NARA FARIDAPUR,BAREILLY,FATEHGANJ,Senior_Secondary,9-12,20.0,18.0,14,14,9.0,17.0,22,19,111.11,-30.0,141.11,0.576,Yes,No
9200800106,GOVT. GIRLS HIGH SCHOOL KYARA,BAREILLY,KYARA,Senior_Secondary,9-12,114.0,118.0,111,84,137.0,133.0,107,115,-16.06,-26.32,10.26,0.578,Yes,Yes
9200808702,GOVT. HIGH SCHOOL NANDGAON,BAREILLY,KYARA,Senior_Secondary,9-12,37.0,36.0,44,35,31.0,24.0,25,43,38.71,-5.41,44.12,0.551,Yes,No
9200801302,GOVT. HIGH SCHOOL NAVI NAGAR,BAREILLY,KYARA,Senior_Secondary,9-12,66.0,72.0,62,77,78.0,78.0,67,68,-12.82,16.67,-29.49,0.469,Yes,Yes
9200802505,GOVT. HIGH SCHOOL PALPUR KAMALPUR,BAREILLY,KYARA,Senior_Secondary,9-12,84.0,59.0,46,59,36.0,54.0,54,55,52.78,-29.76,82.54,0.482,Yes,No
9200809003,GOVT. HIGH SCHOOL TAL GAUTIA,BAREILLY,KYARA,Senior_Secondary,9-12,105.0,99.0,105,110,68.0,76.0,85,95,39.71,4.76,34.95,0.463,Yes,No
9200803105,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE CHAIBARI KYARA BAREILLY,BAREILLY,KYARA,Middle_to_Higher,6-12,160.0,166.0,178,175,110.0,111.0,120,108,-1.82,9.38,-11.2,0.382,Yes,Yes
9201002908,ABHINAV VIDYALAY ATARCHHERI,BAREILLY,MAJHGAWAN,Middle_to_Higher,6-12,16.0,21.0,28,43,6.0,20.0,26,25,316.67,168.75,147.92,0.368,Yes,No
9201007604,GOVT. HIGH SCHOOL BALEI BHAGWANTPUR,BAREILLY,MAJHGAWAN,Senior_Secondary,9-12,59.0,53.0,46,59,46.0,51.0,60,58,26.09,0.0,26.09,0.496,Yes,No
9201001402,GOVT. HIGH SCHOOL BASANTPUR,BAREILLY,MAJHGAWAN,Senior_Secondary,9-12,11.0,4.0,2,14,27.0,32.0,34,26,-3.7,27.27,-30.97,0.65,Yes,Yes
9201007203,GOVT. HIGH SCHOOL BHINDAURA,BAREILLY,MAJHGAWAN,Senior_Secondary,9-12,14.0,48.0,38,45,18.0,39.0,29,24,33.33,221.43,-188.1,0.348,Yes,No
9201006424,GOVT. INTER COLLEGE VISHARATGANJ,BAREILLY,MAJHGAWAN,Middle_to_Higher,6-12,251.0,236.0,225,191,136.0,134.0,126,108,-20.59,-23.9,3.31,0.361,Yes,Yes
9200203905,GOVT. HIGH SCHOOL BALLIYA,BAREILLY,MIRGANJ,Senior_Secondary,9-12,48.0,45.0,63,60,80.0,66.0,73,64,-20.0,25.0,-45.0,0.516,Yes,Yes
9200400505,GOVT HIGH SCHOOL TANDA SADAT,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,21.0,11.0,3,8,8.0,8.0,14,24,200.0,-61.9,261.9,0.75,Yes,No
9200403804,GOVT SCHOOL PANDRI,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,24.0,20.0,12,9,9.0,12.0,15,10,11.11,-62.5,73.61,0.526,Yes,No
9200400830,GOVT. GIRLS INTER COLLEGE NAWABGANJ,BAREILLY,NAWABGANJ,Middle_to_Higher,6-12,0.0,0.0,0,0,555.0,543.0,545,537,-3.24,,,1.0,No,Yes
9200400338,GOVT. GIRLS INTER COLLEGE SETHAL NAWABGANJ,BAREILLY,NAWABGANJ,Middle_to_Higher,6-12,0.0,0.0,0,0,85.0,147.0,171,178,109.41,,,1.0,No,No
9200406003,GOVT. HIGH SCHOOL BADHEPURA,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,57.0,54.0,48,45,43.0,46.0,49,43,0.0,-21.05,21.05,0.489,Yes,No
9200405205,GOVT. HIGH SCHOOL BIJAMAU,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,77.0,94.0,81,45,57.0,58.0,61,67,17.54,-41.56,59.1,0.598,Yes,No
9200407405,GOVT. HIGH SCHOOL HARPUR MATKALI,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,46.0,49.0,53,49,64.0,59.0,55,60,-6.25,6.52,-12.77,0.55,Yes,Yes
9200403103,GOVT. HIGH SCHOOL PAROTHI,BAREILLY,NAWABGANJ,Senior_Secondary,9-12,31.0,34.0,22,28,29.0,23.0,41,47,62.07,-9.68,71.75,0.627,Yes,No
9200403708,GOVT. INTER COLLEGE BARAUR NAWABGANJ,BAREILLY,NAWABGANJ,Middle_to_Higher,6-12,40.0,69.0,90,114,41.0,72.0,99,125,204.88,185.0,19.88,0.523,Yes,No
9200400413,GOVT. INTER COLLEGE HAFIZGANJ NAWABGANJ,BAREILLY,NAWABGANJ,Middle_to_Higher,6-12,38.0,76.0,87,104,17.0,52.0,78,95,458.82,173.68,285.14,0.477,Yes,No
9200402804,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE TAYARJAGIR NAWABGANJ BAREILLY,BAREILLY,NAWABGANJ,Middle_to_Higher,6-12,135.0,113.0,102,92,150.0,128.0,130,125,-16.67,-31.85,15.18,0.576,Yes,Yes
9200104004,GOVT. HIGH SCHOOL VRATHANPUR,BAREILLY,RAMNAGAR,Senior_Secondary,9-12,19.0,9.0,10,11,18.0,19.0,17,18,0.0,-42.11,42.11,0.621,Yes,No
9200104907,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE HARDASPUR RAMNAGAR AONLA BAREILLY,BAREILLY,RAMNAGAR,Middle_to_Higher,6-12,140.0,160.0,172,168,143.0,164.0,183,193,34.97,20.0,14.97,0.535,Yes,No
9200500905,GOVT. GIRLS INTER COLLEGE PAIGA DAMKHODA,BAREILLY,RICHHA(DAMKHODA),Middle_to_Higher,6-12,0.0,0.0,0,0,18.0,32.0,42,55,205.56,,,1.0,No,No
9200500206,GOVT. INTER COLLEGE MUNDIA JAGIR DAMKHODA,BAREILLY,RICHHA(DAMKHODA),Middle_to_Higher,6-12,21.0,56.0,62,78,24.0,51.0,63,100,316.67,271.43,45.24,0.562,Yes,No
9200500108,GOVT. INTER COLLEGE RICHHA,BAREILLY,RICHHA(DAMKHODA),Middle_to_Higher,6-12,68.0,108.0,100,58,57.0,88.0,78,58,1.75,-14.71,16.46,0.5,Yes,No
9200512203,GOVT. SEC. SCHOOL GULADIYA ATA HUSSAIN,BAREILLY,RICHHA(DAMKHODA),Senior_Secondary,9-12,25.0,12.0,13,19,10.0,13.0,9,15,50.0,-24.0,74.0,0.441,Yes,No
9200503004,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE KACHNERA RICHHA BAREILLY,BAREILLY,RICHHA(DAMKHODA),Middle_to_Higher,6-12,45.0,65.0,123,159,86.0,93.0,121,120,39.53,253.33,-213.8,0.43,Yes,No
9200907808,GOVT. HIGH SCHOOL BALLI,BAREILLY,SHERGARH,Senior_Secondary,9-12,20.0,12.0,12,17,16.0,19.0,16,35,118.75,-15.0,133.75,0.673,Yes,No
9200905303,GOVT. HIGH SCHOOL SIMRAWAN,BAREILLY,SHERGARH,Senior_Secondary,9-12,27.0,29.0,30,25,33.0,50.0,54,45,36.36,-7.41,43.77,0.643,Yes,No
9200909424,GOVT. INTER COLLEGE SHERGARH,BAREILLY,SHERGARH,Middle_to_Higher,6-12,91.0,89.0,98,163,71.0,76.0,110,187,163.38,79.12,84.26,0.534,Yes,No
9201803508,GOVT. GIRLS INTER COLLEGE URLA JAGIR VITHRI CHAINPUR,BAREILLY,VITHARI CHAINPUR,Middle_to_Higher,6-12,0.0,0.0,0,0,133.0,310.0,424,493,270.68,,,1.0,No,No
9201800908,GOVT. HIGH SCHOOL BITHRI CHAINPUR BAREILLY,BAREILLY,VITHARI CHAINPUR,Senior_Secondary,9-12,179.0,163.0,142,138,115.0,77.0,62,80,-30.43,-22.91,-7.52,0.367,Yes,Yes
9201804403,GOVT. INTER COLLEGE BALIPUR AHMADPUR VITHRI CHAINPUR,BAREILLY,VITHARI CHAINPUR,Middle_to_Higher,6-12,82.0,175.0,180,229,33.0,84.0,100,147,345.45,179.27,166.18,0.391,Yes,No
9201808503,GOVT. SEC. SCHOOL AHILADPUR,BAREILLY,VITHARI CHAINPUR,Senior_Secondary,9-12,73.0,81.0,68,70,50.0,63.0,73,73,46.0,-4.11,50.11,0.51,Yes,No
9550108107,GOVT HR SEC BEILI BAHADURPUR,BASTI,BAHADURPUR,Senior_Secondary,9-12,15.0,32.0,36,37,27.0,58.0,49,42,55.56,146.67,-91.11,0.532,Yes,No
9550103003,GOVT HR SEC KALWARI EHATMALI,BASTI,BAHADURPUR,Senior_Secondary,9-12,62.0,60.0,63,73,63.0,75.0,105,114,80.95,17.74,63.21,0.61,Yes,No
9550102104,GOVT HR SEC KURHAPATTI DARIYANV,BASTI,BAHADURPUR,Senior_Secondary,9-12,10.0,13.0,24,26,17.0,14.0,28,27,58.82,160.0,-101.18,0.509,Yes,No
9550108106,GOVT HRSEC KHALIL PATTI,BASTI,BAHADURPUR,Senior_Secondary,9-12,30.0,34.0,34,48,46.0,39.0,50,64,39.13,60.0,-20.87,0.571,Yes,No
9550713201,GOVT HR SEC KHAKUWA,BASTI,BASTI SADAR,Senior_Secondary,9-12,33.0,35.0,45,46,40.0,27.0,25,33,-17.5,39.39,-56.89,0.418,Yes,Yes
9551500105,GOVT GIRLS H.S. GOPALPUR UNJI BASTI,BASTI,DUBAULIA,Senior_Secondary,9-12,0.0,0.0,11,23,34.0,16.0,18,29,-14.71,,,0.558,Yes,Yes
9551500106,GOVT GIRLS HR SEC MAHULANI,BASTI,DUBAULIA,Senior_Secondary,9-12,36.0,27.0,51,44,36.0,37.0,43,60,66.67,22.22,44.45,0.577,Yes,No
9551500107,GOVT HR SEC RAMVAPUR RAJA,BASTI,DUBAULIA,Senior_Secondary,9-12,23.0,17.0,21,33,23.0,20.0,25,35,52.17,43.48,8.69,0.515,Yes,No
9550518731,ABHINAV VIDYALAYA BABHNAN,BASTI,GAUR,Middle_to_Higher,6-12,41.0,51.0,59,76,51.0,46.0,71,94,84.31,85.37,-1.06,0.553,Yes,No
9550518709,GOVT HR SEC PIPRAHIA,BASTI,GAUR,Senior_Secondary,9-12,32.0,25.0,30,22,56.0,39.0,30,33,-41.07,-31.25,-9.82,0.6,Yes,Yes
