District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Share_C8,Share_C9,Share_C10,Share_C11,Share_C12,HHI_2223,HHI_2526,HHI_Trend,Dominant_Class,Top2_Classes_pct,Concentration_Tag
BIJNOR,KOTWALI,9030811006,GOVE.GIRLS HIGH SCHOOL BUDHAWALA,0,29,24,0,0,53,0.0,0.5472,0.4528,0.0,0.0,0.5217,0.5044,Stable,Class 9,100.0,Highly Concentrated
BIJNOR,KOTWALI,9030806511,GOVT GIRL INTER COLLEGE BARHNAPUA,37,117,134,116,136,540,0.0685,0.2167,0.2481,0.2148,0.2519,0.2207,0.2228,Stable,Class 12,50.0,Balanced
BIJNOR,KOTWALI,9030840102,PANDIT DEENDYAL UPADHAYA RAJKIYA MODEL INTER COLEGE BENIPUR KOPA,32,69,45,37,72,255,0.1255,0.2706,0.1765,0.1451,0.2824,0.2724,0.2209,Becoming More Balanced,Class 12,55.3,Balanced
BIJNOR,KOTWALI,9030811315,RAJKIYA HIGH SCHOOL,0,89,77,0,0,166,0.0,0.5361,0.4639,0.0,0.0,0.5059,0.5026,Stable,Class 9,100.0,Highly Concentrated
BIJNOR,MOHD.PUR DEVMAL,9030926001,GOVT GIRLS INTER COLLEGE MEERAPUR BANGAR ,70,120,86,108,110,494,0.1417,0.2429,0.1741,0.2186,0.2227,0.5266,0.2068,Becoming More Balanced,Class 9,46.6,Perfectly Balanced
BIJNOR,MOHD.PUR DEVMAL,9030909303,RAJKIYA HIGH SCHOOL KAJIWALA,0,29,31,0,0,60,0.0,0.4833,0.5167,0.0,0.0,0.5159,0.5006,Stable,Class 10,100.0,Highly Concentrated
BIJNOR,NAJIBABAD,9031006410,PT DEENDAYAL UPADHAYA RAJKIYE MODEL INTER COLLEGE SABALGARH BIJNOR,28,45,53,41,54,221,0.1267,0.2036,0.2398,0.1855,0.2443,0.2682,0.2091,Becoming More Balanced,Class 12,48.4,Perfectly Balanced
BIJNOR,NAJIBABAD,9031014203,RAJKIYA HIGH SCHOOL  JATTIWALA,0,16,14,0,0,30,0.0,0.5333,0.4667,0.0,0.0,0.5216,0.5022,Stable,Class 9,100.0,Highly Concentrated
BIJNOR,NAJIBABAD,9031006113,RAJKIYA INTER COLLEGE BHAGUWALA,0,376,360,283,268,1287,0.0,0.2922,0.2797,0.2199,0.2082,0.2577,0.2553,Stable,Class 9,57.2,Balanced
BIJNOR,NAJIBABAD(NAGAR),9031602431,GOVT INTER COLLEGE,74,216,241,180,179,890,0.0831,0.2427,0.2708,0.2022,0.2011,0.2329,0.2205,Stable,Class 10,51.3,Balanced
BUDAUN,AASAFPUR,9191505203,"GOVT. HS SCHOOL,KORERA",0,62,43,0,0,105,0.0,0.5905,0.4095,0.0,0.0,0.5028,0.5164,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,AMBIYAPUR,9191303203,"GOVT. HIGH SCHOOL, SATAITI",0,43,51,0,0,94,0.0,0.4574,0.5425,0.0,0.0,0.5025,0.5036,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,BISAULI,9191600142,"GOVT. GIRLS INTER COLLEGE,BISOULI",88,218,199,206,276,987,0.0892,0.2209,0.2016,0.2087,0.2796,0.228,0.2191,Stable,Class 12,50.1,Perfectly Balanced
BUDAUN,BISAULI,9191600150,"GOVT. HIGH SCHOOL, KARANPUR",0,24,26,0,0,50,0.0,0.48,0.52,0.0,0.0,0.52,0.5008,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,BISAULI,9191606505,"GOVT. HS SCHOOL,PAPGAOAN",0,34,46,0,0,80,0.0,0.425,0.575,0.0,0.0,0.5027,0.5112,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,BISAULI,9191603004,PT. DEENDAYAL UPADHAY GOVT. MODEL INTER COLLEGE NOORPUR,17,51,68,45,53,234,0.0726,0.2179,0.2906,0.1923,0.2265,0.2495,0.2255,Stable,Class 10,51.7,Balanced
BUDAUN,BUDAUN CITY,9192100288,GOVT. GIRLS INTER COLLEGE,52,140,193,232,310,927,0.0561,0.151,0.2082,0.2503,0.3344,0.2185,0.2438,Stable,Class 12,58.5,Balanced
BUDAUN,BUDAUN CITY,9192100333,GOVT. INTER COLLEGE,33,54,78,118,140,423,0.078,0.1277,0.1844,0.279,0.331,0.2284,0.2437,Stable,Class 12,61.0,Balanced
BUDAUN,DATAGANJ,9190800117,"GOVT. GIRLS INTER COLLEGE, DATAGANJ",137,347,320,248,253,1305,0.105,0.2659,0.2452,0.19,0.1939,0.2178,0.2156,Stable,Class 9,51.1,Perfectly Balanced
BUDAUN,DEHGANWAN,9191806202,GOVT INTER COLLEGE NASIRPUR TAPPA MALSAI DEHGANWAN,28,48,19,23,23,141,0.1986,0.3404,0.1348,0.1631,0.1631,0.2105,0.2267,Stable,Class 9,53.9,Balanced
BUDAUN,DEHGANWAN,9191806301,"GOVT. HS SCHOOL,DAANPUR",0,34,40,0,0,74,0.0,0.4595,0.5405,0.0,0.0,0.5069,0.5033,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,DEHGANWAN,9191802012,"GOVT. INTER COLLEGE, NADHA BHOOR",45,110,78,59,62,354,0.1271,0.3107,0.2203,0.1667,0.1751,0.249,0.2197,Stable,Class 9,53.1,Perfectly Balanced
BUDAUN,JAGAT,9190600117,GOVT. HIGH SCHOOL JAGAT,0,98,105,0,0,203,0.0,0.4828,0.5172,0.0,0.0,0.5013,0.5006,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,JAGAT,9190601811,"GOVT. HIGH SCHOOL, KHUNAK",0,80,58,0,0,138,0.0,0.5797,0.4203,0.0,0.0,0.5151,0.5127,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,JAGAT,9190601915,"GOVT. HS SCHOOL,GURGAWN,JAGAT",0,73,82,0,0,155,0.0,0.471,0.529,0.0,0.0,0.5074,0.5017,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,JAGAT,9190602906,"GOVT. HS SCHOOL,UPERA",0,40,27,0,0,67,0.0,0.597,0.403,0.0,0.0,0.511,0.5188,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,JAGAT,9190600504,"GOVT. INTER COLLEGE, GABHIYAI",21,43,56,24,24,168,0.125,0.256,0.3333,0.1429,0.1429,0.2413,0.2331,Stable,Class 10,58.9,Balanced
BUDAUN,MIAUN,9191004103,"GOVT. GIRLS HIGH SCHOOL, MANSA NAGLA",0,30,22,0,0,52,0.0,0.5769,0.4231,0.0,0.0,0.5408,0.5118,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,QADARCHOWK,9190107203,GOVT INTER COLLEGE CHAUDERA QADARCHOWK,19,31,24,10,5,89,0.2135,0.3483,0.2697,0.1124,0.0562,0.3265,0.2554,Becoming More Balanced,Class 9,61.8,Balanced
BUDAUN,QADARCHOWK,9190102503,"GOVT. HIGH SCHOOL, KADER BARI",0,67,42,0,0,109,0.0,0.6147,0.3853,0.0,0.0,0.5535,0.5263,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,QADARCHOWK,9190101703,"GOVT. HIGH SCHOOL, MAMOOR GANJ",0,38,27,0,0,65,0.0,0.5846,0.4154,0.0,0.0,0.5102,0.5143,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,QADARCHOWK,9190104602,"GOVT. INTER COLLEGE,NIZAMPUR",63,78,99,68,80,388,0.1624,0.201,0.2552,0.1753,0.2062,0.2354,0.2051,Stable,Class 10,46.1,Perfectly Balanced
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,48,79,55,52,44,278,0.1727,0.2842,0.1978,0.187,0.1583,0.2507,0.2097,Stable,Class 9,48.2,Perfectly Balanced
BUDAUN,SAHASWAN CITY,9191900151,"GOVT. GIRLS INTER COLLEGE, SAHASWAN",11,27,16,19,12,85,0.1294,0.3176,0.1882,0.2235,0.1412,0.4913,0.223,Becoming More Balanced,Class 9,54.1,Balanced
BUDAUN,SALARPUR,9190403005,"GOVT. HIGH SCHOOL, SILHAIRI",0,36,35,0,0,71,0.0,0.507,0.493,0.0,0.0,0.5069,0.5001,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,SALARPUR,9190405111,"GOVT. HS SCHOOL,CHAKOLAR,SALARPUR",0,55,36,0,0,91,0.0,0.6044,0.3956,0.0,0.0,0.5102,0.5218,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,SALARPUR,9190400305,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE ARSIS BARKHIN,28,93,78,72,80,351,0.0798,0.265,0.2222,0.2051,0.2279,0.2473,0.22,Stable,Class 9,49.3,Balanced
BUDAUN,SAMRER,9191109503,"GOVT. HIGH SCHOOL, HANSI GANJ",0,62,41,0,0,103,0.0,0.6019,0.3981,0.0,0.0,0.5148,0.5208,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,SAMRER,9191103104,"GOVT. HS SCHOOL,SEERJAYLAL",0,51,47,0,0,98,0.0,0.5204,0.4796,0.0,0.0,0.5009,0.5008,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,UJHANI,9190201510,"GOVT. HS SCHOOL,DEHMU",0,34,54,0,0,88,0.0,0.3864,0.6136,0.0,0.0,0.5,0.5258,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,UJHANI,9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",0,21,30,0,0,51,0.0,0.4118,0.5882,0.0,0.0,0.5358,0.5156,Stable,Class 10,100.0,Highly Concentrated
BUDAUN,USAWAN,9190903606,"GOVT. HIGH SCHOOL, BHUNDI",0,68,75,0,0,143,0.0,0.4755,0.5245,0.0,0.0,0.5579,0.5012,Becoming More Balanced,Class 10,100.0,Highly Concentrated
BUDAUN,WAZEERGANJ,9191203129,"GOVT. GIRLS INTER COLLEGE,SAIDPUR",9,18,13,20,18,78,0.1154,0.2308,0.1667,0.2564,0.2308,0.2335,0.2133,Stable,Class 11,48.7,Perfectly Balanced
BUDAUN,WAZEERGANJ,9191202502,"GOVT. HIGH SCHOOL, SOHI",0,70,45,0,0,115,0.0,0.6087,0.3913,0.0,0.0,0.5001,0.5236,Stable,Class 9,100.0,Highly Concentrated
BUDAUN,WAZEERGANJ,9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",0,32,18,0,0,50,0.0,0.64,0.36,0.0,0.0,0.5017,0.5392,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,AGAUTA,9113103504,GOVT HS LUHARLI,0,21,20,0,0,41,0.0,0.5122,0.4878,0.0,0.0,0.5247,0.5003,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,ANOOPSHAHAR,9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,13,32,25,28,39,137,0.0949,0.2336,0.1825,0.2044,0.2847,0.3186,0.2197,Becoming More Balanced,Class 12,51.8,Perfectly Balanced
BULANDSHAHR,ANOOPSHAHAR,9111306105,RAJKIYA UMV BAGSARA,0,23,30,0,0,53,0.0,0.434,0.566,0.0,0.0,0.5499,0.5087,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,ANOOPSHAHAR,9111305009,RAJKIYA UMV BIROLI,0,95,82,0,0,177,0.0,0.5367,0.4633,0.0,0.0,0.5325,0.5027,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,ARNIA,9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,32,9,24,11,15,91,0.3516,0.0989,0.2637,0.1209,0.1648,0.3921,0.2448,Becoming More Balanced,Class 8,61.5,Balanced
BULANDSHAHR,ARNIA,9110406002,RAJKIYA INTER COLLEGE THAGAURA,12,26,21,14,8,81,0.1481,0.321,0.2593,0.1728,0.0988,0.2822,0.2318,Becoming More Balanced,Class 9,58.0,Balanced
BULANDSHAHR,ARNIA,9110403708,RAJKIYA UMV AGHORA,0,46,43,0,0,89,0.0,0.5168,0.4831,0.0,0.0,0.5078,0.5006,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,B.B.NAGAR,9110700117,GOVT. GIRLS INTER COLLEGE,76,166,136,209,199,786,0.0967,0.2112,0.173,0.2659,0.2532,0.2206,0.2187,Stable,Class 11,51.9,Perfectly Balanced
BULANDSHAHR,B.B.NAGAR,9110703906,RAJKIYA HIGH SCH MADONA,0,33,38,0,0,71,0.0,0.4648,0.5352,0.0,0.0,0.5068,0.5025,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,BULANDSHAHR,9110106909,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE NAITHALA HASANPUR,29,40,38,38,40,185,0.1568,0.2162,0.2054,0.2054,0.2162,0.2303,0.2025,Stable,Class 9,43.2,Perfectly Balanced
BULANDSHAHR,BULANDSHAHR,9110101704,RAJKIYA H/S DHAMRAWALI,0,84,59,0,0,143,0.0,0.5874,0.4126,0.0,0.0,0.5007,0.5153,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,BULANDSHAHR,9110104605,RAJKIYA HIGH SCH JALKHERA,0,27,29,0,0,56,0.0,0.4821,0.5178,0.0,0.0,0.5312,0.5006,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,BULANDSHAHR,9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,0,56,43,0,0,99,0.0,0.5657,0.4343,0.0,0.0,0.5005,0.5086,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,BULANDSHAHR,9110104703,RAJKIYA INTER COLLEGE,37,56,40,10,19,162,0.2284,0.3457,0.2469,0.0617,0.1173,0.2228,0.2502,Stable,Class 9,59.3,Balanced
BULANDSHAHR,BULANDSHAHR,9110109402,RAJKIYA INTER COLLEGE KHETALPUR BHASAULI,0,50,35,27,33,145,0.0,0.3448,0.2414,0.1862,0.2276,0.2731,0.2636,Stable,Class 9,58.6,Balanced
BULANDSHAHR,BULANDSHAR NAGAR,9112900123,GOVERMENT INTER COLLEGE,66,161,163,153,182,725,0.091,0.2221,0.2248,0.211,0.251,0.2758,0.2157,Becoming More Balanced,Class 12,47.6,Perfectly Balanced
BULANDSHAHR,BULANDSHAR NAGAR,9112900133,GOVT GIRLS INTER COLLEGE,159,362,306,392,406,1625,0.0978,0.2228,0.1883,0.2412,0.2498,0.2152,0.2153,Stable,Class 12,49.1,Perfectly Balanced
BULANDSHAHR,DANPUR,9110302703,GOVT HS AIDALPUR,0,18,15,0,0,33,0.0,0.5454,0.4545,0.0,0.0,0.5,0.5041,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,DANPUR,9110303603,GOVT HS KANHERA,0,50,40,0,0,90,0.0,0.5555,0.4444,0.0,0.0,0.5392,0.5062,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,0,19,17,3,5,44,0.0,0.4318,0.3864,0.0682,0.1136,0.2867,0.3533,Becoming More Concentrated,Class 9,81.8,Moderately Concentrated
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,0,39,29,0,0,68,0.0,0.5735,0.4265,0.0,0.0,0.5017,0.5108,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,DANPUR,9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,11,37,33,35,42,158,0.0696,0.2342,0.2089,0.2215,0.2658,0.2346,0.223,Stable,Class 12,50.0,Balanced
BULANDSHAHR,DEBAI,9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",6,33,32,9,8,88,0.0682,0.375,0.3636,0.1023,0.0909,0.2682,0.2962,Stable,Class 9,73.9,Balanced
BULANDSHAHR,DEBAI,9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,3,8,16,6,3,36,0.0833,0.2222,0.4444,0.1667,0.0833,0.2222,0.2886,Becoming More Concentrated,Class 10,66.7,Balanced
BULANDSHAHR,DEBAI,9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,75,134,89,150,148,596,0.1258,0.2248,0.1493,0.2517,0.2483,0.3533,0.2137,Becoming More Balanced,Class 11,50.0,Perfectly Balanced
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,0,31,17,0,0,48,0.0,0.6458,0.3542,0.0,0.0,0.5004,0.5425,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,DEBAI,9110805305,RAJKIYA HIGH SCHOOL SATOHA,0,87,80,0,0,167,0.0,0.521,0.479,0.0,0.0,0.5,0.5009,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",0,35,16,0,0,51,0.0,0.6863,0.3137,0.0,0.0,0.5111,0.5694,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BULANDSHAHR,GULAOTI,9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,0,54,51,113,92,310,0.0,0.1742,0.1645,0.3645,0.2968,0.2546,0.2784,Stable,Class 11,66.1,Balanced
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,0,41,72,0,0,113,0.0,0.3628,0.6372,0.0,0.0,0.5052,0.5376,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,JAHAGIRABAD,9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,23,50,45,38,22,178,0.1292,0.2809,0.2528,0.2135,0.1236,0.2714,0.2204,Becoming More Balanced,Class 9,53.4,Balanced
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,0,31,39,0,0,70,0.0,0.4429,0.5571,0.0,0.0,0.5048,0.5065,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,JAHAGIRABAD,9111200903,RAJKIYA HIGH SCH KOTHERA,0,24,20,0,0,44,0.0,0.5454,0.4545,0.0,0.0,0.5968,0.5041,Becoming More Balanced,Class 9,100.0,Highly Concentrated
BULANDSHAHR,KHURJA,9111101003,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AHIRAULI,10,43,37,35,35,160,0.0625,0.2687,0.2312,0.2187,0.2187,1.0,0.2253,Becoming More Balanced,Class 9,50.0,Balanced
BULANDSHAHR,KHURJA,9111105304,RAJKIYA UMV NAGLA ROOMI,0,36,36,0,0,72,0.0,0.5,0.5,0.0,0.0,0.5006,0.5,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,LAKHAWATI,9110901904,RAJKIYA UMV RAJGARHI,0,35,29,0,0,64,0.0,0.5469,0.4531,0.0,0.0,0.5016,0.5044,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,PAHASU,9111405903,GOVT. GIRLS INTER COLLEGE PAHASU,22,42,50,42,58,214,0.1028,0.1963,0.2336,0.1963,0.271,0.2456,0.2157,Stable,Class 12,50.5,Perfectly Balanced
BULANDSHAHR,PAHASU,9111400503,GOVT. HIGHER SEC. SCH,0,52,55,0,0,107,0.0,0.486,0.514,0.0,0.0,0.5011,0.5004,Stable,Class 10,100.0,Highly Concentrated
BULANDSHAHR,PAHASU,9111402903,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RASOOLGARH,40,58,66,41,37,242,0.1653,0.2397,0.2727,0.1694,0.1529,0.2712,0.2112,Becoming More Balanced,Class 10,51.2,Perfectly Balanced
BULANDSHAHR,PAHASU,9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,0,15,10,0,0,25,0.0,0.6,0.4,0.0,0.0,0.5011,0.52,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,SHIKARPUR,9110200115,G.G.I.C.,27,46,64,38,46,221,0.1222,0.2081,0.2896,0.1719,0.2081,0.2058,0.215,Stable,Class 10,49.8,Perfectly Balanced
BULANDSHAHR,SHIKARPUR,9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,0,29,12,27,26,94,0.0,0.3085,0.1277,0.2872,0.2766,0.2909,0.2705,Stable,Class 9,59.6,Balanced
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,0,28,29,0,0,57,0.0,0.4912,0.5088,0.0,0.0,0.5661,0.5002,Becoming More Balanced,Class 10,100.0,Highly Concentrated
BULANDSHAHR,SIKANDRABAD,9111500107,GOVT. GIRLS INTER COLLEGE,0,30,23,24,13,90,0.0,0.3333,0.2556,0.2667,0.1444,0.2529,0.2684,Stable,Class 9,60.0,Balanced
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,0,43,42,0,0,85,0.0,0.5059,0.4941,0.0,0.0,0.5002,0.5001,Stable,Class 9,100.0,Highly Concentrated
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,0,39,12,0,0,51,0.0,0.7647,0.2353,0.0,0.0,0.5648,0.6401,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,0,48,14,0,0,62,0.0,0.7742,0.2258,0.0,0.0,0.5225,0.6504,Becoming More Concentrated,Class 9,100.0,Extreme Concentration
BULANDSHAHR,UCHAGAON,9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,38,37,43,58,32,208,0.1827,0.1779,0.2067,0.2788,0.1538,0.27,0.2092,Becoming More Balanced,Class 11,48.6,Perfectly Balanced
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,0,17,5,0,0,22,0.0,0.7727,0.2273,0.0,0.0,0.5463,0.6488,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
CHANDAULI,BARAHANI,9660700806,G.G.I.C SAIYADRAJA,100,257,242,193,179,971,0.103,0.2647,0.2492,0.1988,0.1843,0.2309,0.2163,Stable,Class 9,51.4,Perfectly Balanced
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,0,26,26,0,0,52,0.0,0.5,0.5,0.0,0.0,0.5291,0.5,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,0,33,16,0,0,49,0.0,0.6735,0.3265,0.0,0.0,0.5661,0.5602,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,0,27,19,0,0,46,0.0,0.5869,0.413,0.0,0.0,0.5014,0.5151,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,BARAHANI,9660701402,GHS NOORI,0,27,25,0,0,52,0.0,0.5192,0.4808,0.0,0.0,0.5331,0.5007,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,0,45,38,0,0,83,0.0,0.5422,0.4578,0.0,0.0,0.5433,0.5036,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,136,755,758,771,958,3378,0.0403,0.2235,0.2244,0.2282,0.2836,0.24,0.2345,Stable,Class 12,51.2,Balanced
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,0,78,57,0,0,135,0.0,0.5778,0.4222,0.0,0.0,0.507,0.5121,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,0,55,17,0,0,72,0.0,0.7639,0.2361,0.0,0.0,0.5133,0.6393,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,0,21,23,0,0,44,0.0,0.4773,0.5227,0.0,0.0,0.513,0.501,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,CHANDAULI,9660107602,GHS KHURUHUJA,0,79,61,0,0,140,0.0,0.5643,0.4357,0.0,0.0,0.5014,0.5083,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,0,39,41,0,0,80,0.0,0.4875,0.5125,0.0,0.0,0.5004,0.5003,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,0,38,37,0,0,75,0.0,0.5067,0.4933,0.0,0.0,0.503,0.5001,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,CHANDAULI,9660109602,GHS TRIBHUVANPUR,0,61,56,0,0,117,0.0,0.5214,0.4786,0.0,0.0,0.518,0.5009,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,0,39,11,0,0,50,0.0,0.78,0.22,0.0,0.0,0.502,0.6568,Becoming More Concentrated,Class 9,100.0,Extreme Concentration
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,0,56,69,0,0,125,0.0,0.448,0.552,0.0,0.0,0.513,0.5054,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,0,27,32,0,0,59,0.0,0.4576,0.5424,0.0,0.0,0.52,0.5036,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,0,19,25,0,0,44,0.0,0.4318,0.5682,0.0,0.0,0.5009,0.5093,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,0,77,51,0,0,128,0.0,0.6016,0.3984,0.0,0.0,0.5191,0.5206,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,0,51,51,0,0,102,0.0,0.5,0.5,0.0,0.0,0.5118,0.5,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,63,271,190,271,358,1153,0.0546,0.235,0.1648,0.235,0.3105,0.2347,0.237,Stable,Class 12,54.6,Balanced
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,0,45,53,37,51,186,0.0,0.2419,0.2849,0.1989,0.2742,0.2901,0.2545,Stable,Class 10,55.9,Balanced
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,0,73,91,0,0,164,0.0,0.4451,0.5549,0.0,0.0,0.5394,0.506,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,SHAHABGANJ,9660607202,GHS KAUDIHAR,0,32,27,0,0,59,0.0,0.5424,0.4576,0.0,0.0,0.5139,0.5036,Stable,Class 9,100.0,Highly Concentrated
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,0,19,21,0,0,40,0.0,0.475,0.525,0.0,0.0,0.5002,0.5012,Stable,Class 10,100.0,Highly Concentrated
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,0,61,57,0,0,118,0.0,0.5169,0.483,0.0,0.0,0.5129,0.5006,Stable,Class 9,100.0,Highly Concentrated
CHITRAKOOT,CHITRAKOOT,9410104506,G.I.C. GHURETANPUR,50,182,184,97,110,623,0.0803,0.2921,0.2953,0.1557,0.1766,0.2786,0.2344,Stable,Class 10,58.7,Balanced
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,0,93,53,0,0,146,0.0,0.637,0.363,0.0,0.0,0.5067,0.5375,Stable,Class 9,100.0,Highly Concentrated
CHITRAKOOT,CHITRAKOOT,9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,0,82,46,0,0,128,0.0,0.6406,0.3594,0.0,0.0,0.5013,0.5396,Stable,Class 9,100.0,Highly Concentrated
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,0,43,36,0,0,79,0.0,0.5443,0.4557,0.0,0.0,0.512,0.5039,Stable,Class 9,100.0,Highly Concentrated
