District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Share_C8,Share_C9,Share_C10,Share_C11,Share_C12,HHI_2223,HHI_2526,HHI_Trend,Dominant_Class,Top2_Classes_pct,Concentration_Tag
AMETHI - CSM NAGAR,SHAHGARH,9732003204,GOVT HIGH SCHOOL AFUIYA,0,69,60,0,0,129,0.0,0.5349,0.4651,0.0,0.0,0.5102,0.5024,Stable,Class 9,100.0,Highly Concentrated
AMETHI - CSM NAGAR,SHAHGARH,9732002803,RAJKIY HAIGH SCHOOL,0,34,39,0,0,73,0.0,0.4657,0.5342,0.0,0.0,0.5096,0.5023,Stable,Class 10,100.0,Highly Concentrated
AMETHI - CSM NAGAR,SHUKULBAZAR,9731800101,GGIC SHUKUL BAZAR,25,23,26,10,27,111,0.2252,0.2072,0.2342,0.0901,0.2432,0.217,0.2158,Stable,Class 12,47.7,Perfectly Balanced
AMETHI - CSM NAGAR,SINGHPUR,9731700510,RAJKIY HIGH SCHOOL SATAN KA PURWA,0,29,35,0,0,64,0.0,0.4531,0.5469,0.0,0.0,0.5028,0.5044,Stable,Class 10,100.0,Highly Concentrated
AMETHI - CSM NAGAR,SINGHPUR,9731700509,RAJKIY HIGH SCHOOL SINGHPUR,0,43,41,0,0,84,0.0,0.5119,0.4881,0.0,0.0,0.5152,0.5003,Stable,Class 9,100.0,Highly Concentrated
AMETHI - CSM NAGAR,SINGHPUR,9731700807,RAJKIY INTER COLLGE INHAUNA,11,47,27,44,27,156,0.0705,0.3013,0.1731,0.282,0.1731,0.2465,0.2352,Stable,Class 9,58.3,Balanced
AMETHI - CSM NAGAR,SINGHPUR,9731703504,RAJKIYA INTER COLLEGE RAJA FATEHPUR,86,150,189,96,126,647,0.1329,0.2318,0.2921,0.1484,0.1947,0.232,0.2167,Stable,Class 10,52.4,Perfectly Balanced
AMETHI - CSM NAGAR,TILOI,9732202304,RAJKIY HIGH SCHOOL CHITRA BUZURG,0,19,24,0,0,43,0.0,0.4419,0.5581,0.0,0.0,0.5133,0.5068,Stable,Class 10,100.0,Highly Concentrated
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,0,68,56,0,0,124,0.0,0.5484,0.4516,0.0,0.0,0.5089,0.5047,Stable,Class 9,100.0,Highly Concentrated
AMETHI - CSM NAGAR,TILOI,9732209101,RAJKIY HIGH SCHOOL SEMRAUTA,0,38,28,0,0,66,0.0,0.5757,0.4242,0.0,0.0,0.5151,0.5115,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,ACHHALDA,9320903205,GOVT. U.M.V. BHAISOL ACHHALDA,0,33,35,0,0,68,0.0,0.4853,0.5147,0.0,0.0,0.5139,0.5004,Stable,Class 10,100.0,Highly Concentrated
AURAIYA,ACHHALDA,9320900115,GOVT. U.M.V. PATA,0,31,20,0,0,51,0.0,0.6078,0.3921,0.0,0.0,0.5009,0.5233,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,AIRWAKATRA,9320400109,GOVT GIRLS INTER COLLEGE AIRWAKATRA,0,8,8,2,0,18,0.0,0.4444,0.4444,0.1111,0.0,0.3571,0.4074,Becoming More Concentrated,Class 9,88.9,Moderately Concentrated
AURAIYA,AIRWAKATRA,9320402003,GOVT. U.M.V. KARMUPUR,0,27,16,0,0,43,0.0,0.6279,0.3721,0.0,0.0,0.5283,0.5327,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,AURAIYA,9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,14,69,36,43,17,179,0.0782,0.3855,0.2011,0.2402,0.095,0.2443,0.2619,Stable,Class 9,62.6,Balanced
AURAIYA,AURAIYA,9320103803,GOVT. U.M.V. MAANPUR,0,53,48,0,0,101,0.0,0.5247,0.4752,0.0,0.0,0.5301,0.5012,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,AURAIYA,9320107404,GOVT. U.M.V. NASIRABAD,0,23,34,0,0,57,0.0,0.4035,0.5965,0.0,0.0,0.5333,0.5186,Stable,Class 10,100.0,Highly Concentrated
AURAIYA,BHAGYANAGAR,9320600102,GOVT. GIRLS INTER COLLEGE DIBIYAPUR,16,23,23,28,19,109,0.1468,0.211,0.211,0.2569,0.1743,0.2225,0.207,Stable,Class 11,46.8,Perfectly Balanced
AURAIYA,BHAGYANAGAR,9320608206,GOVT. U.M.V. JUA,0,22,12,0,0,34,0.0,0.647,0.3529,0.0,0.0,0.54,0.5433,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,BHAGYANAGAR,9320602003,GOVT. U.M.V. TURKIPUR,0,12,13,0,0,25,0.0,0.48,0.52,0.0,0.0,0.5,0.5008,Stable,Class 10,100.0,Highly Concentrated
AURAIYA,BIDHUNA,9320500105,GOVT.  GIRLS INTER COLLEGE  BIDHURA,13,82,83,55,60,293,0.0444,0.2799,0.2833,0.1877,0.2048,0.2646,0.2377,Stable,Class 10,56.3,Balanced
AURAIYA,BIDHUNA,9320500271,GOVT. U.M.V. BHATAULI,0,44,27,0,0,71,0.0,0.6197,0.3803,0.0,0.0,0.5055,0.5287,Stable,Class 9,100.0,Highly Concentrated
AURAIYA,SAHAR,9320811706,GOVT GIRLS INTER COLLEGE SAHAR AURAIYA,2,1,4,1,6,14,0.1428,0.0714,0.2857,0.0714,0.4285,0.2533,0.2959,Stable,Class 12,71.4,Balanced
AURAIYA,SAHAR,9320805603,GOVT. U.M.V. BIJHAI SAHAR,0,70,71,0,0,141,0.0,0.4965,0.5035,0.0,0.0,0.5012,0.5,Stable,Class 10,100.0,Highly Concentrated
AURAIYA,SAHAR,9320801103,GOVT. U.M.V. LAKHUNO,0,26,31,0,0,57,0.0,0.4561,0.5439,0.0,0.0,0.5171,0.5038,Stable,Class 10,100.0,Highly Concentrated
AZAMGARH,ATRAULIYA,9611201913,GOVT GIRLS INTER COLLEGE,0,79,63,54,71,267,0.0,0.2959,0.236,0.2022,0.2659,0.259,0.2548,Stable,Class 9,56.2,Balanced
AZAMGARH,AZAMGRAH,9612301305,GOVT B.I.COLLEGE RAIDOPUR,54,158,170,186,206,774,0.0698,0.2041,0.2196,0.2403,0.2661,0.2247,0.2234,Stable,Class 12,50.6,Balanced
AZAMGARH,AZMATGARH,9611604608,GOVT. GIRLS HR. SECODARY SCHOOL,56,170,145,133,155,659,0.085,0.258,0.22,0.2018,0.2352,0.2243,0.2182,Stable,Class 9,49.3,Perfectly Balanced
AZAMGARH,BILARIYAGANJ,9611515002,GOVT.GIRLS INTER COLLEGE BAGWAR,0,67,33,33,45,178,0.0,0.3764,0.1854,0.1854,0.2528,0.2719,0.2743,Stable,Class 9,62.9,Balanced
AZAMGARH,FOOLPOOR,9610806403,RAJKIYA UMV FATTEPUR FOOLPUR,0,25,39,0,0,64,0.0,0.3906,0.6094,0.0,0.0,0.5016,0.5239,Stable,Class 10,100.0,Highly Concentrated
AZAMGARH,HARRAIYA,9611410802,G.B.U.M.V. PIHAR,0,24,16,0,0,40,0.0,0.6,0.4,0.0,0.0,0.5082,0.52,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,HARRAIYA,9611400505,MAHANT RAMASHRYA DAS GOVT. I.C.,9,56,37,47,53,202,0.0446,0.2772,0.1832,0.2327,0.2624,0.2381,0.2354,Stable,Class 9,54.0,Balanced
AZAMGARH,HARRAIYA,9611400703,R.U.M.V. ETAILY,0,18,10,0,0,28,0.0,0.6428,0.3571,0.0,0.0,0.5012,0.5408,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,JAHANAGANJ,9612000408,GOVT HSS MITTUPUR,0,89,77,0,0,166,0.0,0.5361,0.4639,0.0,0.0,0.513,0.5026,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,JAHANAGANJ,9612014707,RAJKIYA U.M.V. KANAILA,0,56,53,0,0,109,0.0,0.5138,0.4862,0.0,0.0,0.5004,0.5004,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,LALGANJ,9610401511,G.G.I.C. DEVGAON,0,77,83,0,0,160,0.0,0.4812,0.5187,0.0,0.0,0.5027,0.5007,Stable,Class 10,100.0,Highly Concentrated
AZAMGARH,LALGANJ,9610400611,G.G.I.C. KATGHAR LALGANJ,0,78,59,37,38,212,0.0,0.3679,0.2783,0.1745,0.1792,0.2662,0.2754,Stable,Class 9,64.6,Balanced
AZAMGARH,LALGANJ,9610405403,RAJKIYA UMV RASULPUR,0,66,60,0,0,126,0.0,0.5238,0.4762,0.0,0.0,0.5018,0.5011,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,MAHARAJ GANJ,9610104507,"GOVT ABHINAV SCHOOL, TERAHI",13,19,10,6,2,50,0.26,0.38,0.2,0.12,0.04,0.2579,0.268,Stable,Class 9,64.0,Balanced
AZAMGARH,MIRZAPUR,9611703403,G.G.H.S.S.SARAIMIR,60,96,120,78,94,448,0.1339,0.2143,0.2679,0.1741,0.2098,0.213,0.2099,Stable,Class 10,48.2,Perfectly Balanced
AZAMGARH,MOHAMMADPUR,9611800313,G G I C NANDAV,18,30,12,17,0,77,0.2338,0.3896,0.1558,0.2208,0.0,0.5008,0.2795,Becoming More Balanced,Class 9,62.3,Balanced
AZAMGARH,MOHAMMADPUR,9611803703,G.U.M.V. KHARATI,0,46,28,0,0,74,0.0,0.6216,0.3784,0.0,0.0,0.5041,0.5296,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,MOHAMMADPUR,9611801105,GOVT H S S SURJANPUR,0,39,49,0,0,88,0.0,0.4432,0.5568,0.0,0.0,0.5112,0.5065,Stable,Class 10,100.0,Highly Concentrated
AZAMGARH,PALHNA,9612205105,R.UMV DUBHAV,0,45,43,0,0,88,0.0,0.5114,0.4886,0.0,0.0,0.5016,0.5003,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,PAWAE,9610701108,GOVT. GIRLS H.S. SCHOOL PAWAI,2,109,81,53,73,318,0.0063,0.3428,0.2547,0.1667,0.2296,0.2537,0.2629,Stable,Class 9,59.7,Balanced
AZAMGARH,PAWAE,9610705504,RAJKIYA U.M.V. SARAIPUL,0,52,19,0,0,71,0.0,0.7324,0.2676,0.0,0.0,0.506,0.608,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
AZAMGARH,TAHBERPUR,9611006403,RAJKIYA U.M.V. RAISINGHPUR,0,67,58,0,0,125,0.0,0.536,0.464,0.0,0.0,0.5253,0.5026,Stable,Class 9,100.0,Highly Concentrated
AZAMGARH,TARWA,9610611101,R.B.U.M.V. BARAWANLALGANJ,0,11,8,9,4,32,0.0,0.3437,0.25,0.2812,0.125,0.2352,0.2754,Stable,Class 9,62.5,Balanced
AZAMGARH,THEKMA,9612106802,GOVT GIRLS I.C.  ASHWANIYA,0,14,20,0,0,34,0.0,0.4118,0.5882,0.0,0.0,0.5266,0.5156,Stable,Class 10,100.0,Highly Concentrated
BAGHPAT,BAGPAT,9080104909,G.G.I.C BAGHPAT,91,175,160,130,137,693,0.1313,0.2525,0.2309,0.1876,0.1977,0.2167,0.2086,Stable,Class 9,48.3,Perfectly Balanced
BAGHPAT,BAGPAT,9080104207,G.H.S AHERA,0,43,34,0,0,77,0.0,0.5584,0.4416,0.0,0.0,0.5032,0.5068,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,BAGPAT,9080103506,G.H.S FATEHPUR POOTHI,0,33,29,0,0,62,0.0,0.5322,0.4677,0.0,0.0,0.5115,0.5021,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,BAGPAT,9080103703,GIC JAHANGARH DAUJHA,0,69,73,55,43,240,0.0,0.2875,0.3042,0.2292,0.1792,0.2828,0.2598,Stable,Class 10,59.2,Balanced
BAGHPAT,BAROUT,9080203312,G. G.I.C. BAVLI,36,45,48,50,42,221,0.1629,0.2036,0.2172,0.2262,0.19,0.2066,0.2025,Stable,Class 11,44.3,Perfectly Balanced
BAGHPAT,BAROUT,9080202903,G.H.S CHOBLI,0,29,21,0,0,50,0.0,0.58,0.42,0.0,0.0,0.5035,0.5128,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,BAROUT URBAN,9080400107,G.G.I.C BAROUT,22,41,36,20,57,176,0.125,0.233,0.2045,0.1136,0.3239,0.2263,0.2295,Stable,Class 12,55.7,Balanced
BAGHPAT,BINOLY,9080304608,G.G.I.C. DAHA,15,50,36,35,52,188,0.0798,0.266,0.1915,0.1862,0.2766,0.227,0.2249,Stable,Class 12,54.3,Balanced
BAGHPAT,BINOLY,9080305606,G.H.S GANGNOLI,0,48,38,0,0,86,0.0,0.5581,0.4419,0.0,0.0,0.569,0.5068,Becoming More Balanced,Class 9,100.0,Highly Concentrated
BAGHPAT,BINOLY,9080302506,G.H.S MAVIKALAN,0,44,33,0,0,77,0.0,0.5714,0.4286,0.0,0.0,0.5066,0.5102,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,CHHAPROLI,9080501906,G.G.I.C TUGANA,24,17,23,12,17,93,0.2581,0.1828,0.2473,0.129,0.1828,0.2055,0.2112,Stable,Class 8,50.5,Perfectly Balanced
BAGHPAT,CHHAPROLI,9080502304,G.H.S BADARKHA,0,23,34,0,0,57,0.0,0.4035,0.5965,0.0,0.0,0.502,0.5186,Stable,Class 10,100.0,Highly Concentrated
BAGHPAT,CHHAPROLI,9080502006,G.H.S BODHA,0,27,22,0,0,49,0.0,0.551,0.449,0.0,0.0,0.503,0.5052,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,CHHAPROLI,9080501109,G.H.S SOOP,0,27,33,0,0,60,0.0,0.45,0.55,0.0,0.0,0.5165,0.505,Stable,Class 10,100.0,Highly Concentrated
BAGHPAT,KHEKRA,9080602704,G.H.S GONA,0,53,34,0,0,87,0.0,0.6092,0.3908,0.0,0.0,0.5004,0.5238,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,KHEKRA,9080601605,G.H.S MUBARIKPUR,0,35,26,0,0,61,0.0,0.5738,0.4262,0.0,0.0,0.5247,0.5109,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,KHEKRA,9080602802,G.H.S SUBHANPR,0,28,20,0,0,48,0.0,0.5833,0.4167,0.0,0.0,0.5012,0.5139,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,PILANA,9080705205,G.H.S BASAUD,0,56,45,0,0,101,0.0,0.5544,0.4455,0.0,0.0,0.5012,0.5059,Stable,Class 9,100.0,Highly Concentrated
BAGHPAT,PILANA,9080700903,G.H.S TIPANI,0,46,28,0,0,74,0.0,0.6216,0.3784,0.0,0.0,0.5013,0.5296,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,BALHA,9501001805,R H S SCHOOL RAJAPUR KALAN,0,119,81,0,0,200,0.0,0.595,0.405,0.0,0.0,0.517,0.5181,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,BALHA,9501003802,R H SCHOOL PATRAHIYA,0,43,31,0,0,74,0.0,0.5811,0.4189,0.0,0.0,0.508,0.5131,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,BALHA,9501002506,R.H. SCHOOL PAKDIYA DIWAN,0,74,13,0,0,87,0.0,0.8506,0.1494,0.0,0.0,0.5087,0.7458,Becoming More Concentrated,Class 9,100.0,Extreme Concentration
BAHRAICH,CHITTAURA,9500801802,R H SCHOOL KISHUNPURMAFI CHITTAURA,0,35,26,0,0,61,0.0,0.5738,0.4262,0.0,0.0,0.5091,0.5109,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,CHITTAURA,9500814601,R H SCHOOL SAMSA TARHAR CHITTAURA,0,51,56,0,0,107,0.0,0.4766,0.5234,0.0,0.0,0.5098,0.5011,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,FAKHAR PUR,9500308406,GOVT. HIGH SCHOOL BAUNDI,0,80,84,0,0,164,0.0,0.4878,0.5122,0.0,0.0,0.5,0.5003,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,HUJUR PUR,9500612301,GIC BHAGADWA BAZAR HUJURPUR,61,165,142,93,79,540,0.113,0.3056,0.263,0.1722,0.1463,0.2449,0.2263,Stable,Class 9,56.9,Balanced
BAHRAICH,HUJUR PUR,9500600107,GOVERNMENT G.H.S. SCHOOL,0,19,8,15,19,61,0.0,0.3115,0.1311,0.2459,0.3115,0.3192,0.2717,Stable,Class 9,62.3,Balanced
BAHRAICH,HUJUR PUR,9500608704,R H S JIGANIYA CHHATER PAL,0,19,21,0,0,40,0.0,0.475,0.525,0.0,0.0,0.5002,0.5012,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,HUJUR PUR,9500607203,R H SCHOOL CHAKUJOT,0,107,77,0,0,184,0.0,0.5815,0.4185,0.0,0.0,0.5005,0.5133,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,HUJUR PUR,9500608004,R. H. AILIHA,0,34,28,0,0,62,0.0,0.5484,0.4516,0.0,0.0,0.5033,0.5047,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,JARWAL,9500108805,GOVT H S MUSTAFA BAD JARWAL,0,68,59,0,0,127,0.0,0.5354,0.4646,0.0,0.0,0.5009,0.5025,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,JARWAL,9500102903,GOVT H S SONBARSA JARAWAL,0,52,36,0,0,88,0.0,0.5909,0.4091,0.0,0.0,0.5034,0.5165,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,JARWAL,9500102506,R H S  KURSANDA,0,37,18,0,0,55,0.0,0.6727,0.3273,0.0,0.0,0.5095,0.5597,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BAHRAICH,JARWAL,9500108207,R H S AHATA,0,89,76,0,0,165,0.0,0.5394,0.4606,0.0,0.0,0.5087,0.5031,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,JARWAL,9500100805,R HS NARAUDA,0,50,38,0,0,88,0.0,0.5682,0.4318,0.0,0.0,0.5076,0.5093,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,KAISER GANJ,9500205111,GOV. HIGH SCHOOL LUDIYA NO-4,0,86,64,0,0,150,0.0,0.5733,0.4267,0.0,0.0,0.5018,0.5108,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,KAISER GANJ,9500204403,GOV. INTER COLLEGE,38,113,142,128,121,542,0.0701,0.2085,0.262,0.2362,0.2232,0.274,0.2226,Becoming More Balanced,Class 10,49.8,Balanced
BAHRAICH,KAISER GANJ,9500200108,R H SCHOOL BADRAULI,0,83,52,0,0,135,0.0,0.6148,0.3852,0.0,0.0,0.5056,0.5264,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,KAISER GANJ,9500207202,R H SCHOOL UMARI KAISARGANJ,0,67,63,0,0,130,0.0,0.5154,0.4846,0.0,0.0,0.5027,0.5005,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,KAISER GANJ,9500203010,RAJKIYE BALIKA INTER COLLEGE,40,211,224,214,177,866,0.0462,0.2436,0.2587,0.2471,0.2044,0.2483,0.2312,Stable,Class 10,50.6,Balanced
BAHRAICH,KAISER GANJ,9500206006,RAJKIYE HIGH SCHOOL GULHARIYA,0,52,48,0,0,100,0.0,0.52,0.48,0.0,0.0,0.5005,0.5008,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,KAISER GANJ,9500204705,RH SCHOOL PARSENDI,0,60,35,0,0,95,0.0,0.6316,0.3684,0.0,0.0,0.5,0.5346,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,MAHSI,9500400103,R H SCHOOL MAIKUPURWA,0,47,28,0,0,75,0.0,0.6267,0.3733,0.0,0.0,0.5244,0.5321,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,MAHSI,9500403005,R H SCHOOL NAKAHI,0,30,46,0,0,76,0.0,0.3947,0.6053,0.0,0.0,0.5003,0.5222,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,MAHSI,9500401203,RAJKEEY HIGH SCHOOL BAHORIKPUR MAHSI,0,61,51,0,0,112,0.0,0.5446,0.4554,0.0,0.0,0.5001,0.504,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501108016,R H S CHALWA,0,61,84,0,0,145,0.0,0.4207,0.5793,0.0,0.0,0.5146,0.5126,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501102503,R H SCHOOL SALARPUR MIHIPURWA,0,49,45,0,0,94,0.0,0.5213,0.4787,0.0,0.0,0.5379,0.5009,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501110505,R.H. SCHOOL PARGAHWA,0,37,11,0,0,48,0.0,0.7708,0.2292,0.0,0.0,0.5017,0.6467,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501104605,R.H. SCHOOL PURAINA RAGHUNATHPUR,0,64,42,0,0,106,0.0,0.6038,0.3962,0.0,0.0,0.5038,0.5215,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501114002,R.H. SCHOOL RAMPURWA MATEHI,0,108,145,0,0,253,0.0,0.4269,0.5731,0.0,0.0,0.5147,0.5107,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,MIHIN PURVA,9501104004,R.H. SCHOOL URRA BAZAR,0,47,38,0,0,85,0.0,0.5529,0.4471,0.0,0.0,0.5025,0.5056,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,NAGAR AREA,9501301904,RAJKEEYA INTER COLLEGE,52,163,123,121,86,545,0.0954,0.2991,0.2257,0.222,0.1578,0.2103,0.2237,Stable,Class 9,52.5,Balanced
BAHRAICH,NAGAR AREA,9501301105,RAJKIYA BALIKA INTER COLLAGE ,62,162,144,124,118,610,0.1016,0.2656,0.2361,0.2033,0.1934,0.2187,0.2153,Stable,Class 9,50.2,Perfectly Balanced
BAHRAICH,NAWAB GANJ,9501204707,GOVT INTER COLLEGE LAKHAIYA KALAN,39,212,131,93,66,541,0.0721,0.3919,0.2421,0.1719,0.122,0.2977,0.2618,Stable,Class 9,63.4,Balanced
BAHRAICH,NAWAB GANJ,9501207210,GOVT.G. INTER COLEGE,0,66,48,36,47,197,0.0,0.335,0.2437,0.1827,0.2386,0.3385,0.2619,Becoming More Balanced,Class 9,57.9,Balanced
BAHRAICH,NAWAB GANJ,9501214301,R H SCHOOL PATNA NAWABGANJ,0,47,48,0,0,95,0.0,0.4947,0.5053,0.0,0.0,0.5372,0.5001,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,PAYAGPUR,9501400411,MAMRAJ GOV. GIRLS H.S. SCHOOL,0,68,66,68,62,264,0.0,0.2576,0.25,0.2576,0.2348,0.2783,0.2503,Stable,Class 9,51.5,Balanced
BAHRAICH,PAYAGPUR,9501401502,R HS GANGA PUR,0,31,65,0,0,96,0.0,0.3229,0.6771,0.0,0.0,0.5044,0.5627,Becoming More Concentrated,Class 10,100.0,Highly Concentrated
BAHRAICH,PAYAGPUR,9501401304,R.H. SEMRIYAWAN,0,120,128,0,0,248,0.0,0.4839,0.5161,0.0,0.0,0.5009,0.5005,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,RISIA,9500903803,R H S BHAGTAPUR,0,42,17,0,0,59,0.0,0.7119,0.2881,0.0,0.0,0.5139,0.5898,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BAHRAICH,RISIA,9500904603,R H SCHOOL BHOPATPUR CHAUKI,0,76,41,0,0,117,0.0,0.6496,0.3504,0.0,0.0,0.5031,0.5447,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,SHIV PUR,9500505306,R.H. SCHOOL INTAHA,0,57,23,0,0,80,0.0,0.7125,0.2875,0.0,0.0,0.5191,0.5903,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BAHRAICH,SHIV PUR,9500503505,R.H. SCHOOL RAMPUR DHOBIYAHAR,0,88,76,0,0,164,0.0,0.5366,0.4634,0.0,0.0,0.5067,0.5027,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,TAJWA PUR,9500703302,GOVT HIGH SCHOOL TEDAVA SISTIPUR,0,69,73,0,0,142,0.0,0.4859,0.5141,0.0,0.0,0.5135,0.5004,Stable,Class 10,100.0,Highly Concentrated
BAHRAICH,TAJWA PUR,9500703604,GOVT INTER COLLEGE RAMPURWA,95,278,304,238,219,1134,0.0838,0.2451,0.2681,0.2099,0.1931,0.2282,0.2203,Stable,Class 10,51.3,Balanced
BAHRAICH,VISHESHWAR  GANJ,9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,0,69,57,0,0,126,0.0,0.5476,0.4524,0.0,0.0,0.536,0.5045,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,VISHESHWAR  GANJ,9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,0,129,132,76,0,337,0.0,0.3828,0.3917,0.2255,0.0,0.5,0.3508,Becoming More Balanced,Class 10,77.4,Moderately Concentrated
BAHRAICH,VISHESHWAR  GANJ,9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,0,49,43,0,0,92,0.0,0.5326,0.4674,0.0,0.0,0.5016,0.5021,Stable,Class 9,100.0,Highly Concentrated
BAHRAICH,VISHESHWAR  GANJ,9501504003,RH SCHOOL SEMRONA,0,39,19,0,0,58,0.0,0.6724,0.3276,0.0,0.0,0.5209,0.5595,Stable,Class 9,100.0,Highly Concentrated
BALLIA,BAIRIA,9631601818,G.G.I.C. BAIRIA,28,24,32,14,27,125,0.224,0.192,0.256,0.112,0.216,0.2361,0.2118,Stable,Class 10,48.0,Perfectly Balanced
BALLIA,BALLIA N.P.,9631802003,GGIC BALLIA,154,246,290,277,341,1308,0.1177,0.1881,0.2217,0.2118,0.2607,0.2109,0.2112,Stable,Class 12,48.2,Perfectly Balanced
BALLIA,BALLIA N.P.,9631800503,GIC BALLIA,28,92,67,75,115,377,0.0743,0.244,0.1777,0.1989,0.305,0.2674,0.2293,Stable,Class 12,54.9,Balanced
BALLIA,BANSDEEH,9630900117,G G I C BANSDEEH BALLIA,2,7,7,12,10,38,0.0526,0.1842,0.1842,0.3158,0.2632,0.3359,0.2396,Becoming More Balanced,Class 11,57.9,Balanced
BALLIA,BANSDEEH,9630904207,RAJKIYA U M V KEWRA,0,36,35,0,0,71,0.0,0.507,0.493,0.0,0.0,0.5018,0.5001,Stable,Class 9,100.0,Highly Concentrated
BALLIA,BELAHARI,9631503802,RAJKIYA U M V BASUDHARPAH,0,56,29,0,0,85,0.0,0.6588,0.3412,0.0,0.0,0.5045,0.5504,Stable,Class 9,100.0,Highly Concentrated
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,0,81,37,0,0,118,0.0,0.6864,0.3136,0.0,0.0,0.5126,0.5695,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BALLIA,BELAHARI,9631502903,rajkiy j h s rudrapur,0,48,41,0,0,89,0.0,0.5393,0.4607,0.0,0.0,0.5028,0.5031,Stable,Class 9,100.0,Highly Concentrated
BALLIA,CHILKAHAR,9630404605,RAJKIY U M V BACHAIPUR,0,73,76,0,0,149,0.0,0.4899,0.5101,0.0,0.0,0.5785,0.5002,Becoming More Balanced,Class 10,100.0,Highly Concentrated
BALLIA,CHILKAHAR,9630400410,RAJKIY U M VIDYALAY HAJAULI,0,13,27,0,0,40,0.0,0.325,0.675,0.0,0.0,0.5128,0.5613,Stable,Class 10,100.0,Highly Concentrated
BALLIA,DUBAHAR,9631400502,GOV. G J H S RAMPUR BASARIKAPU,18,17,38,26,23,122,0.1475,0.1393,0.3115,0.2131,0.1885,0.2077,0.2192,Stable,Class 10,52.5,Perfectly Balanced
