District,Block,School_ID,School_Name,Girls_C8,Girls_C9,Girls_C10,Girls_C11,Girls_C12,Cont_C8_C9_pct,Cont_C9_C10_pct,Cont_C10_C11_pct,Cont_C11_C12_pct,Girls_Progression_pct,Weakest_Step,C10_C11_Trend,Ladder_Tag
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,0,27,10,0,0,2700000.0,37.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,0,27,4,0,0,2700000.0,14.8,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
BULANDSHAHR,UCHAGAON,9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,15,16,12,28,16,106.7,75.0,233.3,57.1,106.7,C11-C12,More Girls Enrolling in C11,Class 11-12 Enrollment Gap
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,0,8,2,0,0,800000.0,25.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,BARAHANI,9660700806,G.G.I.C SAIYADRAJA,100,257,242,193,179,257.0,94.2,79.8,92.7,179.0,C10-C11,Fewer Girls Enrolling in C11,Moderate Enrollment
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,0,13,14,0,0,1300000.0,107.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,0,12,6,0,0,1200000.0,50.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,0,15,11,0,0,1500000.0,73.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,BARAHANI,9660701402,GHS NOORI,0,8,10,0,0,800000.0,125.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,0,25,19,0,0,2500000.0,76.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,57,342,325,324,446,600.0,95.0,99.7,137.7,782.4,C9-C10,Fewer Girls Enrolling in C11,Strong Enrollment
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,0,44,27,0,0,4400000.0,61.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,0,28,11,0,0,2800000.0,39.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,0,9,12,0,0,900000.0,133.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHANDAULI,9660107602,GHS KHURUHUJA,0,33,38,0,0,3300000.0,115.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,0,22,21,0,0,2200000.0,95.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,0,26,24,0,0,2600000.0,92.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,CHANDAULI,9660109602,GHS TRIBHUVANPUR,0,20,20,0,0,2000000.0,100.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,0,22,5,0,0,2200000.0,22.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,0,34,33,0,0,3400000.0,97.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,0,13,15,0,0,1300000.0,115.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,0,12,6,0,0,1200000.0,50.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,0,46,30,0,0,4600000.0,65.2,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,0,26,23,0,0,2600000.0,88.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,32,129,106,143,187,403.1,82.2,134.9,130.8,584.4,C9-C10,Stable,Strong Enrollment
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,0,45,53,37,51,4500000.0,117.8,69.8,137.8,5100000.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,0,38,44,0,0,3800000.0,115.8,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,SHAHABGANJ,9660607202,GHS KAUDIHAR,0,14,9,0,0,1400000.0,64.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,0,4,11,0,0,400000.0,274.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,0,37,27,0,0,3700000.0,73.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,CHITRAKOOT,9410104506,G.I.C. GHURETANPUR,21,88,102,52,63,419.0,115.9,51.0,121.2,300.0,C10-C11,Stable,Class 10-11 Enrollment Gap
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,0,49,25,0,0,4900000.0,51.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,CHITRAKOOT,9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,0,52,31,0,0,5200000.0,59.6,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,0,30,21,0,0,3000000.0,70.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,CHITRAKOOT,9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,0,23,30,0,0,2300000.0,130.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,CHITRAKOOT (URBAN),9410600186,G.G.I.C. KARWI,61,137,126,133,109,224.6,92.0,105.6,82.0,178.7,C11-C12,More Girls Enrolling in C11,Strong Enrollment
CHITRAKOOT,MANIKPUR,9410507201,G.G.I.C. MANIKPUR,28,80,56,42,46,285.7,70.0,75.0,109.5,164.3,C9-C10,More Girls Enrolling in C11,Moderate Enrollment
CHITRAKOOT,MANIKPUR,9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,0,27,26,0,0,2700000.0,96.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,0,24,11,0,0,2400000.0,45.8,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MANIKPUR,9410506109,GOVT. HIGH SCHOOL ELHA,0,8,8,0,0,800000.0,100.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MANIKPUR,9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,0,24,15,0,0,2400000.0,62.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MANIKPUR,9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,6,35,47,16,22,583.2,134.3,34.0,137.5,366.6,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap
CHITRAKOOT,MAU,9410304106,G.I.C. BARGARH,48,183,99,115,111,381.2,54.1,116.2,96.5,231.2,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
CHITRAKOOT,MAU,9410304009,GOVT. HIGH SCHOOL BIYAWAL,0,30,25,0,0,3000000.0,83.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MAU,9410300503,GOVT. HIGH SCHOOL MANDAUR,0,44,35,0,0,4400000.0,79.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MAU,9410304803,GOVT. HIGH SCHOOL MURKA,0,15,19,0,0,1500000.0,126.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,0,34,19,0,0,3400000.0,55.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,MAU,9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,8,14,25,22,21,175.0,178.6,88.0,95.5,262.5,C10-C11,More Girls Enrolling in C11,Strong Enrollment
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,0,26,34,19,0,2600000.0,130.8,55.9,0.0,0.0,C11-C12,More Girls Enrolling in C11,Collapsed Enrollment
CHITRAKOOT,PAHADI,9410200304,GOVT. HIGH SCHOOL CHANDI,0,43,42,0,0,4300000.0,97.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410205101,GOVT. HIGH SCHOOL GAUHANI,0,20,24,0,0,2000000.0,120.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,0,7,2,0,0,700000.0,28.6,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,0,20,28,0,0,2000000.0,140.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410206505,GOVT. HIGH SCHOOL NONAR,0,23,18,0,0,2300000.0,78.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410202404,GOVT. HIGH SCHOOL SURSEN,0,31,29,0,0,3100000.0,93.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,0,26,24,0,0,2600000.0,92.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,14,14,8,0,0,100.0,57.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
CHITRAKOOT,RAM NAGAR,9410403909,G.G.I.C. RAJAPUR,65,154,139,150,148,236.9,90.3,107.9,98.7,227.7,C9-C10,More Girls Enrolling in C11,Strong Enrollment
CHITRAKOOT,RAM NAGAR,9410401803,GOVT. HIGH SCHOOL SIRAWAL,0,35,29,0,0,3500000.0,82.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,BARAHAJ,9601701602,R.U.M.V. BADKA GAON,0,28,37,0,0,2800000.0,132.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,BARAHAJ,9601703905,RAJKIY U.M.V.LABAKANI GANGA,0,24,26,0,0,2400000.0,108.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,0,20,16,0,0,2000000.0,80.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,0,4,6,0,0,400000.0,150.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,54,193,114,210,178,357.4,59.1,184.2,84.8,329.6,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,45,203,205,270,291,451.1,101.0,131.7,107.8,646.7,C9-C10,More Girls Enrolling in C11,Strong Enrollment
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,2,16,19,16,42,799.6,118.7,84.2,262.5,2099.0,C10-C11,More Girls Enrolling in C11,Strong Enrollment
DEORIA,GAURI BAZAR,9600108705,G.G.H.S. SCHOOL INDUPUR,0,51,41,56,59,5100000.0,80.4,136.6,105.4,5900000.0,C9-C10,More Girls Enrolling in C11,Strong Enrollment
DEORIA,GAURI BAZAR,9600102903,RAJKIY U.M.V.BAGAPAR,0,15,18,0,0,1500000.0,120.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,0,30,23,0,0,3000000.0,76.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,0,13,2,0,0,1300000.0,15.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,0,4,7,0,0,400000.0,175.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,0,10,14,0,0,1000000.0,140.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,0,13,17,0,0,1300000.0,130.8,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,0,5,0,0,0,500000.0,0.0,0.0,0.0,0.0,C9-C10,Stable,Secondary School Only
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,0,21,18,0,0,2100000.0,85.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,1,2,7,1,0,199.8,349.8,14.3,0.0,0.0,C11-C12,Fewer Girls Enrolling in C11,Collapsed Enrollment
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,43,122,98,79,115,283.7,80.3,80.6,145.6,267.4,C9-C10,More Girls Enrolling in C11,Strong Enrollment
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,0,21,11,0,0,2100000.0,52.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,7,8,7,3,10,114.3,87.5,42.9,333.2,142.8,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,0,12,9,0,0,1200000.0,75.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",0,20,13,0,0,2000000.0,65.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,7,33,35,25,14,471.4,106.1,71.4,56.0,200.0,C11-C12,More Girls Enrolling in C11,Class 11-12 Enrollment Gap
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,28,96,141,123,203,342.8,146.9,87.2,165.0,725.0,C10-C11,Fewer Girls Enrolling in C11,Strong Enrollment
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,4,6,12,1,1,150.0,200.0,8.3,99.9,25.0,C10-C11,More Girls Enrolling in C11,Collapsed Enrollment
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,0,9,1,0,0,900000.0,11.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,44,37,11,8,19,84.1,29.7,72.7,237.5,43.2,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,8,10,13,17,16,125.0,130.0,130.8,94.1,200.0,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,0,31,19,0,0,3100000.0,61.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,47,145,179,110,206,308.5,123.4,61.5,187.3,438.3,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),0,14,12,0,0,1400000.0,85.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,0,25,13,0,0,2500000.0,52.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,23,45,42,42,66,195.6,93.3,100.0,157.1,286.9,C9-C10,Fewer Girls Enrolling in C11,Strong Enrollment
ETAH,NIDHAULI KALAN,9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,7,20,14,7,23,285.7,70.0,50.0,328.5,328.5,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,0,14,12,0,0,1400000.0,85.7,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,0,18,6,0,0,1800000.0,33.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,14,20,21,25,26,142.8,105.0,119.0,104.0,185.7,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",0,14,23,0,0,1400000.0,164.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,SAKEET,9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,4,21,17,9,21,524.9,80.9,52.9,233.3,524.9,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,34,19,28,24,17,55.9,147.4,85.7,70.8,50.0,C8-C9,Fewer Girls Enrolling in C11,Early Class Enrollment Gap
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,0,35,19,0,0,3500000.0,54.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,31,39,57,53,44,125.8,146.2,93.0,83.0,141.9,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,0,63,75,77,72,6300000.0,119.0,102.7,93.5,7200000.0,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,0,23,33,0,0,2300000.0,143.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,CHAKARNAGAR,9310800118,GOVT HIGH SCHOOL KANDESI DHAR,0,14,14,0,0,1400000.0,100.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,0,12,21,0,0,1200000.0,175.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,0,15,12,0,0,1500000.0,80.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,11,33,19,19,21,300.0,57.6,100.0,110.5,190.9,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,0,79,80,66,78,7900000.0,101.3,82.5,118.2,7800000.0,C10-C11,Fewer Girls Enrolling in C11,Strong Enrollment
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,10,23,37,13,11,230.0,160.9,35.1,84.6,110.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap
ETAWAH,ETAWAH NAGAR CHETRA,9310903242,GOVT INTER COLLEGE ETAWAH,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C8-C9,Fewer Girls Enrolling in C11,Secondary School Only
ETAWAH,ETAWAH NAGAR CHETRA,9310907904,GOVT. GIRLS INTER COLLEGE,48,302,324,386,387,629.2,107.3,119.1,100.3,806.2,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,8,149,92,118,153,1862.3,61.7,128.3,129.7,1912.3,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
ETAWAH,JASWANT NAGAR,9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,0,21,8,11,11,2100000.0,38.1,137.5,100.0,1100000.0,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,0,23,15,0,0,2300000.0,65.2,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,0,16,24,0,0,1600000.0,150.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,0,9,9,0,0,900000.0,100.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,MAHEWA,9310201706,GOVT UMV LUDHIYANI,0,39,52,0,0,3900000.0,133.3,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,SAIFAI,9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,0,0,0,0,0,,,,,,N/A,No Girls Data,No Girls Data
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,13,59,66,68,68,453.8,111.9,103.0,100.0,523.0,C11-C12,More Girls Enrolling in C11,Strong Enrollment
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,0,44,19,0,0,4400000.0,43.2,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,0,19,15,0,0,1900000.0,78.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,0,28,26,0,0,2800000.0,92.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",0,44,13,18,25,4400000.0,29.5,138.5,138.9,2500000.0,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,0,33,26,0,0,3300000.0,78.8,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,AMANIGANJ,9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,0,24,19,0,0,2400000.0,79.2,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",55,185,209,209,236,336.4,113.0,100.0,112.9,429.1,C10-C11,Stable,Strong Enrollment
FAIZABAD,AYODHYA TOWN AREA,9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",0,0,0,0,0,,,,,,N/A,No Girls Data,No Girls Data
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,42,92,118,60,60,219.0,128.3,50.8,100.0,142.9,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap
FAIZABAD,BIKAPUR,9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,0,21,29,0,0,2100000.0,138.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,17,31,22,15,20,182.3,71.0,68.2,133.3,117.6,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,15,89,60,58,83,593.3,67.4,96.7,143.1,553.3,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,0,34,13,0,0,3400000.0,38.2,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,0,52,57,29,18,5200000.0,109.6,50.9,62.1,1800000.0,C10-C11,More Girls Enrolling in C11,Multiple Enrollment Gaps
FAIZABAD,MAYA,9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,0,9,10,0,0,900000.0,111.1,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",0,26,26,0,0,2600000.0,100.0,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",0,16,6,0,0,1600000.0,37.5,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,1,16,21,16,20,1598.4,131.2,76.2,125.0,1998.0,C10-C11,More Girls Enrolling in C11,Moderate Enrollment
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,0,29,12,0,0,2900000.0,41.4,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,0,28,33,0,0,2800000.0,117.9,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,10,76,51,54,65,759.9,67.1,105.9,120.4,649.9,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,0,1,14,0,0,100000.0,1398.6,0.0,0.0,0.0,C10-C11,Stable,Secondary School Only
