District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Had_Decline,Trough_Year,Trough_Value,Recovery_Amount,Recovery_pct,Recovery_Pattern,Recovery_Strength
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,27,14,25,44,True,2023-24,14,30,214.29,Strong Recovery,Strong
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,34,35,61,68,False,2022-23,34,34,100.0,No Recovery Needed,Strong
BULANDSHAHR,DANPUR,9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,174,166,159,158,True,2025-26,158,0,0.0,Still Declining,No Recovery
BULANDSHAHR,DEBAI,9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",54,55,59,88,False,2022-23,54,34,62.96,No Recovery Needed,Strong
BULANDSHAHR,DEBAI,9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,36,38,34,36,True,2024-25,34,2,5.88,Full Recovery,Weak
BULANDSHAHR,DEBAI,9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,266,464,548,596,False,2022-23,266,330,124.06,No Recovery Needed,Strong
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,68,38,19,48,True,2024-25,19,29,152.63,Late Recovery,Strong
BULANDSHAHR,DEBAI,9110805305,RAJKIYA HIGH SCHOOL SATOHA,171,150,157,167,True,2023-24,150,17,11.33,Strong Recovery,Moderate
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",47,46,33,51,True,2024-25,33,18,54.55,Late Recovery,Strong
BULANDSHAHR,GULAOTI,9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,292,187,324,310,True,2023-24,187,123,65.78,Full Recovery,Strong
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,49,71,120,113,True,2022-23,49,64,130.61,Full Recovery,Strong
BULANDSHAHR,JAHAGIRABAD,9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,90,116,155,178,False,2022-23,90,88,97.78,No Recovery Needed,Strong
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,51,48,64,70,True,2023-24,48,22,45.83,Strong Recovery,Strong
BULANDSHAHR,JAHAGIRABAD,9111200903,RAJKIYA HIGH SCH KOTHERA,25,15,32,44,True,2023-24,15,29,193.33,Strong Recovery,Strong
BULANDSHAHR,KHURJA,9111101003,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AHIRAULI,18,148,158,160,False,2022-23,18,142,788.89,No Recovery Needed,Strong
BULANDSHAHR,KHURJA,9111105304,RAJKIYA UMV NAGLA ROOMI,56,60,61,72,False,2022-23,56,16,28.57,No Recovery Needed,Strong
BULANDSHAHR,LAKHAWATI,9110901904,RAJKIYA UMV RAJGARHI,53,66,64,64,True,2022-23,53,11,20.75,Full Recovery,Strong
BULANDSHAHR,PAHASU,9111405903,GOVT. GIRLS INTER COLLEGE PAHASU,211,223,233,214,True,2022-23,211,3,1.42,Full Recovery,Weak
BULANDSHAHR,PAHASU,9111400503,GOVT. HIGHER SEC. SCH,63,88,100,107,False,2022-23,63,44,69.84,No Recovery Needed,Strong
BULANDSHAHR,PAHASU,9111402903,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RASOOLGARH,50,94,175,242,False,2022-23,50,192,384.0,No Recovery Needed,Strong
BULANDSHAHR,PAHASU,9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,21,18,20,25,True,2023-24,18,7,38.89,Strong Recovery,Strong
BULANDSHAHR,SHIKARPUR,9110200115,G.G.I.C.,279,274,259,221,True,2025-26,221,0,0.0,Still Declining,No Recovery
BULANDSHAHR,SHIKARPUR,9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,38,56,81,94,False,2022-23,38,56,147.37,No Recovery Needed,Strong
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,22,43,68,57,True,2022-23,22,35,159.09,Full Recovery,Strong
BULANDSHAHR,SIKANDRABAD,9111500107,GOVT. GIRLS INTER COLLEGE,55,64,73,90,False,2022-23,55,35,63.64,No Recovery Needed,Strong
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,57,77,91,85,True,2022-23,57,28,49.12,Full Recovery,Strong
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,25,37,33,51,True,2022-23,25,26,104.0,Full Recovery,Strong
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,33,16,20,62,True,2023-24,16,46,287.5,Strong Recovery,Strong
BULANDSHAHR,UCHAGAON,9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,134,147,176,208,False,2022-23,134,74,55.22,No Recovery Needed,Strong
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,23,30,22,22,True,2024-25,22,0,0.0,Volatile,No Recovery
CHANDAULI,BARAHANI,9660700806,G.G.I.C SAIYADRAJA,679,828,878,971,False,2022-23,679,292,43.0,No Recovery Needed,Strong
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,58,59,56,52,True,2025-26,52,0,0.0,Still Declining,No Recovery
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,22,16,21,49,True,2023-24,16,33,206.25,Strong Recovery,Strong
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,19,15,24,46,True,2023-24,15,31,206.67,Strong Recovery,Strong
CHANDAULI,BARAHANI,9660701402,GHS NOORI,35,40,45,52,False,2022-23,35,17,48.57,No Recovery Needed,Strong
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,51,57,67,83,False,2022-23,51,32,62.75,No Recovery Needed,Strong
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,2863,3154,3309,3378,False,2022-23,2863,515,17.99,No Recovery Needed,Moderate
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,59,97,128,135,False,2022-23,59,76,128.81,No Recovery Needed,Strong
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,86,75,62,72,True,2024-25,62,10,16.13,Late Recovery,Moderate
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,31,36,44,44,False,2022-23,31,13,41.94,No Recovery Needed,Strong
CHANDAULI,CHANDAULI,9660107602,GHS KHURUHUJA,76,103,124,140,False,2022-23,76,64,84.21,No Recovery Needed,Strong
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,35,54,79,80,False,2022-23,35,45,128.57,No Recovery Needed,Strong
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,52,61,71,75,False,2022-23,52,23,44.23,No Recovery Needed,Strong
CHANDAULI,CHANDAULI,9660109602,GHS TRIBHUVANPUR,79,87,112,117,False,2022-23,79,38,48.1,No Recovery Needed,Strong
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,64,48,33,50,True,2024-25,33,17,51.52,Late Recovery,Strong
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,186,153,123,125,True,2024-25,123,2,1.63,Late Recovery,Weak
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,55,60,52,59,True,2024-25,52,7,13.46,Full Recovery,Moderate
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,48,44,42,44,True,2024-25,42,2,4.76,Late Recovery,Weak
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,92,104,109,128,False,2022-23,92,36,39.13,No Recovery Needed,Strong
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,52,54,84,102,False,2022-23,52,50,96.15,No Recovery Needed,Strong
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,1480,1321,1216,1153,True,2025-26,1153,0,0.0,Still Declining,No Recovery
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,151,172,189,186,True,2022-23,151,35,23.18,Full Recovery,Strong
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,139,154,168,164,True,2022-23,139,25,17.99,Full Recovery,Moderate
CHANDAULI,SHAHABGANJ,9660607202,GHS KAUDIHAR,48,51,57,59,False,2022-23,48,11,22.92,No Recovery Needed,Strong
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,51,54,52,40,True,2025-26,40,0,0.0,Still Declining,No Recovery
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,143,127,168,118,True,2025-26,118,0,0.0,Still Declining,No Recovery
CHITRAKOOT,CHITRAKOOT,9410104506,G.I.C. GHURETANPUR,490,556,604,623,False,2022-23,490,133,27.14,No Recovery Needed,Strong
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,138,137,119,146,True,2024-25,119,27,22.69,Late Recovery,Strong
CHITRAKOOT,CHITRAKOOT,9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,137,122,101,128,True,2024-25,101,27,26.73,Late Recovery,Strong
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,97,84,77,79,True,2024-25,77,2,2.6,Late Recovery,Weak
CHITRAKOOT,CHITRAKOOT,9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,143,111,111,105,True,2025-26,105,0,0.0,Still Declining,No Recovery
CHITRAKOOT,CHITRAKOOT (URBAN),9410600186,G.G.I.C. KARWI,531,598,600,566,True,2022-23,531,35,6.59,Full Recovery,Weak
CHITRAKOOT,MANIKPUR,9410507201,G.G.I.C. MANIKPUR,288,251,260,252,True,2023-24,251,1,0.4,Still Declining,Weak
CHITRAKOOT,MANIKPUR,9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,103,103,88,82,True,2025-26,82,0,0.0,Still Declining,No Recovery
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,59,47,60,80,True,2023-24,47,33,70.21,Strong Recovery,Strong
CHITRAKOOT,MANIKPUR,9410506109,GOVT. HIGH SCHOOL ELHA,19,24,31,35,False,2022-23,19,16,84.21,No Recovery Needed,Strong
CHITRAKOOT,MANIKPUR,9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,122,119,81,77,True,2025-26,77,0,0.0,Still Declining,No Recovery
CHITRAKOOT,MANIKPUR,9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,308,282,306,300,True,2023-24,282,18,6.38,Still Declining,Weak
CHITRAKOOT,MAU,9410304106,G.I.C. BARGARH,1109,1062,1029,1077,True,2024-25,1029,48,4.66,Late Recovery,Weak
CHITRAKOOT,MAU,9410304009,GOVT. HIGH SCHOOL BIYAWAL,123,101,103,119,True,2023-24,101,18,17.82,Strong Recovery,Moderate
CHITRAKOOT,MAU,9410300503,GOVT. HIGH SCHOOL MANDAUR,116,95,122,147,True,2023-24,95,52,54.74,Strong Recovery,Strong
CHITRAKOOT,MAU,9410304803,GOVT. HIGH SCHOOL MURKA,71,61,67,53,True,2025-26,53,0,0.0,Still Declining,No Recovery
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,60,53,57,97,True,2023-24,53,44,83.02,Strong Recovery,Strong
CHITRAKOOT,MAU,9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,150,194,243,220,True,2022-23,150,70,46.67,Full Recovery,Strong
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,138,123,116,141,True,2024-25,116,25,21.55,Late Recovery,Strong
CHITRAKOOT,PAHADI,9410200304,GOVT. HIGH SCHOOL CHANDI,104,141,154,169,False,2022-23,104,65,62.5,No Recovery Needed,Strong
CHITRAKOOT,PAHADI,9410205101,GOVT. HIGH SCHOOL GAUHANI,51,41,46,52,True,2023-24,41,11,26.83,Strong Recovery,Strong
CHITRAKOOT,PAHADI,9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,74,55,38,63,True,2024-25,38,25,65.79,Late Recovery,Strong
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,81,61,86,90,True,2023-24,61,29,47.54,Strong Recovery,Strong
CHITRAKOOT,PAHADI,9410206505,GOVT. HIGH SCHOOL NONAR,41,57,57,66,False,2022-23,41,25,60.98,No Recovery Needed,Strong
CHITRAKOOT,PAHADI,9410202404,GOVT. HIGH SCHOOL SURSEN,100,102,102,105,False,2022-23,100,5,5.0,No Recovery Needed,Weak
CHITRAKOOT,PAHADI,9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,32,37,36,50,True,2022-23,32,18,56.25,Full Recovery,Strong
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,77,202,144,113,True,2022-23,77,36,46.75,Full Recovery,Strong
CHITRAKOOT,RAM NAGAR,9410403909,G.G.I.C. RAJAPUR,673,676,684,656,True,2025-26,656,0,0.0,Still Declining,No Recovery
CHITRAKOOT,RAM NAGAR,9410401803,GOVT. HIGH SCHOOL SIRAWAL,144,106,121,126,True,2023-24,106,20,18.87,Strong Recovery,Moderate
DEORIA,BARAHAJ,9601701602,R.U.M.V. BADKA GAON,75,86,115,123,False,2022-23,75,48,64.0,No Recovery Needed,Strong
DEORIA,BARAHAJ,9601703905,RAJKIY U.M.V.LABAKANI GANGA,119,109,96,73,True,2025-26,73,0,0.0,Still Declining,No Recovery
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,57,71,63,59,True,2022-23,57,2,3.51,Full Recovery,Weak
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,29,31,30,22,True,2025-26,22,0,0.0,Still Declining,No Recovery
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,1642,1606,1770,2110,True,2023-24,1606,504,31.38,Strong Recovery,Strong
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,1177,901,992,1014,True,2023-24,901,113,12.54,Strong Recovery,Moderate
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,49,87,231,252,False,2022-23,49,203,414.29,No Recovery Needed,Strong
DEORIA,GAURI BAZAR,9600108705,G.G.H.S. SCHOOL INDUPUR,244,221,174,207,True,2024-25,174,33,18.97,Late Recovery,Moderate
DEORIA,GAURI BAZAR,9600102903,RAJKIY U.M.V.BAGAPAR,23,34,52,53,False,2022-23,23,30,130.43,No Recovery Needed,Strong
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,102,75,74,80,True,2024-25,74,6,8.11,Late Recovery,Weak
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,24,15,7,23,True,2024-25,7,16,228.57,Late Recovery,Strong
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,37,32,25,22,True,2025-26,22,0,0.0,Still Declining,No Recovery
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,114,94,61,47,True,2025-26,47,0,0.0,Still Declining,No Recovery
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,33,42,50,51,False,2022-23,33,18,54.55,No Recovery Needed,Strong
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,13,14,7,11,True,2024-25,7,4,57.14,Partial Recovery,Strong
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,95,99,91,92,True,2024-25,91,1,1.1,Partial Recovery,Weak
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,14,15,10,11,True,2024-25,10,1,10.0,Partial Recovery,Weak
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,483,462,458,458,True,2024-25,458,0,0.0,Volatile,No Recovery
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37,22,23,49,True,2023-24,22,27,122.73,Strong Recovery,Strong
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,29,30,58,75,False,2022-23,29,46,158.62,No Recovery Needed,Strong
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,80,79,50,50,True,2024-25,50,0,0.0,Volatile,No Recovery
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",29,25,28,51,True,2023-24,25,26,104.0,Strong Recovery,Strong
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174,196,221,241,False,2022-23,174,67,38.51,No Recovery Needed,Strong
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,902,778,628,591,True,2025-26,591,0,0.0,Still Declining,No Recovery
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,433,411,442,373,True,2025-26,373,0,0.0,Still Declining,No Recovery
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,30,15,7,22,True,2024-25,7,15,214.29,Late Recovery,Strong
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,35,56,142,184,False,2022-23,35,149,425.71,No Recovery Needed,Strong
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,63,86,104,87,True,2022-23,63,24,38.1,Full Recovery,Strong
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,106,99,81,81,True,2024-25,81,0,0.0,Volatile,No Recovery
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,818,690,793,690,True,2023-24,690,0,0.0,Still Declining,No Recovery
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),47,39,41,53,True,2023-24,39,14,35.9,Strong Recovery,Strong
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,67,53,48,60,True,2024-25,48,12,25.0,Late Recovery,Strong
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,196,203,221,218,True,2022-23,196,22,11.22,Full Recovery,Moderate
ETAH,NIDHAULI KALAN,9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,79,78,70,71,True,2024-25,70,1,1.43,Late Recovery,Weak
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,37,33,35,52,True,2023-24,33,19,57.58,Strong Recovery,Strong
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,25,23,30,51,True,2023-24,23,28,121.74,Strong Recovery,Strong
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,139,179,220,236,False,2022-23,139,97,69.78,No Recovery Needed,Strong
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,45,51,66,True,2023-24,45,21,46.67,Strong Recovery,Strong
ETAH,SAKEET,9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,99,105,150,157,False,2022-23,99,58,58.59,No Recovery Needed,Strong
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,91,90,86,122,True,2024-25,86,36,41.86,Late Recovery,Strong
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,76,65,66,73,True,2023-24,65,8,12.31,Strong Recovery,Moderate
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,294,398,429,414,True,2022-23,294,120,40.82,Full Recovery,Strong
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,342,335,324,287,True,2025-26,287,0,0.0,Still Declining,No Recovery
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,95,82,105,101,True,2023-24,82,19,23.17,Full Recovery,Strong
ETAWAH,CHAKARNAGAR,9310800118,GOVT HIGH SCHOOL KANDESI DHAR,31,34,38,52,False,2022-23,31,21,67.74,No Recovery Needed,Strong
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,44,51,60,True,2023-24,44,16,36.36,Strong Recovery,Strong
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,63,46,45,53,True,2024-25,45,8,17.78,Late Recovery,Moderate
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,151,158,171,True,2023-24,151,20,13.25,Strong Recovery,Moderate
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,309,249,308,303,True,2023-24,249,54,21.69,Still Declining,Strong
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257,247,280,288,True,2023-24,247,41,16.6,Strong Recovery,Moderate
ETAWAH,ETAWAH NAGAR CHETRA,9310903242,GOVT INTER COLLEGE ETAWAH,1481,1339,1119,984,True,2025-26,984,0,0.0,Still Declining,No Recovery
ETAWAH,ETAWAH NAGAR CHETRA,9310907904,GOVT. GIRLS INTER COLLEGE,1642,1622,1611,1447,True,2025-26,1447,0,0.0,Still Declining,No Recovery
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,489,400,373,520,True,2024-25,373,147,39.41,Late Recovery,Strong
ETAWAH,JASWANT NAGAR,9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,118,93,91,103,True,2024-25,91,12,13.19,Late Recovery,Moderate
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,55,50,65,True,2024-25,50,15,30.0,Full Recovery,Strong
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,50,54,84,71,True,2022-23,50,21,42.0,Full Recovery,Strong
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22,33,28,36,True,2022-23,22,14,63.64,Full Recovery,Strong
ETAWAH,MAHEWA,9310201706,GOVT UMV LUDHIYANI,179,171,251,167,True,2025-26,167,0,0.0,Still Declining,No Recovery
ETAWAH,SAIFAI,9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,146,141,142,136,True,2025-26,136,0,0.0,Still Declining,No Recovery
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,293,285,288,274,True,2025-26,274,0,0.0,Still Declining,No Recovery
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,67,91,100,111,False,2022-23,67,44,65.67,No Recovery Needed,Strong
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,43,43,59,True,2023-24,43,16,37.21,Full Recovery,Strong
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,99,73,84,99,True,2023-24,73,26,35.62,Strong Recovery,Strong
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45,47,70,100,False,2022-23,45,55,122.22,No Recovery Needed,Strong
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,128,75,60,90,True,2024-25,60,30,50.0,Late Recovery,Strong
FAIZABAD,AMANIGANJ,9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,26,38,43,43,False,2022-23,26,17,65.38,No Recovery Needed,Strong
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",1084,1072,1036,894,True,2025-26,894,0,0.0,Still Declining,No Recovery
FAIZABAD,AYODHYA TOWN AREA,9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",759,744,588,556,True,2025-26,556,0,0.0,Still Declining,No Recovery
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,479,456,411,372,True,2025-26,372,0,0.0,Still Declining,No Recovery
FAIZABAD,BIKAPUR,9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,67,70,84,84,False,2022-23,67,17,25.37,No Recovery Needed,Strong
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,90,93,91,105,True,2022-23,90,15,16.67,Full Recovery,Moderate
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,413,356,323,305,True,2025-26,305,0,0.0,Still Declining,No Recovery
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,66,65,82,True,2022-23,63,19,30.16,Full Recovery,Strong
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,50,192,272,True,2023-24,50,222,444.0,Strong Recovery,Strong
FAIZABAD,MAYA,9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,21,27,27,28,False,2022-23,21,7,33.33,No Recovery Needed,Strong
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",48,42,61,101,True,2023-24,42,59,140.48,Strong Recovery,Strong
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32,24,22,47,True,2024-25,22,25,113.64,Late Recovery,Strong
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,115,79,74,74,True,2024-25,74,0,0.0,Volatile,No Recovery
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,69,60,51,76,True,2024-25,51,25,49.02,Late Recovery,Strong
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,55,65,101,132,False,2022-23,55,77,140.0,No Recovery Needed,Strong
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,200,347,503,645,False,2022-23,200,445,222.5,No Recovery Needed,Strong
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30,29,54,40,True,2023-24,29,11,37.93,Full Recovery,Strong
FAIZABAD,RUDAULI,9472302403,GOVERNMENT GIRLS INTER COLLEGE,463,560,635,722,False,2022-23,463,259,55.94,No Recovery Needed,Strong
FAIZABAD,RUDAULI,9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,60,48,68,98,True,2023-24,48,50,104.17,Strong Recovery,Strong
FAIZABAD,RUDAULI,9470907604,GOVERNMENT HIGHER SECONDARY,93,119,107,99,True,2022-23,93,6,6.45,Full Recovery,Weak
FAIZABAD,RUDAULI,9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,125,130,138,187,False,2022-23,125,62,49.6,No Recovery Needed,Strong
FAIZABAD,SOHAWAL,9471004907,G.G.I.C. SALONIYA SOHAWAL,248,253,260,239,True,2025-26,239,0,0.0,Still Declining,No Recovery
FAIZABAD,SOHAWAL,9471003511,GOVERNMENT HIGH SCHOOL SOURI,34,36,42,66,False,2022-23,34,32,94.12,No Recovery Needed,Strong
