District,Block,School_ID,School_Name,SegA_2223,SegB_2223,SegA_2526,SegB_2526,SegA_Growth_pct,SegB_Growth_pct,Ratio_2223,Ratio_2324,Ratio_2425,Ratio_2526,Ratio_Trend,Segment_Tag
BASTI,DUBAULIA,9551500105,GOVT GIRLS H.S. GOPALPUR UNJI BASTI,34,0,52,0,52.94,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,DUBAULIA,9551500106,GOVT GIRLS HR SEC MAHULANI,72,0,104,0,44.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,DUBAULIA,9551500107,GOVT HR SEC RAMVAPUR RAJA,46,0,68,0,47.83,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,GAUR,9550518731,ABHINAV VIDYALAYA BABHNAN,64,28,124,46,93.75,64.29,43.7,36.6,32.7,37.1,Declining,Both Growing
BASTI,GAUR,9550518709,GOVT HR SEC PIPRAHIA,88,0,55,0,-37.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,GAUR,9550518707,GOVT HR SEC VIDYALAY MEHDIYA KHADAK BAHADUR SINGH,65,0,38,0,-41.54,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,GAUR,9550518708,GOVT KANYA INTER COL KACHIYA,84,98,42,80,-50.0,-18.37,116.7,275.0,407.7,190.5,Improving,Both Declining
BASTI,HARRIYA,9551306804,GOVT HR SEC INDAULI,63,0,125,0,98.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,HARRIYA,9551313204,GOVT HR SEC VIDYALY BARAHPUR,68,0,103,0,51.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,KAPTANGANJ,9550218502,GOVT HR SEC SCHOOL SIKTA BASTI,54,0,111,0,105.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,KUDRAHA,9551000904,GOVT HR SEC PARSANVA,32,0,45,0,40.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,PARSHURAMPUR,9551207605,GOVT HIGH SEC SIKANDERPUR,224,0,248,0,10.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,PARSHURAMPUR,9551209803,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE SHRINGINAARI BASTI,334,172,253,184,-24.25,6.98,51.5,75.1,96.3,72.7,Improving,Sr Secondary Only
BASTI,RUDHOLI,9550314108,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE GOTHWA BASTI,289,228,267,225,-7.61,-1.32,78.9,97.6,99.6,84.3,Improving,Both Declining
BASTI,SALTOVA GOPALPUR,9550602507,GOVT HR SEC AJGAIVA JUNGLE,107,0,111,0,3.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BASTI,TOWN AREA,9551404605,GOVT INTER COLLEGE BASTI,209,206,140,152,-33.01,-26.21,98.6,95.0,113.9,108.6,Improving,Both Declining
BASTI,TOWN AREA,9551404606,GOVT KANYA INTER COLL BASTI,565,518,436,444,-22.83,-14.29,91.7,115.8,114.9,101.8,Improving,Both Declining
BASTI,VIKRAMJOT,9550905007,GOVT KANYA INTER COLL SONVARSHA BASTI,44,46,84,38,90.91,-17.39,104.5,164.0,79.2,45.2,Declining,Secondary Only
BHADOI,ABHOLI,9710700106,GOVT. HIGH SCHOOL ABHOLI,164,0,128,0,-21.95,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,ABHOLI,9710700803,GOVT. HIGH SCHOOL KURHWA,84,0,70,0,-16.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,ABHOLI,9710702304,GOVT. HIGH SCHOOL RAMNAGAR,160,0,152,0,-5.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,ABHOLI,9710703203,GOVT. HIGH SCHOOL SADAUPUR,94,0,153,0,62.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710421604,GOVT. GIRLS INTER COLLEGE JAGANNATHPUR,123,99,130,86,5.69,-13.13,80.5,105.7,83.8,66.2,Declining,Secondary Only
BHADOI,AURAI,9710424903,GOVT. HIGH SCHOOL BARJI,66,0,111,0,68.18,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710403802,GOVT. HIGH SCHOOL CHAKJURAVAN,109,0,274,0,151.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710409703,GOVT. HIGH SCHOOL CHAKLALA,184,0,273,0,48.37,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710405002,GOVT. HIGH SCHOOL CHAKVEERA,156,0,94,0,-39.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710411704,GOVT. HIGH SCHOOL JHAUVA,66,0,110,0,66.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710401504,GOVT. HIGH SCHOOL LALANAGAR,146,0,282,0,93.15,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710405904,GOVT. HIGH SCHOOL SAMDHA,117,0,177,0,51.28,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,AURAI,9710428804,P.D.D.U. GOVT. GIRLS INTER COLLEGE MAHARAJGANJ,397,243,289,293,-27.2,20.58,61.2,87.5,120.3,101.4,Improving,Sr Secondary Only
BHADOI,AURAI,9710410107,Pt Deendayal Upadhyay Govt Model Inter College girdbadganv bhadohi,157,80,331,314,110.83,292.5,51.0,65.5,75.1,94.9,Improving,Both Growing
BHADOI,BHADOHI,9710117503,GOVT. HIGH SCHOOL AJAYPUR,115,0,71,0,-38.26,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710126702,GOVT. HIGH SCHOOL BABHANAUTI,180,0,219,0,21.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710114304,GOVT. HIGH SCHOOL BHAGWANPUR KANEHARI,77,0,108,0,40.26,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710111903,GOVT. HIGH SCHOOL HARICHANDANPUR,137,0,221,0,61.31,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710109803,GOVT. HIGH SCHOOL KANDHIYA,175,0,129,0,-26.29,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710103503,GOVT. HIGH SCHOOL PARGASPUR,133,0,80,0,-39.85,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710119703,GOVT. HIGH SCHOOL SANVAIYA,200,0,327,0,63.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,BHADOHI,9710100704,GOVT. HIGH SCHOOL YAKOOBPUR,57,0,76,0,33.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710514105,GOVT. HIGH SCHOOL BARIPUR,104,0,127,0,22.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710503303,GOVT. HIGH SCHOOL CHAKMANDHATA,80,0,151,0,88.75,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710510103,GOVT. HIGH SCHOOL CHANDAPUR,38,0,41,0,7.89,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710511303,GOVT. HIGH SCHOOL DASHARAMPATTI,64,0,52,0,-18.75,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710510803,GOVT. HIGH SCHOOL NAGARDAH,37,0,14,0,-62.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710519205,KASTURBA GANDHI GOVT. HIGH SCHOOL VAHIDANAGAR,42,0,53,0,26.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,DEEGH,9710502905,Pt Deendayal Upadhyay Govt Model Inter College Sagarraipur bhadohi,194,132,354,364,82.47,175.76,68.0,78.1,85.9,102.8,Improving,Both Growing
BHADOI,GYANPUR,9710207607,GOVT. HIGH SCHOOL KASIDAHA,108,0,125,0,15.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,GYANPUR,9710208906,GOVT. HIGH SCHOOL PALI,172,0,202,0,17.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,GYANPUR,9710217803,GOVT. HIGH SCHOOL SARAI MISHRANI,162,0,142,0,-12.35,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,GYANPUR,9710222719,SHRI KASHIRAJ RAJAKIYA SANSKRIT MAHAVIDHYALAY GYANPUR BHADOHI ,5,10,39,22,680.0,120.0,200.0,60.0,60.0,56.4,Declining,Senior Dropout
BHADOI,GYANPUR,9710221518,VIBHUTI NARAYAN GOVT. INTER COLLEGE GYANPUR,840,1098,693,1386,-17.5,26.23,130.7,143.9,177.9,200.0,Improving,Sr Secondary Only
BHADOI,SURIYAVAN,9710311004,GOVT. HIGH SCHOOL ABHIYA,118,0,81,0,-31.36,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,SURIYAVAN,9710307204,GOVT. HIGH SCHOOL ARJUNPUR,102,0,121,0,18.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,SURIYAVAN,9710309603,GOVT. HIGH SCHOOL HARIHARPUR,129,0,155,0,20.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,SURIYAVAN,9710316203,GOVT. HIGH SCHOOL LALIPUR,110,0,162,0,47.27,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BHADOI,SURIYAVAN,9710313603,GOVT. HIGH SCHOOL MAHUAPUR,132,0,212,0,60.61,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,AAKU(NEHTOR),9030310602,GOVT GIRLS INTER COLLEGE,275,193,310,174,12.73,-9.84,70.2,64.6,54.7,56.1,Declining,Secondary Only
BIJNOR,AAKU(NEHTOR),9030317601,RAJKIYA HIGH SCHOOL NARAYAN KHERI,43,0,64,0,48.84,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,AAKU(NEHTOR),9030307205,RAJKIYA HIGHI SCHOOL MATORA MAN,48,0,53,0,10.42,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,AFZALGRAH,9030103004,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,67,0,83,0,23.88,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,AFZALGRAH,9030109405,GOVT ADARSH INTER COLLAGE,260,163,156,143,-40.0,-12.27,62.7,65.1,85.1,91.7,Improving,Both Declining
BIJNOR,AFZALGRAH,9030109406,GOVT GIRLS I.C. AFZALGARH,402,278,334,272,-16.92,-2.16,69.2,62.7,71.5,81.4,Improving,Both Declining
BIJNOR,AFZALGRAH,9030102412,GOVT GIRLS INTER COLLEGE SUAWALA BIJNOR,53,31,86,73,62.26,135.48,58.5,88.5,124.7,84.9,Improving,Both Growing
BIJNOR,AFZALGRAH,9030101608,GOVT NAVRATAN INTER COLLAGE,165,117,116,118,-29.7,0.85,70.9,92.4,125.3,101.7,Improving,Sr Secondary Only
BIJNOR,AFZALGRAH,9030102505,RAJKIYA ADARSH JANTA INTER COLLEGE SHAHPUR JAMAL ,455,390,296,225,-34.95,-42.31,85.7,95.7,85.6,76.0,Declining,Both Declining
BIJNOR,AFZALGRAH,9030105703,RAJKIYA HIGHI SCHOOL JAFARABAD,44,0,52,0,18.18,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,ALLHEPUR(DHAMPUR),9030210703,GOVT GIRLS INTER COLLAGE SARKA,100,128,79,45,-21.0,-64.84,128.0,114.1,89.5,57.0,Declining,Senior Dropout
BIJNOR,ALLHEPUR(DHAMPUR),9030206502,GOVT INTER COLLEGE NANGLA NAINSI DHAMPUR,53,20,167,102,215.09,410.0,37.7,35.6,54.8,61.1,Improving,Both Growing
BIJNOR,ALLHEPUR(DHAMPUR),9030205805,RAJKIYA HIGHI SCHOOL,128,0,133,0,3.91,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,ALLHEPUR(DHAMPUR),9030208202,RAKIYA INTER COLLEGE KUWDI PURA,307,263,235,240,-23.45,-8.75,85.7,96.5,107.7,102.1,Improving,Both Declining
BIJNOR,BIJNOR(NAGAR),9031203905,RAJKIYA INTER COLLEGE BIJNOR,1089,709,817,482,-24.98,-32.02,65.1,69.3,77.4,59.0,Declining,Both Declining
BIJNOR,BIJNOR(NAGAR),9031203904,RAJKIYA KANYA INTER COLLEGE,1420,973,1219,873,-14.15,-10.28,68.5,74.9,76.4,71.6,Improving,Both Declining
BIJNOR,BURHANPUR(SEOHARA),9030401803,RAJKIYA HIGH SCHOOL NARAVALI,69,0,66,0,-4.35,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,DHAMPUR(NAGAR),9031401720,GOVT GIRLS INTER COLLEGE FATEHULLA PUR KHAS DHAMPUR,39,22,123,92,215.38,318.18,56.4,56.4,70.2,74.8,Improving,Both Growing
BIJNOR,HALDAUR,9030501608,RAJKEEYA GIRLS INTER COLLEGE JHALU,487,410,373,353,-23.41,-13.9,84.2,91.9,96.5,94.6,Improving,Both Declining
BIJNOR,HALDAUR,9030501903,RAJKIYA HIGH SCHOOL BISAT,41,0,56,0,36.59,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,HALDAUR,9030503603,RAJKIYA HIGH SCHOOL PRATHVIPUR,81,0,74,0,-8.64,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,JALILPUR,9030604402,GOVT GRILS INTER COLLEGE LUHARPURA,217,267,212,168,-2.3,-37.08,123.0,138.1,112.8,79.2,Declining,Both Declining
BIJNOR,KIRATPUR,9030704706,G.G.I.C. KIRATPUR,775,574,401,428,-48.26,-25.44,74.1,84.5,117.4,106.7,Improving,Both Declining
BIJNOR,KIRATPUR,9030708103,RAJKEEY INTER COLLEGE BEGAMPUR SHADI,372,212,299,208,-19.62,-1.89,57.0,65.1,69.9,69.6,Improving,Both Declining
BIJNOR,KIRATPUR,9030703406,RAJKIYA HIGHSCHOOL PADALA,92,0,49,0,-46.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,KOTWALI,9030801307,GOV. HIGH SCHOOL MUNAWWARPUR SAID,60,0,50,0,-16.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,KOTWALI,9030811006,GOVE.GIRLS HIGH SCHOOL BUDHAWALA,96,0,53,0,-44.79,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,KOTWALI,9030806511,GOVT GIRL INTER COLLEGE BARHNAPUA,378,313,288,252,-23.81,-19.49,82.8,91.0,101.0,87.5,Improving,Both Declining
BIJNOR,KOTWALI,9030840102,PANDIT DEENDYAL UPADHAYA RAJKIYA MODEL INTER COLEGE BENIPUR KOPA,251,98,146,109,-41.83,11.22,39.0,91.3,159.6,74.7,Improving,Sr Secondary Only
BIJNOR,KOTWALI,9030811315,RAJKIYA HIGH SCHOOL,231,0,166,0,-28.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,MOHD.PUR DEVMAL,9030926001,GOVT GIRLS INTER COLLEGE MEERAPUR BANGAR ,112,70,276,218,146.43,211.43,62.5,76.4,79.4,79.0,Improving,Both Growing
BIJNOR,MOHD.PUR DEVMAL,9030909303,RAJKIYA HIGH SCHOOL KAJIWALA,56,0,60,0,7.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,NAJIBABAD,9031006410,PT DEENDAYAL UPADHAYA RAJKIYE MODEL INTER COLLEGE SABALGARH BIJNOR,206,71,126,95,-38.83,33.8,34.5,72.9,100.0,75.4,Improving,Sr Secondary Only
BIJNOR,NAJIBABAD,9031014203,RAJKIYA HIGH SCHOOL  JATTIWALA,101,0,30,0,-70.3,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BIJNOR,NAJIBABAD,9031006113,RAJKIYA INTER COLLEGE BHAGUWALA,771,556,736,551,-4.54,-0.9,72.1,72.4,72.6,74.9,Improving,Both Declining
BIJNOR,NAJIBABAD(NAGAR),9031602431,GOVT INTER COLLEGE,680,466,531,359,-21.91,-22.96,68.5,59.2,72.7,67.6,Declining,Both Declining
BUDAUN,AASAFPUR,9191505203,"GOVT. HS SCHOOL,KORERA",80,0,105,0,31.25,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,AMBIYAPUR,9191303203,"GOVT. HIGH SCHOOL, SATAITI",114,0,94,0,-17.54,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,BISAULI,9191600142,"GOVT. GIRLS INTER COLLEGE,BISOULI",670,456,505,482,-24.63,5.7,68.1,91.0,95.2,95.4,Improving,Sr Secondary Only
BUDAUN,BISAULI,9191600150,"GOVT. HIGH SCHOOL, KARANPUR",70,0,50,0,-28.57,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,BISAULI,9191606505,"GOVT. HS SCHOOL,PAPGAOAN",54,0,80,0,48.15,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,BISAULI,9191603004,PT. DEENDAYAL UPADHAY GOVT. MODEL INTER COLLEGE NOORPUR,326,259,136,98,-58.28,-62.16,79.4,91.4,90.5,72.1,Declining,Both Declining
BUDAUN,BUDAUN CITY,9192100288,GOVT. GIRLS INTER COLLEGE,568,479,385,542,-32.22,13.15,84.3,84.5,116.5,140.8,Improving,Sr Secondary Only
BUDAUN,BUDAUN CITY,9192100333,GOVT. INTER COLLEGE,306,385,165,258,-46.08,-32.99,125.8,116.1,156.7,156.4,Improving,Both Declining
BUDAUN,DATAGANJ,9190800117,"GOVT. GIRLS INTER COLLEGE, DATAGANJ",696,447,804,501,15.52,12.08,64.2,64.1,66.0,62.3,Declining,Both Growing
BUDAUN,DEHGANWAN,9191806202,GOVT INTER COLLEGE NASIRPUR TAPPA MALSAI DEHGANWAN,97,51,95,46,-2.06,-9.8,52.6,51.0,53.7,48.4,Declining,Both Declining
BUDAUN,DEHGANWAN,9191806301,"GOVT. HS SCHOOL,DAANPUR",34,0,74,0,117.65,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,DEHGANWAN,9191802012,"GOVT. INTER COLLEGE, NADHA BHOOR",94,75,233,121,147.87,61.33,79.8,55.2,52.1,51.9,Declining,Senior Dropout
BUDAUN,JAGAT,9190600117,GOVT. HIGH SCHOOL JAGAT,217,0,203,0,-6.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,JAGAT,9190601811,"GOVT. HIGH SCHOOL, KHUNAK",121,0,138,0,14.05,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,JAGAT,9190601915,"GOVT. HS SCHOOL,GURGAWN,JAGAT",107,0,155,0,44.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,JAGAT,9190602906,"GOVT. HS SCHOOL,UPERA",54,0,67,0,24.07,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,JAGAT,9190600504,"GOVT. INTER COLLEGE, GABHIYAI",112,41,120,48,7.14,17.07,36.6,50.4,44.7,40.0,Improving,Both Growing
BUDAUN,MIAUN,9191004103,"GOVT. GIRLS HIGH SCHOOL, MANSA NAGLA",56,0,52,0,-7.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,QADARCHOWK,9190107203,GOVT INTER COLLEGE CHAUDERA QADARCHOWK,24,4,74,15,208.33,275.0,16.7,78.6,38.3,20.3,Improving,Senior Collapse
BUDAUN,QADARCHOWK,9190102503,"GOVT. HIGH SCHOOL, KADER BARI",107,0,109,0,1.87,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,QADARCHOWK,9190101703,"GOVT. HIGH SCHOOL, MAMOOR GANJ",42,0,65,0,54.76,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,QADARCHOWK,9190104602,"GOVT. INTER COLLEGE,NIZAMPUR",209,102,240,148,14.83,45.1,48.8,54.5,67.3,61.7,Improving,Both Growing
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,108,36,182,96,68.52,166.67,33.3,50.0,65.2,52.7,Improving,Both Growing
BUDAUN,SAHASWAN CITY,9191900151,"GOVT. GIRLS INTER COLLEGE, SAHASWAN",37,3,54,31,45.95,933.33,8.1,14.3,32.1,57.4,Improving,Both Growing
BUDAUN,SALARPUR,9190403005,"GOVT. HIGH SCHOOL, SILHAIRI",34,0,71,0,108.82,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,SALARPUR,9190405111,"GOVT. HS SCHOOL,CHAKOLAR,SALARPUR",63,0,91,0,44.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,SALARPUR,9190400305,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE ARSIS BARKHIN,250,133,199,152,-20.4,14.29,53.2,62.3,77.0,76.4,Improving,Sr Secondary Only
BUDAUN,SAMRER,9191109503,"GOVT. HIGH SCHOOL, HANSI GANJ",157,0,103,0,-34.39,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,SAMRER,9191103104,"GOVT. HS SCHOOL,SEERJAYLAL",96,0,98,0,2.08,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,UJHANI,9190201510,"GOVT. HS SCHOOL,DEHMU",127,0,88,0,-30.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,UJHANI,9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",71,0,51,0,-28.17,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,USAWAN,9190903606,"GOVT. HIGH SCHOOL, BHUNDI",188,0,143,0,-23.94,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,WAZEERGANJ,9191203129,"GOVT. GIRLS INTER COLLEGE,SAIDPUR",53,18,40,38,-24.53,111.11,34.0,29.1,63.2,95.0,Improving,Sr Secondary Only
BUDAUN,WAZEERGANJ,9191202502,"GOVT. HIGH SCHOOL, SOHI",61,0,115,0,88.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BUDAUN,WAZEERGANJ,9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",34,0,50,0,47.06,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,AGAUTA,9113103504,GOVT HS LUHARLI,18,0,41,0,127.78,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,ANOOPSHAHAR,9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,45,4,70,67,55.56,1575.0,8.9,45.6,85.5,95.7,Improving,Both Growing
BULANDSHAHR,ANOOPSHAHAR,9111306105,RAJKIYA UMV BAGSARA,38,0,53,0,39.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,ANOOPSHAHAR,9111305009,RAJKIYA UMV BIROLI,153,0,177,0,15.69,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,ARNIA,9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,43,0,65,26,51.16,,0.0,61.5,85.4,40.0,Improving,Both Declining
BULANDSHAHR,ARNIA,9110406002,RAJKIYA INTER COLLEGE THAGAURA,23,7,59,22,156.52,214.29,30.4,18.4,16.3,37.3,Improving,Both Growing
BULANDSHAHR,ARNIA,9110403708,RAJKIYA UMV AGHORA,64,0,89,0,39.06,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,B.B.NAGAR,9110700117,GOVT. GIRLS INTER COLLEGE,437,387,378,408,-13.5,5.43,88.6,91.0,108.4,107.9,Improving,Sr Secondary Only
BULANDSHAHR,B.B.NAGAR,9110703906,RAJKIYA HIGH SCH MADONA,43,0,71,0,65.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,BULANDSHAHR,9110106909,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE NAITHALA HASANPUR,112,60,107,78,-4.46,30.0,53.6,53.6,83.5,72.9,Improving,Sr Secondary Only
BULANDSHAHR,BULANDSHAHR,9110101704,RAJKIYA H/S DHAMRAWALI,133,0,143,0,7.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,BULANDSHAHR,9110104605,RAJKIYA HIGH SCH JALKHERA,64,0,56,0,-12.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,BULANDSHAHR,9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,97,0,99,0,2.06,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,BULANDSHAHR,9110104703,RAJKIYA INTER COLLEGE,130,54,133,29,2.31,-46.3,41.5,31.5,32.5,21.8,Declining,Senior Collapse
BULANDSHAHR,BULANDSHAHR,9110109402,RAJKIYA INTER COLLEGE KHETALPUR BHASAULI,70,41,85,60,21.43,46.34,58.6,65.1,85.2,70.6,Improving,Both Growing
BULANDSHAHR,BULANDSHAR NAGAR,9112900123,GOVERMENT INTER COLLEGE,345,158,390,335,13.04,112.03,45.8,75.1,84.1,85.9,Improving,Both Growing
BULANDSHAHR,BULANDSHAR NAGAR,9112900133,GOVT GIRLS INTER COLLEGE,851,760,827,798,-2.82,5.0,89.3,106.2,103.7,96.5,Improving,Sr Secondary Only
BULANDSHAHR,DANPUR,9110302703,GOVT HS AIDALPUR,28,0,33,0,17.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,DANPUR,9110303603,GOVT HS KANHERA,75,0,90,0,20.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,10,17,36,8,260.0,-52.94,170.0,249.9,47.1,22.2,Declining,Senior Collapse
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,34,0,68,0,100.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,DANPUR,9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,77,97,81,77,5.19,-20.62,126.0,147.8,160.7,95.1,Declining,Secondary Only
BULANDSHAHR,DEBAI,9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",34,20,71,17,108.82,-15.0,58.8,44.7,34.1,23.9,Declining,Senior Collapse
BULANDSHAHR,DEBAI,9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,20,16,27,9,35.0,-43.75,80.0,58.3,47.8,33.3,Declining,Senior Dropout
BULANDSHAHR,DEBAI,9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,178,88,298,298,67.42,238.64,49.4,62.2,90.9,100.0,Improving,Both Growing
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,68,0,48,0,-29.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,DEBAI,9110805305,RAJKIYA HIGH SCHOOL SATOHA,171,0,167,0,-2.34,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",47,0,51,0,8.51,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
