District,Block,School_ID,School_Name,SegA_2223,SegB_2223,SegA_2526,SegB_2526,SegA_Growth_pct,SegB_Growth_pct,Ratio_2223,Ratio_2324,Ratio_2425,Ratio_2526,Ratio_Trend,Segment_Tag
SHAMLI (PRABUDH NAGAR),KAIRANA,9740802211,RAJKIY INTER CO KURGAN,80,21,95,30,18.75,42.86,26.2,38.8,45.8,31.6,Improving,Both Growing
SHAMLI (PRABUDH NAGAR),KANDHLA,9740704313,GOVT GIRLS HIGHER SECONDARY S  GANGERU SHAMLI,40,0,78,0,95.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),KANDHLA,9740704105,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE AALDI SHAMLI,62,48,59,61,-4.84,27.08,77.4,88.2,121.3,103.4,Improving,Sr Secondary Only
SHAMLI (PRABUDH NAGAR),KANDHLA,9740705403,RAJKIYA INTER COLLEGE KHERA KURTAN,109,86,82,73,-24.77,-15.12,78.9,79.5,89.0,89.0,Improving,Both Declining
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],9741800155,GOVT GIRLS INTER COLLEGE,804,480,667,417,-17.04,-13.12,59.7,68.3,71.7,62.5,Improving,Both Declining
SHAMLI (PRABUDH NAGAR),OON,9740901906,GOVT HIGHER SECONDARY SCHOOL TODA,32,0,51,0,59.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),OON,9740903504,GOVT YAMUNA KHADAR INTER COLLEGE,168,229,110,126,-34.52,-44.98,136.3,145.5,200.0,114.5,Declining,Both Declining
SHAMLI (PRABUDH NAGAR),OON,9740901211,GOVT. HIGH SCHOOL DATHERA,35,0,54,0,54.29,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),OON,9740910723,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE OON SHAMLI,26,19,31,28,19.23,47.37,73.1,45.5,58.3,90.3,Improving,Both Growing
SHAMLI (PRABUDH NAGAR),OON,9740907304,RAJKIYA BALIKA HIGH SCHOOL TAPRANA,31,0,54,0,74.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),OON,9740905803,RAJKIYA HIGH SCHOOL JAIN PUR,26,0,51,0,96.15,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),OON,9740904106,RAJKIYA INTER COLLEGE KERTOO,126,52,113,97,-10.32,86.54,41.3,39.2,70.2,85.8,Improving,Sr Secondary Only
SHAMLI (PRABUDH NAGAR),SHAMLI,9741000113,RAJKIYA INTER COLLEGE LILON,119,58,168,63,41.18,8.62,48.7,48.6,54.9,37.5,Declining,Both Growing
SHAMLI (PRABUDH NAGAR),SHAMLI,9741000311,RAJKIYE HIGH SCHOOL BALWA,138,0,157,0,13.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),THANABHAWAN,9741104313,GOVERNMENT GIRLS HIGH SCHOOL BANTIKHEDA,75,0,84,0,12.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHAMLI (PRABUDH NAGAR),THANABHAWAN,9741101009,RAJKAYA INTER COLLEGE UMARPUR,203,151,179,198,-11.82,31.13,74.4,70.3,98.1,110.6,Improving,Sr Secondary Only
SHRAWASTI,GILAULA,9510100116,NEELAM RAJKIYA BALIKA INTER COLLGE GILAULA,71,32,83,83,16.9,159.38,45.1,47.8,56.5,100.0,Improving,Both Growing
SHRAWASTI,GILAULA,9510103104,RAJKIYA HIGH SCHOOL KATAR,47,0,61,0,29.79,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,GILAULA,9510106412,RAJKIYA HIGH SCHOOL KHURUHARI,60,0,74,0,23.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,GILAULA,9510109605,RAJKIYA UCHATTAR MADHYAMIK VIDYALAY DIKAULI,39,0,49,0,25.64,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510209816,RAJKIYA BALIKA INTER COLLEGE BHINGA,106,71,161,97,51.89,36.62,67.0,90.8,66.0,60.2,Declining,Both Growing
SHRAWASTI,HARIHARPUR RANI,9510208003,RAJKIYA HIGH SCHOOL BAIRAGIJOT,54,0,73,0,35.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510208303,RAJKIYA HIGH SCHOOL BANSKUDI,26,0,41,0,57.69,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510206205,RAJKIYA HIGH SCHOOL GOTHWA,56,0,180,0,221.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510216503,RAJKIYA HIGH SCHOOL JOGNI,60,0,88,0,46.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510209503,RAJKIYA HIGH SCHOOL LAKAHI BENINAGAR,64,0,109,0,70.31,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,HARIHARPUR RANI,9510207403,RAJKIYA HIGH SCHOOL SHIVBALAKPURWA,52,0,90,0,73.08,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,IKAUNA,9510300131,MAHA MAYA RAJKIYA INTER COLLEGE IKAUNA,25,30,98,24,292.0,-20.0,120.0,86.3,64.3,24.5,Declining,Senior Collapse
SHRAWASTI,IKAUNA,9510302403,RAJKIYA HIGH SCHOOL DEENNAM GARH,68,0,72,0,5.88,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,IKAUNA,9510311401,RAJKIYA HIGH SCHOOL SITADWAR IKAUNA,138,0,131,0,-5.07,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,IKAUNA,9510305104,RAJKIYA HIGH SCHOOL VISHUNAPUR,43,0,52,0,20.93,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,JAMUNHA,9510407103,RAJKIYA HIGH SCHOOL CHIRAIYA,90,0,71,0,-21.11,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,JAMUNHA,9510409004,RAJKIYA HIGH SCHOOL DADAURA UTTARI JAMUNHA,53,0,88,0,66.04,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,JAMUNHA,9510404906,RAJKIYA HIGH SCHOOL EMLIYA KARANPUR,57,0,44,0,-22.81,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,JAMUNHA,9510401103,RAJKIYA HIGH SCHOOL INDWA,96,0,65,0,-32.29,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510611204,RAJKIYA HIGH SCHOOL BALANPUR,48,0,64,0,33.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510607704,RAJKIYA HIGH SCHOOL BANTIHWA,126,0,177,0,40.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510601103,RAJKIYA HIGH SCHOOL BHACHKAHI,46,0,100,0,117.39,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510602205,RAJKIYA HIGH SCHOOL PIPRAHWA,48,0,57,0,18.75,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510603503,RAJKIYA HIGH SCHOOL SEMRA TETIHIRIYA,28,0,55,0,96.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510604803,RAJKIYA HIGH SCHOOL TANGPASRI,84,0,208,0,147.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510610003,RAJKIYA HIGH SCHOOL YAKGARHWA,36,0,56,0,55.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SHRAWASTI,SIRSIYA,9510603804,"RAJKIYA INTER COLLEGE, GABBAPUR",101,19,373,215,269.31,1031.58,18.8,62.3,56.4,57.6,Improving,Both Growing
SIDDHARTHNAGAR,BANSI,9540310301,GOVRN.KANYA INTER COLLEGE BANS,145,37,123,60,-15.17,62.16,25.5,40.9,67.0,48.8,Improving,Sr Secondary Only
SIDDHARTHNAGAR,BANSI,9540305503,RAJKEEY UMV ATRAMU NANKAR,81,0,97,0,19.75,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,BANSI,9540303603,RAJKIYEE U.M.V. GONHATAL,131,0,143,0,9.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,BARHANI,9540101203,RAJKEEY UMV MOHAN KOLA,94,0,92,0,-2.13,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,BHANVAPUR,9540901303,RAJKIYEE U.M.V. BHARAVATIYA BAZAR,205,0,167,0,-18.54,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,BIRDPUR,9540203811,RAJKEEY UMV BAHORAVA UTTARI,103,0,88,0,-14.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,BIRDPUR,9540204206,RAJKIYEE U.M.V NAGCHAURI,64,0,28,0,-56.25,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,DUMARIYAGANJ,9540804105,I.C.RAJ.KAN.I.C.DUMARIYAGANJ,244,125,206,188,-15.57,50.4,51.2,68.1,88.6,91.3,Improving,Sr Secondary Only
SIDDHARTHNAGAR,DUMARIYAGANJ,9540806903,RAJKEEY U.M.V. KUNDI,154,0,174,0,12.99,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,DUMARIYAGANJ,9540811003,RAJKIYE INTER COLLEGE PARSAJMAL,251,124,269,122,7.17,-1.61,49.4,92.2,65.0,45.4,Declining,Secondary Only
SIDDHARTHNAGAR,DUMARIYAGANJ,9540814803,RAJKIYEE U.M.V. AMAUNA PANDEY,145,0,102,0,-29.66,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,ITAVA,9540705206,RAJKEEY UMV KATHELA GRANT,157,0,84,0,-46.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,ITAVA,9540706112,RAJKIYA INTER COLLEGE INDRIGRANT ITWA,182,49,175,101,-3.85,106.12,26.9,71.0,94.5,57.7,Improving,Sr Secondary Only
SIDDHARTHNAGAR,ITAVA,9540703503,RAJKIYA U M VIDYALYA MUDILA BANSI,60,0,85,0,41.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,JOGIYA,9541102403,RAJKYEE U.MV. TARIYA BAZAR,224,0,101,0,-54.91,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,KHESARAHA,9540507205,GOVERNMENT INTER COLLEGE PACHMOHANI,310,54,313,159,0.97,194.44,17.4,52.1,78.0,50.8,Improving,Both Growing
SIDDHARTHNAGAR,KHESARAHA,9540505103,RAJKIYEE U.M.V MATIYARIYA,47,0,73,0,55.32,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,KHUNIYANV,9541000105,RAJKEEY U.M.V. UNCHDIH,201,0,155,0,-22.89,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,KHUNIYANV,9541016708,RAJKIYA U M V DHOBHA,12,0,76,0,533.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,MITHAVAL,9540603004,RAJKIYEE U.M.V. MASINA KHAS,36,0,55,0,52.78,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,NAUGARH,9541207002,G.G.I.C. TETARI BAZAR,232,75,199,172,-14.22,129.33,32.3,64.2,75.4,86.4,Improving,Sr Secondary Only
SIDDHARTHNAGAR,NAUGARH,9541204303,RAJKEEY INTER COLLEGE NAUGARH,308,120,332,204,7.79,70.0,39.0,42.4,57.1,61.4,Improving,Both Growing
SIDDHARTHNAGAR,NAUGARH,9541209304,RAJKEEY U.M.V. BASAUNI,137,0,194,0,41.61,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,NAUGARH,9541202204,RAJKEEY U.M.V. KODRA GRANT,63,0,62,0,-1.59,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SIDDHARTHNAGAR,SHOHARATGARH,9541401903,RAJKEEY U.M.V. NIVI MAKDAUR,44,0,63,0,43.18,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,ALIYA,9240100708,GGIC IMALIYA SULTANPUR,101,0,194,76,92.08,,0.0,0.0,0.0,39.2,Improving,Both Declining
SITAPUR,ALIYA,9240100702,GOVT GIRLS H.S. SCHOOL EMILIYA SULTANPUR ,152,0,150,0,-1.32,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,ALIYA,9240106304,GOVT.HIGHER SECONDARY SCHOOL VISHUNPUR,76,0,116,0,52.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BEHTA,9240208305,G HS SALARPUR DARAPUR BEHTA,69,0,66,0,-4.35,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BEHTA,9240204505,GOVT. SECONDRY SCHOOL RIHAR,103,0,116,0,12.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BEHTA,9240209103,GOVT.HIGHER SECONDARY SCHOOL RAIGHATA,34,0,49,0,44.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BEHTA,9240210005,GOVT.Higher Secondary School JuaPurva,56,0,41,0,-26.79,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BEHTA,9240200405,RAJKIYA U.M.V. BHADFAR,165,0,146,10,-11.52,,0.0,0.0,0.0,6.8,Improving,Senior Collapse
SITAPUR,BEHTA,9240212801,RAJKIYA U.M.V. BHAVANIPUR,22,0,54,0,145.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BISWAN,9240307905,RAJKIYA INTER COLLEGE JANUVA BISWAN,65,60,351,273,440.0,355.0,92.3,87.6,93.5,77.8,Declining,Both Growing
SITAPUR,BISWAN,9240304103,RAJKIYA U.M.V. KYOTI BADULLAH,148,0,100,0,-32.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,BISWAN,9240301402,RAJKIYA U.M.V. PIPRAKALA,108,0,117,0,8.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,GONDLAMAU,9240406403,GOVT.HIGHER SECONDARY SCHOOL KUCHKAI,205,0,188,0,-8.29,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,GONDLAMAU,9240402203,RAJKIYA UCHHTAR MADHYMAIK SCHOOL DEVRIKAIL,55,0,67,0,21.82,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,HARGAON,9240506605,GOVT. H.S. VAJEERPUR,73,0,74,0,1.37,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,HARGAON,9240503602,GOVT. HIGH SCHOOL SALARPUR,152,0,180,0,18.42,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,KASMANDA,9240600103,GOVT. GIRLS INTER COLLEGE KAMLAPUR,482,174,537,362,11.41,108.05,36.1,42.9,64.8,67.4,Improving,Both Growing
SITAPUR,KASMANDA,9240600906,GOVT. HIGHER SECONDARY SCHOOL BHITHAULI,189,0,205,0,8.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,KHAIRABAD,9240700104,GOVT.H.S. SCHOOL SIPAH SITAPUR U.P,86,0,112,0,30.23,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,KHAIRABAD,9240701601,RAJKIYA U.M.V CHILVARA,110,0,105,0,-4.55,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,LAHARPUR,9240802503,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Patwara,151,68,285,128,88.74,88.24,45.0,73.5,66.0,44.9,Declining,Both Growing
SITAPUR,LAHARPUR,9240810601,RAJKIYA BALIKA INTER COLLEGE LAHARPUR,136,91,246,132,80.88,45.05,66.9,54.9,50.5,53.7,Declining,Both Growing
SITAPUR,LAHARPUR,9240800811,RAJKIYA INTER COLLEGE GANESHPUR NEVADA LAHARPUR,17,0,298,115,1652.94,,0.0,25.0,24.9,38.6,Improving,Both Declining
SITAPUR,MACHHAREHTA,9240902713,RAJKIYA INTER COLLEGE - MACHREHTA,238,101,207,248,-13.03,145.54,42.4,65.3,81.5,119.8,Improving,Sr Secondary Only
SITAPUR,MACHHAREHTA,9240904704,RAJKIYA U.M.V. BANIAMAU,62,0,58,0,-6.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,MACHHAREHTA,9240908303,RAJKIYA U.M.V. BHITHORA,90,0,102,0,13.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,MAHMOODABAD,9241010002,GGIC MAHMOODABAD,368,326,294,322,-20.11,-1.23,88.6,109.8,121.9,109.5,Improving,Both Declining
SITAPUR,MAHMOODABAD,9241012202,GOVT INTER COLLEGE LAILKHURD MAHMUDABAD,26,2,117,49,350.0,2350.0,7.7,7.3,39.8,41.9,Improving,Both Growing
SITAPUR,MAHMOODABAD,9241003905,GOVT.HIGHER SECONDARY SCHOOL LALPUR,41,0,109,0,165.85,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,MAHMOODABAD,9241008803,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Judaura Pac hdevra Chaubepur,101,31,177,83,75.25,167.74,30.7,53.8,56.8,46.9,Improving,Both Growing
SITAPUR,MAHOLI,9241101730,RAJKIYA BALIKA INTER COLLEGE MAHOLI,295,172,280,157,-5.08,-8.72,58.3,78.4,75.3,56.1,Declining,Both Declining
SITAPUR,MAHOLI,9241107705,RAJKIYA U.M.V. RAJVAPUR,43,0,149,0,246.51,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,MISRIKH,9241200109,GOVT. GIRLS INTER COLLEGE MISHRIKH,426,244,454,388,6.57,59.02,57.3,64.8,77.2,85.5,Improving,Both Growing
SITAPUR,MISRIKH,9241202303,RAJKIYA BALIKA UCCHTAR MADHYAMIK SCH. BADHAIYA,89,0,114,0,28.09,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,MISRIKH,9241200201,RAJKIYA U.M.V. GULHARIYA,65,0,108,0,66.15,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,N.K.BISWAN,9242000315,RAJKIYA BALIKA INTER COLLEGE BISWAN,410,372,281,326,-31.46,-12.37,90.7,90.6,98.1,116.0,Improving,Both Declining
SITAPUR,N.K.KHAIRABAD,9242101305,RAJKIYA BALIKA INTER COLLEGE KHAIRABAD,575,382,520,432,-9.57,13.09,66.4,66.0,84.2,83.1,Improving,Sr Secondary Only
SITAPUR,N.K.SITAPUR,9242304504,RAJKIYA GIRLS INTER COLLEGE SITAPUR,626,585,483,609,-22.84,4.1,93.5,99.5,117.1,126.1,Improving,Sr Secondary Only
SITAPUR,N.K.SITAPUR,9242301416,RAJKIYA INTER COLLEGE SITAPUR,682,706,522,783,-23.46,10.91,103.5,127.0,177.5,150.0,Improving,Sr Secondary Only
SITAPUR,PAHALA,9241300604,GOVT.HIGHER SECONDARY SCHOOL KABRA,51,0,74,0,45.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,PAHALA,9241300117,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Akbapur,307,115,310,231,0.98,100.87,37.5,60.8,72.3,74.5,Improving,Both Growing
SITAPUR,PAHALA,9241300106,RAJKIYA U.M.V. BHITKURA,122,0,127,0,4.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,PAHALA,9241309903,RAJKIYA UCCHTAR MADHYAMIK SCHOOL KORAR,34,0,49,0,44.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,PARSENDI,9241403603,GOVT.HIGH SCHOOL TAPPA KHAJURIYA,118,0,116,0,-1.69,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,PISAWAN,9241500112,GOVT. GIRLS INTER COLLEGE NERI,307,190,266,237,-13.36,24.74,61.9,77.0,69.7,89.1,Improving,Sr Secondary Only
SITAPUR,PISAWAN,9241500806,RAJKIYA BALIKA INTER COLLEGE MAHMDAPUR PISAWAN,18,0,80,28,344.44,,0.0,0.0,17.2,35.0,Improving,Both Declining
SITAPUR,PISAWAN,9241505705,RAJKIYA INTER COLLEGE BEEHAT GAUR,406,277,340,302,-16.26,9.03,68.2,65.2,84.0,88.8,Improving,Sr Secondary Only
SITAPUR,PISAWAN,9241508502,RAJKIYA U.M.V. MOHARNIYA,141,0,205,0,45.39,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,RAMPURMATHURA,9241606005,GOVT.GIRLS HIGH SCHOOL KODORA,136,0,151,0,11.03,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,RAMPURMATHURA,9241600502,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Sahranankari,172,48,190,97,10.47,102.08,27.9,32.9,53.6,51.1,Improving,Both Growing
SITAPUR,RAMPURMATHURA,9241605008,RAJKIYA INTER COLLEGE BASURA,573,287,598,408,4.36,42.16,50.1,49.6,61.4,68.2,Improving,Both Growing
SITAPUR,RAMPURMATHURA,9241608212,RAJKIYA INTER COLLEGE RAMPURMATHURA,325,166,356,213,9.54,28.31,51.1,50.3,63.5,59.8,Improving,Both Growing
SITAPUR,RAMPURMATHURA,9241607002,RAJKIYA U.M.V. BILASPUR,32,0,51,0,59.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,REUSA,9241703404,GOVT. HIGHER SECONDARY SCHOOL CHAUSA,43,0,56,0,30.23,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,REUSA,9241700119,GOVT. Higher Secondary School THANGAON,135,0,179,0,32.59,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,SAKARAN,9241806804,GOVT. GIRLS  HIGHER SECONDARY SCHOOL  MADNAPUR,58,0,72,0,24.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,SAKARAN,9241807903,GOVT. HIGHER SECONDRAY SCHOOL PACHDEVRA,44,0,60,0,36.36,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,SAKARAN,9241804804,RAJKIYA INTER COLLEGE. SANDA,928,456,719,445,-22.52,-2.41,49.1,67.2,68.3,61.9,Improving,Both Declining
SITAPUR,SIDHAULI,9241901111,G.I.C.NEELGAON,514,255,322,297,-37.35,16.47,49.6,61.3,83.7,92.2,Improving,Sr Secondary Only
SITAPUR,SIDHAULI,9241911203,GOVT.HIGHER SECONDARY SCHOOL SARAURA,171,0,226,0,32.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SITAPUR,SIDHAULI,9241910803,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Jajour,515,253,484,297,-6.02,17.39,49.1,50.2,61.0,61.4,Improving,Sr Secondary Only
SITAPUR,SIDHAULI,9241907402,RAJKIYA U.M.V JALLABAD,107,0,131,0,22.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,BABHANI,9700700704,G.I.C. CHAPKI,452,152,503,274,11.28,80.26,33.6,36.0,52.7,54.5,Improving,Both Growing
SONBHADRA,BABHANI,9700702704,GOVT. HIGH SCHOOL NAWATOLA,77,0,73,0,-5.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,BABHANI,9700700205,GOVT. U.M.V. CHAUNA,143,0,172,0,20.28,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,BABHANI,9700701706,GOVT. U.M.V. IKDIRI,142,0,333,0,134.51,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHATRA,9700505203,GOVT. GIRLS HIGH SCHOOL BHUSAULIYA,37,0,54,0,45.95,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHATRA,9700504511,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RAMGARH,10,0,360,207,3500.0,,0.0,52.6,52.9,57.5,Improving,Both Declining
SONBHADRA,CHOPAN,9700106103,G. I. C. KON,884,464,1020,635,15.38,36.85,52.5,52.9,62.1,62.3,Improving,Both Growing
SONBHADRA,CHOPAN,9700112318,G.G.I.C. OBRA,362,260,376,275,3.87,5.77,71.8,86.1,81.3,73.1,Improving,Both Growing
SONBHADRA,CHOPAN,9700100503,GOVERNMENT INTER COLLEGE  GURMURA,254,43,400,294,57.48,583.72,16.9,19.9,50.2,73.5,Improving,Both Growing
SONBHADRA,CHOPAN,9700107304,GOVT. GIRLS HIGH SCHOOL GOTHANI,287,0,236,0,-17.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHOPAN,9700107242,GOVT. HIGH SCHOL JUGAIL,333,0,303,0,-9.01,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHOPAN,9700101033,GOVT. HIGH SCHOOL PANARI,65,0,104,0,60.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHOPAN,9700109211,Govt. H.S.S. CHAKDAHIYA,71,0,80,0,12.68,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,CHOPAN,9700100110,Govt. H.S.S. SIDHAHAWA,193,0,118,0,-38.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,DUDHI,9700208504,G.G.I.C. DUDHI,801,781,788,722,-1.62,-7.55,97.5,101.3,105.9,91.6,Declining,Both Declining
SONBHADRA,DUDHI,9700208505,G.I.C. DUDHI,716,736,660,696,-7.82,-5.43,102.8,108.0,120.2,105.5,Improving,Both Declining
SONBHADRA,DUDHI,9700202616,GOVT. GIRLS HIGH SCHOOL JHAROKALA,116,0,136,0,17.24,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,DUDHI,9700205007,GOVT. U.M.V. BAIRKHAN,97,0,115,0,18.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,DUDHI,9700201908,Govt. H.S.S. DIGHUL,135,0,169,0,25.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,DUDHI,9700206506,Govt. H.S.S. MEDNIKHAN,186,0,231,0,24.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,GHORAWAL,9700400308,G I C GHORAWAL,752,538,833,597,10.77,10.97,71.5,72.9,80.8,71.7,Improving,Both Growing
SONBHADRA,GHORAWAL,9700405504,GOVT. GIRLS INTER COLLEGE DOHARI,245,106,302,177,23.27,66.98,43.3,47.7,50.8,58.6,Improving,Both Growing
SONBHADRA,GHORAWAL,9700408504,GOVT. H.S.S. PARWANIYA,75,0,71,0,-5.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
SONBHADRA,GHORAWAL,9700410606,GOVT. HIGH SCHOOL  PARSAUNA,68,0,62,0,-8.82,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
